#{"env_id": "HalideHarris-v3", "t_start": 1533496926.4963849}
r,l,t,best_exec,best_schedule
12.318755,4,7.484176,0.56004091,"shifted.tile(x, y, xi, yi, 32, 512); shifted.unroll(xi, 2); "
12.617737,17,19.501187,0.478701376,"shifted.tile(x, y, xi, yi, 128, 16); shifted.vectorize(x, 16); shifted.unroll(xi, 4); "
-29.889847,45,57.006604,0.620942161,n/a
72.379852,14,75.049594,0.116531159,"shifted.tile(x, y, xi, yi, 64, 8); shifted.vectorize(xi, 16); Iy.compute_at(shifted, yi); Iy.vectorize(x, 16); gray.compute_at(shifted, x); "
9.049797,48,95.930871,0.317119516,n/a
84.922722,13,123.61646,0.066646254,"Iy.compute_at(shifted, x); shifted.tile(x, y, xi, yi, 256, 16); Iy.compute_at(shifted, yi); shifted.vectorize(xi, 8); shifted.bound(x, 0, 3848); Ix.compute_at(shifted, yi); Ix.vectorize(x, 4); Ix.store_at(shifted, y); shifted.parallel(y); "
32.441526,75,175.154073,0.030147548,"shifted.compute_root(); shifted.tile(x, y, xi, yi, 128, 128); gray.compute_at(shifted, x); shifted.vectorize(x, 4); gray.unroll(x, 2); gray.unroll(x, 4); gray.vectorize(x, 8); shifted.unroll(xi, 3); Iy.compute_at(shifted, x); shifted.unroll(x, 4); Iy.vectorize(x, 8); shifted.unroll(xi, 4); shifted.parallel(y); "
25.958871,73,252.507956,0.066407187,n/a
-14.648797,54,287.646724,0.46723707,n/a
84.592185,20,321.970901,0.022537643,"shifted.tile(x, y, xi, yi, 64, 32); Iy.compute_at(shifted, x); shifted.vectorize(x, 16); Iy.unroll(x, 3); shifted.unroll(xi, 4); gray.compute_at(shifted, x); shifted.bound(y, 0, 2568); Iy.vectorize(x, 16); shifted.parallel(y); "
46.277808,64,385.403512,0.031230298,n/a
45.649285,64,433.678388,0.022160011,"shifted.tile(x, y, xi, yi, 32, 32); shifted.vectorize(x, 16); gray.compute_at(shifted, x); gray.unroll(x, 3); gray.vectorize(x, 8); Ix.compute_at(shifted, x); Ix.unroll(x, 4); shifted.unroll(xi, 2); gray.unroll(x, 4); Ix.store_at(shifted, y); Ix.vectorize(x, 8); Iy.compute_at(shifted, x); shifted.parallel(y); "
-26.881395,138,585.811194,0.025669675,n/a
-123.180437,229,729.722149,0.060714984,n/a
13.978253,58,763.425676,0.05368015,n/a
-4.856414,32,806.309608,0.481837181,n/a
34.86379,66,938.899023,0.060422489,n/a
50.826087,56,971.819543,0.020990728,"shifted.tile(x, y, xi, yi, 256, 32); shifted.unroll(xi, 4); shifted.unroll(x, 3); gray.compute_at(shifted, x); gray.unroll(x, 2); shifted.bound(x, 0, 3848); Iy.compute_at(shifted, yi); Iy.unroll(x, 4); Iy.compute_at(shifted, x); shifted.parallel(y); "
-63.0,77,1045.654046,0.661351768,n/a
34.441778,67,1122.353124,0.102894579,n/a
40.248428,58,1221.975052,0.104173303,n/a
35.966789,74,1246.097848,0.026673714,n/a
-65.579493,166,1295.29306,0.063354146,n/a
8.898288,31,1319.951351,0.44377836,n/a
23.043368,51,1412.209719,0.257640375,n/a
39.802691,46,1460.015249,0.126961745,n/a
-16.266102,78,1603.412851,0.119869153,n/a
-61.0,64,1667.849527,0.332078123,n/a
-17.184298,128,1753.528934,0.040899963,n/a
26.093862,81,1787.023544,0.025833313,n/a
60.81343,28,1837.327671,0.126890717,n/a
-6.90987,36,1892.799044,0.495417749,n/a
28.35011,36,1944.793222,0.248998214,n/a
-5.519753,94,2071.917721,0.162161823,n/a
-54.006038,163,2129.843552,0.052948074,n/a
-4.425774,11,2135.764669,0.080136587,n/a
18.998769,24,2152.370003,0.198078122,n/a
29.835306,65,2253.61516,0.120132526,n/a
47.83518,57,2270.67419,0.020930595,"shifted.tile(x, y, xi, yi, 512, 8); shifted.unroll(xi, 4); shifted.parallel(y); gray.compute_at(shifted, yi); shifted.unroll(xi, 2); gray.unroll(x, 2); gray.unroll(x, 3); shifted.unroll(x, 4); shifted.vectorize(xi, 4); "
50.083683,17,2292.27437,0.263987271,n/a
47.769197,26,2307.693582,0.206545469,n/a
11.698454,45,2345.416087,0.332670167,n/a
25.789137,90,2511.327755,0.021235102,n/a
56.715875,42,2555.676068,0.041560173,n/a
-9.01143,124,2603.77819,0.033143181,n/a
51.29277,31,2643.010569,0.02221714,n/a
43.930619,70,2711.480313,0.02691292,n/a
12.612925,27,2730.258518,0.407812962,n/a
12.714168,100,2845.123258,0.021730906,n/a
52.206662,19,2858.813234,0.230106356,n/a
34.053643,35,2921.641746,0.244345388,n/a
66.630708,25,2942.584906,0.108258599,n/a
65.601273,38,2958.058951,0.02909106,n/a
74.57614,27,2974.795661,0.042484313,n/a
54.308893,47,3071.344173,0.024411204,n/a
26.889607,68,3182.508516,0.119773402,n/a
76.39815,24,3191.701607,0.037047937,n/a
-52.969737,133,3375.022341,0.257727047,n/a
73.360581,29,3404.553961,0.030682882,n/a
38.58512,72,3440.902959,0.022584366,n/a
92.553666,10,3449.896652,0.016178873,"shifted.tile(x, y, xi, yi, 256, 8); gray.compute_at(shifted, x); gray.unroll(x, 3); Ix.compute_at(shifted, yi); shifted.bound(x, 0, 3848); shifted.parallel(y); "
