EpThisIter,loss_ent,EpRewMean,TimeElapsed,EpExecMean,loss_kl,TimestepsSoFar,EpisodesSoFar,loss_vf_loss,ev_tdlam_before,loss_pol_surr,EpLenMean,loss_pol_entpen
29,1.8795364,88.98142776967674,23622.29084420204,0.038284511570000006,0.03999168,24320,2231,25.736378,0.9603636153042316,-0.031239722,7.62,-0.05638609
32,1.5339679,87.63395627429546,23918.233847618103,0.035511348129999995,0.03799793,24560,2263,26.57518,0.9576262757182121,-0.03562948,7.71,-0.046019036
29,1.5633171,86.73071746659338,24190.922258615494,0.0361844386,0.12659554,24831,2292,43.477768,0.9602367728948593,-0.06135973,8.38,-0.04689951
33,1.400517,88.87766821278085,24517.46953201294,0.032223288259999996,0.0257457,25086,2325,10.790182,0.9890916449949145,-0.035095897,8.21,-0.042015508
39,1.3773565,91.37366068715191,24926.881264925003,0.02847494572,0.02336739,25343,2364,6.879988,0.9948415705002844,-0.03536182,7.01,-0.0413207
40,1.1163316,91.99314722539607,25297.550352334976,0.027202128830000002,0.04184568,25595,2404,3.766706,0.9973020146135241,-0.039385673,6.7,-0.033489946
31,1.3929121,91.77278266588077,25600.04193496704,0.024545039519999992,0.04009331,25854,2435,8.683818,0.9906020481139421,-0.031058937,6.97,-0.041787364
34,1.1986578,92.73502499746854,25915.710563659668,0.025236078499999995,0.24964626,26086,2469,11.6429825,0.9792706985026598,-0.040586524,7.11,-0.035959736
35,1.2605224,91.06871817056968,26240.93678832054,0.030905229620000002,0.02360047,26362,2504,12.737764,0.9862234257161617,-0.032621816,7.67,-0.037815668
39,1.2498012,90.08973292173916,26584.312069416046,0.03269724037,0.010647116,26618,2543,17.555397,0.968875527381897,-0.034995943,7.14,-0.037494034
37,1.3476684,90.45491903884952,26932.890015363693,0.031950273140000006,0.024219591,26876,2580,6.7338552,0.9932186920195818,-0.03265576,6.74,-0.04043005
35,1.4226167,90.09692872504728,27251.40775489807,0.03142423418,0.05383134,27133,2615,11.172749,0.9593521133065224,-0.03417856,6.96,-0.0426785
34,1.6281295,90.53500389958886,27554.23061490059,0.03310268152,0.083828226,27390,2649,47.385265,0.9298613592982292,-0.019780863,7.32,-0.048843887
34,1.3918064,90.20204020907676,27884.077835559845,0.03319806452,0.013114261,27639,2683,7.089432,0.9930947041139007,-0.031404886,7.46,-0.041754194
24,2.433753,89.46685890586444,28183.899975299835,0.029363103399999993,0.09134275,27903,2707,28.345705,0.9354736655950546,-0.064476945,8.29,-0.07301259
34,1.3588641,88.37265225243945,28514.607342481613,0.02699180327,0.05332568,28154,2741,6.9301095,0.9897453272715211,-0.043987535,8.2,-0.040765923
39,1.1156499,89.99557992798773,28848.964774131775,0.02507902928,0.023042012,28404,2780,10.246099,0.9913341449573636,-0.030571483,7.83,-0.0334695
46,1.1027226,91.85642985389282,29218.329313755035,0.026426638470000006,0.016741628,28672,2826,15.08142,0.9805737473070621,-0.01896751,6.42,-0.03308168
39,1.1905335,91.80761846061927,29567.98981165886,0.0272752492,0.023562009,28924,2865,8.86028,0.9924645037390292,-0.027145972,6.25,-0.035716005
36,1.4634843,90.92313610000058,29881.247604846954,0.02743551332,0.03270089,29183,2901,7.5670576,0.9743775818496943,-0.041500784,6.61,-0.043904528
42,1.3051684,91.50954308624453,30249.41526556015,0.026709502010000007,0.012629282,29439,2943,9.844603,0.9920374089851975,-0.02020102,6.63,-0.03915505
35,1.3615791,90.34528825779144,30560.15547299385,0.028189491870000003,0.018228732,29696,2978,9.530252,0.9842348732054234,-0.0050535332,6.88,-0.040847372
36,1.4826965,91.74589611717796,30885.61181116104,0.02445477458,0.046118967,29948,3014,5.750314,0.9947069510817528,-0.038072675,6.85,-0.044480894
37,1.5899264,89.42512373645,31199.056372642517,0.02649981179,0.055904668,30204,3051,11.588753,0.9827111605554819,-0.037913986,7.09,-0.047697786
33,1.3817555,90.55478194575568,31497.591210842133,0.026803591399999997,0.07346909,30459,3084,28.043024,0.974908635020256,-0.037885305,7.14,-0.04145266
32,1.3461547,89.40004302884088,31770.86638855934,0.02801613601,0.042135246,30716,3116,13.31102,0.9641009047627449,-0.06106409,7.54,-0.040384643
41,1.1374451,91.79673373725674,32123.321313858032,0.026837359680000002,0.03293352,30974,3157,6.082074,0.9953967407345772,-0.035413187,7.27,-0.034123354
35,1.4100231,92.96289304393304,32415.997118473053,0.025315670300000002,0.040254243,31230,3192,26.670284,0.972960788756609,-0.03661811,6.56,-0.04230069
40,1.2802026,91.63741487964087,32771.33205366135,0.024975428689999996,0.019608006,31483,3232,14.766539,0.988726164214313,-0.018122528,6.71,-0.03840608
35,1.5664737,90.41918449172421,33082.13701367378,0.02518626492,0.019413512,31723,3267,9.8223505,0.9888810450211167,-0.030329252,6.84,-0.04699421
37,1.4282506,89.89732947964234,33420.33069896698,0.025391238689999998,0.03148303,31988,3304,4.4239697,0.9913381561636925,-0.028529651,6.81,-0.042847518
35,1.5185893,88.30782383531785,33763.24371600151,0.03214066334,0.026544854,32255,3339,37.770203,0.9422464743256569,-0.028966732,7.21,-0.045557674
38,1.4965117,90.31111349317507,34103.81912732124,0.030214824100000003,0.019631714,32511,3377,4.5002174,0.9934938391670585,-0.021936275,7.09,-0.04489535
35,1.5486894,91.94073895561131,34436.75763511658,0.029696986570000004,0.03436457,32761,3412,4.344628,0.9868657402694225,-0.019098764,7.01,-0.04646068
34,1.5859267,94.43539057538287,34744.592134952545,0.023720181190000002,0.014671564,33018,3446,11.0018215,0.986543582752347,-0.028905861,7.2,-0.0475778
33,1.5127113,93.63809200074594,35052.04892539978,0.02374287681,0.027205262,33280,3479,7.573463,0.9918727986514568,-0.030926846,7.55,-0.04538134
33,1.2492607,93.59772450397381,35341.080537080765,0.02577932152,0.02172342,33515,3512,8.694686,0.9911458138376474,-0.023902433,7.54,-0.037477817
33,1.3741931,92.67982890702727,35660.84131813049,0.025069372259999993,0.010701413,33785,3545,7.9914556,0.9859392736107111,-0.022591727,7.76,-0.04122579
34,1.4253834,92.28130179357136,35986.64151215553,0.026786784779999996,0.02959716,34027,3579,19.771336,0.9807078614830971,-0.030293673,7.47,-0.042761505
37,1.2698331,92.91418612516658,36329.42385864258,0.024878746780000002,0.012863086,34300,3616,3.9480276,0.9958281414583325,-0.01989491,7.28,-0.03809499
30,1.188331,91.43132745446897,36615.33713436127,0.025049150390000007,0.015450958,34560,3646,13.476343,0.9864778807386756,-0.021016747,7.66,-0.03564993
35,1.2201073,92.6276571012962,36978.03207063675,0.02266974942000001,0.010718573,34813,3681,3.5800195,0.9956332235597074,-0.021565892,7.54,-0.036603224
34,1.4184029,92.33811423339235,37340.24625134468,0.02795983348,0.015876424,35071,3715,8.952364,0.9825778715312481,-0.024855504,7.84,-0.042552087
34,1.3958168,93.79188404474031,37714.52772951126,0.028176402910000006,0.015781935,35322,3749,6.044719,0.9885120270773768,-0.018805414,7.43,-0.041874506
31,1.4586668,92.81283881905341,38062.17641019821,0.02912116616,0.02032231,35581,3780,10.572178,0.9859945317730308,-0.03205429,7.79,-0.043759998
34,1.3905227,93.42526117622776,38434.28000974655,0.024311136919999997,0.014185676,35838,3814,5.2591953,0.9910240760073066,-0.01973454,7.84,-0.04171568
38,1.3113542,92.37030056349677,38858.096916913986,0.025577003230000003,0.0072354423,36090,3852,4.894165,0.995302468072623,-0.021745872,7.4,-0.039340626
5,1.5892758,92.4043176101708,38902.61636042595,0.025153625359999997,0.40881047,36130,3857,32.72731,0.8950594291090965,-0.0017365701,7.47,-0.047678277
40,1.2391148,90.63916409592179,39268.03192973137,0.023830878230000005,0.012930284,36608,3897,46.427715,0.8751626312732697,-0.02089637,8.91,-0.03717344
30,1.2350364,89.0528810044702,39555.88971567154,0.024132067989999995,0.0214766,36863,3927,15.314938,0.9551402181386948,-0.018273294,9.4,-0.03705109
35,1.4491916,92.3846517290629,39982.29560112953,0.02257722433,0.011886984,37115,3962,6.4547243,0.9921089448034763,-0.028345823,7.24,-0.043475747
36,1.4953197,93.56275625476212,40302.659452199936,0.0233432275,0.01908534,37375,3998,7.5135074,0.9910528510808945,-0.030106137,7.17,-0.044859592
31,1.4678402,93.0187270064726,40692.712466716766,0.02425499012,0.16126889,37609,4029,7.8606205,0.9880373803898692,-0.036465406,7.33,-0.044035204
35,1.4080467,92.41537591800916,41041.538593292236,0.024658420620000007,0.019725349,37887,4064,4.319067,0.994756305590272,-0.02363102,7.6,-0.042241402
29,1.1561197,91.43358371849094,41316.64986181259,0.024813764380000002,0.027364118,38144,4093,20.37314,0.9661215022206306,-0.052210897,8.0,-0.03468359
38,1.1842266,93.33437870999991,41689.311745643616,0.023792297209999997,0.018237462,38399,4131,9.893002,0.9884401708841324,-0.017503548,7.55,-0.035526797
32,1.2375607,91.87727066174563,42062.09979271889,0.02614883431,0.030169616,38652,4163,6.4180536,0.9900407865643501,-0.028546123,7.72,-0.03712682
36,1.213218,93.51208711524909,42455.885511398315,0.0243218603,0.18869126,38893,4199,5.746448,0.9952456257306039,-0.02326942,7.12,-0.03639654
42,1.1378626,93.63796276906604,42860.517708063126,0.02569558384,0.007671425,39165,4241,6.0598903,0.9949112706817687,-0.01989152,6.71,-0.034135874
40,1.2067482,92.9819441749795,43236.07937455177,0.026561085,0.013978645,39419,4281,6.5990767,0.9925136901438236,-0.020185553,6.51,-0.036202446
38,1.2082939,94.03077659845314,43672.657618284225,0.02601442688,0.016963605,39674,4319,2.505653,0.9978075907565653,-0.019280348,6.5,-0.036248818
38,1.2253554,94.35374929113367,44070.12083888054,0.023809006089999998,0.010753553,39935,4357,3.4877028,0.9971655837725848,-0.011161967,6.78,-0.036760665
39,1.2972038,93.23465797034052,44464.39037108421,0.024081543539999997,0.011634912,40189,4396,6.3035355,0.9941955776885152,-0.015542921,6.66,-0.03891611
31,1.6826121,90.1621892878647,44742.12623977661,0.0244122259,0.29071823,40447,4427,19.228361,0.973988976329565,-0.02526005,7.22,-0.05047836
41,1.2981893,89.103998952884,45139.600781440735,0.02721759382,0.035263352,40701,4468,32.521645,0.9661072976887226,-0.017999245,6.93,-0.03894568
31,1.2922927,89.7588099627489,45503.33985328674,0.028259545500000004,0.017045347,40959,4499,56.823227,0.9317643344402313,-0.020505525,7.49,-0.03876878
37,1.3344905,91.2258528231227,45855.41981673241,0.03124297377,0.009418548,41215,4536,7.821516,0.9671014659106731,-0.014474653,7.18,-0.040034715
33,1.2742922,92.17047626648214,46195.172862291336,0.029182408649999995,0.007296024,41468,4569,4.4258876,0.9964181897230446,-0.024837272,7.59,-0.038228765
32,1.439338,92.21708848256986,46528.953578710556,0.026977863579999997,0.042249963,41725,4601,16.307877,0.9600654281675816,-0.024669386,7.5,-0.043180134
38,1.4118931,90.60936485123301,46887.884748220444,0.028396611739999997,0.02725001,41981,4639,11.35573,0.9886261420324445,-0.018327676,7.41,-0.042356797
38,1.2597727,90.35434043112743,47275.64974117279,0.02909932819,0.022303559,42235,4677,5.235878,0.9951127003878355,-0.01697746,6.89,-0.037793178
38,1.2890795,90.47902171765269,47632.57719898224,0.02574414945,0.0118047185,42492,4715,12.884779,0.9875918440520763,-0.02227826,6.65,-0.038672388
36,1.3198279,91.30913795140863,48020.37974643707,0.02558085493,0.03404396,42750,4751,4.0599723,0.9961339617148042,-0.013598266,6.87,-0.039594837
36,1.2513494,90.44139044200756,48383.254366636276,0.024409990300000003,0.021314416,43005,4787,7.5725555,0.9927270915359259,-0.01668413,7.0,-0.03754048
34,1.2808702,92.86823698083768,48735.33937096596,0.02404601312,0.021088116,43260,4821,9.44926,0.9866514187306166,-0.027212815,7.24,-0.038426105
35,1.3109521,91.53973004399678,49044.64821743965,0.025510880320000005,0.010244905,43516,4856,13.855818,0.9684315286576748,-0.005698845,7.34,-0.039328564
36,1.2201846,92.78976943973332,49421.760289907455,0.02457210587,0.009576382,43772,4892,6.2027326,0.993447367567569,-0.019004967,7.35,-0.036605533
37,1.3879697,91.80900617802536,49760.50402879715,0.023956274760000004,0.022126636,44029,4929,5.1436853,0.9930104212835431,-0.021048192,7.16,-0.04163909
34,1.2577164,93.84395771135218,50121.53282594681,0.022052214129999994,0.031793185,44284,4963,3.5841808,0.996493958402425,-0.017725687,7.2,-0.037731495
33,1.164175,92.84049927457063,50480.17996621132,0.022959957390000004,0.01510645,44540,4996,4.5982585,0.9941807179711759,-0.013769936,7.37,-0.034925252
38,1.2991989,94.20985489404484,50887.495161771774,0.022506087480000003,0.01356537,44792,5034,4.07057,0.9958725739270449,-0.015831858,7.24,-0.03897597
38,1.1999509,94.18395796834098,51269.19395542145,0.02171922277,0.014988663,45054,5072,2.6109586,0.9975734250620008,-0.0023698462,6.83,-0.035998527
23,1.4308221,92.44701336490569,51499.45455288887,0.02216789571,0.15451927,45312,5095,29.32386,0.9508682638406754,-0.024129586,7.8,-0.04292466
35,1.1670225,92.95140134428429,51900.81140303612,0.022141486619999998,0.013763941,45565,5130,7.8576975,0.9910393804311752,-0.018785654,8.01,-0.03501067
37,1.2190384,90.47280393492498,52235.33877134323,0.023945215229999997,0.014403975,45814,5167,12.716003,0.9876440335065126,-0.021598902,7.93,-0.036571153
