EpThisIter,loss_ent,EpRewMean,TimeElapsed,EpExecMean,loss_kl,TimestepsSoFar,EpisodesSoFar,loss_vf_loss,ev_tdlam_before,loss_pol_surr,EpLenMean,loss_pol_entpen
33,1.1724281,91.48380377070374,52555.387341976166,0.024759982979999998,0.010143799,46079,5200,23.95895,0.9754786491394043,-0.007995445,7.28,-0.035172842
40,1.2133591,89.98851191325458,52986.31946325302,0.024479326540000002,0.013203854,46336,5240,7.491665,0.9942159708589315,-0.016660508,7.08,-0.036400773
38,1.3914039,90.51337838879111,53402.35797762871,0.024008252030000007,0.017949358,46588,5278,8.937593,0.9908525012433529,-0.017945522,7.06,-0.041742116
29,1.3588259,90.35954615607832,53767.115904569626,0.024114788650000003,0.070727795,46799,5307,22.73489,0.9716986864805222,-0.03196693,6.69,-0.04076478
31,1.3671728,91.16274242895801,54199.36295771599,0.02388916497,0.0099189775,47083,5338,6.742118,0.992384813260287,-0.021553818,7.6,-0.041015185
30,1.4068754,91.60494396289266,54558.59240078926,0.02277114776,0.010186687,47350,5368,11.13891,0.9867959143593907,-0.014632188,8.27,-0.042206258
22,1.1369278,91.08794317822101,54780.06710743904,0.023770407460000004,0.040657356,47597,5390,44.49513,0.9574226699769497,-0.024732042,9.14,-0.034107838
34,1.2121595,90.94771107729164,55129.062282800674,0.02439449174,0.009589215,47866,5424,7.742966,0.993951752781868,-0.021537112,8.94,-0.036364786
38,1.2690287,92.16063991954127,55557.77377152443,0.02527195948,0.01218533,48128,5462,10.244332,0.9911118736490607,-0.020078544,8.36,-0.038070858
39,1.2874298,93.9469819782806,55969.7865216732,0.02352217413,0.029710246,48381,5501,15.749889,0.9849503776058555,-0.026158959,6.84,-0.038622893
31,1.4429414,94.63433443189948,56303.327587366104,0.022325603649999994,0.108964905,48637,5532,25.01335,0.9793041869997978,-0.02545868,7.19,-0.04328824
35,1.4569366,93.04910283962526,56697.09358406067,0.02370243306,0.0103131365,48892,5567,13.128502,0.9796955101191998,-0.009220712,7.36,-0.0437081
27,0.93389076,92.64623685820403,56935.39990568161,0.024042531489999998,0.004523112,49067,5594,27.062906,0.9464776739478111,-0.014428103,7.36,-0.028016722
19,1.014558,90.62575921272806,57116.7882540226,0.024185779430000002,0.09300347,49341,5613,49.775185,0.9309744462370872,-0.024864294,8.83,-0.030436737
2,0.25297484,89.34990818078526,57133.43425107002,0.02429061051,0.008041515,49480,5615,30.8404,0.7446476519107819,-0.0117642665,10.04,-0.0075892447
27,0.8956256,87.67726895257958,57394.93310713768,0.023346808220000004,0.011194227,49905,5642,98.36957,0.9317950084805489,-0.015614397,12.08,-0.02686877
32,0.91538906,88.0471272422757,57705.3640024662,0.02397291303,0.0039980924,50167,5674,69.78693,0.936023011803627,-0.005612824,12.32,-0.027461672
40,1.1815208,90.26920588318438,58110.371673345566,0.023939007200000004,0.016499616,50428,5714,21.012333,0.9765848685055971,-0.020552387,9.53,-0.035445623
32,1.3260362,92.77061832594964,58391.130855083466,0.022934753100000004,0.025930993,50685,5746,30.131702,0.9725994188338518,-0.017197441,7.34,-0.039781082
36,1.457192,93.06395959543272,58747.95349240303,0.023192109109999998,0.022231828,50937,5782,23.500252,0.9789431318640709,-0.021664487,7.09,-0.043715756
33,1.538404,93.89296629306054,59125.76631641388,0.023285182420000005,0.016008673,51191,5815,19.645342,0.9836577884852886,-0.01847551,7.5,-0.046152115
34,1.6296201,91.71378353917096,59516.91143631935,0.023182591210000002,0.012937514,51454,5849,14.963165,0.9848980847746134,-0.015541572,7.42,-0.04888861
34,1.7358685,91.7193531179915,59906.0625038147,0.022939352849999997,0.011250845,51711,5883,11.9566555,0.9858818193897605,-0.025323596,7.62,-0.052076053
32,1.668639,90.20158927229177,60322.880714416504,0.02385689126,0.010033213,51959,5915,12.303167,0.9889882272109389,-0.015505368,7.68,-0.050059173
33,1.5302646,91.15975039105062,60762.83322119713,0.025026026649999998,0.014299238,52220,5948,16.014807,0.9837036412209272,-0.014833816,7.74,-0.045907937
33,1.655833,90.32292996304501,61105.287536621094,0.025527481510000002,0.010236479,52477,5981,10.850111,0.9842981398105621,-0.014952541,7.76,-0.049674988
35,1.6755681,91.34276376525845,61464.18119621277,0.02443773476,0.017931703,52731,6016,7.6402726,0.9935713615268469,-0.021113003,7.58,-0.05026704
31,1.6554558,90.98577909769796,61772.027645111084,0.023417283740000003,0.06910472,52991,6047,9.632068,0.9860184825956821,-0.019950755,7.78,-0.049663674
35,1.6363146,91.59868808836389,62123.30479979515,0.024113002100000006,0.0055212076,53240,6082,8.720187,0.9922783263027668,-0.012710557,7.59,-0.049089435
33,1.4818784,91.93470720205286,62450.60658454895,0.02517669389,0.007430681,53504,6115,14.01214,0.9873607894405723,-0.011971443,7.81,-0.04445635
35,1.6544219,91.91769728142619,62775.72976279259,0.02598449846,0.010759448,53760,6150,7.204464,0.9931595399975777,-0.015386501,7.43,-0.049632657
28,1.5451999,91.7938180438946,63032.60476517677,0.02496989529,0.009126775,54016,6178,23.035957,0.9767850115895271,-0.009572752,7.99,-0.046355993
22,1.538739,90.38651811578737,63245.22703909874,0.025758642959999998,0.06445712,54262,6200,21.137375,0.95427580550313,-0.03658095,9.0,-0.04616217
37,1.4459147,91.45544030915782,63592.37873983383,0.02506462098,0.0070634224,54527,6237,11.701801,0.99212830606848,-0.010865113,8.67,-0.04337744
37,1.5229827,93.00602371257288,63938.27177977562,0.025232631890000003,0.010538794,54781,6274,6.093208,0.995164327789098,-0.019409755,7.94,-0.04568948
39,1.4775482,95.01200888505069,64300.56638216972,0.024617860930000002,0.0089606065,55034,6313,14.122316,0.9881001235917211,-0.009973491,6.76,-0.04432644
37,1.2430162,94.04212613587508,64616.271106004715,0.025038607899999996,0.006070053,55293,6350,23.61502,0.9800167996436357,-0.011889577,6.78,-0.037290487
41,1.4499435,93.71490584847123,64968.42952823639,0.023848651450000004,0.0060972264,55552,6391,7.608876,0.993769021704793,-0.01127479,6.6,-0.043498307
26,0.9958544,90.80898356833305,65168.45912194252,0.026030277290000004,0.021938844,55799,6417,26.039593,0.960281852632761,-0.023493793,7.41,-0.029875629
33,1.288625,89.79054137984855,65469.42324757576,0.025942175959999994,0.0027526384,56062,6450,10.563661,0.9908216688781977,-0.010027959,7.69,-0.03865875
27,1.2660791,89.54313382792684,65715.02310323715,0.025964735370000002,0.0070828917,56265,6477,14.7665205,0.9753355737775564,-0.019014845,8.03,-0.03798237
39,1.43368,90.75950460136971,66058.11801505089,0.02495584383,0.010106285,56571,6516,16.572916,0.9904744066298008,-0.012381051,7.76,-0.043010402
44,1.4605181,92.37642764097063,66431.56770539284,0.024915770380000004,0.012179274,56830,6560,22.198938,0.9820706062018871,-0.011628138,6.83,-0.04381554
26,1.4209712,89.55301475858458,66632.09574079514,0.025318489879999996,0.013229698,57084,6586,40.78971,0.8370096981525421,-0.0207778,7.07,-0.04262913
39,1.4381816,88.302638220633,66939.82779407501,0.028694630780000004,0.005183854,57338,6625,48.61979,0.9553753286600113,-0.011747914,7.1,-0.043145448
37,1.578381,88.67817917287249,67287.04303073883,0.027992498209999998,0.006563382,57594,6662,18.000622,0.9851889070123434,-0.012045179,7.49,-0.047351427
33,1.6779196,91.63578729533238,67623.48949289322,0.027821823609999994,0.025197808,57848,6695,22.65687,0.9722336921840906,-0.013883191,7.1,-0.050337587
35,1.6217813,92.30082043194902,67948.30012345314,0.025761797690000005,0.05612005,58112,6730,7.1311216,0.9934949246235192,-0.008631481,7.38,-0.048653442
36,1.6824019,92.26434859815785,68285.29272055626,0.02629174704,0.008794125,58366,6766,7.715167,0.9933317522518337,-0.009502724,7.39,-0.05047206
40,1.6093736,92.39210242837062,68608.89768481255,0.024693810569999995,0.004902715,58616,6806,11.416766,0.9889216292649508,-0.010265804,6.84,-0.048281208
38,1.6284008,91.27958901429895,68930.95835971832,0.024104921449999997,0.0069312383,58879,6844,6.4935884,0.9931473815813661,-0.012222182,6.6,-0.048852023
37,1.7178483,90.69797839693689,69289.0341348648,0.024270058409999996,0.010286066,59131,6881,6.1991644,0.9944642754271626,-0.012500389,6.71,-0.051535446
39,1.6563118,93.01774281271747,69611.43905830383,0.024735475129999997,0.005621013,59390,6920,8.57621,0.9870305303484201,-0.012033146,6.74,-0.049689353
30,1.1628706,93.3009669215551,69840.81614112854,0.02470138836,0.005022802,59648,6950,22.967907,0.9563011191785336,-0.014419302,7.27,-0.03488612
38,1.6199763,93.54735400323295,70188.64643621445,0.025888027339999994,0.0037230575,59899,6988,12.366066,0.9870364759117365,-0.010956511,7.21,-0.04859929
38,1.5824966,92.61814331189629,70548.54881739616,0.025453585940000002,0.0041804626,60157,7026,17.11611,0.9831314776092768,-0.008617848,7.26,-0.0474749
39,1.6812317,93.08221356124054,70883.66735744476,0.024840403900000002,0.0043206625,60410,7065,9.7041025,0.9907069774344563,-0.01227522,6.67,-0.05043695
31,1.4470365,93.22771251229193,71181.54240584373,0.024792960719999993,0.0023478458,60664,7096,25.571173,0.9739973284304142,-0.008642644,7.16,-0.0434111
24,1.1213799,92.07302409794119,71381.15170431137,0.02602436591,0.0054675993,60905,7120,43.329548,0.9486699439585209,-0.020225238,7.92,-0.033641394
26,1.4782511,90.12014497307582,71613.83709526062,0.026318705709999998,0.031031022,61178,7146,41.83335,0.9475206024944782,-0.02399927,8.87,-0.044347532
38,1.6491089,91.06557213649123,71940.45177412033,0.024973355189999994,0.0043918192,61438,7184,10.060511,0.9909590054303408,-0.010270819,8.88,-0.049473263
34,1.479073,91.45062090200686,72230.83783221245,0.02390338181,0.005174689,61696,7218,24.634726,0.9771458804607391,-0.0054607973,8.02,-0.044372194
22,1.3617516,91.31803665138158,72415.76199674606,0.02427803143,0.01979978,61951,7240,47.545128,0.9299027994275093,-0.019161183,8.17,-0.040852547
37,1.6927433,89.88412995711535,72746.50011110306,0.024647577730000002,0.0059291073,62208,7277,10.734537,0.9905422050505877,-0.011388212,8.24,-0.050782297
35,1.6150441,90.10993582283733,73052.88836121559,0.025489936209999998,0.0035051971,62460,7312,16.52999,0.9782829824835062,-0.0074094217,8.06,-0.04845132
33,1.652782,91.58255964399267,73340.49333763123,0.02567648023,0.0059114303,62715,7345,10.05223,0.9910544119775295,-0.013237266,7.32,-0.04958346
39,1.7629497,92.36611893028157,73710.01710867882,0.026571012970000002,0.0041043987,62976,7384,6.406249,0.9912868998944759,-0.010045856,7.25,-0.05288849
23,1.4082403,92.11405726980684,73947.85075879097,0.026436152270000002,0.010159311,63230,7407,22.018373,0.9696904756128788,-0.015453525,7.98,-0.04224721
34,1.8839386,93.08878950966984,74281.47135329247,0.025368857999999998,0.004385007,63487,7441,9.266774,0.991952320560813,-0.0068726,7.98,-0.056518152
31,1.9073634,92.6351480802271,74625.3823390007,0.024037803200000006,0.0023310941,63743,7472,13.926552,0.9848589226603508,-0.008719662,8.54,-0.0572209
35,1.7824008,93.69854233470498,74940.57773065567,0.024117957289999995,0.004028514,63996,7507,8.39723,0.9917689543217421,-0.010195203,7.66,-0.053472027
36,1.8426273,92.88579023918174,75268.47470402718,0.02357994825,0.0021078554,64254,7543,4.010124,0.9961002499330789,-0.009580348,7.53,-0.05527882
37,1.8566167,93.436524425047,75569.64798927307,0.023481784239999994,0.0033306745,64511,7580,14.065299,0.9863799018785357,-0.011197727,7.15,-0.0556985
34,1.8706119,92.76904111053953,75908.0620341301,0.023377062830000003,0.0025176164,64755,7614,10.551319,0.9888874525204301,-0.009866547,7.07,-0.056118354
33,1.8905869,92.9282769914361,76225.42808198929,0.023493825609999998,0.004168266,65016,7647,4.6770296,0.9949665414169431,-0.013717968,7.26,-0.0567176
34,1.8987572,93.62595324617021,76533.62300896645,0.023617615819999997,0.0060930834,65279,7681,16.009098,0.9840608723461628,-0.008563705,7.6,-0.056962717
31,1.7744279,93.42491505404126,76826.88867712021,0.02289574403,0.0036367574,65526,7712,4.5380754,0.9948095167055726,-0.013403885,7.87,-0.053232834
33,1.886256,92.97253288074675,77119.79537677765,0.022085414709999997,0.008059686,65786,7745,5.341268,0.9937038919888437,-0.0142177325,7.83,-0.056587677
37,1.7081356,91.1464661334057,77439.99968743324,0.024161560710000002,0.0014044108,66044,7782,17.493113,0.9818555936217308,-0.005386371,7.57,-0.051244073
33,1.8230631,91.3165195703839,77720.23677015305,0.024312213899999997,0.00488582,66300,7815,5.062888,0.9936392144300044,-0.008631769,7.52,-0.05469189
39,1.6639172,91.48763566810332,78011.05455684662,0.024625561699999996,0.002213979,66556,7854,6.570317,0.9938751007430255,-0.009011626,7.05,-0.049917515
36,1.8154446,90.89867661852233,78307.44820189476,0.024926773189999998,0.0041796276,66816,7890,9.996783,0.9887649863958359,-0.008759996,7.06,-0.054463334
33,1.5795654,89.40914642774494,78646.09552168846,0.025328998269999996,0.002484221,67045,7923,13.320988,0.9837304819375277,-0.011238461,6.99,-0.04738696
35,1.6863775,87.89559249134722,78943.33210706711,0.025139032049999996,0.0013205886,67325,7958,12.269651,0.9864149959757924,-0.0055840584,7.42,-0.050591327
39,1.6077285,88.28873024982977,79284.58049821854,0.02476571083,0.0020688504,67582,7997,3.4228952,0.9969297139905393,-0.008384043,7.01,-0.048231855
36,1.7087257,90.63237388251753,79591.24827933311,0.02348374822,0.0019277425,67832,8033,3.4869337,0.9961456360761076,-0.0065841284,6.82,-0.05126177
36,1.6707869,92.7496080167733,79880.62410283089,0.0224938409,0.0035543805,68091,8069,4.5853176,0.9954059324227273,-0.012689894,6.96,-0.050123602
37,1.5498786,94.43536407704894,80179.52461981773,0.021810517970000002,0.0016322763,68352,8106,3.1840453,0.9970452554989606,-0.008388404,7.06,-0.046496354
39,1.5893075,93.40437632591315,80479.4960796833,0.020826714770000004,0.0012498549,68603,8145,5.0416164,0.995502210687846,-0.0060262457,6.92,-0.047679223
31,1.5122077,92.47789515863215,80763.78249883652,0.02029436214,0.0023148446,68863,8176,8.34544,0.9896418498829007,-0.009364285,7.22,-0.04536623
40,1.5830327,93.85685694412477,81084.22381234169,0.02148948196,0.0020177513,69115,8216,11.012884,0.9904978601261973,-0.0049376227,7.02,-0.047490977
35,1.6107363,92.42403558978616,81398.34778952599,0.022378942920000006,0.0034898026,69374,8251,4.6542835,0.9952653688378632,-0.00751598,7.31,-0.048322085
37,1.6962594,92.43031800837339,81673.18407392502,0.023488729990000002,0.008072498,69626,8288,7.4562535,0.991622413508594,-0.0052537248,6.81,-0.05088778
39,1.5909594,91.24015777642859,81986.75369262695,0.022488844480000002,0.0011228193,69886,8327,5.9899426,0.994360244832933,-0.006537933,6.71,-0.04772878
35,1.5978605,92.05407595759237,82321.47583627701,0.02175408341,0.0039633773,70142,8362,5.9216127,0.9932372458279133,-0.0013988335,7.02,-0.047935814
36,1.640972,93.59300529892893,82642.58297085762,0.02053606187,0.0047171954,70394,8398,1.6135206,0.997058313107118,-0.008210991,7.04,-0.04922916
38,1.6168145,94.8899198846324,82938.81396579742,0.020095594499999998,0.0012747907,70653,8436,2.9204068,0.9969271149020642,-0.005290944,6.94,-0.048504435
38,1.5871475,93.94031595324924,83277.17196011543,0.020874486160000004,0.0010809056,70907,8474,2.977084,0.9966436414979398,-0.0040033385,6.85,-0.04761442
39,1.5307175,93.10671129467669,83585.90044546127,0.02211691374,0.001281305,71160,8513,7.5241704,0.9931147643364966,-0.003424828,6.6,-0.045921523
37,1.6476803,94.33236910478783,83898.29940724373,0.02208802532,0.0013724884,71418,8550,2.2422447,0.9979790861252695,-0.0076274592,6.66,-0.049430404
40,1.535479,93.52631851852856,84213.4202182293,0.021720427639999998,0.0011588596,71675,8590,2.2747917,0.9980552050983533,-0.006499466,6.73,-0.046064366
31,1.7605798,93.36716876577549,84491.63029766083,0.02262865828,0.0034451503,71932,8621,13.438984,0.985873949714005,-0.010205759,7.17,-0.052817397
36,1.6076195,94.17591172460581,84838.77197360992,0.023274456880000002,0.000861025,72186,8657,7.1961293,0.992920225020498,-0.0043541538,7.19,-0.048228584
37,1.5561227,93.88167666723466,85149.48766422272,0.02270962805,0.00045244602,72446,8694,4.3048964,0.9961597400251776,-0.0034302985,7.41,-0.046683677
23,1.0658556,94.23195068703586,85351.77728176117,0.020641034019999997,0.004972856,72700,8717,36.67703,0.937355563044548,-0.013500046,7.96,-0.031975668
35,1.4465995,94.76221131196854,85645.8863606453,0.01943308782,0.000666472,72959,8752,11.508715,0.9909521024674177,-0.0016911598,8.1,-0.043397978
37,1.6109393,92.28123899975725,85967.65253329277,0.01987257111,0.000664567,73213,8789,12.062746,0.984574374742806,-0.0043998025,7.95,-0.04832818
29,1.4776665,90.95812927875927,86232.44087219238,0.020253631409999997,0.0028420794,73472,8818,23.724705,0.972845621407032,-0.0039445953,7.66,-0.044329997
34,1.631134,91.27262743333287,86554.94020342827,0.020711427029999997,0.0009550537,73719,8852,2.7445655,0.9975166614167392,-0.0049942546,7.6,-0.04893402
36,1.653688,92.45723628590947,86843.80994033813,0.020976678609999994,0.00106335,73983,8888,8.15859,0.9919143812730908,-0.0035973452,7.78,-0.049610645
32,1.4956715,92.7787746202865,87118.02358579636,0.022044144720000002,0.00048774068,74240,8920,13.934245,0.9845052873715758,-0.004088996,7.48,-0.044870146
32,1.4669731,92.44317147276453,87410.01069641113,0.021267953149999994,0.00033998807,74481,8952,11.634075,0.9883913649246097,-0.0027664322,7.62,-0.044009194
36,1.5912201,92.38780182699988,87730.00254321098,0.023451065919999996,0.00095636083,74751,8988,43.350178,0.9557995907962322,0.0020305295,7.68,-0.047736604
29,1.3205982,92.55995575437852,87992.33775424957,0.023243817480000005,0.0017831684,75008,9017,44.04142,0.9571387618780136,-0.008070279,7.89,-0.03961795
35,1.5697749,92.42050950501125,88354.48275995255,0.02279057897,0.0007209646,75260,9052,12.338739,0.9881378300487995,-0.004309237,7.79,-0.047093246
39,1.5527527,93.4649396810564,88675.30286836624,0.020170303060000002,0.0005320676,75515,9091,7.1259108,0.9937747442163527,-0.0035983846,7.43,-0.046582576
31,1.5399435,92.7044040701801,88940.15103292465,0.021387855889999995,0.0025518197,75771,9122,20.27092,0.9727191384881735,-0.00714509,7.28,-0.0461983
34,1.5458207,92.07682203628735,89208.98032283783,0.022420889509999996,0.0005200241,76032,9156,6.170393,0.9931839085184038,-0.0038464535,7.51,-0.04637462
35,1.5767679,90.81074695492461,89509.95414233208,0.02229802545,0.00062088575,76283,9191,3.8752599,0.9965420262888074,-0.0031316504,7.68,-0.047303036
33,1.4857805,91.79532835318587,89785.65309977531,0.021212567610000007,0.0009857279,76540,9224,13.077532,0.98576535936445,-0.004022008,7.53,-0.044573415
37,1.5955293,91.81136140511535,90110.50651931763,0.021024976659999996,0.00044001086,76795,9261,9.932049,0.9908157084137201,-0.0020086914,7.26,-0.047865875
33,1.6041148,92.28994509542157,90380.2510843277,0.021184373300000003,0.0005391815,77051,9294,9.841675,0.9894233178347349,-0.0022771787,7.47,-0.048123445
33,1.5898738,93.09712098146233,90661.55693554878,0.021125842159999998,0.00043641034,77312,9327,9.146458,0.9903079457581043,-0.0022492353,7.49,-0.04769621
32,1.7038021,92.91394507674471,90980.88736104965,0.022210726669999997,0.00020068018,77564,9359,6.437904,0.993248762562871,-0.002695147,7.83,-0.05111406
35,1.5614383,92.70845509260057,91286.10979819298,0.023312646800000003,0.00018109294,77820,9394,6.9968023,0.9927580147050321,-0.0020159893,7.69,-0.04684315
38,1.5869873,93.40314702163161,91580.16298937798,0.022783345529999995,0.00013451639,78073,9432,6.5772176,0.994029005523771,-0.0015650056,7.22,-0.047609616
37,1.608846,93.35620319279165,91902.53958296776,0.02128272874,0.00015186262,78333,9469,19.421938,0.9822053462266922,-0.0012043566,6.96,-0.048265375
35,1.6250927,92.18265159838508,92169.35138273239,0.0225866278,0.00034953296,78588,9504,8.025256,0.9923065244220197,-0.0029203128,6.98,-0.04875278
38,1.5086286,93.21077828106749,92499.03866457939,0.02305261162,9.5386175e-05,78848,9542,7.7644706,0.9930071709677577,-0.0014139041,7.01,-0.045258857
37,1.6151924,92.03008257015802,92784.18040561676,0.024580905839999997,0.00010682444,79100,9579,5.4828286,0.9944345261901617,-0.0020464314,6.98,-0.048455767
37,1.5827655,91.93666378646469,93116.96685767174,0.022065829020000004,6.587984e-05,79357,9616,5.015414,0.9954963224008679,-0.0011855494,6.9,-0.047482964
36,1.6307892,92.49677376218943,93422.00833272934,0.01983615094,0.00010766768,79609,9652,8.731644,0.9918219391256571,-0.0012159683,6.91,-0.04892367
39,1.5471438,94.01779268191207,93749.10289931297,0.02076059882,8.8198045e-05,79872,9691,9.95821,0.9917219504714012,-0.001409363,6.92,-0.046414312
39,1.6045594,94.498056891019,94066.00634622574,0.022195431430000002,0.00019709223,80124,9730,11.985997,0.9892338877543807,-0.0010977611,6.65,-0.048136782
27,1.2593204,92.16695609468756,94300.3358206749,0.02247631421,0.00020193934,80382,9757,40.87944,0.9602764062583447,-0.002417909,7.35,-0.03777961
37,1.6108137,90.25409423192167,94618.87966322899,0.022358431199999997,8.687286e-06,80635,9794,7.7153473,0.992816015612334,-0.0004330054,7.36,-0.048324406
36,1.4945941,89.2818402524328,94952.48451089859,0.021785586689999997,2.5939265e-05,80893,9830,16.935703,0.9842787869274616,-0.0006933138,7.69,-0.044837825
34,1.5455258,89.9866989052035,95270.25805330276,0.021497725409999998,8.743518e-06,81146,9864,16.080431,0.9833096619695425,-0.000537768,7.12,-0.046365775
34,1.7038324,91.64593378814405,95551.47542405128,0.0201633127,1.1422224e-05,81405,9898,11.6407175,0.9881312707439065,-0.0005430393,7.39,-0.051114973
34,1.5548123,91.95558579935633,95831.39515662193,0.02022851861,1.18517055e-05,81643,9932,5.801527,0.9941079774871469,-0.00027008727,7.37,-0.046644367
38,1.571263,92.86739893950053,96146.94232416153,0.02021021109,1.5561802e-06,81918,9970,8.683672,0.9920732881873846,-0.0001526922,7.31,-0.04713789
37,1.5289662,92.49512427806802,96459.2343108654,0.022014190499999996,1.3641267e-06,82171,10007,5.280656,0.9953910163603723,-6.745197e-05,7.01,-0.04586899
