loss_vf_loss,EpLenMean,EpisodesSoFar,EpThisIter,EpExecMean,TimeElapsed,TimestepsSoFar,loss_ent,loss_pol_entpen,loss_kl,loss_pol_surr,ev_tdlam_before,EpRewMean
5.596093,6.6,5944,39,0.00482120731,31348.12057352066,45048,1.4932683,-0.044798043,0.00508702,-0.00967164,0.9954465562477708,87.73221201535819
4.858206,6.32,5986,42,0.00442735624,31618.392872571945,45312,1.4509866,-0.0435296,0.0039377087,-0.008254662,0.9968899919185787,88.30007451517608
5.845312,6.22,6027,41,0.00416892469,31860.189607858658,45568,1.4604437,-0.043813314,0.0050299913,-0.009435978,0.9964899769984186,91.35084378315794
7.675048,6.19,6068,41,0.00445236576,32107.884891986847,45823,1.4926043,-0.044778123,0.0031261633,-0.006396923,0.9952727695927024,88.8286320258669
7.524641,6.21,6109,41,0.004687733679999999,32362.369503974915,46079,1.4681332,-0.044043995,0.0074066306,-0.007807389,0.9950949908234179,84.99982535228821
6.7570972,6.21,6150,41,0.004817103499999999,32600.770587205887,46333,1.4379668,-0.043139003,0.0040130895,-0.007538613,0.9953951807692647,83.32180619568284
4.874615,6.38,6189,39,0.00465150142,32874.49701857567,46588,1.4775385,-0.04432615,0.0048155873,-0.009221137,0.995607259683311,85.17357297064072
9.939346,6.33,6230,41,0.00430131508,33117.611594200134,46847,1.5044372,-0.045133118,0.0027872617,-0.008287318,0.9939000653102994,88.38262011196223
10.280357,6.23,6272,42,0.00441661397,33397.85991978645,47102,1.4675179,-0.044025537,0.0072810533,-0.008839119,0.9925469141453505,86.79939844637221
5.8034115,6.23,6313,41,0.004344722819999999,33677.09923315048,47353,1.4906826,-0.04472048,0.0067949034,-0.010539699,0.9955694125965238,85.16683757228896
6.8178906,5.98,6357,44,0.00442824954,33929.34492659569,47615,1.4348222,-0.043044664,0.0035315105,-0.0077552907,0.9958252650685608,86.02719151450991
8.007548,5.94,6401,44,0.00439660731,34193.55442786217,47872,1.4569898,-0.04370969,0.003460173,-0.0058452263,0.9952417127788067,89.46541588652825
9.0112705,5.87,6444,43,0.004347899999999999,34487.82050395012,48126,1.5322102,-0.045966305,0.0067977067,-0.0060642473,0.994519199244678,89.57137379141741
5.605919,6.13,6483,39,0.00403886073,34723.113058805466,48382,1.4820719,-0.04446215,0.0069025047,-0.011156853,0.9963281285017729,89.23980069530776
4.919941,6.16,6526,43,0.0041308773,34965.470636844635,48640,1.4110775,-0.042332325,0.0039118836,-0.014052648,0.9969414779916406,89.16458701248233
9.451126,6.2,6567,41,0.00427421464,35216.18187189102,48896,1.5243169,-0.045729507,0.003522383,-0.0045444835,0.994376755785197,90.9601052374792
7.891398,6.05,6609,42,0.0043032706799999995,35480.6390941143,49151,1.4365804,-0.04309741,0.0037376771,-0.006294553,0.9955577715300024,92.11623769723954
8.05608,6.05,6652,43,0.004507254739999999,35726.86956644058,49406,1.5062921,-0.045188762,0.0046584494,-0.009490205,0.9952161060646176,90.85476060240677
5.930196,6.08,6692,40,0.004572829479999999,35984.80200314522,49662,1.6495042,-0.04948513,0.004588839,-0.007818108,0.9962938423268497,90.26040327405491
33.340897,6.42,6728,36,0.00433696714,36196.03155398369,49901,1.6556554,-0.04966966,0.007993132,-0.008805447,0.9754993729293346,89.01676060274438
13.351664,6.56,6769,41,0.00439577063,36433.947544813156,50174,1.6908076,-0.05072423,0.01190829,-0.0098448135,0.9908362375572324,86.83185181687064
11.759712,6.73,6806,37,0.004415802429999999,36684.05014038086,50423,1.7471654,-0.052414965,0.0077243685,-0.010079928,0.9922353876754642,86.81019518584522
13.015034,7.16,6836,30,0.00435793195,36848.52929997444,50684,1.7550786,-0.05265235,0.016218945,-0.02628873,0.9788889642804861,87.88998209963252
9.6031,7.16,6876,40,0.004292511650000001,37069.29184007645,50942,1.5899202,-0.0476976,0.011484975,-0.016406192,0.9935604515485466,88.05759092331668
5.511537,6.68,6915,39,0.004139264509999999,37322.03088879585,51196,1.5462521,-0.046387564,0.004002933,-0.008352164,0.9967347243800759,87.95150571983146
6.143464,6.32,6956,41,0.0043114023,37571.51146888733,51449,1.5209645,-0.04562893,0.0024790382,-0.0094479965,0.9959192839451134,88.02869290677671
11.517387,6.45,6995,39,0.0041328726,37821.9103345871,51710,1.5083799,-0.045251396,0.00515117,-0.009035813,0.9928509094752371,88.50148245973006
16.7008,6.35,7037,42,0.0039275874700000005,38089.72994685173,51968,1.5548494,-0.046645477,0.002941626,-0.0058523994,0.9900948312133551,89.58733369372045
5.3987966,6.38,7076,39,0.00404194423,38332.909811496735,52221,1.4598725,-0.043796174,0.010812348,-0.008915253,0.9965401764493436,88.92897451056184
5.1251826,6.27,7119,43,0.00423165409,38576.7928814888,52478,1.4595048,-0.043785147,0.0030718907,-0.0070041735,0.9968253800179809,87.8294568325998
12.933069,6.34,7157,38,0.00427376205,38843.8235347271,52733,1.5359658,-0.046078976,0.0030949484,-0.0071664844,0.9907161444425583,88.5758828998919
7.6017647,6.19,7201,44,0.004123504740000001,39086.078087091446,52991,1.4817648,-0.04445294,0.0018463699,-0.0064270254,0.9955228576436639,89.3244698401671
6.363798,6.1,7242,41,0.00414749874,39347.725272893906,53246,1.4262158,-0.042786475,0.0035172282,-0.007604813,0.996098589617759,88.69526701792725
6.8623314,6.2,7282,40,0.00409841498,39578.202650785446,53501,1.4580165,-0.0437405,0.0027479904,-0.009373225,0.9955400084145367,88.97003439074899
6.0413275,6.05,7325,43,0.00412416544,39815.627990722656,53756,1.5161912,-0.045485735,0.0035675631,-0.0047796974,0.9963127088267356,86.65453046976172
6.7876863,6.32,7364,39,0.00421782611,40059.747195243835,54016,1.5264297,-0.045792885,0.002004325,-0.005979036,0.9956376943737268,87.89923114468728
8.388555,6.44,7404,40,0.00432338777,40304.47282266617,54270,1.4800215,-0.044400644,0.0074673193,-0.0024661068,0.9941848684102297,87.66289869668941
10.791918,6.22,7448,44,0.0044241953,40564.32108640671,54527,1.4707184,-0.04412155,0.0018245974,-0.0061931107,0.9931870182044804,86.83331146441807
13.847067,6.07,7489,41,0.004533853040000001,40787.94497227669,54782,1.4495938,-0.04348781,0.0039383536,-0.00657909,0.9907982992008328,85.05386511476596
5.915047,6.23,7528,39,0.00451982123,41025.6609146595,55037,1.4943743,-0.044831228,0.001714854,-0.0073864497,0.9960575760342181,86.13049766208937
6.6862373,6.24,7572,44,0.00453178156,41259.74275422096,55296,1.4639469,-0.04391841,0.0026381747,-0.004610194,0.9959067716263235,87.3732084465745
9.539745,6.13,7611,39,0.004285572200000001,41531.67008090019,55549,1.5334098,-0.0460023,0.002176532,-0.0044279955,0.9933500573970377,88.31219904765774
7.195705,6.42,7651,40,0.00417296988,41771.47181010246,55805,1.5435112,-0.046305332,0.0029990033,-0.008065522,0.9943988476879895,87.40119084295942
5.444277,6.51,7689,38,0.004158998840000001,42053.27765417099,56063,1.5262902,-0.045788705,0.0027257956,-0.0072729443,0.9962358162738383,87.04827589697624
7.191266,6.4,7731,42,0.004315707290000001,42302.62377643585,56316,1.4706305,-0.044118915,0.0018369926,-0.0042537376,0.9957682583481073,89.18072045833917
4.961256,6.41,7770,39,0.0044279841600000005,42531.79613447189,56572,1.509722,-0.04529166,0.0026815948,-0.009725951,0.9968355677556247,89.95449482015347
8.143683,6.42,7810,40,0.0045572702199999995,42800.76782107353,56826,1.492472,-0.04477416,0.0015244244,-0.0042490456,0.9948050351813436,87.55942893275095
5.6824064,6.32,7852,42,0.00443632402,43027.68709945679,57084,1.5061401,-0.045184202,0.0018242828,-0.00686669,0.9958724486641586,85.59850878713672
6.136448,6.11,7894,42,0.0041961356099999994,43248.96611022949,57341,1.499306,-0.044979177,0.0032924188,-0.0057236776,0.995805804617703,84.47316793440125
15.761939,6.05,7937,43,0.00422157806,43495.56755065918,57600,1.5179032,-0.045537096,0.0012258573,-0.0045450423,0.9892005361616611,83.30498743330158
9.997766,6.28,7976,39,0.00425063064,43734.38526034355,57850,1.5512395,-0.046537183,0.0010320381,-0.0043837186,0.9936914783902466,84.67646242020534
6.065711,6.4,8016,40,0.00414220339,43967.13064622879,58110,1.5148494,-0.045445483,0.0012580052,-0.0059841797,0.995836918707937,88.33206979960714
12.622802,6.54,8053,37,0.004246112569999999,44236.13143110275,58362,1.5692776,-0.04707833,0.0010915613,-0.004234489,0.9923745524138212,90.8729285975268
10.037644,6.72,8091,38,0.004264089709999999,44463.408553123474,58622,1.5746056,-0.047238167,0.0010190238,-0.0044997893,0.9933975520543754,89.6322817514762
60.849693,7.44,8119,28,0.004298242170000001,44657.10107374191,58876,1.5492406,-0.046477214,0.005956405,-0.00511756,0.9262029603123665,88.13030232313159
16.077059,7.27,8159,40,0.00418299568,44942.49788784981,59132,1.6103659,-0.048310976,0.00431658,-0.011375341,0.9906317889690399,88.04812534522938
17.812664,7.15,8199,40,0.00430894529,45172.249440431595,59389,1.613439,-0.048403166,0.0024954204,-0.006515024,0.9865918345749378,87.75247706958208
23.036255,6.49,8238,39,0.0041098375,45421.41751456261,59646,1.639091,-0.04917273,0.0017810893,-0.006676011,0.9846535883843899,88.26368718188621
38.864258,6.58,8276,38,0.004233993650000001,45689.931715488434,59902,1.5986787,-0.04796036,0.0008692662,-0.0032937108,0.975779801607132,87.26392420022741
13.161397,6.68,8316,40,0.004301627289999999,45930.78123831749,60157,1.63696,-0.0491088,0.0013552757,-0.0072859563,0.9907466471195221,87.51083041242
10.399365,6.51,8356,40,0.00431661875,46160.62810230255,60414,1.6209744,-0.04862923,0.0022891974,-0.0070093274,0.9935216773301363,88.26015973542229
4.502406,6.61,8392,36,0.004159482169999999,46392.13225412369,60664,1.7426904,-0.052280713,0.0018317187,-0.008280909,0.9961879733018577,90.07413024643982
13.71898,6.75,8431,39,0.00417706052,46644.22811770439,60928,1.7102851,-0.05130855,0.0011412703,-0.004027929,0.990406340919435,89.52856527742968
12.849235,6.99,8465,34,0.00431320005,46865.89944791794,61178,1.7357292,-0.052071877,0.0009757187,-0.00507457,0.9918875060975552,89.29727638067092
27.373594,7.04,8502,37,0.004566283179999999,47090.114213228226,61437,1.765373,-0.05296119,0.0007740017,-0.0028515132,0.982398834079504,89.70033944260058
6.9922986,7.07,8539,37,0.00446463683,47338.05688691139,61692,1.6928458,-0.050785374,0.0006983383,-0.004478326,0.9955494147725403,87.71068927113785
20.717316,6.85,8577,38,0.00429139347,47586.221859931946,61952,1.7029088,-0.05108726,0.0004866629,-0.002454631,0.9866979941725731,88.42602060716317
9.082912,6.83,8613,36,0.00413620964,47833.478657245636,62204,1.6925977,-0.05077793,0.0014135819,-0.0043997783,0.993600626476109,84.67571268122403
13.073338,6.73,8654,41,0.00433406797,48097.765614748,62461,1.6730783,-0.05019235,0.0010359378,-0.0024522096,0.9917966974899173,84.61992376076854
200.30093,7.44,8680,26,0.00424838804,48292.61076283455,62716,1.4855697,-0.044567093,0.001199094,-0.007681057,0.8761444613337517,84.3763456605592
17.44076,7.36,8718,38,0.00417507492,48521.459340810776,62970,1.6943808,-0.05083142,0.00055205735,-0.0016860871,0.9899671198800206,87.29522727350133
7.2966366,7.77,8752,34,0.004103713179999999,48746.457446575165,63227,1.7097428,-0.051292285,0.0011505937,-0.004562121,0.9939059545286,86.01140040579594
4.3261867,7.2,8788,36,0.00416589775,48973.39640522003,63488,1.7096891,-0.051290672,0.000921263,-0.0067993216,0.9965621486771852,84.80710691088433
15.510109,7.12,8825,37,0.004189101870000001,49224.73454451561,63740,1.7138193,-0.051414575,0.0006091618,-0.002543551,0.9911726601421833,86.88096145045775
8.924483,7.01,8861,36,0.00427406378,49497.08288908005,63992,1.708844,-0.051265314,0.0006601446,-0.0036482122,0.9941234970465302,89.35105362233186
18.83572,7.12,8897,36,0.00441617333,49736.70599079132,64253,1.6814035,-0.050442107,0.00040829298,-0.0020715706,0.9878986570984125,89.42460096528633
21.46613,7.19,8933,36,0.004381781370000001,49980.442260980606,64512,1.7483145,-0.05244943,0.00020305136,-0.0016778465,0.9857893642038107,87.28126811207638
26.500835,7.18,8969,36,0.0041816756099999994,50254.67381310463,64766,1.6917484,-0.050752454,0.0003537892,-0.0027503353,0.9830843824893236,87.50523020935024
14.67506,6.98,9007,38,0.003951417299999999,50470.25951051712,65021,1.6908326,-0.05072498,0.0004303862,-0.0032363944,0.989897339604795,86.69274635882795
15.17831,6.84,9045,38,0.00420971969,50766.512761592865,65278,1.6982989,-0.050948966,0.0004075989,-0.0021138033,0.991188851185143,86.5644942922031
7.8165503,6.79,9081,36,0.00431882505,51011.12853097916,65533,1.71185,-0.051355503,0.0006624587,-0.0040892474,0.9951647040434182,88.14634372361583
41.16189,7.03,9116,35,0.00419235295,51280.5345723629,65785,1.6384807,-0.04915442,0.00035648592,-0.0024096714,0.9754903614521027,90.33680624964956
50.97285,7.52,9148,32,0.00425710143,51485.299639463425,66047,1.5341613,-0.046024837,0.00054573885,-0.004748307,0.9664108604192734,87.80609743064515
80.985374,7.24,9188,40,0.00434153111,51724.56894159317,66303,1.663943,-0.04991829,0.0001845971,-0.00054592267,0.9511935822665691,87.31360352175965
23.405762,6.63,9225,37,0.00479528435,51981.31347680092,66558,1.7391244,-0.052173734,0.00027680822,-0.0016074032,0.9853788679465652,86.6793606937004
20.469477,6.75,9263,38,0.00435552525,52262.37933444977,66814,1.6868966,-0.05060689,0.00026883685,-0.0012780009,0.9883510451763868,90.41602151223516
26.070766,6.86,9299,36,0.004148479379999999,52496.952446460724,67070,1.7104683,-0.051314045,0.00015134017,-0.0014333576,0.982224190607667,87.66922022216157
12.220566,6.82,9337,38,0.00398500535,52753.555272340775,67324,1.666631,-0.049998928,0.00020825354,-0.0021237368,0.9918505670502782,85.41191150554795
37.360085,6.86,9377,40,0.004143948749999999,52992.656438589096,67582,1.7061472,-0.05118442,0.00038355487,-0.0016350448,0.9716417659074068,81.65643141967821
9.989861,6.62,9413,36,0.00424575712,53247.21479296684,67835,1.6938317,-0.05081495,0.00020310114,-0.0018101381,0.9936750987544656,82.17631683994982
12.986963,6.89,9451,38,0.00432246522,53488.25357794762,68096,1.7585955,-0.052757863,0.00027631022,-0.002195863,0.9914362030103803,83.82091279829656
28.954493,6.94,9488,37,0.00441570328,53758.63675546646,68348,1.7244606,-0.051733818,6.4452586e-05,-0.0007618852,0.9812915604561567,83.74192121399632
33.656944,6.9,9525,37,0.00437329774,54059.16685128212,68602,1.7515658,-0.052546978,5.094886e-05,-0.00041620433,0.9783131368458271,84.94894472758739
113.7721,7.55,9552,27,0.00426200773,54241.895429611206,68858,1.4354973,-0.04306492,0.00022071821,-0.0027248869,0.929394394159317,85.74319499451413
18.946074,7.49,9591,39,0.004546076750000001,54496.3482131958,69118,1.7369095,-0.052107282,8.90682e-05,-0.000999229,0.987627468071878,85.57671227914967
24.167997,6.69,9629,38,0.00481378471,54738.22839951515,69370,1.732114,-0.05196342,6.627521e-05,-0.0010828171,0.9845527615398169,84.41858351937123
12.2250395,6.79,9666,37,0.00459478194,54996.13364362717,69630,1.7474127,-0.052422382,7.3355506e-05,-0.0006835712,0.9926506616175175,85.41954682773367
37.870472,7.1,9701,35,0.004600992859999999,55239.733718156815,69881,1.7299525,-0.05189857,2.0562327e-05,-0.0008928608,0.9770097993314266,87.1894716111392
32.08005,6.99,9739,38,0.00427312019,55479.593450307846,70140,1.6772724,-0.050318174,2.391012e-05,-0.0009889491,0.9805109594017267,90.00178120000788
16.695929,6.68,9780,41,0.004146109659999999,55729.76449751854,70398,1.7263135,-0.051789407,2.9518484e-05,-0.00055761635,0.990126583725214,91.0201307739136
33.648663,6.67,9813,33,0.00418185367,55989.00010871887,70633,1.7464871,-0.052394614,2.886018e-05,-0.000986021,0.9765802975744009,88.2274585367565
35.97092,7.19,9847,34,0.00412693675,56176.818577528,70910,1.6992893,-0.050978675,4.7268848e-05,-0.0011532856,0.9714336711913347,87.01897129013409
37.97185,7.14,9886,39,0.004330878210000001,56393.83818793297,71164,1.6746161,-0.050238483,7.1879085e-06,-0.00039925613,0.97685481980443,87.1589444890813
20.406374,6.69,9922,36,0.00433160037,56654.45133590698,71423,1.7739683,-0.053219046,6.0985376e-06,-0.00035835057,0.9874915406107903,89.73693758259279
21.48452,6.97,9959,37,0.0042120754,56915.36687731743,71680,1.7295879,-0.05188764,2.14714e-06,-9.000674e-05,0.9862961815670133,88.47912807501181
43.264126,7.07,9994,35,0.004089151290000001,57159.51360273361,71930,1.7296374,-0.051889125,8.4802105e-07,-8.670427e-05,0.9727219324558973,87.45220378600494
59.440342,7.09,10030,36,0.00407125652,57376.278974056244,72189,1.7200313,-0.051600937,1.00243405e-08,-2.1593645e-05,0.9618451148271561,86.65623480239935
