loss_vf_loss,EpLenMean,EpisodesSoFar,EpThisIter,EpExecMean,TimeElapsed,TimestepsSoFar,loss_ent,loss_pol_entpen,loss_kl,loss_pol_surr,ev_tdlam_before,EpRewMean
7.8894844,5.72,4638,43,0.0046876177399999995,23732.48396754265,36861,1.3599541,-0.040798623,0.012665647,-0.012783644,0.9934897194616497,91.02636484570193
6.094586,5.8,4682,44,0.00430500557,23982.841275691986,37119,1.3829285,-0.041487854,0.0093117785,-0.014282329,0.9956605988554657,88.79347963086133
9.072573,5.66,4728,46,0.0043756263,24197.553273677826,37375,1.4571337,-0.043714006,0.009479678,-0.009270858,0.992896722164005,85.83431214892654
6.34933,5.88,4770,42,0.00452531778,24427.329322338104,37629,1.3264483,-0.03979345,0.012567158,-0.01596817,0.9957354026846588,86.57510220993156
9.098156,5.87,4814,44,0.00449087975,24652.421799898148,37882,1.3913734,-0.041741207,0.0056402097,-0.01285251,0.9933901350013912,86.60423081795778
7.98487,5.75,4859,45,0.00444340583,24877.041635990143,38141,1.3136153,-0.03940846,0.013494672,-0.011530351,0.9947640555910766,87.14549832463385
5.60836,5.97,4901,42,0.00453487067,25085.21182203293,38400,1.4680924,-0.044042774,0.031910986,-0.01701058,0.9954428398050368,86.80005729865181
8.977137,5.78,4949,48,0.00479898243,25312.251586437225,38655,1.2816906,-0.038450718,0.013631803,-0.014221882,0.994044688064605,86.45803719558835
7.374301,5.55,4994,45,0.00477046349,25534.732942342758,38910,1.3955306,-0.041865915,0.018273495,-0.011255667,0.9950805129483342,88.96737995913287
15.919996,5.89,5032,38,0.00489088454,25738.599563360214,39154,1.5919274,-0.04775782,0.026799144,-0.02127244,0.9748394824564457,88.188792376619
7.351718,6.3,5072,40,0.00451421294,25957.302238225937,39413,1.6459934,-0.0493798,0.025608178,-0.018846203,0.994796215556562,86.46986479734038
7.861583,6.31,5115,43,0.004505891359999999,26189.690583467484,39679,1.537458,-0.046123736,0.012633996,-0.021758713,0.9937704964540899,86.32159929910988
7.23351,6.16,5157,42,0.004581620309999999,26419.378460407257,39932,1.4684002,-0.044052005,0.00760852,-0.013123344,0.9956190432421863,89.62254769736732
8.623957,6.2,5197,40,0.00442087084,26652.431789398193,40188,1.5836124,-0.04750837,0.01627488,-0.018817019,0.9934804257936776,91.0123930444479
5.125373,6.26,5239,42,0.00429021107,26891.77478814125,40447,1.5855938,-0.047567815,0.009918175,-0.0101350825,0.9966913810931146,89.55680418203424
9.437117,6.29,5280,41,0.00418473115,27143.403405427933,40701,1.5125511,-0.045376528,0.009667421,-0.016553488,0.9930612468160689,89.60805157516137
5.675092,6.14,5321,41,0.0042166018400000005,27364.89838242531,40956,1.5005028,-0.04501508,0.007648569,-0.011921909,0.9960808013565838,91.00574206503344
7.4440336,6.13,5363,42,0.00419276221,27612.864756584167,41213,1.5593882,-0.046781648,0.00578715,-0.006207794,0.9956335676833987,90.93277568822383
6.827458,6.2,5403,40,0.004042604860000001,27843.654136180878,41468,1.644658,-0.049339738,0.013391245,-0.009662563,0.995538548566401,91.6850088445341
4.5840616,6.43,5443,40,0.00395205908,28092.274050712585,41726,1.6374061,-0.049122185,0.012258411,-0.016211918,0.9964605148416013,89.01685664284547
6.262748,6.55,5481,38,0.00420226826,28335.800856113434,41980,1.6161811,-0.04848543,0.010942647,-0.014662424,0.9953924361616373,87.97652623031128
7.3598166,6.68,5519,38,0.00418858009,28599.60417509079,42234,1.6300411,-0.048901234,0.005153519,-0.010605308,0.994988813996315,87.77755276949392
4.818877,6.76,5557,38,0.00419233128,28846.350001335144,42494,1.7091937,-0.051275812,0.008433696,-0.013300274,0.9962181174196303,87.09504098903645
4.335935,6.78,5595,38,0.004316706080000001,29080.12706542015,42751,1.6874,-0.050621994,0.009642331,-0.017188095,0.9962078386452049,85.26403143770222
7.5659413,6.64,5635,40,0.004383048989999999,29359.9897210598,43005,1.6143663,-0.048430987,0.0067925276,-0.013335997,0.9944511936046183,83.87160638836042
6.0770473,6.54,5674,39,0.00424874769,29605.883796930313,43263,1.6903293,-0.050709877,0.015287177,-0.018987872,0.9961868661921471,86.51033489539586
7.08536,6.58,5712,38,0.00413526258,29862.39156126976,43514,1.57296,-0.0471888,0.00924945,-0.018562376,0.9954798384569585,88.57181102399107
9.31418,6.62,5752,40,0.00426034277,30094.091439962387,43774,1.4575435,-0.043726303,0.039993513,-0.019400148,0.9942924724891782,88.11714302082324
8.894801,6.35,5794,42,0.0044793971900000005,30357.035893440247,44029,1.506365,-0.045190945,0.012107168,-0.015708439,0.9941730964928865,87.94127635165698
49.92183,6.74,5828,34,0.0043611712200000005,30572.64983510971,44287,1.846289,-0.055388667,0.024883177,-0.022036022,0.9711115099489689,88.53017834296725
11.982132,6.76,5866,38,0.00434866052,30832.567212820053,44540,1.5044813,-0.04513444,0.0076033315,-0.0085212495,0.9926481121219695,89.33770218362042
8.692951,6.99,5905,39,0.00466097885,31088.109698057175,44796,1.438528,-0.04315584,0.01164064,-0.021823607,0.9935000729747117,88.66725185307158
