loss_pol_surr,loss_ent,EpLenMean,EpExecMean,EpThisIter,EpisodesSoFar,TimeElapsed,loss_pol_entpen,loss_vf_loss,TimestepsSoFar,ev_tdlam_before,EpRewMean,loss_kl
-0.099688746,5.280229,18.83,0.08716403256,13,439,55756.90134835243,-0.15840687,108.66885,18659,0.42566853761672974,58.13448962135915,0.10795976
-0.10096666,5.405606,19.21,0.08727412476,13,452,56616.43580341339,-0.16216817,117.36301,18929,0.5901487767696381,57.93879434494627,0.12624538
-0.0859888,5.5856123,19.74,0.08820608965,12,464,57480.759774923325,-0.16756836,72.65337,19191,0.7166846692562103,57.13662267106147,0.12105869
-0.1073218,5.799367,20.28,0.09035068011999998,10,474,58348.09268426895,-0.17398101,58.842003,19452,0.6352683305740356,55.54601625681301,0.09452678
-0.10753639,5.502532,20.76,0.08982820865999998,11,485,59180.954278707504,-0.16507596,136.47919,19688,0.5559792220592499,55.285417569372356,0.11037111
-0.09873667,5.55842,21.47,0.08699486928999998,11,496,60012.49892139435,-0.1667526,81.009674,19964,0.6980824768543243,55.63407331413603,0.08132188
-0.09078526,5.428116,21.62,0.08999286433999998,12,508,60808.427770376205,-0.16284348,142.98889,20214,0.6394894123077393,54.82628199215192,0.06021345
-0.109147,5.5656757,21.97,0.08958176316,10,518,61651.29002690315,-0.16697028,114.56621,20477,0.537651777267456,54.6995736354633,0.070578754
-0.08648317,5.3739014,21.96,0.09077685714999997,14,532,62452.69936442375,-0.16121703,177.67639,20736,0.5026488602161407,54.15208741652651,0.05805196
-0.10493228,5.5173388,22.04,0.08889366445000002,11,543,63218.223845243454,-0.16552016,53.02076,20953,0.7751375287771225,54.672676395266464,0.06721702
-0.085472256,5.675456,22.79,0.08804943069999999,11,554,63974.92631292343,-0.17026368,119.62752,21247,0.5659743249416351,54.256402935960004,0.09467335
-0.08585983,5.541235,23.05,0.08215328427000002,10,564,64754.07010793686,-0.16623704,53.772846,21496,0.7878100723028183,56.04811490637865,0.08586256
-0.09610792,5.479518,22.3,0.07794955483,13,577,65595.04734063148,-0.16438554,93.950294,21747,0.7411413490772247,58.57635749018955,0.06321886
-0.08177336,5.716922,22.62,0.07607273166,10,587,66521.47137022018,-0.17150766,69.67216,22008,0.7226503491401672,58.97488127144987,0.06640685
-0.08755695,5.093897,21.57,0.07135753150999999,15,602,67409.28590035439,-0.15281689,53.09984,22260,0.8572688698768616,61.68369414553494,0.055096537
-0.096623555,5.15162,21.51,0.06698582336999999,12,614,68290.98367333412,-0.1545486,53.914864,22520,0.7805917412042618,63.251136348104964,0.08584664
-0.09880808,5.1611547,21.16,0.06473385055,15,629,69161.65798258781,-0.15483463,62.74436,22779,0.7991384863853455,64.05237850670994,0.088783406
-0.07583492,5.3114605,21.79,0.05951536365,10,639,69997.43581724167,-0.15934381,36.43296,23033,0.8754819855093956,65.26437242047082,0.09136346
-0.08204333,5.3982553,20.66,0.05511598993,14,653,70915.05870509148,-0.16194765,46.39753,23292,0.8977036848664284,67.76078465475265,0.08364734
-0.08823993,5.4853516,20.01,0.05799642671,12,665,71750.89385318756,-0.16456054,57.600754,23536,0.7994123846292496,67.48685848149103,0.086023696
-0.080550626,5.358637,19.4,0.05828557941999999,15,680,72600.0224275589,-0.1607591,78.336685,23795,0.7868418395519257,67.92310628188936,0.063241035
-0.099836946,5.3977222,19.38,0.06411895042,14,694,73520.88265275955,-0.16193165,49.88046,24055,0.7671384066343307,66.07174803612867,0.07995495
-0.09891563,5.3699913,19.91,0.06661815512,11,705,74374.21134662628,-0.16109973,51.826294,24311,0.8026584386825562,64.82142902552762,0.06494999
-0.09387777,5.142968,19.36,0.07072312685999999,15,720,75216.27273440361,-0.15428907,59.261124,24571,0.822775810956955,63.7671233808658,0.05541405
-0.086498536,5.107752,19.28,0.06980550807000001,14,734,76154.90935349464,-0.15323254,43.692364,24824,0.858969658613205,64.52356028249329,0.08289966
-0.09014675,5.3587875,19.3,0.07208864756000001,12,746,76986.26646780968,-0.1607636,43.9049,25088,0.8477832078933716,63.823296256661,0.081893414
-0.093731046,5.2204,19.28,0.07307282928,12,758,77811.60922980309,-0.15661201,29.570389,25337,0.911900632083416,63.544194280899646,0.10034222
-0.096899725,5.2359557,18.97,0.07252063825999999,15,773,78706.17835497856,-0.15707865,84.34404,25600,0.6120617389678955,63.71259074906578,0.15350348
-0.106177494,4.7926245,19.03,0.07021960543,15,788,79636.04610729218,-0.14377873,64.41501,25846,0.8072184771299362,63.98406238402569,0.14576934
-0.09516747,4.461745,18.57,0.06680355579,15,803,80542.23027729988,-0.13385233,75.14952,26106,0.7978858202695847,65.50165071580534,0.10491185
-0.08860874,4.8549767,18.69,0.06524334268000001,13,816,81455.91844582558,-0.14564931,74.89372,26357,0.7574052959680557,66.15086736504391,0.085198775
-0.0834829,4.9561954,19.12,0.06748134094999998,14,830,82419.04177045822,-0.14868587,74.860725,26624,0.7907307296991348,65.2852395107616,0.066901915
-0.059027273,3.6215405,18.33,0.0688528345,10,840,83112.36647462845,-0.108646214,55.395874,26805,0.4801959991455078,65.53055913044632,0.046727914
-0.0813439,4.816329,19.09,0.07048428635000001,11,851,83847.43138885498,-0.14448985,71.728325,27120,0.7451082170009613,64.17159227593648,0.061647408
-0.07009005,4.5933733,18.52,0.06940649428000001,17,868,84682.36771845818,-0.1378012,81.99376,27384,0.8097390681505203,64.93994164148062,0.053087015
-0.07531834,4.634891,18.89,0.06779753267000001,14,882,85530.24637031555,-0.13904673,33.564854,27645,0.9076705574989319,65.45621043053495,0.048809424
-0.091612026,5.063983,19.79,0.06516143350999999,11,893,86334.13498950005,-0.15191947,41.630795,27896,0.8775311857461929,65.63091483437088,0.059538793
-0.08569343,5.1576567,19.87,0.0644360696,13,906,87292.22999811172,-0.1547297,36.687744,28148,0.848737969994545,65.83610011786405,0.08996693
-0.02646458,1.1473653,19.94,0.06343502750999999,1,907,87365.5939757824,-0.03442096,15.164227,28165,-0.3263462781906128,66.12066874401091,0.10307151
-0.05856029,4.870464,22.11,0.06869441979999999,14,921,88233.31059765816,-0.14611392,81.824646,28656,0.7595013082027435,62.06541204503158,0.056449063
-0.07527022,4.863245,21.46,0.06969960211,17,938,89029.35292196274,-0.14589734,106.833664,28909,0.7427819669246674,61.704556985452406,0.033605043
-0.08018759,5.0814185,20.21,0.06721583239000001,15,953,89966.89623689651,-0.15244256,39.86151,29181,0.8601237237453461,63.80987150093457,0.043606527
-0.10074824,5.008914,20.54,0.06783265945,15,968,90867.1798427105,-0.15026742,51.28505,29438,0.7747823297977448,63.76162200520499,0.09758721
-0.06722593,5.0703444,19.91,0.06964689788000002,15,983,91746.40841603279,-0.15211032,57.08514,29678,0.8186579942703247,63.8933901210412,0.06408843
-0.07820343,4.8838363,19.31,0.06705358903,16,999,92670.22543358803,-0.14651509,18.693867,29951,0.9544957876205444,65.27422059063618,0.065472886
-0.07168959,4.7180276,16.34,0.05968122483999999,17,1016,93588.94594216347,-0.14154083,49.011295,30196,0.8977552279829979,70.55317869020251,0.060661633
-0.06937347,5.1110144,16.58,0.06116373533000001,14,1030,94470.30413079262,-0.15333045,41.91236,30458,0.8882451727986336,70.3474472511346,0.115304
-0.058957722,5.1699276,16.93,0.05883727604,13,1043,95338.81077766418,-0.15509783,51.29866,30703,0.8831339776515961,70.95175688814687,0.050694123
-0.092353895,4.9425664,16.81,0.05882035278999998,15,1058,96272.63292455673,-0.14827698,57.026672,30967,0.8434851914644241,71.15724392616188,0.09328327
-0.08284002,4.61316,16.76,0.05748678025999999,16,1074,97181.36948084831,-0.13839479,28.203161,31210,0.9222294241189957,71.68962914577769,0.06040192
-0.07855929,4.3537464,16.71,0.05674240908000001,16,1090,98119.03006958961,-0.13061239,41.401154,31481,0.8962386101484299,71.67095327802166,0.077625155
-0.09031543,4.655221,16.86,0.05900295842,14,1104,98976.9331536293,-0.13965663,36.511524,31737,0.8948935717344284,70.74801367343319,0.09406336
-0.05620352,4.329992,16.56,0.05962923565000001,21,1125,99990.57182335854,-0.12989974,73.89768,31996,0.8748559355735779,70.8663443985301,0.06050586
-0.06528432,4.6384907,15.56,0.05952565128000001,17,1142,100949.69822525978,-0.13915473,28.113077,32244,0.9400247670710087,71.9199296363508,0.056881644
-0.074699335,4.241344,14.92,0.05350667008999999,20,1162,101890.73383951187,-0.12724032,35.58309,32511,0.9371428340673447,74.44146841294928,0.08673225
-0.05396467,4.4371133,14.89,0.04916285514999999,16,1178,102801.75520658493,-0.1331134,46.987404,32760,0.915342167019844,75.8498667824045,0.048143093
-0.04508747,4.4356613,13.64,0.050044571339999996,21,1199,103794.55329561234,-0.13306984,58.614613,33013,0.9090015143156052,77.0940111747619,0.040487263
-0.058171414,4.873708,14.38,0.049066865330000015,13,1212,104568.52164626122,-0.14621124,75.36803,33266,0.8258178383111954,76.83101352622269,0.29236537
-0.070187815,4.357405,14.57,0.05696189445,19,1231,105579.14271712303,-0.13072217,61.75726,33527,0.8734558522701263,73.88120232500941,0.04383982
-0.08148229,4.6275573,14.11,0.058980115470000004,22,1253,106642.28295183182,-0.13882671,61.271496,33782,0.8703056871891022,73.58683301300363,0.12794846
-0.07955257,4.989312,14.76,0.06256236292,13,1266,107440.20805501938,-0.14967936,37.18733,34040,0.8966989442706108,71.80535824088427,0.17025578
-0.092108876,5.0010085,14.51,0.06768843026,17,1283,108396.71588230133,-0.15003026,33.876488,34291,0.9168559238314629,70.38332959024065,0.06882743
-0.11794096,4.067813,14.9,0.06714441764000001,14,1297,109078.30905413628,-0.12203438,90.62842,34484,0.6233568787574768,70.17971520923092,0.7119473
-0.050842665,4.50585,15.42,0.07254393248999999,15,1312,109908.27602171898,-0.13517548,103.21292,34808,0.7810334861278534,67.33648415423863,0.06458763
-0.084478915,4.7836523,15.45,0.07180850728,17,1329,110792.88533258438,-0.14350957,65.143715,35028,0.8439445942640305,67.59493162056192,0.096725434
-0.083688736,4.6530952,15.75,0.0734740752,21,1350,111772.30005836487,-0.13959286,105.807465,35303,0.8370520621538162,66.64490328713919,0.060708843
-0.11739628,4.7456408,15.46,0.07354815303,12,1362,112562.75364542007,-0.14236923,51.37835,35502,0.7017318606376648,66.77088497686911,0.16915694
-0.060522716,4.5037003,15.75,0.07336217269999999,18,1380,113533.56622552872,-0.135111,110.2316,35817,0.7359720170497894,66.48118551847614,0.04182694
-0.09778718,4.801281,16.31,0.07360216826999999,15,1395,114441.28252720833,-0.14403842,85.139404,36077,0.7855905592441559,65.43784125757226,0.08987141
-0.083058804,4.5743837,14.6,0.06835123444,23,1418,115450.35780572891,-0.1372315,51.83073,36332,0.9017369523644447,69.14289777723319,0.09303988
-0.07540553,4.713644,14.56,0.06284280282,17,1435,116391.53193330765,-0.14140932,50.28536,36603,0.8937386572360992,71.10890068459086,0.08266047
-0.09786315,5.095724,15.55,0.06358995019000001,14,1449,117323.31959152222,-0.15287171,28.425934,36850,0.9182592108845711,70.10665253355641,0.06805304
-0.09456571,5.245236,16.09,0.06186681418000001,13,1462,118222.0913259983,-0.15735707,24.917063,37111,0.9344692751765251,70.25534621189105,0.06990844
-0.08953456,4.670542,15.61,0.057316486220000004,17,1479,119190.015376091,-0.14011626,17.62201,37366,0.9553639814257622,72.3507024524013,0.074696444
-0.07652746,4.7221165,15.57,0.05443988858999999,8,1487,119849.77105212212,-0.14166349,99.64281,37535,0.48995906114578247,73.40338385518471,0.11096209
-0.089033075,4.6520967,16.78,0.05727629469,18,1505,120865.04914402962,-0.13956288,38.42605,37874,0.9161204248666763,71.86926409985743,0.06546857
-0.08206536,4.530289,17.14,0.05412548201000001,18,1523,121813.56871151924,-0.13590866,71.688,38139,0.867558017373085,72.71085445355946,0.080182426
-0.06437471,5.0825634,17.33,0.049617301909999995,16,1539,122825.54691195488,-0.15247689,28.252468,38399,0.8697182238101959,74.13254506187313,0.07970392
-0.058097616,5.200734,17.07,0.0527618603,14,1553,123763.51909661293,-0.15602203,40.96104,38630,0.8658657222986221,73.30298254129927,0.048815005
-0.087637395,5.0700493,17.58,0.05442305965,12,1565,124630.17834067345,-0.15210149,58.214256,38908,0.8128314763307571,72.37437063259763,0.066538535
-0.06363785,4.800704,17.63,0.05736356207000001,17,1582,125601.79908657074,-0.14402112,45.94491,39162,0.8969814851880074,71.3709693319181,0.06273944
-0.103299975,4.943186,17.17,0.05621653630000001,10,1592,126375.54985308647,-0.14829558,49.70235,39402,0.6812521815299988,72.12287035590396,0.1181896
-0.07839505,4.707692,17.59,0.058224625440000004,16,1608,127223.68886184692,-0.14123076,48.047977,39670,0.8772063627839088,71.00178611093456,0.05257219
-0.067787096,4.857452,18.33,0.06089753798999999,13,1621,128078.33620262146,-0.14572355,43.342545,39934,0.8851099759340286,69.53514567410312,0.059158456
-0.056253504,4.5072336,18.86,0.06158086790999999,13,1634,128855.67794752121,-0.135217,129.33455,40188,0.7412103414535522,68.75358910265122,0.03560338
-0.073779285,4.6880984,18.92,0.06022420167999999,14,1648,129725.67373895645,-0.14064294,50.50538,40436,0.8665692061185837,69.01346200990427,0.09145825
-0.090616904,4.6930294,18.16,0.06092407421999999,16,1664,130648.9534482956,-0.14079088,32.184635,40700,0.9101780876517296,69.41654181238718,0.07007351
-0.073025905,5.1130323,18.31,0.06058595512,16,1680,131536.26443886757,-0.15339097,47.62053,40959,0.8675644844770432,68.92582033885934,0.09826543
-0.07979557,4.721737,17.18,0.05817618011999999,17,1697,132552.6521999836,-0.1416521,32.66731,41209,0.9172296449542046,70.7971434908889,0.070342585
-0.07282983,4.814185,16.67,0.05960405442000001,18,1715,133459.12303566933,-0.14442554,67.53894,41465,0.8407021164894104,70.59418273779866,0.07458006
-0.07980014,4.7569065,15.21,0.06432801687999999,20,1735,134372.6933245659,-0.14270718,60.66815,41725,0.8784822672605515,70.05252885338346,0.044221364
-0.07876955,4.9899654,14.34,0.06346953973,19,1754,135377.88188648224,-0.14969896,45.228355,41984,0.9019602835178375,71.04087354232055,0.041091956
-0.06790422,4.505476,13.47,0.06548472966,22,1776,136408.90118670464,-0.13516426,82.03123,42236,0.8349448591470718,71.46783708530616,0.05366355
-0.049439587,4.7233133,12.49,0.06746072601,23,1799,137424.9641046524,-0.1416994,49.34636,42482,0.9074647501111031,71.48570293509982,0.04682537
-0.0555788,4.729078,12.18,0.06483747067000001,20,1819,138413.36803007126,-0.14187233,65.61423,42746,0.878593772649765,72.78624297756322,0.040278655
-0.06380505,4.7189817,12.79,0.06586867999,16,1835,139336.4781537056,-0.14156944,74.60368,43004,0.8494679480791092,71.97189320785249,0.05028364
-0.07246032,5.116449,13.47,0.06673970625,12,1847,140164.07795238495,-0.15349346,63.818096,43230,0.8512511551380157,70.93463463148636,0.044713944
-0.09711605,4.6609664,14.38,0.06628026023,14,1861,141070.7710568905,-0.139829,56.95387,43498,0.814000740647316,70.1636011584583,0.069646254
-0.09887189,4.7038,15.2,0.06832581642999999,16,1877,141996.6087999344,-0.14111401,69.52959,43766,0.8449381589889526,68.75036894058002,0.0758948
-0.08073911,4.9527545,15.78,0.07130719071,18,1895,142962.25715756416,-0.14858262,70.47405,44027,0.849493607878685,67.20392722834092,0.076263115
-0.076195456,4.2017975,15.41,0.07285905077,23,1918,143985.7710866928,-0.12605393,80.40468,44274,0.8267267495393753,66.9407664794793,0.16690527
-0.074316874,4.5735006,15.39,0.07308352835,17,1935,144906.91869807243,-0.13720502,85.707886,44543,0.820307120680809,66.96798394568854,0.062920414
-0.06511338,4.4090104,14.34,0.07288668069,18,1953,145893.78080749512,-0.1322703,61.43706,44797,0.8627149015665054,68.26665308993637,0.052992433
-0.052904762,4.6527386,14.32,0.07294899590000001,15,1968,146852.57868099213,-0.13958216,107.41005,45050,0.7641313076019287,68.38644858275352,0.054382082
-0.06671167,4.6307354,13.72,0.06573791055,16,1984,147844.0969183445,-0.13892205,71.390465,45288,0.8248925805091858,71.65574805582895,0.058709815
-0.08278978,4.7771683,14.6,0.06252246534,17,2001,148843.46807074547,-0.14331505,102.729195,45550,0.8186253607273102,72.02941111259584,0.07831563
-0.100470364,5.720821,16.54,0.0622118169,6,2007,149590.53502750397,-0.17162463,25.114511,45811,0.580671489238739,70.38013288882551,0.07413046
