loss_kl,EpThisIter,loss_pol_surr,EpExecMean,EpisodesSoFar,EpRewMean,ev_tdlam_before,TimestepsSoFar,loss_pol_entpen,loss_ent,TimeElapsed,loss_vf_loss,EpLenMean
0.12989253,22,-0.091815725,0.05711376215,339,68.93989144590637,0.7207008898258209,9200,-0.09593743,3.1979144,5048.697028160095,359.68353,25.37
0.12006259,3,-0.025950331,0.05878674305999999,342,67.656281037369,0.8747200220823288,9242,-0.11016945,3.6723151,5103.838678121567,40.446022,25.49
0.07152596,0,-0.056979384,0.05878674305999999,342,67.656281037369,0.7027782201766968,9242,-0.10695048,3.565016,5114.437623739243,4.241563,25.49
0.08660969,0,-0.031312123,0.05878674305999999,342,67.656281037369,-0.09382665157318115,9242,-0.11236918,3.7456393,5115.087587118149,4.1034045,25.49
0.08858588,0,-0.04333134,0.05878674305999999,342,67.656281037369,-0.218114972114563,9242,-0.113193974,3.7731326,5115.826846599579,3.5502832,25.49
0.05884686,0,-0.039196707,0.05878674305999999,342,67.656281037369,-0.24905180931091309,9242,-0.107610404,3.5870135,5116.504579544067,1.9316877,25.49
0.038106736,0,-0.030707609,0.05878674305999999,342,67.656281037369,-0.20653283596038818,9242,-0.10489432,3.4964774,5117.211243152618,4.0291605,25.49
0.04985343,0,-0.031585462,0.05878674305999999,342,67.656281037369,-0.11274409294128418,9242,-0.10565449,3.5218165,5117.933782815933,12.71805,25.49
0.050275505,0,-0.028247617,0.05878674305999999,342,67.656281037369,-0.03574669361114502,9242,-0.10501915,3.5006385,5118.693927288055,4.687315,25.49
0.051194724,0,-0.017604254,0.05878674305999999,342,67.656281037369,-0.08185386657714844,9242,-0.10126322,3.3754406,5119.355065584183,8.466321,25.49
0.049925692,0,-0.035535205,0.05878674305999999,342,67.656281037369,-0.038233041763305664,9242,-0.101964206,3.398807,5120.023763179779,3.8835576,25.49
0.05642653,0,-0.025783323,0.05878674305999999,342,67.656281037369,-0.0721442699432373,9242,-0.09808,3.2693334,5120.835549116135,6.185624,25.49
0.09540133,0,-0.054766625,0.05878674305999999,342,67.656281037369,-0.03649735450744629,9242,-0.097404376,3.2468126,5121.639311075211,4.9179115,25.49
0.117534526,0,-0.041062936,0.05878674305999999,342,67.656281037369,-0.04091334342956543,9242,-0.0990941,3.3031368,5122.374005079269,4.170829,25.49
0.054567214,0,-0.032790385,0.05878674305999999,342,67.656281037369,-0.041632890701293945,9242,-0.09297134,3.0990448,5123.24748301506,3.539013,25.49
0.026661383,0,-0.029674906,0.05878674305999999,342,67.656281037369,-0.04225420951843262,9242,-0.09230254,3.0767515,5123.956557750702,2.9954247,25.49
0.046208896,0,-0.017539414,0.05878674305999999,342,67.656281037369,-0.04294466972351074,9242,-0.090734705,3.0244904,5124.911822795868,2.530871,25.49
0.04085559,0,-0.01652573,0.05878674305999999,342,67.656281037369,-0.043659329414367676,9242,-0.08830113,2.943371,5125.696952342987,2.1332,25.49
0.03524055,0,-0.025633492,0.05878674305999999,342,67.656281037369,-0.044429779052734375,9242,-0.08543512,2.8478374,5126.441223859787,1.797891,25.49
0.054051578,0,-0.029707586,0.05878674305999999,342,67.656281037369,-0.04513084888458252,9242,-0.08819901,2.9399672,5127.184072971344,1.5119867,25.49
0.057036348,0,-0.0409007,0.05878674305999999,342,67.656281037369,-0.04587745666503906,9242,-0.08200694,2.7335646,5127.976073503494,1.2701346,25.49
0.041731145,0,-0.02565292,0.05878674305999999,342,67.656281037369,-0.046614766120910645,9242,-0.08228884,2.7429614,5128.699918746948,1.0642899,25.49
0.036109563,0,-0.022512237,0.05878674305999999,342,67.656281037369,-0.047411441802978516,9242,-0.07863098,2.6210327,5129.542589902878,0.88794607,25.49
0.02333042,0,-0.026506834,0.05878674305999999,342,67.656281037369,-0.048360228538513184,9242,-0.076870255,2.562342,5130.286722898483,0.7424175,25.49
0.04721609,0,-0.02674767,0.05878674305999999,342,67.656281037369,-0.0491107702255249,9242,-0.07787601,2.595867,5131.113607645035,0.6179861,25.49
0.020695655,0,-0.030995015,0.05878674305999999,342,67.656281037369,-0.05002856254577637,9242,-0.07556085,2.518695,5131.8810567855835,0.5122005,25.49
0.011940873,0,-0.015532235,0.05878674305999999,342,67.656281037369,-0.05108499526977539,9242,-0.0756585,2.52195,5132.60747551918,0.42555463,25.49
0.035592776,0,-0.039835285,0.05878674305999999,342,67.656281037369,-0.05191850662231445,9242,-0.073770724,2.4590242,5133.368213176727,0.35201532,25.49
0.021083055,0,-0.02145055,0.05878674305999999,342,67.656281037369,-0.05291175842285156,9242,-0.07237143,2.4123812,5134.18087553978,0.29153115,25.49
0.03277712,0,-0.029259905,0.05878674305999999,342,67.656281037369,-0.053749918937683105,9242,-0.07665969,2.555323,5134.906199455261,0.23979731,25.49
0.06528309,0,-0.021550544,0.05878674305999999,342,67.656281037369,-0.054879188537597656,9242,-0.07826609,2.6088698,5135.684552669525,0.19747406,25.49
0.04420751,0,-0.027368523,0.05878674305999999,342,67.656281037369,-0.05584883689880371,9242,-0.076364145,2.5454714,5136.461694955826,0.1623776,25.49
0.02622919,0,-0.0037076734,0.05878674305999999,342,67.656281037369,-0.0568079948425293,9242,-0.08013491,2.6711638,5137.1666140556335,0.13302276,25.49
0.024035407,0,-0.022002276,0.05878674305999999,342,67.656281037369,-0.05788850784301758,9242,-0.07929323,2.6431077,5137.836702823639,0.109064594,25.49
0.05994538,0,-0.027216068,0.05878674305999999,342,67.656281037369,-0.05883383750915527,9242,-0.07268863,2.4229543,5138.501180887222,0.08901437,25.49
0.0316058,0,-0.026901688,0.05878674305999999,342,67.656281037369,-0.05993819236755371,9242,-0.06733073,2.2443578,5139.175173044205,0.07264165,25.49
0.0170904,0,-0.021601226,0.05878674305999999,342,67.656281037369,-0.06095576286315918,9242,-0.06744172,2.2480574,5139.909608125687,0.05889752,25.49
0.064070515,0,-0.01493039,0.05878674305999999,342,67.656281037369,-0.06223464012145996,9242,-0.07450482,2.483494,5140.596509933472,0.046722252,25.49
0.028010711,0,-0.018429808,0.05878674305999999,342,67.656281037369,-0.06461715698242188,9242,-0.07113028,2.3710096,5141.310284137726,0.037821263,25.49
0.02540092,0,-0.025269661,0.05878674305999999,342,67.656281037369,-0.06568253040313721,9242,-0.06916975,2.3056586,5142.02841925621,0.030830968,25.49
0.021542493,0,-0.015773255,0.05878674305999999,342,67.656281037369,-0.06628656387329102,9242,-0.06721441,2.2404802,5142.725636005402,0.025312003,25.49
0.011848829,0,-0.022012075,0.05878674305999999,342,67.656281037369,-0.06641113758087158,9242,-0.064111955,2.1370652,5143.404257059097,0.020427905,25.49
0.029944662,0,-0.02861973,0.05878674305999999,342,67.656281037369,-0.06751465797424316,9242,-0.061734702,2.0578234,5144.101608514786,0.0164206,25.49
0.013943189,0,-0.008668251,0.05878674305999999,342,67.656281037369,-0.06870853900909424,9242,-0.059512563,1.9837521,5144.7857401371,0.013194284,25.49
0.037947472,0,-0.022411307,0.05878674305999999,342,67.656281037369,-0.06985640525817871,9242,-0.06358254,2.1194181,5145.453583240509,0.01058434,25.49
0.027720822,0,-0.021896562,0.05878674305999999,342,67.656281037369,-0.0709916353225708,9242,-0.067004345,2.2334783,5146.101000070572,0.008467929,25.49
0.039487306,0,-0.021813896,0.05878674305999999,342,67.656281037369,-0.07218444347381592,9242,-0.06772565,2.2575216,5146.757142066956,0.0067581492,25.49
0.025988575,0,-0.012535861,0.05878674305999999,342,67.656281037369,-0.0734027624130249,9242,-0.07252645,2.4175484,5147.386185646057,0.00540427,25.49
0.052304327,0,-0.011796964,0.05878674305999999,342,67.656281037369,-0.07443571090698242,9242,-0.077060305,2.568677,5148.024940252304,0.004303877,25.49
0.030630741,0,-0.029235682,0.05878674305999999,342,67.656281037369,-0.07563412189483643,9242,-0.07418422,2.4728072,5148.632073879242,0.0034189457,25.49
0.038908947,0,-0.013858434,0.05878674305999999,342,67.656281037369,-0.07682502269744873,9242,-0.07670499,2.556833,5149.250972509384,0.002702138,25.49
0.02314889,0,-0.034938797,0.05878674305999999,342,67.656281037369,-0.07819056510925293,9242,-0.075574584,2.5191529,5149.813409090042,0.0021450692,25.49
0.02785808,0,-0.024666702,0.05878674305999999,342,67.656281037369,-0.07931303977966309,9242,-0.075555466,2.5185156,5150.340741157532,0.0016940073,25.49
0.03329656,0,-0.022625882,0.05878674305999999,342,67.656281037369,-0.08053922653198242,9242,-0.08070193,2.6900644,5150.895493745804,0.0013374435,25.49
0.07579563,0,-0.025181435,0.05878674305999999,342,67.656281037369,-0.08172643184661865,9242,-0.07984136,2.6613789,5151.452676296234,0.0010534775,25.49
0.16268991,0,-0.025515981,0.05878674305999999,342,67.656281037369,-0.08292675018310547,9242,-0.07572864,2.5242882,5152.00713467598,0.0008254395,25.49
0.05754558,0,-0.010330927,0.05878674305999999,342,67.656281037369,-0.0843970775604248,9242,-0.071449116,2.3816373,5152.542390346527,0.0006489119,25.49
0.033132255,0,-0.017035313,0.05878674305999999,342,67.656281037369,-0.08550119400024414,9242,-0.075620905,2.5206969,5153.065537214279,0.00050776283,25.49
0.017480386,0,-0.021785632,0.05878674305999999,342,67.656281037369,-0.08684659004211426,9242,-0.07652364,2.550788,5153.570400238037,0.0003966561,25.49
0.039564695,0,-0.021179356,0.05878674305999999,342,67.656281037369,-0.08818614482879639,9242,-0.07478276,2.4927588,5154.10925078392,0.00030926982,25.49
0.030555282,0,-0.019227736,0.05878674305999999,342,67.656281037369,-0.08956563472747803,9242,-0.06994812,2.331604,5154.641779661179,0.00024111902,25.49
0.025312152,0,-0.019906003,0.05878674305999999,342,67.656281037369,-0.09069991111755371,9242,-0.07372829,2.45761,5155.170622587204,0.00018710556,25.49
0.017548336,0,-0.010583796,0.05878674305999999,342,67.656281037369,-0.09205055236816406,9242,-0.07086169,2.3620565,5155.693412780762,0.00014505028,25.49
0.022300743,0,-0.018117603,0.05878674305999999,342,67.656281037369,-0.09327089786529541,9242,-0.07295703,2.4319012,5156.2074427604675,0.000112330126,25.49
0.031255912,0,-0.019331634,0.05878674305999999,342,67.656281037369,-0.09472191333770752,9242,-0.075148076,2.504936,5156.73238825798,8.670073e-05,25.49
0.15582098,0,-0.028154917,0.05878674305999999,342,67.656281037369,-0.09596741199493408,9242,-0.074855596,2.4951866,5157.256592512131,6.741111e-05,25.49
0.027659059,0,-0.018103298,0.05878674305999999,342,67.656281037369,-0.09713864326477051,9242,-0.08141705,2.7139015,5157.762760877609,5.186366e-05,25.49
0.022240639,0,-0.021653425,0.05878674305999999,342,67.656281037369,-0.09889781475067139,9242,-0.07869027,2.623009,5158.288781881332,3.970682e-05,25.49
0.03241888,0,-0.03815551,0.05878674305999999,342,67.656281037369,-0.10014486312866211,9242,-0.08272115,2.7573717,5158.998296737671,3.0454175e-05,25.49
0.053142257,0,-0.0069766603,0.05878674305999999,342,67.656281037369,-0.10168039798736572,9242,-0.08434409,2.8114698,5159.730862855911,2.3384076e-05,25.49
0.040165048,0,-0.03248009,0.05878674305999999,342,67.656281037369,-0.10293328762054443,9242,-0.08297442,2.765814,5160.409024953842,1.7889106e-05,25.49
0.04115239,0,-0.02424087,0.05878674305999999,342,67.656281037369,-0.10399651527404785,9242,-0.086447924,2.8815975,5161.093632698059,1.3527239e-05,25.49
0.039141867,0,-0.028535374,0.05878674305999999,342,67.656281037369,-0.10573053359985352,9242,-0.08711551,2.9038506,5161.824689149857,1.0348605e-05,25.49
0.047266074,0,-0.031866856,0.05878674305999999,342,67.656281037369,-0.10729050636291504,9242,-0.0847971,2.82657,5162.523419618607,7.910919e-06,25.49
0.050938193,0,-0.022219826,0.05878674305999999,342,67.656281037369,-0.10828745365142822,9242,-0.08561602,2.8538675,5163.23918223381,6.031957e-06,25.49
0.07360875,0,-0.030691922,0.05878674305999999,342,67.656281037369,-0.11020982265472412,9242,-0.08586702,2.8622339,5163.989865064621,4.544482e-06,25.49
0.07883579,0,-0.021595133,0.05878674305999999,342,67.656281037369,-0.11162424087524414,9242,-0.088555194,2.95184,5164.701864242554,3.425304e-06,25.49
0.04538536,0,-0.027319849,0.05878674305999999,342,67.656281037369,-0.11287569999694824,9242,-0.090412125,3.0137377,5165.373832702637,2.5926092e-06,25.49
0.07088024,0,-0.034075722,0.05878674305999999,342,67.656281037369,-0.11526918411254883,9242,-0.08737196,2.9123988,5166.027824163437,1.944633e-06,25.49
0.031362776,0,-0.02537708,0.05878674305999999,342,67.656281037369,-0.11493659019470215,9242,-0.08776575,2.9255252,5166.695515871048,1.4547231e-06,25.49
0.059387024,0,-0.023821957,0.05878674305999999,342,67.656281037369,-0.11774981021881104,9242,-0.09166733,3.0555778,5167.298013210297,1.1055765e-06,25.49
0.07707762,0,-0.022412669,0.05878674305999999,342,67.656281037369,-0.1199270486831665,9242,-0.0905552,3.0185068,5167.943578481674,8.511472e-07,25.49
0.048076864,0,-0.027204584,0.05878674305999999,342,67.656281037369,-0.11865413188934326,9242,-0.08664352,2.8881173,5168.609589338303,6.208186e-07,25.49
0.059442285,0,-0.017925266,0.05878674305999999,342,67.656281037369,-0.12312400341033936,9242,-0.087696575,2.9232192,5169.2437744140625,4.6768128e-07,25.49
0.0871827,0,-0.030764759,0.05878674305999999,342,67.656281037369,-0.12259209156036377,9242,-0.08777445,2.925815,5169.856542348862,3.4709728e-07,25.49
0.04990456,0,-0.027808033,0.05878674305999999,342,67.656281037369,-0.12256336212158203,9242,-0.08095927,2.6986423,5170.4861125946045,2.5117015e-07,25.49
0.046894494,0,-0.027825218,0.05878674305999999,342,67.656281037369,-0.1302049160003662,9242,-0.07922505,2.640835,5171.087202072144,1.9892491e-07,25.49
0.09514231,0,-0.03526193,0.05878674305999999,342,67.656281037369,-0.12404966354370117,9242,-0.080914676,2.697156,5171.698773145676,1.3719205e-07,25.49
0.039122116,0,-0.03125798,0.05878674305999999,342,67.656281037369,-0.12930166721343994,9242,-0.075600065,2.5200021,5172.271768569946,1.0455051e-07,25.49
0.045822173,0,-0.017136127,0.05878674305999999,342,67.656281037369,-0.12859869003295898,9242,-0.07876181,2.6253936,5172.862722158432,8.0818836e-08,25.49
0.25199753,12,-0.06292893,0.08245134806000001,354,-164.59069448667262,-0.2212001085281372,32250,-0.11288744,3.7629147,5362.335185289383,713.287,254.39
0.14903226,0,-0.05343619,0.08245134806000001,354,-164.59069448667262,0.7364534735679626,32250,-0.1113732,3.71244,5391.026879072189,76.8642,254.39
0.14179364,2,-0.06318486,0.08896791627,356,-168.5892303937133,0.5004274845123291,32549,-0.11090972,3.696991,5412.5812067985535,59.83126,257.18
0.2681583,0,-0.07467002,0.08896791627,356,-168.5892303937133,0.7021080851554871,32549,-0.09832752,3.277584,5425.598188638687,22.609291,257.18
0.10234395,0,-0.030079782,0.08896791627,356,-168.5892303937133,-0.12213015556335449,32549,-0.09862414,3.2874713,5430.559857130051,3.1465397,257.18
0.15873803,1,-0.032857038,0.08885231707,357,-178.13175723035394,0.39182329177856445,33525,-0.099582076,3.3194027,5445.701453447342,91.5531,266.9
0.1763046,0,-0.028887186,0.08885231707,357,-178.13175723035394,0.3213781714439392,33525,-0.10436328,3.478776,5468.600611448288,3.0338378,266.9
0.1120762,2,-0.07474207,0.09043342596000001,359,-182.46074654796038,0.33718425035476685,33965,-0.1079932,3.5997734,5557.685432910919,154.4865,271.14
0.07211271,4,-0.06329404,0.09406789861999998,363,-185.2201079147619,0.15141791105270386,34235,-0.107783444,3.5927815,5674.687499046326,276.08972,273.48
0.11643229,4,-0.08481842,0.09743737108,367,-187.74772422685393,0.3814241290092468,34468,-0.10836542,3.6121805,5776.626807928085,156.33696,275.32
0.07052839,8,-0.060887516,0.10306514261999998,375,-190.61033947665044,0.46547508239746094,34797,-0.10758754,3.5862513,5939.194111585617,170.70757,277.7
0.057235897,12,-0.042392574,0.10840498368999998,387,-192.1031101129782,0.4602842330932617,35028,-0.10594227,3.531409,6057.91077542305,285.89954,278.72
0.095522225,16,-0.04898816,0.11572578126,403,-194.496438450242,0.6001099050045013,35311,-0.09671014,3.2236714,6198.461874246597,228.57205,280.16
0.062952556,15,-0.031092431,0.12518471803,418,-180.74514772303755,0.6722945272922516,35579,-0.07795163,2.5983877,6318.953634262085,131.94554,264.9
0.062440023,16,-0.024333045,0.11359735903999998,434,-180.0591642393904,0.6464305222034454,35833,-0.08279638,2.7598796,6456.578983306885,96.51961,266.65
0.103569396,18,-0.02997374,0.09701077982999999,452,50.55162263985754,0.6256311237812042,36086,-0.0868062,2.8935404,6626.458062887192,201.07089,38.63
0.08682656,25,-0.03829524,0.09039998733999999,477,73.27062315744614,0.7402496933937073,36352,-0.09325022,3.1083407,6806.53496670723,202.98553,15.08
0.054399006,27,-0.0470237,0.08677980072999998,504,75.90727355505926,0.8276744186878204,36602,-0.08792551,2.9308503,7006.630705118179,79.23626,12.72
0.07531674,18,-0.02262524,0.08358453058000002,522,77.2669828691543,0.8140720874071121,36862,-0.07814308,2.6047697,7154.683439731598,77.64302,12.12
0.07014412,17,-0.042515144,0.08099875622000001,539,77.34088793084838,0.8523030579090118,37112,-0.08411782,2.8039274,7268.577314376831,50.274185,11.89
0.13697892,26,-0.016757991,0.07230765099999999,565,80.27709411783695,0.8898000419139862,37376,-0.08995001,2.9983335,7434.006084680557,68.38692,11.28
0.049783528,24,-0.031235995,0.06148459659000001,589,81.59416440039102,0.8852686434984207,37623,-0.09568623,3.1895409,7639.405914545059,118.596756,11.68
0.05020166,27,-0.041035056,0.05188624614,616,82.89195923194984,0.9253009483218193,37888,-0.09916031,3.3053439,7806.016000509262,53.13475,11.44
0.059773117,23,-0.050106306,0.05436195135,639,83.94496867657588,0.8440211862325668,38141,-0.10365446,3.4551487,7994.638736963272,112.14,10.29
0.11047512,20,-0.06230098,0.05488576514,659,82.28527139209642,0.8396950215101242,38391,-0.09779018,3.2596729,8161.672784805298,84.520515,10.89
0.102128506,26,-0.048606046,0.05766888024,685,81.55056475778498,0.868766263127327,38654,-0.095106125,3.170204,8350.300934553146,130.82533,10.78
0.08314328,16,-0.03546656,0.06260249502000001,701,80.35315832405186,0.878235325217247,38908,-0.1026113,3.4203768,8521.775555849075,70.31842,11.75
0.075114384,20,-0.033191506,0.06160011684,721,81.53538236048102,0.8499708771705627,39161,-0.101681374,3.3893793,8710.321013689041,111.51121,12.3
0.056664985,20,-0.046859916,0.06285069554,741,80.4476086906868,0.879447914659977,39423,-0.10317632,3.4392104,8892.18977022171,108.774895,12.64
0.07714301,19,-0.05068578,0.06641185094,760,80.18969785639698,0.9256028532981873,39676,-0.09191193,3.0637312,9080.128499031067,69.440834,12.75
0.045586172,32,-0.04247985,0.06414732624000001,792,80.4629392626205,0.9441666640341282,39929,-0.08731287,2.910429,9311.126673460007,50.602806,11.51
0.042399246,26,-0.030014526,0.05706407700999999,818,81.51115961274287,0.9314264953136444,40187,-0.09294177,3.0980592,9522.96227312088,71.737885,10.84
0.0691494,27,-0.03781085,0.058662287980000005,845,82.36618878947729,0.9216440692543983,40442,-0.08872396,2.9574654,9730.737928390503,63.663803,9.66
0.07996099,21,-0.05919025,0.05224877963999999,866,83.5565453970202,0.9650307781994343,40698,-0.083592944,2.7864316,9866.500457286835,16.600506,9.78
0.102255344,32,-0.045662835,0.04969699500000001,898,84.11145424245576,0.9098976254463196,40955,-0.08271172,2.7570574,10074.740429639816,82.1568,9.54
0.053224668,27,-0.031661794,0.053816182229999995,925,82.35321042952164,0.9104915261268616,41211,-0.07992579,2.664193,10247.6937520504,68.63426,9.55
0.069507755,25,-0.041614976,0.04644281231999999,950,82.31620931901432,0.8290089070796967,41471,-0.08226633,2.7422109,10427.626086473465,80.94827,9.7
0.0910961,25,-0.038667537,0.04407785651999999,975,83.12820823005686,0.9131024926900864,41727,-0.085592866,2.8530955,10588.998908758163,66.9195,9.56
0.07519249,27,-0.061599866,0.039072178080000006,1002,84.33353330035469,0.9778452888131142,41979,-0.08085033,2.6950111,10754.524497747421,15.231347,9.9
0.0775933,32,-0.02186257,0.038481279640000005,1034,86.43124498060448,0.91584512591362,42238,-0.088104084,2.9368029,10971.954498767853,97.8266,9.22
0.0819899,26,-0.031155773,0.04424842296,1060,85.97840982414431,0.8620077073574066,42488,-0.08665158,2.8883862,11152.897976636887,131.16737,9.06
0.056390405,31,-0.055462264,0.04771934129999999,1091,85.16187350157803,0.9602209180593491,42749,-0.08114688,2.704896,11369.4468126297,36.53291,8.68
0.06778091,28,-0.031302195,0.04694176542,1119,85.29777607803902,0.9050666838884354,42997,-0.08064135,2.688045,11574.036449432373,87.36087,8.57
0.10270517,28,-0.018685073,0.04619597431,1147,85.9244377640891,0.9628439843654633,43256,-0.07758877,2.5862923,11803.534079551697,34.523254,9.12
0.06555207,25,-0.039311986,0.037960345310000004,1172,86.96144785279616,0.9765069149434566,43512,-0.081662126,2.7220707,11992.974250078201,13.86618,9.17
0.040278066,27,-0.044703458,0.03795384866,1199,88.65402022989441,0.9001209586858749,43767,-0.07570493,2.5234978,12173.831432580948,60.625694,9.49
0.05219802,31,-0.03257238,0.03968069541,1230,87.93683264139855,0.9508355632424355,44031,-0.078437,2.6145668,12405.333261013031,37.91436,9.26
0.048782386,30,-0.03486617,0.03995404932,1260,87.94986067232387,0.96851621940732,44287,-0.0706961,2.3565366,12621.951490163803,26.524601,8.89
0.025291277,29,-0.030506356,0.04287245115999999,1289,88.29679928426404,0.9718879293650389,44534,-0.07326534,2.4421778,12845.156322479248,27.875101,8.58
0.026743695,33,-0.022206128,0.04371990880000001,1322,88.3863739973273,0.9635030552744865,44793,-0.0725601,2.4186702,13074.349751472473,34.731808,8.22
0.035921,29,-0.02723981,0.03759839849999999,1351,88.34122903523499,0.9464728720486164,45052,-0.07149364,2.3831217,13271.0657684803,31.555231,8.5
0.0640833,27,-0.019827878,0.039217714740000006,1378,87.73506419150318,0.9306261315941811,45309,-0.07259069,2.4196897,13454.6493973732,35.94162,8.69
0.047908477,30,-0.02550656,0.031082375039999995,1408,88.38387668320614,0.9016763269901276,45566,-0.07761687,2.5872288,13650.325970172882,16.49592,8.85
0.02933237,31,-0.04031062,0.028653199530000003,1439,90.29934682661055,0.9817523676902056,45817,-0.07415815,2.4719384,13859.14663863182,10.644841,8.75
