#{"t_start": 1533496930.5437307, "env_id": "HalideHarris-v3"}
r,l,t,best_exec,best_schedule
72.324651,2,5.472039,0.176479146,"shifted.split(y, yi, 64); gray.compute_at(shifted, yi); "
61.482467,23,15.19517,0.115892741,"shifted.tile(x, y, xi, yi, 64, 64); shifted.vectorize(x, 16); shifted.parallel(y); "
-6.0,10,26.271302,0.661581407,n/a
20.662701,61,61.221765,0.194090115,n/a
58.227666,27,87.296715,0.144041711,n/a
70.301778,21,93.64656,0.084009077,"shifted.tile(x, y, xi, yi, 512, 8); gray.compute_at(shifted, x); gray.unroll(x, 2); Iy.compute_at(shifted, x); "
30.500878,37,110.987503,0.070342674,"shifted.vectorize(x, 8); shifted.tile(x, y, xi, yi, 32, 512); shifted.bound(x, 0, 3848); shifted.parallel(y); shifted.bound(y, 0, 2568); Iy.compute_at(shifted, yi); Iy.unroll(x, 3); Ix.compute_at(shifted, x); "
18.928957,74,139.116541,0.119554659,n/a
-24.9394,132,193.909395,0.039293963,"shifted.split(y, yi, 128); shifted.vectorize(x, 8); shifted.unroll(x, 3); Ix.compute_at(shifted, x); Ix.vectorize(x, 4); Ix.unroll(x, 3); shifted.compute_root(); Ix.store_at(shifted, y); Iy.compute_at(shifted, x); shifted.unroll(x, 2); Iy.store_at(shifted, y); shifted.bound(y, 0, 2568); shifted.parallel(y); "
35.227299,31,211.338714,0.276360423,n/a
39.448976,55,281.021222,0.076419424,n/a
0.0,1,284.215408,0.661581407,n/a
48.988591,31,328.410424,0.165470833,n/a
37.615905,68,356.966407,0.035620172,"shifted.tile(x, y, xi, yi, 16, 8); Iy.compute_at(shifted, x); shifted.compute_root(); shifted.vectorize(x, 4); shifted.parallel(y); Iy.vectorize(x, 8); Iy.unroll(x, 3); shifted.bound(x, 0, 3848); shifted.unroll(x, 2); Iy.store_at(shifted, y); Iy.unroll(x, 2); gray.compute_at(shifted, x); "
84.264003,19,381.801257,0.031332476,"shifted.tile(x, y, xi, yi, 512, 16); Iy.compute_at(shifted, yi); Iy.unroll(x, 4); shifted.parallel(y); shifted.unroll(x, 3); shifted.vectorize(xi, 16); shifted.compute_root(); gray.compute_at(shifted, yi); "
34.028266,63,451.48534,0.105666021,n/a
64.650128,31,490.202617,0.048625387,n/a
81.604199,20,503.336461,0.022465985,"shifted.split(y, yi, 8); shifted.parallel(y); Ix.compute_at(shifted, yi); shifted.vectorize(x, 16); Ix.store_at(shifted, y); gray.compute_at(shifted, yi); "
-45.286925,83,595.048518,0.331983627,n/a
36.282398,41,626.022693,0.216453572,n/a
85.656211,9,630.985808,0.068432584,n/a
7.70331,110,674.208714,0.028426101,n/a
-41.293196,147,783.793706,0.107792758,n/a
54.807648,48,794.644048,0.021120004,"shifted.tile(x, y, xi, yi, 128, 256); shifted.vectorize(xi, 8); shifted.parallel(y); shifted.compute_root(); gray.compute_at(shifted, x); Ix.compute_at(shifted, yi); "
82.070537,18,812.956283,0.059075668,n/a
89.800223,12,818.983469,0.014553318,"shifted.tile(x, y, xi, yi, 512, 8); gray.compute_at(shifted, x); gray.store_at(shifted, y); shifted.parallel(y); "
39.403746,21,835.047165,0.115826321,n/a
6.41269,106,862.032541,0.023732976,n/a
27.983544,86,965.072571,0.019956309,n/a
44.039324,44,1017.292327,0.112208682,n/a
-72.921082,192,1123.080918,0.025941148,n/a
-37.944935,52,1173.686312,0.435928829,n/a
34.003607,77,1201.902282,0.026439396,n/a
68.47509,14,1207.529393,0.135788986,n/a
55.86977,50,1230.605059,0.014093203,"shifted.tile(x, y, xi, yi, 16, 32); shifted.vectorize(xi, 8); shifted.parallel(y); shifted.unroll(x, 4); shifted.compute_root(); gray.compute_at(shifted, x); shifted.unroll(x, 3); Iy.compute_at(shifted, yi); Ix.compute_at(shifted, x); "
74.009772,28,1283.753762,0.026398608,n/a
76.095117,27,1295.69331,0.032449797,n/a
69.032274,42,1328.722905,0.019633921,n/a
-38.092932,53,1333.965097,0.019855668,n/a
62.789251,35,1348.800478,0.07416823,n/a
53.360275,38,1362.909603,0.103469512,n/a
87.412711,18,1379.752338,0.023732837,n/a
91.949073,10,1387.48983,0.013568555,"shifted.tile(x, y, xi, yi, 256, 8); gray.compute_at(shifted, x); shifted.parallel(y); Ix.compute_at(shifted, yi); shifted.unroll(x, 3); "
-16.350407,121,1398.740832,0.022165668,n/a
62.771456,44,1411.106352,0.014743634,n/a
57.795303,49,1425.264215,0.014585863,n/a
84.349246,16,1435.389165,0.044000149,n/a
74.301353,29,1444.945854,0.031085377,n/a
76.004715,28,1456.793052,0.026432062,n/a
45.558639,11,1467.094885,0.039737665,n/a
77.111543,26,1480.867609,0.032341124,n/a
51.503818,49,1491.702544,0.042977532,n/a
76.210267,29,1500.761538,0.011840542,"shifted.tile(x, y, xi, yi, 256, 32); gray.compute_at(shifted, x); gray.unroll(x, 4); shifted.parallel(y); gray.store_at(shifted, y); gray.vectorize(x, 4); Iy.compute_at(shifted, x); "
54.583029,53,1515.810959,0.015990232,n/a
83.517624,20,1526.197552,0.023038754,n/a
64.951909,32,1541.136544,0.073092116,n/a
74.90912,29,1550.777993,0.020448689,n/a
69.347757,20,1565.9695,0.12339977,n/a
73.297461,28,1577.848422,0.037726935,n/a
74.444209,18,1588.482569,0.083066779,n/a
58.415663,40,1597.697495,0.050176563,n/a
82.769362,14,1622.113656,0.074299811,n/a
-23.370158,42,1635.194671,0.27727269,n/a
-11.0,14,1643.462501,0.367851597,n/a
62.602782,28,1661.424148,0.115096759,n/a
67.695651,12,1674.208037,0.180640499,n/a
55.62184,51,1687.713692,0.022349281,n/a
77.280817,14,1693.619848,0.090763567,n/a
68.910594,29,1713.929526,0.07998126,n/a
77.07527,28,1727.391412,0.032581098,n/a
28.614347,61,1755.7823,0.154715135,n/a
74.834363,32,1766.719859,0.01432745,n/a
59.686833,46,1778.279506,0.015303483,n/a
67.935653,38,1796.289308,0.026888964,n/a
-24.205761,135,1890.340935,0.034440344,n/a
67.411172,16,1902.939754,0.156059301,n/a
30.46344,57,1957.403341,0.142481876,n/a
77.474637,26,1966.433059,0.023323148,n/a
69.674064,43,2021.520867,0.022003776,n/a
54.330058,59,2045.37587,0.017663838,n/a
79.479503,24,2053.967387,0.023290951,n/a
74.076938,30,2067.201768,0.032570063,n/a
71.814369,35,2077.748775,0.01445973,n/a
65.609961,23,2086.073322,0.115049267,n/a
71.875105,20,2096.629261,0.100063492,n/a
81.70976,24,2110.4051,0.028383428,n/a
46.834095,12,2122.131156,0.1077475,n/a
78.787712,15,2133.80492,0.094025853,n/a
87.171739,17,2143.339446,0.018711248,n/a
55.989309,51,2158.99913,0.019918175,n/a
73.865801,32,2167.596251,0.014119463,n/a
71.753045,36,2178.714118,0.014865437,n/a
78.887529,23,2187.490595,0.033823156,n/a
88.510631,16,2200.490677,0.016469204,n/a
84.748875,13,2206.686528,0.047972092,n/a
5.4465,9,2211.44672,0.022844176,n/a
88.941501,16,2223.663891,0.026850272,n/a
75.496975,29,2234.225857,0.023175363,n/a
70.492879,32,2242.558901,0.023202461,n/a
77.655195,27,2253.214078,0.015512796,n/a
79.148534,22,2261.16976,0.0320964,n/a
75.229425,29,2271.461623,0.024945421,n/a
69.293441,33,2279.535287,0.024521904,n/a
80.121931,22,2288.031957,0.0322724,n/a
91.131884,9,2299.622359,0.019561286,n/a
84.142669,13,2311.931128,0.071830084,n/a
70.944801,32,2322.132388,0.020212626,n/a
59.287142,11,2334.181996,0.222890565,n/a
78.77169,22,2344.438737,0.034589524,n/a
73.652876,16,2352.25472,0.101533721,n/a
90.264944,14,2360.894421,0.018094619,n/a
92.538885,11,2370.664272,0.022898093,n/a
60.671592,16,2377.184342,0.180799667,n/a
69.460649,34,2387.758589,0.023415688,n/a
73.207339,22,2399.005907,0.071402236,n/a
87.356334,18,2410.33653,0.017490003,n/a
31.507346,78,2520.230383,0.062801631,n/a
73.820313,21,2530.662619,0.080578543,n/a
95.383296,9,2539.574167,0.017311629,n/a
88.444962,15,2550.248034,0.023519471,n/a
75.747047,27,2559.361108,0.028136748,n/a
85.186908,10,2563.381299,0.064921594,n/a
93.882578,7,2572.093526,0.033855912,n/a
73.492704,29,2583.572681,0.029819435,n/a
83.985317,10,2591.667969,0.066255283,n/a
79.645145,25,2598.944004,0.015579286,n/a
74.708081,17,2612.066405,0.107784307,n/a
90.001246,12,2623.950342,0.033070826,n/a
80.127768,10,2635.828632,0.111623552,n/a
95.578811,7,2645.387589,0.022633953,n/a
79.755841,24,2655.827006,0.02807857,n/a
91.497,11,2669.260259,0.029791009,n/a
-231.579692,350,2810.819006,0.017066765,n/a
88.872061,16,2819.582444,0.014078047,n/a
74.163547,33,2831.138386,0.018765445,n/a
70.270265,38,2851.899857,0.018059419,n/a
82.075381,6,2861.274879,0.10535432,n/a
86.30342,9,2872.482731,0.077382396,n/a
92.720351,13,2884.630968,0.015081737,n/a
85.586564,17,2894.843878,0.029198475,n/a
89.662012,13,2904.324538,0.02869932,n/a
-7.183062,15,2927.240832,0.356133835,n/a
70.764146,20,2946.102661,0.12064502,n/a
63.600343,31,2956.457655,0.082033826,n/a
79.096934,27,2967.133782,0.019206144,n/a
83.771597,21,2976.346334,0.021358512,n/a
70.485737,26,2987.200537,0.062944597,n/a
70.424767,12,2992.514575,0.136121919,n/a
73.758889,17,3009.89069,0.120679802,n/a
88.690665,16,3017.763641,0.01527813,n/a
87.732056,14,3027.593854,0.028235923,n/a
9.173877,99,3050.1721,0.058391992,n/a
83.452426,21,3060.632632,0.023470093,n/a
70.784742,16,3068.430426,0.12050876,n/a
87.086118,20,3081.15763,0.025893516,n/a
51.767562,14,3099.895063,0.080262371,n/a
76.715623,12,3107.53738,0.114350226,n/a
88.877948,13,3119.615858,0.014607654,n/a
72.6611,31,3141.958744,0.022089541,n/a
82.572835,8,3154.544655,0.102063258,n/a
59.288477,30,3167.428326,0.117176144,n/a
74.766443,15,3183.689678,0.11401401,n/a
69.877432,16,3195.514973,0.13974298,n/a
66.060871,15,3209.805428,0.17822427,n/a
89.771143,12,3216.255281,0.021361515,n/a
33.901098,13,3224.166293,0.04853613,n/a
66.07304,22,3238.046017,0.12521725,n/a
80.675767,10,3250.312427,0.107998091,n/a
-14.174739,21,3272.319679,0.655979717,n/a
89.019395,16,3282.971178,0.019719127,n/a
91.690032,14,3291.986776,0.015282321,n/a
88.686991,16,3299.342506,0.015302435,n/a
91.770721,13,3309.950396,0.021364309,n/a
72.01419,20,3320.50952,0.099143334,n/a
70.01374,26,3330.479424,0.072683055,n/a
88.517355,16,3341.91632,0.016424715,n/a
65.420266,29,3356.613513,0.083225178,n/a
86.962104,18,3369.927939,0.020098157,n/a
85.466825,19,3382.613258,0.02337483,n/a
93.195935,12,3391.42922,0.018551172,n/a
91.57084,11,3399.994222,0.022686684,n/a
85.090132,18,3418.563713,0.045714403,n/a
62.292942,9,3428.398079,0.062176691,n/a
94.238646,8,3437.860202,0.031500234,n/a
72.068254,13,3452.045906,0.15171217,n/a
64.46236,30,3468.656551,0.089562507,n/a
87.68204,18,3477.321941,0.015335191,n/a
94.40272,12,3487.500718,0.01718312,n/a
82.982499,22,3502.181315,0.019963223,n/a
90.080284,11,3509.54581,0.032547924,n/a
83.024171,21,3519.65078,0.026303345,n/a
92.947362,13,3533.09754,0.01357987,n/a
89.184099,11,3540.278075,0.031861104,n/a
91.715298,12,3549.575254,0.021730975,n/a
79.838037,25,3558.339604,0.014303146,n/a
86.918324,10,3574.068418,0.066698496,n/a
94.117414,10,3584.088207,0.019070651,n/a
92.668264,12,3591.309629,0.015426333,n/a
82.019704,14,3600.983826,0.072643595,n/a
96.329283,7,3607.257666,0.011053152,"gray.compute_at(shifted, x); shifted.tile(x, y, xi, yi, 512, 32); shifted.parallel(y); shifted.bound(y, 0, 2568); Iy.compute_at(shifted, x); "
78.975301,15,3623.098874,0.086168988,n/a
90.673135,13,3631.810573,0.022009922,n/a
-14.0,19,3646.13672,0.661581407,n/a
91.737254,10,3655.738258,0.034817346,n/a
72.494696,21,3664.64783,0.089348582,n/a
2.721023,16,3673.728884,0.01452119,n/a
93.31693,7,3681.439778,0.024366507,n/a
93.15282,8,3690.741375,0.032068044,n/a
86.245883,17,3700.001867,0.024836538,n/a
88.668479,15,3710.18024,0.021455033,n/a
54.352159,10,3718.653664,0.050757363,n/a
71.876348,10,3729.192602,0.159597599,n/a
64.557926,11,3740.33823,0.016088219,n/a
96.680235,5,3745.09805,0.015347133,n/a
96.537703,3,3750.100469,0.022905916,n/a
47.919853,47,3763.081,0.079920009,n/a
85.171078,18,3772.675912,0.025331433,n/a
92.192551,11,3782.340285,0.025189376,n/a
87.793418,14,3789.534978,0.02121415,n/a
83.928227,19,3797.065383,0.020322277,n/a
94.16367,9,3803.463816,0.012148821,n/a
95.492484,5,3808.427132,0.01658926,n/a
92.213681,11,3816.18382,0.018433768,n/a
84.239486,19,3827.405365,0.024878862,n/a
51.851294,10,3837.121554,0.067201492,n/a
91.080633,12,3847.957313,0.032545619,n/a
91.394148,13,3856.719281,0.017239832,n/a
93.918008,10,3865.564543,0.020389883,n/a
78.063783,17,3874.931092,0.078967793,n/a
87.538083,15,3883.857711,0.022903402,n/a
77.388759,10,3893.778695,0.123128507,n/a
91.114591,14,3901.190281,0.012473513,n/a
92.483785,10,3907.671,0.016646809,n/a
87.125057,18,3918.978278,0.019020086,n/a
92.731108,11,3925.824671,0.015010568,n/a
94.278943,9,3934.171651,0.01800201,n/a
70.645705,24,3944.684881,0.081733718,n/a
79.0608,9,3954.245814,0.118682411,n/a
95.683265,6,3959.031945,0.015327088,n/a
92.968886,8,3967.898895,0.026669103,n/a
90.927345,11,3978.147277,0.026943929,n/a
93.184297,11,3984.689199,0.012012351,n/a
95.255701,7,3992.561085,0.024771586,n/a
90.672755,11,3998.600653,0.022012436,n/a
80.305684,6,4005.211333,0.117062302,n/a
92.482846,11,4012.4451,0.016653025,n/a
97.683761,4,4017.198057,0.015323806,n/a
92.898373,11,4026.472979,0.020519788,n/a
93.67634,8,4031.441765,0.015372905,n/a
69.101138,13,4040.91256,0.151494614,n/a
74.892157,13,4049.887083,0.119798125,n/a
83.853982,19,4057.523138,0.020813471,n/a
94.062181,10,4070.819678,0.019436061,n/a
95.765791,5,4075.674645,0.021396925,n/a
89.85159,13,4084.435788,0.02744511,n/a
96.494542,7,4094.457782,0.016575641,n/a
95.059251,4,4099.745877,0.026071263,n/a
95.685155,6,4104.487927,0.015314587,n/a
92.681527,10,4114.210674,0.021954398,n/a
89.434937,12,4122.609634,0.030201606,n/a
94.00071,8,4128.06902,0.019842747,n/a
80.484293,12,4138.017729,0.082801591,n/a
97.135171,4,4143.684867,0.018953178,n/a
95.166482,7,4150.107501,0.018746029,n/a
88.300294,18,4161.266123,0.011244936,n/a
94.225847,8,4170.533305,0.024969097,n/a
87.68659,16,4178.055015,0.015305089,n/a
84.686115,20,4185.578794,0.015308231,n/a
55.846197,9,4197.754762,0.053985147,n/a
89.252528,13,4208.17902,0.031408394,n/a
92.216468,12,4217.414014,0.018415331,n/a
90.532277,5,4224.717793,0.030813765,n/a
88.982335,15,4237.367826,0.026580126,n/a
95.773751,8,4245.539518,0.021344264,n/a
92.730574,9,4252.012578,0.021629915,n/a
93.407312,8,4257.65191,0.01715274,n/a
81.781857,14,4275.228292,0.067601334,n/a
94.648839,6,4280.176653,0.015554841,n/a
86.33396,20,4289.854415,0.011022211,"gray.compute_at(shifted, x); shifted.tile(x, y, xi, yi, 512, 32); shifted.parallel(y); shifted.bound(x, 0, 3848); shifted.compute_root(); shifted.bound(y, 0, 2568); shifted.vectorize(xi, 8); Ix.compute_at(shifted, x); "
93.196104,11,4299.731687,0.018550054,n/a
94.169702,11,4310.775182,0.018724728,n/a
91.676234,13,4318.46629,0.015373603,n/a
92.906111,11,4335.785621,0.020468594,n/a
92.685522,7,4342.041352,0.028543783,n/a
45.671377,5,4350.017559,0.058830456,n/a
91.666754,13,4357.389779,0.015436321,n/a
93.622811,10,4366.00018,0.022342855,n/a
89.135139,18,4380.360052,0.018953388,n/a
93.182359,10,4389.806233,0.018640988,n/a
97.672761,4,4394.556394,0.015396581,n/a
93.187319,6,4400.898262,0.031839803,n/a
80.744525,3,4407.655868,0.101709024,n/a
72.992245,8,4416.137748,0.152215027,n/a
92.530218,9,4425.221618,0.022955433,n/a
82.226644,7,4431.864017,0.097737778,n/a
56.580441,3,4437.949211,0.068578483,n/a
59.649567,8,4447.948399,0.073011939,n/a
88.050774,16,4460.323253,0.026127344,n/a
96.669847,5,4465.0803,0.015415857,n/a
95.493244,9,4475.585191,0.016584232,n/a
91.930244,12,4484.98824,0.020308938,n/a
94.122893,9,4494.821308,0.019034403,n/a
90.505821,12,4504.139068,0.023116836,n/a
93.79581,13,4515.526759,0.01458251,n/a
85.078864,8,4523.649348,0.072252204,n/a
80.471752,5,4529.52762,0.115963629,n/a
94.678082,7,4534.695802,0.015361381,n/a
91.684542,11,4540.823283,0.015318638,n/a
97.396302,3,4545.955628,0.017225584,n/a
78.643966,9,4552.728117,0.101592668,n/a
90.811582,13,4559.307073,0.014478168,n/a
95.813397,8,4567.264345,0.014466156,n/a
94.329102,8,4575.484776,0.02428598,n/a
56.833176,6,4587.202004,0.086423071,n/a
94.769845,5,4592.261043,0.021370106,n/a
-94.419332,216,4689.375248,0.022621662,n/a
96.578304,3,4694.489148,0.022637306,n/a
-1363.630157,1479,4923.118563,0.043863888,n/a
81.49272,8,4931.488785,0.102593284,n/a
84.768324,3,4939.309089,0.100769938,n/a
95.979759,3,4944.718194,0.026597167,n/a
39.37754,3,4950.298327,0.233271982,n/a
72.942583,3,4956.401516,0.179006841,n/a
84.202706,3,4960.361078,0.104511963,n/a
95.210546,5,4965.646489,0.018454511,n/a
7.399457,3,4971.490553,0.283406989,n/a
95.419995,4,4976.544762,0.023684646,n/a
94.015593,4,4981.804255,0.032975912,n/a
76.64907,4,4986.069229,0.141253786,n/a
81.889346,6,4992.933124,0.099969277,n/a
76.103903,15,4996.075218,0.085318182,n/a
84.649662,8,5003.968495,0.094939168,n/a
0.0,3,5009.856066,0.661581407,n/a
63.57264,4,5018.568947,0.240996638,n/a
97.680488,5,5024.857864,0.015345457,n/a
47.594682,8,5032.081196,0.320240584,n/a
85.098576,5,5037.178015,0.091969237,n/a
94.970011,6,5042.797608,0.020045845,n/a
91.737816,8,5047.676317,0.021582004,n/a
-17.170462,25,5053.652668,0.066800045,n/a
78.869945,6,5059.811133,0.119945071,n/a
87.020004,11,5065.468419,0.046178358,n/a
-22637.117942,22764,5174.009928,0.014011908,n/a
54.782135,23,5191.741794,0.186684145,n/a
0.0,1,5194.765497,0.661581407,n/a
69.840793,23,5206.373659,0.080443051,n/a
83.07006,14,5241.845145,0.072310452,n/a
0.0,2,5248.368552,0.661581407,n/a
47.754522,26,5261.606596,0.206714276,n/a
51.543885,27,5287.351204,0.194876178,n/a
47.736423,29,5311.158633,0.200218199,n/a
0.633933,72,5337.803504,0.240591139,n/a
55.009826,13,5347.488722,0.2381043,n/a
62.699521,14,5354.024369,0.173999082,n/a
-213.507458,297,5393.661888,0.034096165,n/a
0.0,2,5400.45426,0.661581407,n/a
-859.193433,976,5437.425672,0.014511343,n/a
-266.142963,361,5519.520537,0.139877914,n/a
21.610713,79,5537.3974,0.05550196,n/a
-12.103365,99,5580.945243,0.139615939,n/a
-10.39633,76,5612.682922,0.293717867,n/a
56.209735,47,5637.454524,0.038307316,n/a
51.408934,48,5650.884616,0.043605266,n/a
-5.911546,86,5675.911146,0.191273415,n/a
21.022504,57,5736.117812,0.047279546,n/a
64.262368,21,5746.02041,0.130580502,n/a
33.244256,69,5760.725348,0.038078934,n/a
6.702639,94,5777.768985,0.035046356,n/a
53.123631,42,5787.526544,0.065340223,n/a
72.866402,20,5804.343195,0.093505257,n/a
59.00046,33,5820.910264,0.105849983,n/a
45.993783,57,5838.530517,0.033120204,n/a
35.661944,39,5876.570566,0.213942569,n/a
55.330308,41,5928.985466,0.07720451,n/a
75.079554,3,5933.555418,0.158253225,n/a
65.549645,34,5959.029784,0.042674351,n/a
78.713857,13,5967.399029,0.094514463,n/a
83.476645,16,5978.119505,0.043157303,n/a
66.290721,21,5985.693021,0.110545482,n/a
85.67524,17,5993.671403,0.028611809,n/a
77.524241,22,6005.520399,0.036226604,n/a
86.022567,9,6014.949422,0.059393028,n/a
67.81948,14,6022.684717,0.146742194,n/a
77.579638,24,6028.013246,0.029244292,n/a
80.371206,5,6032.143864,0.110013012,n/a
73.099856,14,6040.417518,0.111808213,n/a
60.366424,42,6051.527025,0.030654876,n/a
45.320397,56,6061.83499,0.030959384,n/a
82.960238,15,6069.377327,0.039957945,n/a
0.0,1,6073.287002,0.661581407,n/a
83.38672,4,6080.734282,0.10329456,n/a
54.727521,46,6094.624848,0.03488174,n/a
82.111425,20,6111.921426,0.045573532,n/a
69.841689,19,6117.669738,0.093668755,n/a
87.535387,11,6125.905385,0.049384492,n/a
86.26044,8,6135.861502,0.071050935,n/a
85.97962,8,6144.751132,0.072908783,n/a
80.6669,20,6155.129737,0.028666984,n/a
54.861845,4,6161.269005,0.073324687,n/a
94.397357,6,6166.174982,0.017218601,n/a
70.482494,29,6171.911343,0.043118611,n/a
84.365354,10,6176.958514,0.031509314,n/a
72.443822,26,6192.371608,0.056606081,n/a
62.516186,19,6199.608246,0.148748734,n/a
45.902594,54,6208.09583,0.033723493,n/a
81.094467,6,6215.488794,0.105228046,n/a
67.65303,22,6222.50969,0.094916888,n/a
67.729478,31,6230.101152,0.041484605,n/a
74.019837,28,6240.353011,0.032947835,n/a
86.324479,12,6250.734285,0.057395636,n/a
79.998712,6,6258.245645,0.112477362,n/a
66.762041,14,6263.992322,0.1471222,n/a
16.829697,6,6272.968852,0.530391819,n/a
86.620618,11,6279.636662,0.042204808,n/a
89.06723,8,6284.756299,0.039250103,n/a
81.630263,9,6294.786679,0.101683321,n/a
76.911626,27,6309.496182,0.027047923,n/a
84.90405,15,6318.986212,0.033713855,n/a
76.562203,23,6324.03465,0.035975454,n/a
86.384888,9,6328.466594,0.06361179,n/a
73.350824,18,6332.580414,0.083684594,n/a
45.531657,21,6345.886949,0.064801048,n/a
78.405147,9,6350.02222,0.096556832,n/a
78.310436,21,6355.228991,0.037641099,n/a
53.801333,15,6374.30795,0.259331092,n/a
79.070991,10,6379.773341,0.092151733,n/a
74.557626,24,6386.140375,0.042621551,n/a
78.43417,7,6391.765001,0.116212264,n/a
85.981822,17,6408.305054,0.033199334,n/a
72.581664,20,6413.660843,0.07554159,n/a
83.554023,20,6422.935884,0.022797941,n/a
69.305572,23,6439.65522,0.090599789,n/a
86.379329,6,6444.828674,0.070264382,n/a
80.060504,11,6447.938118,0.085605299,n/a
89.34635,10,6457.733439,0.037403499,n/a
48.478823,13,6462.255744,0.057142043,n/a
76.073657,22,6478.992145,0.05243921,n/a
75.469108,25,6498.74425,0.04320717,n/a
56.693761,20,6512.46841,0.023052094,n/a
89.175677,10,6520.878297,0.051764264,n/a
78.207421,19,6525.810948,0.051554252,n/a
89.405611,11,6533.54192,0.030395626,n/a
88.493039,10,6543.903068,0.043048841,n/a
77.58383,11,6554.116523,0.095374698,n/a
84.126883,5,6562.39816,0.098397778,n/a
2.674661,3,6570.724047,0.643886349,n/a
81.780431,4,6577.193152,0.11392147,n/a
73.939517,29,6589.792299,0.026863402,n/a
84.085112,9,6599.603369,0.085442499,n/a
93.675356,7,6603.982503,0.02861104,n/a
69.496705,33,6614.3524,0.029792965,n/a
86.417616,12,6621.069525,0.050163642,n/a
72.325076,25,6628.633414,0.05077587,n/a
-4.0,5,6629.718075,0.090555789,n/a
77.343859,17,6637.344062,0.070499049,n/a
84.332857,7,6642.118752,0.083803464,n/a
81.499024,9,6648.45003,0.089319948,n/a
83.534059,20,6664.531148,0.036161652,n/a
73.412996,8,6668.700624,0.136199791,n/a
52.444228,15,6685.152237,0.063429644,n/a
88.11285,9,6691.879002,0.045564105,n/a
78.273842,15,6697.160589,0.064346451,n/a
60.081066,15,6712.606832,0.211169731,n/a
88.260463,7,6719.422101,0.057819154,n/a
86.687566,10,6725.164553,0.054993516,n/a
94.675875,6,6729.978366,0.015375977,n/a
70.082251,23,6737.705718,0.085461426,n/a
82.361529,10,6742.504318,0.083613775,n/a
-1.0,2,6745.311315,0.661581407,n/a
77.377537,12,6750.200686,0.090123681,n/a
93.449964,6,6757.879582,0.036718007,n/a
63.78926,5,6768.327006,0.054794398,n/a
76.854768,11,6772.266799,0.093582222,n/a
80.985186,9,6782.485297,0.092719403,n/a
83.161034,5,6787.443172,0.098171842,n/a
88.382804,7,6793.359842,0.057009764,n/a
85.70694,8,6804.593156,0.074712782,n/a
84.945338,10,6815.851721,0.066519772,n/a
91.0662,6,6824.477231,0.045872733,n/a
91.853621,7,6831.320964,0.034047486,n/a
79.312122,10,6838.651494,0.097172273,n/a
84.95634,12,6847.320132,0.053215357,n/a
86.408242,13,6857.83735,0.050225661,n/a
83.487293,4,6863.928516,0.102629182,n/a
70.556333,11,6869.589033,0.148483127,n/a
85.952857,4,6874.435417,0.086317471,n/a
81.402423,13,6881.222504,0.063495784,n/a
85.334755,10,6890.305279,0.063943467,n/a
81.692968,3,6894.49964,0.114500106,n/a
85.566791,17,6900.294298,0.029329288,n/a
45.806411,20,6913.933225,0.069228915,n/a
76.403451,5,6923.857032,0.149494569,n/a
94.811981,5,6929.787618,0.027707155,n/a
94.365907,5,6936.688827,0.030658298,n/a
82.405306,7,6943.112607,0.096555784,n/a
90.664651,10,6949.362554,0.02868186,n/a
76.822157,10,6954.626098,0.107029602,n/a
82.314309,8,6959.391253,0.083926176,n/a
95.611621,7,6967.642493,0.022416887,n/a
57.905147,12,6975.223034,0.058498989,n/a
86.184929,12,6985.715007,0.058318868,n/a
85.823915,9,6992.652918,0.067323086,n/a
77.110703,16,6996.04115,0.072041564,n/a
80.98268,4,7002.118609,0.119199237,n/a
68.52743,22,7016.924051,0.102363645,n/a
80.320528,12,7022.334943,0.070653398,n/a
73.608304,7,7028.018111,0.148139299,n/a
83.405584,12,7036.718018,0.070090686,n/a
63.310042,27,7048.727152,0.097186032,n/a
