TimeElapsed,EpThisIter,EpLenMean,loss_pol_entpen,loss_kl,loss_vf_loss,EpisodesSoFar,ev_tdlam_before,TimestepsSoFar,EpExecMean,loss_ent,EpRewMean,loss_pol_surr
192794.73954176903,16,18.64,-0.13522965,0.07015382,63.28135,2334,0.874861866235733,59903,0.05282439204000001,4.507655,73.07597722779491,-0.053437177
193805.12577486038,16,17.52,-0.13495257,0.07830096,62.34646,2350,0.8852494060993195,60132,0.053950216749999995,4.4984193,73.37123304465577,-0.079483986
194419.8804860115,12,17.18,-0.09946743,0.14643945,83.870186,2362,0.7097471952438354,60299,0.05503508658,3.3155808,73.08975740511715,-0.082101494
194861.62488746643,6,18.21,-0.100258715,0.16625707,54.37462,2368,0.44876009225845337,60558,0.05503878747999998,3.341957,71.87855838919984,-0.07973079
195875.67661643028,21,17.71,-0.11467926,0.100489266,121.18312,2389,0.7669511139392853,60921,0.058923932379999995,3.8226423,70.80985089207299,-0.06667371
196971.3788778782,29,15.35,-0.103340164,0.07971056,159.31676,2418,0.7941498756408691,61174,0.06298370003999999,3.4446723,71.12456919170832,-0.049235784
197849.1049618721,14,15.53,-0.11750466,0.07079442,166.21199,2432,0.6215642988681793,61429,0.06725758639000001,3.916822,69.57895840769001,-0.058169775
198935.09781980515,25,14.63,-0.111824885,0.05913333,150.21283,2457,0.7928838729858398,61693,0.07592207642999999,3.7274964,67.36184082190086,-0.054713283
199990.9988234043,18,11.69,-0.124827996,0.08907341,82.385254,2475,0.8763402476906776,61951,0.06840996823,4.1609335,72.7401989761229,-0.06626153
201039.71877717972,10,13.15,-0.12665719,0.05910194,230.79959,2485,0.33538228273391724,62206,0.07168806177,4.2219067,70.15816370555135,-0.08066621
202037.24950432777,13,14.55,-0.12911314,0.06783377,163.57735,2498,0.6628836393356323,62455,0.07217842437,4.303771,68.68929625097309,-0.046133775
202976.49691963196,10,16.23,-0.12006047,0.095362246,231.97256,2508,0.36093437671661377,62719,0.07573495272000001,4.0020156,65.9670537959004,-0.055564724
204014.4422328472,11,17.47,-0.12709436,0.073023096,147.55437,2519,0.3334611654281616,62933,0.08184902420000002,4.236479,62.79621966797752,-0.07560161
205086.95501065254,7,19.38,-0.12739128,0.11336475,165.80841,2526,0.3880299925804138,63219,0.08905668584999998,4.246376,58.392043695465354,-0.05283882
206020.91379261017,13,19.72,-0.13346401,0.07397867,274.28964,2539,0.43053847551345825,63483,0.08484240274999999,4.4488006,59.33738523857872,-0.07154982
207073.7448568344,14,20.77,-0.13950701,0.073176086,297.72452,2553,0.426106333732605,63732,0.08575876298000001,4.6502333,58.060503263450855,-0.053787783
208063.2571027279,12,21.81,-0.14359935,0.057340857,253.24152,2565,0.4059056043624878,63989,0.09314005986,4.786645,54.56911402044602,-0.06213154
208996.35875868797,12,22.7,-0.13526565,0.10692926,184.57774,2577,0.39311671257019043,64248,0.10008353078000001,4.508856,51.334982716419944,-0.062339067
209878.6339275837,18,20.81,-0.1357386,0.06957424,149.09663,2595,0.7040593922138214,64507,0.09737520314999999,4.52462,54.08242548375581,-0.0582218
210787.40428471565,14,20.22,-0.13927011,0.041020997,229.1037,2609,0.5785152316093445,64755,0.10105299977999999,4.6423373,53.35089458587633,-0.041852944
211740.19639611244,12,19.87,-0.14965256,0.06266622,242.08594,2621,0.4177449941635132,65022,0.09977459138,4.9884186,54.03507276426807,-0.06302667
212624.70023536682,17,17.84,-0.12750617,0.08547519,143.48361,2638,0.6940824091434479,65259,0.09300014054,4.2502055,58.16985630019882,-0.07681789
213456.1907594204,16,17.64,-0.14127636,0.16271022,83.84311,2654,0.7948669046163559,65536,0.08599199729000001,4.7092123,60.75035139800431,-0.07430041
214398.22878479958,17,16.5,-0.13345365,0.04232449,66.75955,2671,0.8425475209951401,65775,0.08015195362,4.4484553,63.78240611930371,-0.06949328
215226.09628605843,13,16.65,-0.14080186,0.071502164,39.786858,2684,0.8975897580385208,66018,0.07327470898,4.6933956,65.49070270506758,-0.06378448
216043.67402124405,11,17.85,-0.1502746,0.13870774,45.616745,2695,0.8291394412517548,66292,0.07082544358000001,5.0091534,65.2642146076567,-0.080618456
216973.77898836136,16,16.7,-0.14012903,0.06476869,52.32158,2711,0.8821262940764427,66552,0.0604977455,4.6709676,69.9395834011436,-0.08282277
217936.38728570938,19,16.75,-0.12504952,0.04861423,53.212273,2730,0.8914761021733284,66815,0.054164574220000004,4.168318,72.23059608394837,-0.05794872
218996.85174942017,21,15.8,-0.12427043,0.07778554,38.57348,2751,0.9317064508795738,67069,0.052951843199999994,4.142348,73.64349613431,-0.07560599
219972.1844189167,12,16.63,-0.1437186,0.07460691,19.1314,2763,0.9508276060223579,67305,0.05046229548,4.79062,73.88005868481336,-0.08502549
220955.0538854599,17,16.45,-0.13264933,0.042341188,40.184677,2780,0.9277985244989395,67576,0.04882611886999998,4.421644,74.76014644695336,-0.052763477
221666.17263793945,10,15.52,-0.13731715,0.111551054,35.45439,2790,0.7559582591056824,67759,0.04975235747000001,4.577238,75.89985412120956,-0.09138932
222499.6698229313,14,16.3,-0.13348377,0.07564134,25.227226,2804,0.8856598064303398,68094,0.04930136714,4.449459,75.19596576546323,-0.08814685
223466.1902139187,18,16.32,-0.12850676,0.06923121,33.371315,2822,0.9103624373674393,68332,0.04925860055,4.2835584,75.20041545102924,-0.07805658
224090.58058214188,13,16.17,-0.090422824,0.08185367,65.51392,2835,0.7275220453739166,68488,0.04755119071,3.0140944,75.94438662275218,-0.09206631
225083.56744360924,22,16.6,-0.11634035,0.046588358,70.367165,2857,0.8931817263364792,68862,0.05164998844,3.8780117,73.49727064069421,-0.06488751
226083.05817985535,20,15.9,-0.13580216,0.063282,70.09824,2877,0.8516980111598969,69116,0.0541341172,4.526739,73.13246372241414,-0.08091319
226743.60670614243,10,15.76,-0.10492523,0.04953277,173.24811,2887,0.5618897378444672,69271,0.0559852171,3.4975078,72.7027452094545,-0.06112185
227404.1002354622,12,16.0,-0.11442276,0.12789845,158.62936,2899,0.6935715675354004,69620,0.056802788269999994,3.8140922,72.1578688695492,-0.064306974
228324.09188222885,16,16.44,-0.13086239,0.07968184,58.872765,2915,0.8223578035831451,69859,0.052855254149999996,4.3620796,73.00618403524868,-0.06443355
229061.1937315464,15,17.16,-0.118632,0.11346447,115.152084,2930,0.7746470719575882,70144,0.05559314280000001,3.9544,70.97983945472012,-0.069501236
