#{"env_id": "HalideInterpolate-v3", "t_start": 1536279033.4080386}
r,l,t,best_exec,best_schedule
-135.0,124,371.421566,0.308661457,n/a
-235.0,240,1016.898201,0.308661457,n/a
-199.0,200,1604.913343,0.308661457,n/a
-201.0,206,2204.880308,0.308661457,n/a
-284.0,297,3249.707419,0.308661457,n/a
-8.135037,60,3407.60487,0.164007379,"downsampled[6].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); interpolated[4].unroll(c, 3); interpolated[2].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[1].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); normalize.gpu_tile(x, y, c, xi, yi, ci, 8, 32, 3); "
-312.0,336,4318.712368,0.308661457,n/a
-88.662946,171,4926.842086,0.153290373,"interpolated[1].unroll(c, 4); downx[5].compute_at(downsampled[5], x); interpolated[4].unroll(y, 2); interpolated[4].unroll(x, 2); interpolated[3].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[5].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); downsampled[5].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); interpolated[2].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); interpolated[1].unroll(c, 3); interpolated[2].unroll(x, 4); interpolated[4].unroll(c, 4); normalize.compute_root(); interpolated[4].unroll(c, 3); downsampled[2].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[7].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); downsampled[6].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); downsampled[2].unroll(yi, 3); downx[5].unroll(x, 4); interpolated[1].unroll(y, 2); downsampled[1].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[8].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[3].unroll(x, 4); downsampled[3].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[2].unroll(y, 4); downsampled[6].unroll(ci, 4); downsampled[5].unroll(xi, 4); interpolated[6].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); downsampled[8].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); interpolated[6].unroll(xi, 4); downsampled[1].unroll(yi, 3); downsampled[4].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); normalize.gpu_tile(x, y, c, xi, yi, ci, 8, 8, 3); "
9.43724,56,5106.331229,0.125201606,"downsampled[1].gpu_tile(x, y, c, xi, yi, ci, 8, 32, 4); interpolated[1].unroll(c, 3); interpolated[5].unroll(x, 2); interpolated[2].unroll(c, 4); downsampled[6].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); normalize.gpu_tile(x, y, c, xi, yi, ci, 16, 16, 3); "
-99.609983,141,5633.435724,0.15621351,n/a
-22.93024,134,6020.991065,0.030650825,"downsampled[7].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); downsampled[6].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); interpolated[3].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[3].unroll(xi, 3); interpolated[2].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); downsampled[1].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[1].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); interpolated[5].unroll(x, 2); downsampled[5].gpu_tile(x, y, c, xi, yi, ci, 8, 32, 4); interpolated[4].unroll(x, 2); interpolated[2].unroll(c, 3); interpolated[2].unroll(y, 4); downsampled[5].unroll(yi, 2); interpolated[3].unroll(x, 4); interpolated[3].unroll(yi, 2); downsampled[2].gpu_tile(x, y, c, xi, yi, ci, 8, 32, 4); interpolated[4].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); interpolated[6].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[8].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); interpolated[3].unroll(xi, 4); interpolated[4].unroll(x, 3); normalize.gpu_tile(x, y, c, xi, yi, ci, 8, 8, 3); "
-227.594417,294,6798.564117,0.146905622,n/a
-126.861126,219,7557.591982,0.107602859,n/a
-168.0,170,8223.739493,0.308661457,n/a
-255.181581,278,8958.296553,0.256749479,n/a
-203.966616,218,9624.457509,0.252999351,n/a
-246.008302,267,10328.479866,0.256214634,n/a
-229.064336,252,11065.015757,0.25021436,n/a
-299.383342,417,12044.78025,0.059828907,n/a
-158.871657,208,12781.853108,0.255792864,n/a
-216.453901,309,13537.540006,0.063133308,n/a
-428.468638,546,14449.593054,0.035399265,n/a
-229.415023,312,15286.193341,0.11239914,n/a
-266.145965,365,16225.104234,0.040576528,n/a
-24.677572,143,16707.572096,0.023697707,"interpolated[1].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); interpolated[2].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[5].unroll(y, 2); interpolated[5].gpu_tile(x, y, c, xi, yi, ci, 32, 8, 4); downsampled[1].gpu_tile(x, y, c, xi, yi, ci, 8, 32, 4); downsampled[7].gpu_tile(x, y, c, xi, yi, ci, 16, 8, 4); interpolated[7].unroll(x, 3); downsampled[3].gpu_tile(x, y, c, xi, yi, ci, 8, 8, 4); normalize.gpu_tile(x, y, c, xi, yi, ci, 8, 8, 3); downsampled[8].gpu_tile(x, y, c, xi, yi, ci, 8, 16, 4); interpolated[7].unroll(y, 2); interpolated[1].unroll(xi, 2); downsampled[4].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); interpolated[6].unroll(x, 3); downsampled[4].unroll(xi, 4); downx[6].compute_at(downsampled[6], x); interpolated[1].unroll(y, 2); interpolated[7].unroll(c, 4); interpolated[1].unroll(ci, 4); interpolated[5].unroll(x, 4); interpolated[5].unroll(yi, 3); interpolated[1].unroll(y, 4); downx[6].unroll(y, 3); interpolated[3].unroll(y, 2); downsampled[1].unroll(ci, 2); downsampled[2].gpu_tile(x, y, c, xi, yi, ci, 16, 16, 4); "
-168.463599,181,17293.118378,0.254533345,n/a
-237.146796,261,17955.947461,0.253555498,n/a
-161.596063,219,18701.622199,0.11295794,n/a
-186.0,185,19328.627195,0.308661457,n/a
-106.76878,171,19844.559648,0.094971365,n/a
-219.718666,299,20543.662735,0.107163139,n/a
-314.0,330,21446.586962,0.308661457,n/a
-87.863438,177,22141.738476,0.027358018,n/a
-254.589768,358,23015.523928,0.069725906,n/a
-164.494039,244,23778.306977,0.103383189,n/a
-118.977862,210,24197.300899,0.036971042,n/a
-239.863346,319,24799.24892,0.098349867,n/a
-72.212338,165,25299.002422,0.1056003,n/a
-148.522572,162,25932.355642,0.257801987,n/a
-167.601798,271,26946.400247,0.03581028,n/a
-84.490609,193,27516.81856,0.066333226,n/a
-130.805578,226,28253.367115,0.03643927,n/a
-197.245439,268,28788.217115,0.114962314,n/a
-236.839725,334,29570.079195,0.027284824,n/a
-121.0,145,29934.700707,0.308661457,n/a
-89.199798,195,30733.14893,0.06234899,n/a
-51.829233,156,31132.049659,0.0612052,n/a
-97.170819,209,31722.300027,0.034480013,n/a
-60.142393,161,32220.845243,0.062171803,n/a
4.589854,102,32476.116699,0.035218724,n/a
-39.79565,83,32792.67741,0.110487374,n/a
48.467929,15,32844.324384,0.122020265,n/a
-4.931861,111,33151.228987,0.036829055,n/a
-90.508505,145,33523.133785,0.19911289,n/a
-63.632194,97,33785.186564,0.255053733,n/a
4.051499,93,34049.385338,0.061573333,n/a
-12.997893,97,34317.081202,0.101851778,n/a
-19.116564,103,34591.582225,0.108391298,n/a
-10.725496,118,34886.807999,0.02384563,n/a
10.899583,43,35041.590026,0.194766667,n/a
-7.089687,116,35360.295007,0.028056361,n/a
18.186357,77,35575.110183,0.061157079,n/a
-41.834774,102,35933.713555,0.163080584,n/a
-19.242909,122,36203.30503,0.034702527,n/a
-33.154351,95,36486.818768,0.170240224,n/a
-17.555413,81,36701.690757,0.159131688,n/a
-29.367623,92,36938.445381,0.15546544,n/a
10.763997,48,37089.805919,0.176665482,n/a
-14.96982,75,37271.233792,0.166584032,n/a
-1.582704,68,37478.819215,0.149956081,n/a
-10.792346,45,37620.054227,0.23394176,n/a
-15.513559,65,37811.204353,0.192955263,n/a
1.174403,50,37970.221763,0.187745173,n/a
-71.209892,119,38361.018373,0.207451031,n/a
61.150221,39,38497.384347,0.03040247,n/a
13.824893,63,38687.736835,0.111658612,n/a
-41.0,52,38856.989297,0.308661457,n/a
40.853793,57,39048.228551,0.037490661,n/a
19.741643,71,39264.620337,0.062529739,n/a
2.601681,58,39456.596402,0.161733416,n/a
-3.578959,62,39628.776871,0.165377595,n/a
-20.200778,80,39911.937202,0.158037066,n/a
-18.195843,43,40069.700305,0.259880115,n/a
36.847518,42,40228.736208,0.102328934,n/a
14.83017,45,40361.597111,0.161028158,n/a
-16.182049,75,40622.813863,0.161065873,n/a
7.71898,51,40780.303098,0.161371359,n/a
27.91422,64,41028.78844,0.06199706,n/a
-9.0,11,41076.690778,0.308661457,n/a
15.172016,60,41278.150923,0.110587178,n/a
20.512392,74,41507.035612,0.060150736,n/a
17.744711,53,41681.700347,0.118079331,n/a
46.534869,55,41867.638289,0.035388439,n/a
48.058545,53,42014.67971,0.036858668,n/a
16.999416,59,42221.767193,0.111119927,n/a
15.517273,77,42435.164074,0.063222285,n/a
32.551973,62,42624.871019,0.056941948,n/a
7.582653,73,42854.260577,0.109319698,n/a
23.927801,17,42937.919452,0.111340974,n/a
46.037007,25,43027.467365,0.107917285,n/a
39.668279,30,43150.373513,0.110600657,n/a
20.999079,26,43256.132445,0.182113102,n/a
29.930086,46,43391.816182,0.111333921,n/a
18.925523,58,43585.882658,0.108261393,n/a
13.637409,43,43715.300756,0.161623137,n/a
5.77276,69,43916.175008,0.111819526,n/a
34.242898,22,44024.162239,0.165927455,n/a
7.975588,49,44184.966321,0.163665924,n/a
3.100715,43,44331.760105,0.194145848,n/a
62.478926,29,44463.547873,0.060254031,n/a
13.672974,66,44691.960403,0.112127527,n/a
18.252318,42,44861.006096,0.162811765,n/a
7.982951,74,45093.906889,0.108084135,n/a
-15.579556,51,45294.825704,0.251804646,n/a
9.956382,43,45410.612305,0.182244893,n/a
-6.0,9,45432.297253,0.308661457,n/a
5.210887,52,45586.589489,0.162939645,n/a
34.613766,42,45764.915981,0.109223666,n/a
-10.056754,40,45932.939003,0.259450801,n/a
42.70717,32,46049.374364,0.108935362,n/a
39.480259,33,46171.063346,0.112722365,n/a
20.261314,71,46384.3242,0.06401233,n/a
-2.0,3,46389.276806,0.308661457,n/a
-10.26689,42,46503.41451,0.238493108,n/a
-1.881483,60,46685.001812,0.166311372,n/a
47.903864,48,46869.31235,0.058942411,n/a
