loss_kl,loss_pol_entpen,EpLenMean,EpExecMean,TimeElapsed,EpThisIter,EpRewMean,loss_ent,loss_vf_loss,ev_tdlam_before,loss_pol_surr,EpisodesSoFar,TimestepsSoFar
0.10407306,-0.19736272,216.02439024390245,0.24743718651219512,16175.08722114563,1,-160.9208561955872,6.5787573,14.756535,0.4971139430999756,-0.12897345,41,8857
0.067128465,-0.1990136,212.74418604651163,0.24630864093023253,16785.734466075897,2,-157.65356111381556,6.633787,47.027176,0.5436798930168152,-0.14558136,43,9148
0.14804351,-0.19874355,212.74418604651163,0.24630864093023253,17323.57136464119,0,-157.65356111381556,6.6247854,6.925276,0.5566246211528778,-0.14311273,43,9148
0.08996265,-0.19380276,208.56521739130434,0.24559562576086957,17719.361296892166,3,-153.5246894951419,6.4600925,56.648643,-0.12149274349212646,-0.13961431,46,9594
0.11423002,-0.18783763,203.53061224489795,0.24298830469387758,18165.537574768066,3,-148.09462762506348,6.2612543,33.31567,0.6760390102863312,-0.14151901,49,9973
0.11237088,-0.18404227,185.87272727272727,0.2407056537818182,18601.074508190155,6,-131.0701858338144,6.1347427,56.757744,-0.2179088592529297,-0.13165589,55,10223
0.08636321,-0.18152985,161.23076923076923,0.2411043751230769,19099.314851760864,10,-109.04498507362665,6.0509953,75.86332,-0.40427279472351074,-0.13734777,65,10480
0.14999026,-0.18045491,137.52564102564102,0.24333226207692304,19622.721009731293,13,-88.90879967510655,6.0151644,55.411255,0.15792113542556763,-0.11774703,78,10727
0.13469146,-0.17660406,120.79120879120879,0.24175863394505495,20174.05088686943,13,-73.47061083099737,5.8868017,84.40834,0.24934238195419312,-0.11334352,91,10992
0.097932264,-0.17452714,110.38,0.23438915802000004,20651.718290567398,11,-61.66361597177657,5.8175716,82.660194,0.3718074560165405,-0.10671208,102,11252
0.10239049,-0.16577046,93.96,0.22379597432,21200.52054476738,12,-43.82218482117778,5.5256824,59.10318,0.5161814391613007,-0.110932454,114,11517
0.12120832,-0.17158473,67.07,0.22132119519,21745.06060409546,9,-18.16253378839549,5.719491,51.757595,0.5589504241943359,-0.09088272,123,11745
0.115544066,-0.16220994,41.65,0.20959535490999998,22280.63076543808,15,7.4220072413855345,5.406998,161.15134,0.3542592525482178,-0.09470303,138,12018
0.11964235,-0.16960266,23.06,0.20005549234,22808.387692928314,10,27.28822484321467,5.6534214,72.202,0.6439774036407471,-0.09927395,148,12260
0.08559318,-0.17435783,22.25,0.18888522898000001,23263.95773601532,10,31.50373040907973,5.8119283,85.56033,0.666203498840332,-0.09121542,158,12532
0.14618611,-0.17614795,22.29,0.18174616264000004,23780.344502449036,10,33.685903164300235,5.8715982,130.246,0.3781557083129883,-0.063639276,168,12781
0.093986444,-0.17315978,22.61,0.16957526855999996,24283.140540599823,12,37.508186612475576,5.771992,81.99112,0.6069377660751343,-0.10797304,180,13043
0.09185736,-0.17827448,23.15,0.15690602275999999,24744.66030550003,11,41.2022363640827,5.942483,130.64575,0.5538261532783508,-0.069759,191,13307
0.09539914,-0.18434258,23.85,0.15640721976,25164.751553058624,7,40.91905105615944,6.1447525,81.64369,0.5368551015853882,-0.1072089,198,13530
0.09387319,-0.17650144,24.02,0.15110460832,25710.80171060562,11,42.68645509852051,5.8833814,64.07621,0.5774655640125275,-0.110659815,209,13815
0.19555663,-0.18103695,24.24,0.1471216116,26119.88553071022,10,43.61444624963827,6.0345654,83.96282,0.22620952129364014,-0.12109885,219,14067
0.0952687,-0.17693108,24.61,0.14607320594,26612.407977104187,10,43.85025433564646,5.897703,90.74637,0.49813997745513916,-0.10765418,229,14322
0.097330496,-0.1720464,24.88,0.14736904744,27155.070863962173,12,43.42605715662573,5.73488,56.71596,0.6568807065486908,-0.062012494,241,14577
0.092227586,-0.17384766,24.18,0.14977524239,27649.779633283615,12,43.20738723214556,5.794922,59.77584,0.6944575607776642,-0.062822014,253,14833
0.22797805,-0.18179336,23.32,0.14842220441999998,28095.633147716522,14,43.96088228701388,6.0597787,48.734978,0.48230671882629395,-0.08069564,267,15076
0.109947085,-0.17835814,21.97,0.15673058842999998,28625.473258972168,17,42.096098078285976,5.9452715,69.31625,0.5723636448383331,-0.05014107,284,15354
0.21525085,-0.18387023,20.35,0.16576140794,29194.433186531067,15,40.34630855756794,6.129008,127.95253,0.22303277254104614,-0.07632212,299,15606
0.124474935,-0.18358241,20.01,0.17379350756,29733.747960805893,12,37.57392147438696,6.119414,46.01155,0.506581574678421,-0.086366646,311,15869
0.14527503,-0.18208857,19.92,0.17818580842000004,30278.57808828354,10,36.44794410076419,6.0696187,84.30156,0.22001314163208008,-0.10735034,321,16107
0.103074946,-0.18306696,20.65,0.17863603533999994,30770.744403123856,7,35.96350918290407,6.1022325,72.156265,0.41556358337402344,-0.09840079,328,16357
0.07867299,-0.18007419,21.5,0.17576871749999998,31216.734219789505,9,36.30568669263345,6.002473,74.29463,0.5412476658821106,-0.07433275,337,16626
0.12789363,-0.1755838,21.77,0.17676224186,31659.653354883194,10,35.640094500985526,5.8527937,68.579865,0.5221910774707794,-0.09251338,347,16881
0.09470183,-0.17505476,22.02,0.17961880551999998,32161.521730184555,11,34.74328121865602,5.8351593,74.55774,0.5586694180965424,-0.08052322,358,17129
0.06879116,-0.17912854,22.54,0.17382341698999995,32645.881524324417,13,36.28836077122375,5.970951,93.12243,0.5855776965618134,-0.08452915,371,17407
0.065359145,-0.18768767,23.43,0.17051647342000004,33063.77820968628,8,36.35784218293094,6.2562556,49.662422,0.6578993797302246,-0.060795818,379,17638
0.09328739,-0.18054378,24.73,0.16591821201,33594.65309333801,10,37.18103419147711,6.0181265,63.579018,0.5709364712238312,-0.08852339,389,17915
0.08190904,-0.17021465,25.01,0.15991815571999998,34102.47745227814,12,38.945079133800405,5.673822,98.797455,0.5224424302577972,-0.09144684,401,18168
0.08364296,-0.15770279,24.47,0.14630686478,34579.505798339844,15,43.85618787434935,5.2567596,85.73971,0.6421091258525848,-0.063808404,416,18431
0.20242545,-0.17146853,22.99,0.13732810992,35022.54168534279,13,47.30720904530105,5.715618,77.03618,0.641979306936264,-0.10245358,429,18688
0.1347483,-0.18586072,22.75,0.13247773197,35477.27333903313,9,49.02971709513422,6.195358,50.929455,0.7133527100086212,-0.08399321,438,18932
0.11393663,-0.18345667,22.6,0.13124779972,35984.20025897026,11,49.627370474472464,6.115223,90.26024,0.3751606345176697,-0.076558314,449,19195
0.09964848,-0.17768334,22.37,0.13688641061,36536.407665252686,13,48.0420101307165,5.922778,65.231705,0.5198486149311066,-0.107259996,462,19446
0.0907809,-0.17341882,22.43,0.14327227644999999,37035.947585344315,12,46.106337530838935,5.7806273,65.56196,0.611872136592865,-0.10182709,474,19708
0.07034522,-0.17134945,21.4,0.14025294139,37551.07063984871,12,48.010945991779415,5.7116485,35.874115,0.7944013774394989,-0.09329882,486,19964
0.109766684,-0.15861365,20.55,0.13668605413999999,38027.8363776207,15,49.42270283508837,5.287122,88.60721,0.6262786388397217,-0.04985238,501,20223
0.10448736,-0.16708262,20.88,0.13475964436,38426.593188762665,11,49.728067898450696,5.569421,75.933655,0.7227755784988403,-0.064062454,512,20462
0.066830635,-0.15996654,19.79,0.14427404141,38912.03044319153,20,46.88054382105166,5.332218,82.98449,0.6977279186248779,-0.07704691,532,20729
0.063646056,-0.15355876,17.53,0.14624202209,39393.8385951519,20,47.26756681675724,5.1186256,67.53563,0.7102533876895905,-0.055161543,552,20992
0.0332619,-0.15513231,16.74,0.14067265462,39895.27754235268,17,49.21972860614148,5.171077,64.92582,0.6972196102142334,-0.052838318,569,21247
0.13502294,-0.15231623,14.95,0.13294850271999997,40346.184628248215,19,52.29126199636845,5.0772076,60.776302,0.8104851394891739,-0.063283056,588,21493
0.06338205,-0.15708847,13.75,0.13445688517,40824.972558021545,19,52.53055235116387,5.2362823,61.74446,0.7617287337779999,-0.045115262,607,21754
0.031012578,-0.15599178,13.71,0.13603571163999997,41337.727625608444,18,52.51763806194425,5.199726,48.649048,0.747916042804718,-0.058495414,625,21997
0.13301378,-0.1671699,13.18,0.13405225133999998,41875.599549770355,23,53.18650371977033,5.57233,47.86778,0.7923790663480759,-0.07993786,648,22265
0.044021003,-0.17196208,14.14,0.12940721305,42330.644973278046,11,54.01316084783068,5.7320695,32.31823,0.7780805081129074,-0.06400021,659,22519
0.06576024,-0.17544094,15.2,0.12890569677,42808.444784641266,11,53.680411250947685,5.848032,34.516586,0.7350967228412628,-0.08448593,670,22784
0.090218365,-0.16003099,15.67,0.1306188811,43357.86866927147,16,53.2283237449988,5.334367,58.477493,0.7472383379936218,-0.06647235,686,23039
0.10064587,-0.13777657,16.52,0.1309488113,43746.023505449295,12,52.144084508005044,4.5925527,41.665356,0.705192357301712,-0.071365,698,23286
0.052510493,-0.1626693,16.59,0.12981952037,44222.38496875763,17,52.516750353563275,5.422311,44.4377,0.7785035818815231,-0.072067685,715,23540
0.03853691,-0.16232432,17.18,0.12209631272999998,44681.9316034317,16,54.865487108156415,5.410811,47.883812,0.7873217463493347,-0.066363245,731,23808
0.18431011,-0.17899296,18.09,0.11740257197,45186.01027202606,16,55.990705845798345,5.9664326,22.288288,0.8902512416243553,-0.06848451,747,24063
0.10457577,-0.17834228,17.1,0.1205773653,45728.48872756958,15,55.78436750063023,5.944742,63.148163,0.5886616110801697,-0.093501136,762,24309
0.11358428,-0.17671353,17.55,0.12084476456000001,46244.30194544792,10,55.683316713792465,5.8904505,35.071392,0.7264212667942047,-0.10676211,772,24570
0.1423773,-0.18357866,17.68,0.12709179360000003,46762.979459285736,15,53.559267897195475,6.119289,61.787277,0.6002299785614014,-0.1226365,787,24828
0.11404093,-0.17772532,17.91,0.13061859546000001,47284.41514110565,10,52.89527573895461,5.924177,46.785942,0.6278134882450104,-0.08380469,797,25053
0.07280077,-0.17787945,19.19,0.13086873483000003,47794.614569664,10,52.233828786540016,5.9293146,21.70831,0.8006047457456589,-0.10005125,807,25319
0.13372043,-0.17297064,19.75,0.12999962015000002,48238.32550859451,12,52.326685769851785,5.765688,26.754448,0.8041712641716003,-0.07121416,819,25581
0.07538687,-0.17140773,20.17,0.13181130233,48728.95811057091,14,51.5401783778336,5.713591,48.997387,0.751753494143486,-0.071319774,833,25850
0.07805565,-0.17224835,20.4,0.1387626458,49289.56576561928,13,49.47350122579055,5.7416115,49.97642,0.67070272564888,-0.09034644,846,26095
0.12852731,-0.17023934,21.47,0.13588951787,49744.221855163574,11,49.75099381728327,5.674645,53.951786,0.7016805112361908,-0.11068991,857,26365
0.120127685,-0.1786311,22.47,0.13330061394,50259.73261928558,6,50.1100010111039,5.95437,107.639465,0.47197961807250977,-0.10129956,863,26570
0.12628621,-0.20103595,22.47,0.13330061394,50797.47468161583,0,50.1100010111039,6.7011986,5.0640426,-0.7119095325469971,-0.12680662,863,26570
0.10797419,-0.18939227,25.64,0.13141925739,51120.31248474121,2,47.90308239835543,6.313076,20.953045,0.8589005470275879,-0.12349053,865,26915
0.14650105,-0.19383097,29.44,0.13184849563,51624.78067612648,2,44.20882240386017,6.4610324,23.552446,0.7358781099319458,-0.11320244,867,27365
0.08945818,-0.17221701,29.81,0.12772273563,52081.584642887115,10,45.26554147756775,5.740567,25.505692,0.8250568211078644,-0.09205292,877,27635
0.06374701,-0.16318318,30.35,0.12160936883,52543.52420139313,11,46.893215705499934,5.43944,16.384726,0.8611973822116852,-0.09909206,888,27895
0.09955067,-0.17372575,30.25,0.11822000902000002,52998.50953197479,11,47.85078092479099,5.7908587,30.792507,0.8219674080610275,-0.09024517,899,28144
0.12620312,-0.16071017,30.08,0.11946663188000001,53482.10627198219,11,47.550830654274314,5.3570056,23.435299,0.8264630138874054,-0.06206753,910,28412
0.09745487,-0.16461886,29.95,0.11967753366,53990.67160534859,13,47.57327536707614,5.4872956,55.477314,0.6751020848751068,-0.053956013,923,28665
0.07314154,-0.16154908,30.47,0.11914249003,54492.831204891205,11,47.38195723180164,5.384969,19.38889,0.8516997992992401,-0.06370462,934,28923
0.05129169,-0.14851432,30.86,0.11260595489999999,55013.72271490097,12,49.31203386794966,4.950477,24.440575,0.847417414188385,-0.051409155,946,29181
0.3256191,-0.16286246,30.3,0.11094152326000001,55412.132508039474,12,49.95880206367955,5.428749,14.08512,0.850291907787323,-0.09350608,958,29428
0.07646963,-0.14955382,21.73,0.11328304589999999,55883.8927564621,14,56.36447991742355,4.9851274,24.862883,0.8852920308709145,-0.07048015,972,29684
0.08563695,-0.14960971,20.32,0.11099186766,56375.310804605484,17,57.886655631214055,4.986991,25.94867,0.8909530192613602,-0.054778382,989,29947
0.047377918,-0.13344055,19.52,0.10973669547,56778.69019126892,14,58.43743792629042,4.4480186,62.665344,0.7768499851226807,-0.058096852,1003,30201
0.058465287,-0.14357615,18.27,0.10931078238,57290.4625723362,18,59.07786798771372,4.7858715,32.674957,0.8749893009662628,-0.036427718,1021,30448
0.1837302,-0.14939472,17.51,0.10413177745999999,57743.7828540802,15,61.06208695040144,4.9798236,14.920598,0.9232974573969841,-0.06791916,1036,30708
0.10638128,-0.14415544,15.52,0.10512672667000002,58270.81125307083,21,61.894678981475764,4.8051815,27.599873,0.9140848964452744,-0.038310394,1057,30951
0.07103776,-0.1435279,14.18,0.10210796639,58769.36728692055,22,63.19574505209423,4.784263,15.3541975,0.9537673965096474,-0.07613,1079,31224
0.07416205,-0.14504124,13.12,0.09849635701000001,59312.11302757263,22,65.07257571386472,4.834708,24.539589,0.9406570494174957,-0.04459991,1101,31484
0.10932432,-0.15686223,13.33,0.096575156,59785.33462738991,16,65.8053650936426,5.2287416,27.642685,0.9152474477887154,-0.03202009,1117,31723
0.09590137,-0.15462956,13.44,0.09733570312999999,60289.40622258186,15,65.66726924997299,5.1543183,16.753529,0.9415168426930904,-0.06644097,1132,31999
0.09508225,-0.15609783,14.0,0.09741623497000002,60822.73657345772,14,65.33853209365506,5.2032604,15.313171,0.9021744281053543,-0.053667195,1146,32235
0.041172806,-0.1525095,14.83,0.09911103987,61323.66246557236,16,64.3507588691045,5.0836496,35.496044,0.8440174758434296,-0.047277827,1162,32506
0.07594798,-0.1531038,15.43,0.09856944865999999,61871.91488933563,17,64.83534349863791,5.1034603,13.487317,0.8986923173069954,-0.03624794,1179,32767
1.0250946,-0.16998892,16.78,0.09781162322999998,62214.61477470398,10,63.9736319205917,5.666297,35.564613,0.7712236642837524,-0.04899058,1189,33015
0.06646623,-0.15476586,16.71,0.10286627579000002,62791.2905292511,21,62.592275332679876,5.158862,31.255129,0.8804490491747856,-0.059714973,1210,33274
0.08905179,-0.15569541,16.07,0.10427147263000001,63305.60669326782,18,62.47395087758778,5.189847,21.54845,0.908532589673996,-0.0668038,1228,33523
0.060523987,-0.16340867,15.18,0.10146815460999999,63848.292382240295,20,63.79483830555376,5.446955,20.985825,0.9006215929985046,-0.03898468,1248,33791
0.09650778,-0.16715413,15.42,0.09931262352,64370.3052842617,14,64.43042423179112,5.5718045,20.24367,0.821436271071434,-0.078067645,1262,34048
0.070180684,-0.15989363,15.45,0.10580110924999998,64895.54007267952,16,62.23285296417691,5.3297877,17.183607,0.9082362949848175,-0.07002294,1278,34299
0.16875435,-0.1632118,14.8,0.10708203607000001,65389.69144368172,16,62.45163471223336,5.440393,13.813403,0.899858184158802,-0.060179476,1294,34556
0.058870073,-0.1612794,15.24,0.10473744325,65916.39647865295,17,62.97299362264043,5.3759794,17.515764,0.9327907636761665,-0.072971545,1311,34807
0.06345873,-0.15320621,15.11,0.10173952431000002,66416.9032318592,18,63.91262206022507,5.106874,13.883637,0.9529828317463398,-0.052089162,1329,35050
0.09267387,-0.14040974,15.09,0.10246961222,66925.25538420677,21,63.56522817333299,4.680325,24.769829,0.9262271672487259,-0.02261636,1350,35327
0.07363734,-0.14625421,14.06,0.09941692934,67445.57581734657,19,64.98406024780014,4.87514,12.506185,0.9590653851628304,-0.06885525,1369,35577
0.19571911,-0.1435087,13.59,0.10087946591999998,67993.77054452896,21,64.68901095313613,4.783623,39.187607,0.8626080006361008,-0.036052674,1390,35830
0.052915446,-0.1445815,12.25,0.10157716641000002,68551.40990114212,26,64.69390930485409,4.819383,36.833824,0.899839423596859,-0.054970775,1416,36091
0.048026145,-0.16047299,12.49,0.10307518581000003,69106.35347485542,16,64.29052893390191,5.3491,14.757817,0.9383262470364571,-0.065677956,1432,36350
0.072421595,-0.15636952,12.58,0.10517596488,69665.82573080063,19,63.72981910880788,5.2123175,19.96144,0.9042010009288788,-0.04316835,1451,36592
3.7005086,-0.18327458,14.13,0.10545356512,69803.7985420227,4,62.36642466641865,6.109153,27.998734,0.295204758644104,-0.0598818,1455,36793
0.1140181,-0.16993219,15.38,0.11000653865,70297.07516264915,12,59.830650351991416,5.664407,32.677807,0.6731212139129639,-0.07949989,1467,37095
0.08174072,-0.16301744,16.05,0.10907481398999996,70824.35227680206,18,59.90185835231111,5.433915,17.340752,0.8964427560567856,-0.07592922,1485,37374
0.07109456,-0.16025282,16.57,0.10798181674000001,71363.859572649,17,60.11068362254832,5.341761,8.799516,0.9590100683271885,-0.077736974,1502,37619
0.04152268,-0.12702154,17.7,0.10833739339000001,71825.65120220184,15,59.61400416763093,4.234051,23.980875,0.7400310933589935,-0.046140935,1517,37875
0.07702794,-0.15895481,17.8,0.10862692044,72370.311419487,17,59.52399464034436,5.2984943,10.700922,0.9309945479035378,-0.0561628,1534,38144
0.0484086,-0.15837608,18.16,0.10947234704,72931.85304880142,16,59.16543865613663,5.279203,10.184125,0.9505770690739155,-0.06398274,1550,38389
0.10035134,-0.14676279,15.1,0.10349570996,73417.89668703079,19,63.429979317554604,4.8920927,16.750444,0.938614297658205,-0.062358722,1569,38638
0.052443333,-0.15043883,15.15,0.10251602669999998,73935.24656629562,18,63.54491122832551,5.014628,12.594331,0.9499746486544609,-0.054563377,1587,38912
0.12271696,-0.15069178,15.14,0.10013660680999997,74479.37558078766,17,64.33253004033683,5.02306,7.9631433,0.9724116940051317,-0.0896104,1604,39160
0.06314771,-0.1483303,14.55,0.0970559413,75006.73517298698,20,65.76961320999386,4.9443436,8.993968,0.9714155104011297,-0.07609743,1624,39424
0.057753447,-0.14830188,14.22,0.09585897207,75542.38242912292,17,66.27234363464137,4.943396,4.0505047,0.987223519012332,-0.072085634,1641,39675
0.07562195,-0.15118176,13.58,0.0938272395,76092.75137877464,20,67.3225569258399,5.039392,9.154319,0.9761924985796213,-0.06624565,1661,39925
0.075710386,-0.1471699,13.87,0.09138312072000002,76626.32540082932,18,68.27095137368462,4.9056635,8.06575,0.9770961552858353,-0.068900466,1679,40188
0.17373751,-0.14437278,13.4,0.09249233512000002,77173.12478518486,20,68.1761926650185,4.8124256,8.281652,0.9758161511272192,-0.059621055,1699,40447
0.21164075,-0.14249314,13.36,0.09356778610000001,77799.59656405449,20,68.11374667758305,4.749771,14.233516,0.9489631466567516,-0.039998833,1719,40697
0.051551327,-0.14793587,13.83,0.09127010282,78293.02551436424,14,68.51920114194999,4.9311957,9.088011,0.9525841511785984,-0.0481618,1733,40952
1.7044746,-0.15224256,14.87,0.09173164687,78608.60660743713,10,67.56058462215672,5.074752,58.765175,0.46972256898880005,-0.05995047,1743,41182
0.09154128,-0.1484421,15.47,0.09296563062,79101.90834379196,17,66.67316778940675,4.9480705,16.640062,0.9138465598225594,-0.034182027,1760,41459
0.16432646,-0.15166418,15.68,0.09466022879000002,79603.43358683586,17,65.97397335751279,5.0554733,35.649544,0.8745507299900055,-0.05402291,1777,41725
0.09375001,-0.15856767,16.58,0.09340323519000002,80128.64815092087,13,66.00887611166443,5.2855887,11.467174,0.9513966962695122,-0.07414791,1790,41981
0.074738696,-0.14828211,17.4,0.09102751687000002,80602.61678528786,12,66.26366061992513,4.9427366,17.259457,0.9383435100317001,-0.057209373,1802,42229
0.13939592,-0.14853364,18.42,0.08968053063,81105.36846852303,14,66.04732449364522,4.9511213,14.3747835,0.9365985468029976,-0.04127562,1816,42495
0.08332494,-0.07944471,19.0,0.08869168076000002,81356.30951046944,9,65.67161070099972,2.648157,38.630676,0.3387313485145569,-0.0789453,1825,42691
0.115324244,-0.07761722,19.22,0.08873039591,81608.31412935257,11,64.99778657388282,2.5872407,63.583054,0.5419791042804718,-0.073718585,1836,42923
0.36860752,-0.13638292,19.5,0.08680210248999998,81961.72511219978,13,64.73545803454853,4.5460973,76.63559,0.6157300472259521,-0.03132372,1849,43262
0.029985847,-0.121820614,19.49,0.0860486589,82413.23161005974,17,64.79319687537199,4.060687,54.437862,0.6340958178043365,-0.031769495,1866,43511
0.06847541,-0.10725188,19.13,0.08558557065999998,82797.95398497581,16,64.7075605303423,3.5750628,31.137266,0.8246671557426453,-0.059469804,1882,43755
0.04498773,-0.13037056,17.68,0.08394527128,83297.03835296631,21,65.73471966627058,4.3456855,20.253942,0.9311706051230431,-0.049808256,1903,44020
0.046917945,-0.13202633,16.79,0.08652702140999999,83809.8046784401,19,65.46874194987993,4.400878,9.055937,0.9659684970974922,-0.07298786,1922,44283
0.056199703,-0.1278761,14.35,0.08872477715,84367.29958868027,20,67.16274670233238,4.262537,12.998749,0.9578515477478504,-0.056424752,1942,44539
0.08542733,-0.1292689,13.54,0.08792673709000003,84871.51068210602,21,68.34804809847299,4.3089633,24.928059,0.9286087602376938,-0.032959927,1963,44795
0.16326039,-0.119360596,13.03,0.08670338947999999,85288.85211896896,16,69.23490800968457,3.9786863,25.226112,0.9013957604765892,-0.0521416,1979,45027
0.078154124,-0.13459712,13.24,0.08817731643,85814.21220135689,21,68.71529154589571,4.4865713,23.010458,0.92797040194273,-0.059954036,2000,45307
0.104752794,-0.1223627,13.35,0.08736677831000002,86280.20751452446,18,68.66524742273134,4.078757,68.8711,0.7706738263368607,-0.046396796,2018,45560
0.047661576,-0.13302264,13.46,0.08588251204999998,86710.83054852486,16,69.07568287524143,4.4340878,25.186333,0.8904843926429749,-0.03253179,2034,45791
0.07147267,-0.1355379,14.25,0.08621732629000002,87182.77430295944,18,68.55990172451166,4.51793,16.730877,0.9393474347889423,-0.05431723,2052,46076
0.049686544,-0.13615675,13.8,0.0863349467,87699.82922029495,21,68.77493297979412,4.538559,15.791777,0.9459228217601776,-0.06223789,2073,46332
