EpThisIter,loss_pol_surr,TimeElapsed,EpisodesSoFar,loss_ent,EpRewMean,TimestepsSoFar,loss_kl,ev_tdlam_before,loss_vf_loss,loss_pol_entpen,EpLenMean,EpExecMean
47,-0.005033357,23363.560279607773,7136,1.3483174,87.7648937585882,45056,0.010799328,0.9844227200374007,15.886965,-0.04044952,5.38,0.004135716540000001
48,-0.004417807,23540.009879350662,7184,1.2688069,88.08617666222315,45309,0.0018199659,0.994620737619698,6.327463,-0.038064204,5.38,0.004327748620000001
44,-0.0066503705,23693.95755147934,7228,1.3487363,87.56695270954114,45568,0.012250154,0.9885951094329357,11.704984,-0.040462088,5.52,0.004199622730000001
51,-0.0062540025,23870.95803308487,7279,1.2721599,88.55547543167242,45823,0.0033165906,0.9934409451670945,7.8986993,-0.038164794,5.36,0.003957698080000001
48,-0.0047040414,24047.8196849823,7327,1.3615404,88.54670602104707,46074,0.0024171523,0.9936221847310662,7.1869965,-0.040846214,5.11,0.00393421956
46,-0.005110128,24217.582799196243,7373,1.310672,88.01629521715412,46330,0.0019963337,0.9952065288089216,5.268667,-0.03932016,5.35,0.00388950995
51,-0.0037804171,24399.15528321266,7424,1.3864622,87.09892900549363,46592,0.0021043785,0.9920670008286834,9.225653,-0.041593865,5.35,0.0040140418399999996
50,-0.004992448,24582.740158319473,7474,1.3524108,86.50737517904274,46846,0.001743187,0.9947900203987956,5.7073326,-0.040572327,5.08,0.00392792127
47,-0.006013263,24745.331961870193,7521,1.2327775,86.4512131367429,47103,0.0037417228,0.9916026452556252,8.217269,-0.036983326,5.29,0.0039051285200000004
50,-0.005585559,24922.04037976265,7571,1.3466777,86.81182890247531,47359,0.0040504327,0.9949144497513771,5.9829254,-0.04040033,5.29,0.0038164942999999994
46,-0.0069377124,25100.66987323761,7617,1.4602332,88.16460484628499,47614,0.0034962702,0.9893647059798241,10.5788145,-0.043806992,5.28,0.0038976240700000003
41,-0.01693055,25246.425562620163,7658,1.2684727,87.93621706980841,47822,0.05793302,0.9627965651452541,24.83774,-0.038054176,5.29,0.0040839188
48,-0.0025665779,25419.507318019867,7706,1.3410903,83.42831630352143,48126,0.0058808704,0.9861372308805585,15.241848,-0.04023271,5.7,0.00420346537
48,-0.0052345246,25595.439460754395,7754,1.4213579,83.61643009091814,48384,0.0013977021,0.9901456926018,10.365792,-0.04264073,5.88,0.00417037036
46,-0.0041665956,25777.288842201233,7800,1.4259182,87.8065813818732,48639,0.002811877,0.9871888747438788,13.770085,-0.042777546,5.49,0.004027903959999999
48,-0.0053579994,25971.194115400314,7848,1.5201652,88.1883489039904,48895,0.0020721478,0.9917489122599363,8.742938,-0.04560495,5.5,0.00404850993
46,-0.0049145855,26157.71264219284,7894,1.5215254,88.60238930914353,49152,0.001669143,0.9928256794810295,7.043088,-0.04564576,5.44,0.004039916669999999
47,-0.003018111,26342.661518335342,7941,1.4677887,83.84353062027338,49404,0.001330195,0.9757913108915091,16.237804,-0.044033665,5.43,0.00407427299
48,-0.0035942383,26523.152951478958,7989,1.474443,80.270546912675,49662,0.0015364205,0.9883165992796421,12.146211,-0.04423329,5.36,0.0042983651
44,-0.004933363,26691.022371530533,8033,1.4275292,81.33085832462389,49912,0.0024359338,0.9908317346125841,9.19364,-0.042825878,5.45,0.00411547241
47,-0.005118331,26873.05177974701,8080,1.4966986,83.76082103552162,50173,0.0017856833,0.9817471578717232,18.558533,-0.044900954,5.6,0.00400332125
44,-0.004569549,27051.589133024216,8124,1.5392177,83.54705879805103,50430,0.001355499,0.9878629352897406,11.10863,-0.04617653,5.69,0.0040608013
43,-0.0064065736,27224.17751955986,8167,1.6478975,86.09842724590595,50682,0.003185436,0.9890951132401824,10.356024,-0.049436927,5.8,0.004057065500000001
47,-0.0034020348,27411.964008808136,8214,1.6389163,86.75175658042299,50940,0.0016331786,0.9927996653132141,8.102465,-0.049167484,5.67,0.003984540229999999
45,-0.0034381412,27582.150630950928,8259,1.5033478,88.66493995283899,51193,0.0018818914,0.9950534966774285,5.3058295,-0.045100436,5.53,0.0039036975200000003
43,-0.004088291,27762.135330200195,8302,1.5008165,87.40919233114279,51451,0.0019625656,0.9898913409560919,10.747267,-0.045024496,5.69,0.00386487277
41,-0.0025303569,27934.348543405533,8343,1.4281721,87.03341514627058,51710,0.0014868475,0.9703174866735935,30.62734,-0.042845167,6.04,0.00424862757
45,-0.0029640235,28120.365829229355,8388,1.5018859,87.06477307876821,51966,0.001333121,0.9888465870171785,12.169212,-0.045056574,6.12,0.00441376376
44,-0.0050861407,28302.99443936348,8432,1.5746827,86.24194624492122,52223,0.0012930464,0.9937888341955841,6.3933926,-0.04724048,5.7,0.0043008227
48,-0.0034354068,28487.5212829113,8480,1.5243568,85.45888556419204,52477,0.0012932257,0.9920037016272545,8.480392,-0.045730703,5.53,0.00429357743
46,-0.0037005115,28659.756993293762,8526,1.520381,85.99785493184743,52732,0.001348147,0.9889592994004488,12.021688,-0.045611426,5.39,0.00412493517
48,-0.004639782,28838.058045625687,8574,1.5592661,84.88489412018775,52992,0.0010418479,0.992996193934232,7.195993,-0.046777986,5.5,0.003920745749999999
45,-0.0037320647,29021.144710063934,8619,1.4939297,86.38344517226534,53244,0.0005891455,0.9929241645149887,7.403753,-0.044817895,5.56,0.0038316108300000006
49,-0.0025132895,29198.347357034683,8668,1.5185118,86.36985929414698,53503,0.0006740791,0.9934198125265539,7.324029,-0.045555346,5.42,0.00391871761
45,-0.0027249348,29374.339789152145,8713,1.5877829,86.5355148814302,53758,0.0011746187,0.9926515058614314,7.686389,-0.047633484,5.48,0.003968661049999999
50,-0.001661954,29564.73407816887,8763,1.529412,86.50888533886292,54015,0.0005423408,0.9901466397568583,11.5993,-0.04588236,5.36,0.00404434529
47,-0.0024296902,29740.950806856155,8810,1.5639083,87.03693471254287,54267,0.0016200009,0.9946199888363481,6.0774145,-0.046917252,5.29,0.00420347171
47,-0.003188841,29916.58696913719,8857,1.561484,87.51404968298881,54524,0.0008699646,0.9923325036652386,8.408355,-0.046844516,5.39,0.0042812944700000004
45,-0.0024283752,30093.81419444084,8902,1.5986826,87.1591676765642,54780,0.00051843945,0.9941619145683944,6.4590487,-0.047960475,5.53,0.004183001899999999
42,-0.0020132214,30285.319479227066,8944,1.6816531,86.02707961881617,55038,0.0004347421,0.986026905477047,13.81908,-0.05044959,5.82,0.00419104899
48,-0.0024930518,30456.52232146263,8992,1.5725017,86.81340247955703,55293,0.0010817586,0.9912133859470487,9.418354,-0.04717505,5.73,0.00398904844
46,-0.0028795376,30639.214875936508,9038,1.6371882,85.66700421118601,55548,0.000767704,0.9935994730331004,6.9857674,-0.049115647,5.49,0.0038691176800000004
47,-0.0018288819,30821.191393613815,9085,1.5239115,86.97984062759946,55808,0.0003964488,0.9936522454954684,7.0325174,-0.045717344,5.56,0.00398780114
41,-0.002620724,31004.778074502945,9126,1.742842,88.3298591364166,56062,0.0004203159,0.9918571952730417,8.258265,-0.05228526,5.79,0.00435707855
45,-0.0023999326,31172.87256336212,9171,1.5320632,88.13504115099242,56317,0.00031011621,0.990104260854423,10.734491,-0.045961894,5.89,0.00428969357
45,-0.0015033334,31337.12734889984,9216,1.4425445,86.85255719039952,56575,0.0019334697,0.9847389636561275,14.22619,-0.043276332,5.8,0.004006043
48,-0.0014999676,31524.13523364067,9264,1.6063077,87.84471874620316,56829,0.0001790881,0.9931956408545375,7.768099,-0.04818923,5.48,0.0038367917099999993
45,-0.0018130131,31684.538789987564,9309,1.462352,87.98257532044927,57080,0.00091505423,0.9853133708238602,16.265068,-0.043870565,5.43,0.0039025228000000006
47,-0.0015486479,31858.789278030396,9356,1.4289353,85.9762328056472,57341,0.00014057476,0.9918108629062772,9.175636,-0.04286805,5.53,0.00399108087
48,-0.001325421,32024.982382059097,9404,1.4809228,86.6706099919429,57596,0.00014387042,0.9920720737427473,8.89446,-0.044427685,5.41,0.00416464766
48,-0.0016206577,32221.837580919266,9452,1.625458,87.57474269725424,57852,0.00014691253,0.9936558268964291,7.597636,-0.04876374,5.35,0.004337679410000001
49,-0.0018303823,32394.875406742096,9501,1.493112,87.97780085394001,58108,0.00019108254,0.9941201326437294,7.0041194,-0.04479336,5.26,0.00427873265
48,-0.0011884551,32568.87562084198,9549,1.5274003,89.21866447916236,58367,0.00010705141,0.9949634619988501,6.118741,-0.045822006,5.29,0.0040098933
48,-0.00076983124,32751.673763513565,9597,1.5819923,89.31264622614735,58624,6.779796e-05,0.9943476468324661,6.36494,-0.047459766,5.37,0.004020138279999999
46,-0.0009357333,32930.011575460434,9643,1.5714703,87.44843604268192,58879,4.3923676e-05,0.9940449087880552,6.5015984,-0.0471441,5.43,0.00391448868
42,-0.0018105581,33095.05121278763,9685,1.5587366,86.52148874533083,59136,0.0009228781,0.9877236960455775,12.877806,-0.046762094,5.77,0.0038494497
48,-0.000621235,33282.87535047531,9733,1.5261679,85.47358325249802,59389,2.4721274e-05,0.9909102562814951,10.148824,-0.045785032,5.63,0.00399071771
46,-0.00066563115,33469.8490729332,9779,1.5971686,86.32622026483179,59646,4.419689e-05,0.9943687589839101,6.3727274,-0.047915056,5.44,0.00398600265
46,-0.0005601756,33637.292189121246,9825,1.5040708,85.79704264267097,59904,9.092984e-05,0.9903968693688512,10.112438,-0.045122117,5.59,0.004006612780000001
47,-0.00033745915,33822.04822969437,9872,1.6224984,86.97225320214986,60155,1.2476479e-05,0.9947107555344701,6.3174815,-0.04867495,5.52,0.00404801752
32,-0.000958845,33956.545709848404,9904,1.5694952,87.0046804577843,60414,1.6967058e-05,0.5938721597194672,374.59045,-0.047084853,6.38,0.004132756699999999
47,-0.00019732863,34133.33065915108,9951,1.6242375,86.28514188239272,60670,3.5740456e-06,0.9914567079395056,9.457018,-0.04872713,6.18,0.00432586926
43,-0.00015317276,34303.80567789078,9994,1.589303,87.04213675458233,60924,6.670942e-07,0.9953631674870849,5.230016,-0.04767909,5.64,0.00415402757
48,-1.3849698e-05,34482.492943525314,10042,1.5972536,87.18052457970134,61184,1.5054212e-08,0.9908726876601577,10.580137,-0.047917604,5.66,0.00409449414
