EpLenMean,EpRewMean,loss_kl,ev_tdlam_before,TimeElapsed,loss_ent,loss_pol_entpen,EpExecMean,TimestepsSoFar,EpThisIter,EpisodesSoFar,loss_vf_loss,loss_pol_surr
4.37,79.83328197139559,0.00045173743,0.9810074605047703,85040.63534474373,2.7031572,-0.08109471,0.015382051049999996,46335,55,8825,27.847786,-0.0043094307
4.15,79.0115014938985,0.00057680486,0.9923946005292237,85818.75137782097,2.669077,-0.080072306,0.009788065230000002,46592,68,8893,12.478264,-0.0034132116
4.21,82.34436742236291,0.0003221348,0.9682347513735294,86534.42859530449,2.6469762,-0.07940929,0.01285425896,46848,58,8951,50.123386,-0.0028155688
4.04,80.29443044970395,0.0004280792,0.9623870737850666,87255.8348827362,2.6760578,-0.080281734,0.021170467260000003,47104,68,9019,63.43476,-0.0040281117
4.1,79.6814168086812,0.00040712132,0.9529851675033569,87947.04054236412,2.7048507,-0.08114552,0.018132826829999997,47359,58,9077,80.92494,-0.0043365937
3.98,78.77972619231514,0.0005076806,0.982801990583539,88673.95771312714,2.6745143,-0.08023543,0.00956191359,47610,65,9142,27.818457,-0.0034617782
4.36,75.79922201161284,0.000969531,0.8738737404346466,89299.75126886368,2.712763,-0.081382886,0.02277055271,47866,57,9199,185.93985,-0.0047604144
4.37,78.38503153218487,0.00045873242,0.9757277313619852,90072.02702212334,2.7019377,-0.08105813,0.026309115869999997,48128,60,9259,35.20254,-0.0027209371
4.36,78.1434375237862,0.00017940914,0.9518106132745743,90709.67527079582,2.6777134,-0.0803314,0.019545120920000002,48382,58,9317,78.469696,-0.003307471
4.14,80.02215353104201,0.00020355238,0.9791135136038065,91438.1562795639,2.6896577,-0.080689736,0.007953125189999998,48639,62,9379,33.45043,-0.0020146016
4.01,81.86558285193358,0.00017549504,0.9845784148201346,92208.75527143478,2.646008,-0.079380244,0.016853485340000002,48895,65,9444,26.760113,-0.0016808733
4.35,85.52146587757157,0.00018265122,0.9850540421903133,92913.87025165558,2.7077463,-0.081232384,0.013019309870000002,49150,54,9498,22.092415,-0.0024045706
4.31,85.16877947077955,0.000276872,0.9985612567979842,93651.55143809319,2.6321583,-0.07896474,0.013892537540000001,49402,60,9558,2.4685826,-0.0036869105
4.25,84.73314341244692,7.438233e-05,0.9188443273305893,94320.57720756531,2.657465,-0.07972395,0.022595542349999994,49660,59,9617,135.30833,-0.0022998396
4.66,75.99320333757082,3.6772195e-05,0.9234474673867226,94980.87908101082,2.5845563,-0.07753669,0.019284274919999997,49917,50,9667,98.44752,-0.0008151438
4.79,73.58182168944646,2.333009e-05,0.9327036961913109,95561.84356880188,2.631668,-0.07895004,0.028735162509999995,50168,55,9722,92.068565,-0.00078210514
4.71,77.65040869242158,3.585296e-05,0.9271941408514977,96163.99516248703,2.5942218,-0.07782666,0.02942999247,50430,56,9778,107.27254,-0.0006261505
4.89,82.68411703711428,1.541667e-05,0.9318800047039986,96799.85017251968,2.5530891,-0.07659267,0.020716951400000003,50688,50,9828,99.21745,-0.00075542927
5.37,79.98474099690885,1.1335076e-05,0.872196763753891,97338.11449623108,2.5517066,-0.07655119,0.026462727439999997,50942,45,9873,154.0037,-0.0008706227
4.74,79.11895260665271,7.020961e-06,0.9827287215739489,98086.0738453865,2.6511393,-0.07953417,0.022942032639999995,51198,64,9937,28.585556,-0.0004449077
4.86,80.68777703429569,2.8949576e-06,0.9070158079266548,98526.50597214699,2.4603906,-0.07381172,0.018414558900000003,51455,42,9979,149.78055,-0.0005907938
5.41,81.41766032728374,1.9395029e-07,0.9199570268392563,99089.80903577805,2.5656743,-0.076970235,0.024746204840000004,51711,50,10029,115.38749,-7.754564e-05
