EpLenMean,EpThisIter,EpisodesSoFar,ev_tdlam_before,EpRewMean,EpExecMean,TimestepsSoFar,loss_kl,loss_pol_entpen,loss_pol_surr,loss_vf_loss,loss_ent,TimeElapsed
3.93,65,7485,0.9986066513229162,81.05280494703821,0.0006663089699999999,33790,0.0011303285,-0.035685763,-0.004869595,2.2187288,1.1895255,69962.52023744583
3.86,68,7553,0.9985659386729822,75.7635378621031,0.0006659674,34046,0.0013555089,-0.036339033,-0.007895181,2.0535338,1.2113012,70706.92237710953
3.72,70,7623,0.9901595888659358,63.6767374727588,0.0007691928499999999,34303,0.0012683587,-0.03644651,-0.0034340099,14.494703,1.2148838,71514.6872253418
3.93,64,7687,0.9929520031437278,74.92407950116744,0.0010528874199999998,34557,0.0007696416,-0.0354992,-0.005229693,10.866925,1.1833067,72285.11288499832
3.79,69,7756,0.9924933053553104,73.5257257236952,0.00103048579,34816,0.00091801805,-0.036792282,-0.00346812,11.057477,1.2264094,73067.13792276382
3.73,68,7824,0.9932030625641346,74.33468759964445,0.0004977518900000001,35071,0.0013218214,-0.03773234,-0.0015882384,10.870634,1.2577448,73831.89449453354
3.98,62,7886,0.9984848762396723,78.84724842240423,0.0008405293200000001,35326,0.0014876894,-0.036384784,-0.006605137,2.148327,1.2128263,74594.53772425652
3.9,68,7954,0.9957249560393393,78.50117394985132,0.0008450934899999999,35583,0.0017814622,-0.03853737,-0.003224872,6.574885,1.2845789,75391.07174134254
3.91,62,8016,0.9842356014996767,71.82482701430324,0.0007891604400000002,35837,0.003575205,-0.039209325,-0.003785506,23.37856,1.3069775,76061.41627240181
4.12,66,8082,0.9913540733978152,73.61378362555351,0.0010660516899999998,36094,0.00083657564,-0.03829848,-0.0032676514,13.112573,1.2766161,76863.58594202995
4.05,63,8145,0.9974525163415819,78.13816295866096,0.0006899396500000002,36352,0.0010339725,-0.03847981,-0.0031286571,3.6565254,1.2826602,77587.47499108315
4.12,61,8206,0.9941584747284651,81.97843600991676,0.00118345072,36605,0.0013949126,-0.038986467,-0.004097867,8.19274,1.2995489,78306.13421177864
3.93,67,8273,0.9965760682243854,76.43304470539256,0.0008471852,36863,0.0005462399,-0.038627483,-0.0019398354,5.102238,1.2875829,79065.11109471321
4.13,61,8334,0.9969770973548293,79.58990104035539,0.0008513121300000001,37116,0.0008226489,-0.03736844,-0.0044573992,4.362093,1.2456148,79792.44368243217
3.86,68,8402,0.9911298444494605,81.15091744635261,0.0008016361300000001,37374,0.00061677897,-0.03785998,-0.0028938279,14.405203,1.2619994,80558.27763295174
3.85,65,8467,0.9912190083414316,82.3959645988784,0.00071043536,37628,0.0006821415,-0.037841015,-0.002876699,13.926693,1.2613672,81340.2817466259
4.26,57,8524,0.9946680050343275,80.17873302148234,0.0009536519600000001,37886,0.00066735805,-0.03824076,-0.004907935,7.723639,1.274692,82049.44100213051
4.14,63,8587,0.9988849789369851,82.06122105361543,0.0010068877799999998,38144,0.0004434798,-0.03776329,-0.0032382607,1.7654226,1.2587764,82807.59505367279
4.17,60,8647,0.9980696936836466,85.56167974012297,0.00048760393,38396,0.000831724,-0.0375731,-0.0033927544,2.8976495,1.2524366,83554.97132635117
3.98,67,8714,0.9988141335779801,76.43788156252958,0.00050203377,38656,0.00042856977,-0.03692291,-0.0020110048,1.6903473,1.2307637,84354.71274590492
4.14,58,8772,0.9925941480323672,66.07242033456428,0.00105111967,38911,0.0017110406,-0.037540086,-0.005810948,9.480458,1.2513363,84995.99975395203
4.3,60,8832,0.9964972126763314,79.82866139801476,0.00102655441,39167,0.00090098026,-0.03488294,-0.004369083,5.162563,1.1627647,85716.94543790817
3.93,66,8898,0.99987164796039,82.2299827828428,0.00048503308000000006,39423,0.00045302353,-0.034881543,-0.005210176,0.19907558,1.162718,86503.86216044426
3.93,66,8964,0.9940782515332103,83.53364080381996,0.0006611176100000002,39679,0.00017442324,-0.03523884,-0.0012287796,8.725941,1.174628,87266.22301864624
3.8,68,9032,0.9911855803802609,78.58651376284216,0.0007674593299999998,39934,0.00019551234,-0.03629527,-0.0017210022,14.249081,1.2098423,88047.46964216232
3.78,67,9099,0.9884885055944324,77.15664050805125,0.0009485675699999999,40189,0.00049187604,-0.03602677,-0.0013539912,17.478722,1.2008924,88823.89179515839
4.11,60,9159,0.9946137410588562,78.13835655103549,0.00113199385,40447,0.001363344,-0.036442842,-0.0048497804,7.8014297,1.2147615,89534.07683300972
4.27,63,9222,0.9976661514956504,74.67765912665759,0.0010147205200000003,40704,0.00010613581,-0.036121506,-0.0012485422,3.4193578,1.2040502,90281.90323328972
4.01,65,9287,0.988567041233182,72.56247212724968,0.0009517934500000001,40960,0.00029633433,-0.03828729,-0.0008433005,16.0063,1.276243,91048.02427434921
3.95,63,9350,0.9976058080792427,75.73519155881823,0.0018314081299999996,41212,0.00018090064,-0.03700885,-0.0012621172,3.6913674,1.2336284,91772.02738809586
3.99,64,9414,0.9833096005022526,77.82966422564493,0.00137255026,41471,0.00010653657,-0.03729506,-0.0009000227,25.392258,1.2431686,92526.71552848816
3.91,66,9480,0.9868766600266099,75.64498166288496,0.0009638697500000002,41728,0.00016353055,-0.03783627,-0.0011899453,19.84063,1.261209,93291.2777941227
3.97,64,9544,0.992662810254842,79.78158709452825,0.0006853440700000001,41981,6.0256127e-05,-0.03750536,-0.00087169185,11.151362,1.2501786,94077.98372101784
3.98,65,9609,0.98464076500386,77.98818588600366,0.0010598002900000002,42239,7.7317e-05,-0.03712724,-0.0010647196,22.820255,1.2375748,94848.45555996895
3.94,14,9623,0.8558260053396225,75.02023800293459,0.0010665602800000002,42292,0.00033704983,-0.09670018,-0.0025001988,84.36205,3.223339,95045.00348043442
3.94,0,9623,0.7326901257038116,75.02023800293459,0.0010665602800000002,42292,0.0002131187,-0.11453615,-0.0014131851,25.095482,3.8178716,95049.74759197235
3.94,0,9623,-0.04300069808959961,75.02023800293459,0.0010665602800000002,42292,0.0005828641,-0.11508848,-0.00022077188,33.22304,3.8362827,95051.50479531288
10.84,69,9692,0.9936716658994555,58.49935925539617,0.0008645737200000001,43261,6.52888e-05,-0.038201842,-0.00084423646,12.3254595,1.2733947,95864.65139174461
3.91,63,9755,0.9992250545183197,71.94785162755109,0.00157374207,43518,5.072639e-05,-0.036869045,-0.00097366516,1.9702573,1.2289681,96606.85030055046
4.22,60,9815,0.9939157501794398,77.29838754316674,0.00069477628,43771,1.99926e-05,-0.03811315,-0.00033446332,9.798941,1.2704383,97354.47263884544
4.12,64,9879,0.9901421731337905,68.92899195448204,0.00079935592,44031,1.6474849e-05,-0.038237393,-0.00030896906,13.636089,1.2745798,98108.21110224724
3.97,66,9945,0.9746037255972624,72.40210879358423,0.0009378287199999999,44286,2.2715989e-05,-0.038144533,-0.00036847033,38.36676,1.2714844,98878.88979959488
3.8,69,10014,0.997848899802193,81.84315361163577,0.0006738426300000001,44542,2.0268858e-06,-0.036113776,-7.4082054e-05,3.8221438,1.2037926,99663.24957370758
