TimestepsSoFar,loss_pol_entpen,EpThisIter,EpisodesSoFar,loss_ent,ev_tdlam_before,loss_kl,TimeElapsed,EpExecMean,loss_pol_surr,loss_vf_loss,EpLenMean,EpRewMean
55546,-0.13543327,17,2621,4.5144424,0.7073504626750946,0.11080613,186612.62649941444,0.052961719570000024,-0.06361737,67.89844,15.93,73.96565833066538
55807,-0.11377641,22,2643,3.7925472,0.7881792038679123,0.035207503,187672.62918233871,0.05360457228,-0.045704797,118.10892,14.49,74.94739982815547
56024,-0.12624401,14,2657,4.2081337,0.7891132235527039,0.08988002,188768.55004787445,0.05434898745,-0.069575995,105.02879,14.44,74.61623916080777
56320,-0.1180608,14,2671,3.93536,0.3754952549934387,0.045114186,189848.29371094704,0.06431663346,-0.047429133,263.83542,14.91,70.72712151177184
56537,-0.12116389,12,2683,4.0387964,0.49387460947036743,0.11772688,190960.86068844795,0.06724680634,-0.078428976,161.1772,15.3,69.36786298553187
56829,-0.09497444,6,2689,3.1658146,0.06725281476974487,0.088539995,192181.43119812012,0.07433960352999999,-0.08151859,107.655075,17.32,64.91008108554428
57087,-0.12928428,21,2710,4.309476,0.2996377944946289,0.09161089,193262.77919530869,0.08001983353999999,-0.092869565,220.40378,17.23,62.98991431422507
57290,-0.1282361,19,2729,4.274537,0.5775594115257263,0.07162955,194273.15451025963,0.08163993617000001,-0.07712371,272.47015,16.61,63.141934078694874
57600,-0.13937207,14,2743,4.6457357,0.668458878993988,0.043025382,195324.77774620056,0.08740461334999998,-0.046057068,140.92258,17.93,59.964409810251006
57854,-0.13640013,18,2761,4.5466714,0.6471784114837646,0.07373105,196242.51281547546,0.08613515584000002,-0.057830624,246.55022,17.1,61.29566314389965
58074,-0.12786655,9,2770,4.2622185,0.6107684075832367,0.043991897,197336.09617304802,0.09009323109999999,-0.056395292,136.0076,17.65,59.453405460846334
58368,-0.12786135,10,2780,4.262045,0.30857378244400024,0.08923803,198405.10863399506,0.09533808662999999,-0.07684162,167.55746,18.72,56.70428256446984
58565,-0.14264779,12,2792,4.7549267,0.6341067552566528,0.058575287,199409.29567742348,0.08859986664000001,-0.068229385,157.05753,16.89,60.83719566862367
58873,-0.13959196,18,2810,4.653065,0.6638295352458954,0.064919256,200482.13021445274,0.08789435303,-0.058931984,200.83336,17.86,60.23575379031064
59088,-0.13808362,14,2824,4.602788,0.6627608239650726,0.050074905,201468.08701205254,0.08933642959,-0.052902624,169.8564,18.44,59.22857880571694
59388,-0.11951405,13,2837,3.9838016,0.4626924395561218,0.028201547,202670.07571911812,0.09117303258,-0.042176012,218.78084,18.86,58.25359307655569
59618,-0.13218671,12,2849,4.406224,0.5166173577308655,0.034113936,203805.5375328064,0.09360461549000001,-0.052630365,163.29044,19.38,56.96585770935887
