TimeElapsed,TimestepsSoFar,EpThisIter,EpLenMean,loss_pol_entpen,EpExecMean,loss_pol_surr,EpisodesSoFar,loss_kl,loss_vf_loss,EpRewMean,loss_ent,ev_tdlam_before
12058.14224600792,10496,47,5.08,-0.08161482,0.0009605522900000001,-0.031225948,1246,0.051218912,76.73854,67.18224360933988,2.720494,0.9182014837861061
12172.415237903595,10609,15,5.52,-0.029041255,0.0010446307,-0.03872697,1261,0.013456567,40.625267,64.95422554945537,0.9680418,0.6364462673664093
12176.743875026703,10609,0,5.52,-0.0030669025,0.0010446307,2.232194e-05,1261,0.00038884988,47.594124,64.95422554945537,0.10223009,-0.27121996879577637
12183.337464571,10609,0,5.52,-0.02581288,0.0010446307,-5.3085387e-08,1261,0.095401175,76.87544,64.95422554945537,0.86042935,-0.06825029850006104
12671.809002399445,11519,56,11.96,-0.07220126,0.00119815649,-0.03849168,1317,0.040692978,202.73366,67.97433111859321,2.4067085,0.9637184180319309
13133.73936367035,11776,55,4.42,-0.0740998,0.0011241583300000003,-0.052514434,1372,0.03018899,202.00275,75.80993370704162,2.4699934,0.862895131111145
13645.365677833557,12030,62,4.09,-0.07325711,0.0008777743899999999,-0.059455693,1434,0.04107839,137.45715,71.64008063570719,2.4419036,0.916499450802803
13809.404885292053,12285,20,5.83,-0.08047605,0.00106135427,-0.05814053,1454,0.3752982,175.2026,66.34427049766774,2.6825352,0.7746838927268982
14395.725779294968,12541,75,5.27,-0.06844528,0.0013784573700000003,-0.04964573,1529,0.045179073,127.862366,74.47777063158577,2.2815094,0.9630342461168766
14763.790370941162,12714,41,3.63,-0.08226177,0.0010093175700000001,-0.0711159,1570,0.055281434,68.469025,79.25362830958585,2.7420592,0.9051406979560852
14893.925160646439,12997,9,6.13,-0.10620785,0.0010036667099999998,-0.09226672,1579,0.09343585,102.63902,77.8485380106107,3.5402615,0.7810728549957275
14907.887959957123,12997,0,6.13,-0.11601864,0.0010036667099999998,-0.050926425,1579,0.061727524,8.279367,77.8485380106107,3.867288,-0.049962759017944336
15035.046965360641,13534,18,10.85,-0.09663743,0.00087638583,-0.025337372,1597,0.061701033,83.73224,71.79043126991604,3.2212477,0.9164633750915527
15234.250368595123,13821,23,13.02,-0.089692675,0.00139628085,-0.011645,1620,0.075440116,70.68034,63.81319833867559,2.9897556,0.8302783966064453
15691.536972284317,14075,50,13.61,-0.08578081,0.0015860780500000001,-0.066864714,1670,0.042613655,76.77713,60.865023432836516,2.8593602,0.9303549379110336
16068.482627630234,14335,40,6.09,-0.08202289,0.0013017242,-0.039261658,1710,0.044738594,106.13387,68.90040568349295,2.7340963,0.892530269920826
16390.8542842865,14501,29,5.69,-0.09302306,0.0010815907399999998,-0.075515576,1739,0.04340229,73.99608,76.91592950000948,3.1007686,0.839375764131546
16461.78597521782,14814,5,8.52,-0.10905315,0.0010843145500000003,-0.07311398,1744,0.048531935,24.439358,73.6718921591142,3.6351051,0.5994441509246826
16576.99887418747,14917,6,9.34,-0.11026868,0.0010934064700000002,-0.056917552,1750,0.0564188,25.433815,70.88937192024102,3.6756227,0.9059945568442345
16587.339765548706,14917,0,9.34,-0.11150172,0.0010934064700000002,-0.02148431,1750,0.07037267,5.523804,70.88937192024102,3.7167244,-0.01618635654449463
16852.936921596527,15612,35,14.39,-0.08867416,0.00120389048,-0.070179395,1785,0.079138614,124.896385,69.26047743302716,2.9558053,0.80911023914814
17223.493475437164,15871,43,14.3,-0.078752,0.0016103954000000003,-0.03412272,1828,0.036096342,64.327934,63.705276551242214,2.6250668,0.9098009690642357
17649.821831464767,16128,53,5.37,-0.074979365,0.0019609449000000004,-0.021652535,1881,0.04985982,80.736595,67.12929872245583,2.4993122,0.9351265132427216
17992.921105384827,16379,33,5.91,-0.078346446,0.00171063099,-0.023705456,1914,0.069238156,70.117905,65.37662523991298,2.611548,0.8998249992728233
18043.714029312134,16415,7,5.69,-0.015767917,0.0015470920500000001,-0.032854043,1921,0.018974805,23.387966,65.48416058270332,0.5255973,0.7730817794799805
18484.97458934784,16895,54,7.96,-0.05639944,0.0011876670900000002,-0.04501113,1975,0.016715351,103.32582,70.10885235551228,1.8799813,0.9459357224404812
18888.219425678253,17141,48,4.5,-0.07031882,0.0009487029900000002,-0.056849822,2023,0.0505342,80.09449,77.06025636314642,2.3439603,0.9228951260447502
19285.90038871765,17406,55,4.97,-0.043274738,0.0012330275799999999,-0.020555772,2078,0.038201,58.363983,77.32083338906168,1.4424914,0.9575972072780132
19690.660286426544,17662,58,4.35,-0.06832531,0.0012604592,-0.06676858,2136,0.38737774,48.474815,73.73108030609724,2.2775106,0.9620472975075245
20317.40528178215,17919,95,2.69,-0.055312622,0.0016085328400000003,-0.05399639,2231,0.034021683,160.67497,75.38339690062843,1.8437542,0.9110522046685219
20431.80973482132,17948,11,2.68,-0.10068368,0.0016075746099999998,-0.06338553,2242,0.053565145,22.062248,74.4166160158804,3.356123,0.9088251292705536
20848.554872751236,18429,61,5.98,-0.06961362,0.00230406257,-0.041799985,2303,0.095472716,63.848164,75.27529779058605,2.3204541,0.9527835883200169
21489.60143685341,18688,101,2.55,-0.054322727,0.0013240727100000001,-0.03368936,2404,0.03045239,85.12838,64.98649958208664,1.8107576,0.9333199560642242
21923.511305332184,18943,60,3.53,-0.05894921,0.00123965272,-0.0373314,2464,0.042952333,71.291565,74.871668256796,1.9649736,0.8624976575374603
22479.947912693024,19199,84,3.08,-0.061226416,0.00156765327,-0.034052134,2548,0.05881748,43.683098,73.39164794710294,2.0408804,0.9746602978557348
22966.043946504593,19454,66,3.65,-0.059774112,0.0018143920099999997,-0.03455554,2614,0.094643146,38.514095,78.38930544958421,1.9924705,0.9696701727807522
23519.40585398674,19708,68,3.83,-0.061519884,0.0020750432,-0.03389284,2682,0.024965664,36.476845,74.0059994646858,2.050663,0.9712062552571297
24025.321535110474,19965,68,3.79,-0.058804426,0.00153648308,-0.04724711,2750,0.030315135,11.121895,63.92267213522029,1.9601475,0.9892927668988705
24493.77044558525,20220,67,3.84,-0.060412783,0.00206946912,-0.02585547,2817,0.030479021,23.188713,67.27209448977642,2.0137596,0.9796492140740156
25038.51844549179,20467,73,3.49,-0.052061703,0.00152917557,-0.035647515,2890,0.027441949,23.685413,65.74587384998665,1.7353903,0.9783194046467543
25637.28005027771,20734,84,3.26,-0.047880467,0.00218058109,-0.027606502,2974,0.024957351,24.022404,64.26201826700247,1.5960157,0.987432312220335
26315.20636367798,20990,97,2.67,-0.04743364,0.0010762534800000001,-0.016818503,3071,0.032731187,18.670603,70.36086160785493,1.5811214,0.992737552151084
26864.958260297775,21248,66,3.46,-0.054659102,0.0016940569500000003,-0.043153517,3137,0.024851102,15.871173,67.76785825425829,1.8219702,0.9880459867417812
27552.581613063812,21504,91,2.82,-0.050891154,0.00186813151,-0.03355083,3228,0.027554639,24.47862,69.79357778883737,1.6963718,0.9888471802696586
28233.053538560867,21759,77,3.27,-0.045395464,0.00116938611,-0.025790779,3305,0.022674927,10.668462,75.00696652070764,1.5131823,0.9935655682347715
28987.317138910294,22016,87,2.98,-0.048371375,0.00107683537,-0.021716574,3392,0.011706289,12.99866,72.30426019026544,1.6123792,0.9939865032210946
29676.396075725555,22272,74,3.41,-0.05591216,0.0012503908700000003,-0.030085808,3466,0.033621088,45.73011,70.84629099672684,1.8637388,0.9625155329704285
30337.63960337639,22528,73,3.45,-0.05631511,0.0012578932300000001,-0.022631938,3539,0.017421197,57.137833,72.49687809436588,1.8771703,0.9636395797133446
30929.930743455887,22784,73,3.64,-0.055128135,0.0010710091100000001,-0.024912579,3612,0.016043572,18.589508,72.27958744943894,1.8376045,0.9793755803257227
31563.131212949753,23038,76,3.41,-0.053963274,0.00098379268,-0.038873542,3688,0.02061236,7.79183,70.86625986228393,1.7987758,0.9956433055922389
32207.648758411407,23289,73,3.37,-0.049072452,0.0013100261500000002,-0.025051035,3761,0.009708587,5.7659683,76.01716322443261,1.6357483,0.9914692481979728
32839.16779589653,23551,70,3.67,-0.051310036,0.0016465389700000006,-0.02245417,3831,0.019332327,30.967957,79.96918419341718,1.7103345,0.9802402388304472
33451.00505590439,23807,69,3.81,-0.05867239,0.00198279821,-0.023520162,3900,0.021172468,28.296173,73.96677923660873,1.9557464,0.9803154617547989
34098.078023433685,24062,74,3.63,-0.055118933,0.0010959215400000001,-0.025128148,3974,0.012226282,17.115591,74.96013723238114,1.8372978,0.9888908443972468
34757.75754570961,24317,71,3.54,-0.05470265,0.0008710472699999998,-0.022289217,4045,0.019920725,13.3465185,75.37388408040421,1.8234217,0.9914143374189734
35387.70662665367,24574,68,3.76,-0.052604917,0.0008811707,-0.017878596,4113,0.009328504,15.1630535,78.28926240075843,1.7534971,0.9654771499335766
36045.4385368824,24828,71,3.65,-0.05232758,0.00079102093,-0.009245325,4184,0.002377629,13.0909395,70.04105251428125,1.7442528,0.9847971750423312
36653.98497533798,25086,69,3.74,-0.052208073,0.0018314905600000007,-0.021849718,4253,0.03493475,49.41456,69.92427327659881,1.7402692,0.8285931050777435
37342.665415763855,25342,72,3.56,-0.054791637,0.0009293409699999998,-0.02364324,4325,0.00499524,18.70314,75.42881704345679,1.8263881,0.989020767621696
37991.167652368546,25600,71,3.58,-0.05403024,0.00113862246,-0.021798084,4396,0.013828213,20.113333,78.37128459931577,1.801008,0.9867837047204375
38585.66023302078,25855,58,4.09,-0.059067555,0.0014653126999999999,-0.02147785,4454,0.010524306,265.98022,73.68736213140309,1.9689186,0.8022398352622986
39272.3558781147,26112,68,3.86,-0.053618435,0.0009347577800000001,-0.02104453,4522,0.015599113,10.484182,80.14297471927904,1.7872813,0.9930409854277968
39903.72209382057,26368,67,3.87,-0.05892726,0.0008886841600000001,-0.025095582,4589,0.008097628,44.735146,79.91211580499552,1.964242,0.9615220129489899
40442.090473651886,26621,65,3.68,-0.054746628,0.00164670168,-0.02565765,4654,0.010935735,9.844445,65.52392368907475,1.8248876,0.9903195761144161
41046.569653987885,26879,73,3.59,-0.056532823,0.0014134332300000001,-0.013761207,4727,0.004382196,53.472713,69.82747066325474,1.8844273,0.9576412923634052
41708.349648952484,27136,76,3.42,-0.054270733,0.00079878177,-0.0069445707,4803,0.0042516515,20.935055,76.41163949613895,1.8090243,0.9836603663861752
42389.73482298851,27392,74,3.35,-0.053773705,0.0008953219300000001,-0.019740168,4877,0.006389091,12.652221,68.80058807578557,1.7924569,0.9898508004844189
43058.2944688797,27648,75,3.36,-0.05082537,0.00086933119,-0.027696813,4952,0.016523834,0.9472091,70.39751937910279,1.694179,0.9992225343012251
43792.07687807083,27902,78,3.4,-0.04598727,0.0012503224000000002,-0.011976287,5030,0.011568679,2.5920749,70.42508401564541,1.5329092,0.997625968651846
44491.4959628582,28160,71,3.56,-0.046428457,0.0008424178099999998,-0.008592632,5101,0.003127955,17.241388,76.78465700977534,1.5476153,0.9874161360785365
45148.38929319382,28416,72,3.65,-0.05104646,0.0012853100500000002,-0.01165057,5173,0.011821182,16.973265,75.68867737930964,1.7015488,0.9873126251623034
45823.60602879524,28669,70,3.61,-0.049135543,0.0012668426100000002,-0.019379701,5243,0.009491364,5.2210693,70.88554342991102,1.6378515,0.9958741469308734
46523.2969751358,28928,77,3.45,-0.044478893,0.00084175991,-0.018609647,5320,0.0064824736,1.7017933,78.72820822062177,1.4826298,0.9980430088471621
47225.67426896095,29181,73,3.4,-0.04837722,0.0012411794,-0.017747996,5393,0.00814056,9.297138,72.240449751624,1.6125741,0.9929310036823153
47894.86300134659,29416,71,3.37,-0.04219988,0.00141794632,-0.021915345,5464,0.009605138,9.1209955,73.20396132552561,1.4066627,0.9926097430288792
48600.79956293106,29693,79,3.51,-0.041023947,0.00167183968,-0.011481455,5543,0.0019441033,7.7901006,75.09382961897437,1.367465,0.9953354559838772
49299.89550447464,29949,74,3.4,-0.04094678,0.00098577619,-0.013691519,5617,0.0041994387,12.682763,79.28225459818785,1.3648927,0.9919850211590528
49969.847312927246,30204,79,3.21,-0.046068057,0.0011565772999999999,-0.013912985,5696,0.007421636,11.875168,71.66694695240881,1.535602,0.9911265028640628
50581.67624568939,30464,67,3.67,-0.043883238,0.0014343144100000002,-0.024965867,5763,0.01192098,29.101204,78.30652605932812,1.4627745,0.9815813973546028
51320.78325366974,30718,82,3.48,-0.036330238,0.0009506313899999998,-0.025479922,5845,0.015081255,0.39367777,78.34369609070127,1.211008,0.9998670998902526
52055.968156814575,30974,85,3.04,-0.036036186,0.0010908069,-0.01606588,5930,0.008057022,2.8055534,70.95713338684806,1.2012062,0.9977900725789368
52731.517677783966,31230,78,3.18,-0.04021505,0.00228799916,-0.008685732,6008,0.0047973637,28.287155,71.9795539882743,1.3405018,0.9815177042037249
53476.5160381794,31486,86,3.06,-0.040088583,0.00167523536,-0.006548021,6094,0.009554143,18.98441,72.92481915447091,1.3362861,0.9885321939364076
54241.390880823135,31742,81,3.11,-0.042037796,0.00099998187,-0.0063811783,6175,0.008303295,5.0664196,75.45299375519842,1.4012599,0.9945307727903128
54949.33840727806,31991,74,3.35,-0.042151842,0.0007358044500000001,-0.010950275,6249,0.0047278865,5.898601,81.24064301698323,1.4050614,0.9961379352025688
55716.56421709061,32256,78,3.38,-0.041317627,0.0009001745499999999,-0.010785429,6327,0.0024949056,4.7732115,77.24514045036867,1.3772542,0.996920412639156
56483.98119831085,32510,77,3.31,-0.03764455,0.0007323046999999999,-0.021210503,6404,0.0055123274,0.31043267,75.45192275187223,1.2548184,0.9998082450474612
57208.48535442352,32768,75,3.42,-0.038791966,0.0011526082099999999,-0.0065519996,6479,0.0032294723,9.5011425,80.52612971439643,1.2930655,0.9919777549803257
57960.88392877579,33018,74,3.45,-0.039288275,0.00124385371,-0.0035057291,6553,0.00372415,6.557952,85.97987114056015,1.3096092,0.996705649420619
58675.29400396347,33278,74,3.51,-0.038896877,0.00089324767,-0.010115253,6627,0.0051674363,3.8061664,77.48580481084525,1.2965624,0.9975314391776919
59417.715456962585,33536,78,3.36,-0.040054664,0.0010682650100000003,-0.0073047867,6705,0.0034462614,8.2612915,77.40103649583467,1.3351555,0.9950316557660699
60117.33535695076,33792,72,3.45,-0.042448863,0.00117816797,-0.0024624467,6777,0.0025882814,18.01003,70.5256298335689,1.414962,0.9882560074329376
60728.92313051224,34033,61,3.71,-0.040654212,0.00097285486,-0.016409975,6838,0.012663318,13.827333,75.36787253938485,1.3551404,0.9898365465924144
61457.89910817146,34303,74,3.78,-0.039234143,0.0009753999100000002,-0.009390466,6912,0.0025357073,2.5068429,74.76300495216647,1.3078047,0.9984114175895229
62181.739567518234,34558,72,3.49,-0.042293042,0.0009557374100000002,-0.0053525385,6984,0.0031677615,16.990818,71.53835457807553,1.4097681,0.989323802292347
62887.2464261055,34815,72,3.57,-0.041816305,0.0008902766800000001,-0.008262219,7056,0.007278022,7.0594053,69.77363276260412,1.393877,0.9893968151882291
63517.23745942116,35070,63,3.81,-0.044600654,0.00122588144,-0.014335478,7119,0.00567742,26.939646,73.4979412061291,1.4866886,0.9796705432236195
64237.87850522995,35327,73,3.55,-0.04190418,0.00141220268,-0.009490944,7192,0.0030164216,15.586651,73.0547979548542,1.396806,0.98858886025846
65011.05074739456,35582,78,3.24,-0.039261516,0.00108167669,-0.006813895,7270,0.0026662806,6.896487,67.94875314325307,1.3087173,0.9954928662627935
65701.99768447876,35840,70,3.61,-0.04199044,0.00126541583,-0.0055326596,7340,0.002352992,13.464085,75.54301657736443,1.3996814,0.9908389709889889
66453.75409412384,36092,76,3.37,-0.043327164,0.00106193958,-0.0030241795,7416,0.004658632,9.662226,72.18393931078681,1.4442389,0.9910567877814174
67185.6418864727,36351,78,3.36,-0.04563276,0.00123621448,-0.0030777045,7494,0.00222104,19.562181,71.31426722250539,1.5210919,0.9879744341596961
67993.03812003136,36607,74,3.47,-0.04443006,0.00105777556,-0.0029855408,7568,0.001241605,5.312103,75.528315009669,1.4810019,0.9968813601881266
68765.04575514793,36863,72,3.54,-0.046006016,0.00088489391,-0.0018521976,7640,0.002685262,11.4169035,78.17161312626811,1.5335339,0.9929529838263988
69444.98317861557,37115,69,3.61,-0.045706086,0.00119821871,-0.00087335706,7709,0.0031969289,16.722528,77.19942108400357,1.5235362,0.9891449585556984
70199.42444682121,37375,71,3.65,-0.046649814,0.0011267787500000002,-0.0067518065,7780,0.0015933582,5.0263624,73.12057390321921,1.5549939,0.9968372085131705
70939.84773278236,37627,70,3.66,-0.045990147,0.0008065145299999999,-0.0069024586,7850,0.0014989395,2.9269435,74.56971644989221,1.533005,0.9980440181680024
71597.34321141243,37888,66,3.85,-0.04587913,0.0009521903100000001,-0.008361027,7916,0.0039320844,16.66315,70.42591123697974,1.5293043,0.9882396478205919
72388.91886091232,38140,73,3.62,-0.045777693,0.0007599779800000001,-0.004921926,7989,0.00088788057,2.174482,74.91540166094146,1.5259233,0.9985877865692601
73184.74030971527,38399,73,3.48,-0.044963192,0.0006892412500000001,-0.0033510514,8062,0.00080859556,1.969264,78.54001658321614,1.4987731,0.9988549248082563
73939.09745645523,38654,73,3.47,-0.045671675,0.0010425718200000001,-0.0013421066,8135,0.0008602296,11.600287,76.68566235005088,1.5223892,0.9928212226368487
74635.05931019783,38911,71,3.57,-0.044892546,0.00107325453,-0.0033488814,8206,0.0016713529,8.75387,74.1074511550835,1.4964182,0.9935727058909833
75371.7449696064,39166,72,3.63,-0.045085922,0.00104452743,-0.0032967352,8278,0.0013390799,5.6920433,73.0632600846664,1.5028641,0.9966188250109553
76089.60786819458,39420,70,3.53,-0.0455287,0.0008402863000000002,-0.002880659,8348,0.00081094354,8.259508,74.72311532363507,1.5176233,0.9942758027464151
76828.24351978302,39680,71,3.59,-0.045391597,0.0009376478400000002,-0.0022953209,8419,0.0008468528,13.095589,76.32663768130674,1.5130533,0.9920281190425158
77527.85045576096,39935,68,3.71,-0.04600308,0.00121614906,-0.0020227842,8487,0.001184255,13.368391,77.12618858392786,1.5334361,0.9906023405492306
78242.10595583916,40191,70,3.67,-0.045611504,0.00123347808,-0.00490728,8557,0.0007598655,7.576627,80.59493446695731,1.5203836,0.9952819510363042
78994.3609316349,40444,73,3.51,-0.045902643,0.0007830408100000002,-0.0037589204,8630,0.0008459262,5.3822594,78.53229810262303,1.5300882,0.9966528366785496
79694.80956482887,40701,66,3.72,-0.047795676,0.00095145617,-0.0032950565,8696,0.0009054255,15.444787,71.59026878342392,1.5931891,0.9885182362049818
80439.67863583565,40957,72,3.7,-0.046845227,0.0010393702599999998,-0.0024441332,8768,0.0004413784,4.847565,73.56858961454998,1.5615078,0.9968283101916313
81161.43169760704,41214,69,3.72,-0.047474727,0.00101501593,-0.0039234627,8837,0.0030112895,8.443724,72.53281566667889,1.5824908,0.9929845919832587
81912.00968670845,41470,72,3.63,-0.047527805,0.0008596582099999998,-0.0018532053,8909,0.0011741527,5.3925753,75.31917706758583,1.5842602,0.9966342959087342
82683.04967403412,41728,72,3.53,-0.046432663,0.0008530338,-0.0016929675,8981,0.00027660484,7.4860654,76.86962216397683,1.5477555,0.9949733819812536
83412.37688207626,41981,70,3.62,-0.047333814,0.0011317214699999997,-0.0019696131,9051,0.00022740063,12.0100975,75.52391358352925,1.5777938,0.9915494676679373
84133.64028310776,42240,66,3.82,-0.04790198,0.0013703237,-0.0041207634,9117,0.0009870577,17.147665,76.91014584959066,1.5967329,0.9858876019716263
84902.0975048542,42495,68,3.84,-0.047253657,0.00112527021,-0.0023591928,9185,0.00017741135,6.8422503,75.89734646423746,1.5751219,0.9956180169247091
85646.84460949898,42752,74,3.58,-0.048910283,0.00120126656,-0.0014347835,9259,0.0002876792,7.8448887,70.66652466154136,1.6303427,0.9940214450471103
86467.32179379463,43008,74,3.49,-0.048170764,0.0010240848399999999,-0.0006134957,9333,0.00035002455,4.3928084,69.31329804090282,1.6056921,0.9972887884359807
87230.61476492882,43263,66,3.66,-0.04726819,0.0006576939400000001,-0.0017903224,9399,8.213436e-05,3.5621955,73.11626384752412,1.5756063,0.9976359780412167
87959.33213043213,43519,69,3.77,-0.0468255,0.0008436491599999999,-0.00189602,9468,0.00019923784,6.1429386,75.88220437736135,1.56085,0.9960552086122334
88589.86806678772,43773,58,4.07,-0.045058124,0.0012157391,-0.0032434464,9526,0.00044233553,30.421127,76.11422043145495,1.5019375,0.9797875583171844
89303.80152773857,44030,63,4.29,-0.046502504,0.0013007610700000003,-0.0015459321,9589,9.9623765e-05,9.745758,74.18708724879006,1.5500834,0.99312635185197
90070.71322917938,44288,68,3.85,-0.047941968,0.00076368859,-0.001423331,9657,7.9273115e-05,2.9108284,77.40966065133999,1.5980656,0.998154224944301
90799.6270468235,44540,69,3.71,-0.047678873,0.0010181126700000002,-0.00056332815,9726,5.3964784e-05,11.297814,75.77368607158913,1.5892959,0.9929693946614861
91530.47550988197,44795,65,3.8,-0.046791803,0.0011793789799999998,-0.00080896914,9791,3.4111046e-05,9.671073,71.08816660000443,1.5597268,0.9932335866615176
92316.58995842934,45055,69,3.86,-0.04792846,0.0007465551299999999,-0.00067582354,9860,4.0679573e-05,9.69331,75.2474540190163,1.5976154,0.9941266598179936
93067.09370541573,45311,66,3.88,-0.048412774,0.0006675143300000001,-0.00027973484,9926,4.3638074e-06,9.977577,78.4051139332211,1.6137593,0.9938607267104089
