EpisodesSoFar,EpExecMean,TimeElapsed,loss_pol_surr,ev_tdlam_before,loss_pol_entpen,TimestepsSoFar,EpLenMean,EpRewMean,loss_kl,loss_ent,loss_vf_loss,EpThisIter
1840,0.08893705121000002,84960.410384655,-0.074188754,0.7188794910907745,-0.1964636,46077,21.11,63.037193492286534,0.123284616,6.5487866,12.994253,1
1854,0.08795222977,85464.49744176865,-0.09252138,0.7821884304285049,-0.15048316,46324,21.11,63.216026235612325,0.13098921,5.0161057,24.543953,14
1868,0.08796597240000001,85949.10049819946,-0.08336967,0.9502714462578297,-0.15387233,46582,21.33,63.11808017678251,0.07011413,5.1290774,8.019992,14
1881,0.08842568942999998,86461.6877720356,-0.04891491,0.9207310155034065,-0.15283132,46846,22.0,62.706829514786406,0.11075588,5.0943775,14.150143,13
1894,0.08918560939999999,86923.01280522346,-0.08524579,0.9127408564090729,-0.14081508,47089,21.66,62.62029074077145,0.055748172,4.693836,14.045578,13
1909,0.09097682114000001,87488.51400852203,-0.07854661,0.9583285637199879,-0.1435993,47355,21.78,62.25473112185091,0.09378849,4.7866435,10.034601,15
1928,0.09143639844,88018.7083568573,-0.0678117,0.9737575780600309,-0.13932034,47616,21.12,61.99561592934893,0.119617455,4.6440115,9.901241,19
1947,0.08934265381999999,88548.57487726212,-0.06726112,0.9649332985281944,-0.14030577,47861,16.65,66.27910234701548,0.07864619,4.6768594,12.567523,19
1969,0.09229436093,89132.76297402382,-0.042652767,0.9491431526839733,-0.13678232,48127,15.25,65.94393798285107,0.108065225,4.55941,17.620052,22
1974,0.09284271068000001,89645.81828093529,-0.095877945,0.8193006664514542,-0.17742018,48186,14.66,66.0344114153128,0.14267871,5.9140067,18.26208,5
1985,0.09326125692999998,90152.96827363968,-0.124876805,0.8910659626126289,-0.16239879,48639,17.22,63.25874928337093,0.15304606,5.413293,18.185844,11
2014,0.09356858718,90697.02994084358,-0.023113308,0.9358491078019142,-0.12040935,48892,14.78,64.50973778192912,0.1798236,4.013645,10.79751,29
2020,0.09390216313,90903.83826684952,-0.053499527,0.3276744484901428,-0.06297649,49144,16.4,62.97906575382396,0.05681136,2.0992162,28.127522,6
2033,0.09293578954000001,91260.7182700634,-0.026803978,0.6138695478439331,-0.09568371,49378,16.89,62.903944389486156,0.020023888,3.1894572,34.025093,13
2043,0.09282028042999997,91513.59173178673,-0.06822884,0.5867317020893097,-0.13465808,49629,18.11,61.661876146235954,1.5449717,4.4886026,45.390144,10
2061,0.09304079170000001,92051.80249023438,-0.07504587,0.845832496881485,-0.14322427,49914,18.75,61.24599830958713,0.08994296,4.7741423,40.11212,18
2077,0.09014438844,92592.75023508072,-0.06607541,0.9285737723112106,-0.14847478,50174,16.38,64.79332347371451,0.061378002,4.9491596,21.642485,16
2091,0.09200167699000002,93143.57133316994,-0.034430128,0.911871425807476,-0.15444458,50425,17.3,63.97597160116684,0.10057851,5.1481533,26.87935,14
2107,0.09130164314999999,93687.99921774864,-0.058019213,0.9575479999184608,-0.15724733,50685,18.66,63.68567631532379,0.04838078,5.241578,15.31021,16
2124,0.09232624341000001,94225.5732421875,-0.06888184,0.9485121332108974,-0.1509738,50944,17.0,65.32858409113722,0.053952824,5.03246,16.731876,17
2142,0.09418979185,94792.37614178658,-0.05738626,0.9481692053377628,-0.147704,51196,15.74,66.06455336685022,0.055554166,4.9234667,20.289799,18
2161,0.09214655926000001,95359.48537158966,-0.039294645,0.9098707735538483,-0.14600804,51451,15.37,67.1539305335346,0.028441757,4.8669353,33.93418,19
2172,0.0920106125,95721.49730682373,-0.060894303,0.6626648604869843,-0.09883093,51697,16.16,66.22651612595169,0.05154271,3.2943647,69.88904,11
2190,0.08989639462000001,96257.4098496437,-0.04913362,0.8969881534576416,-0.15479216,51966,15.63,66.88916004543992,0.046142776,5.1597385,31.091486,18
2206,0.09201906118999999,96833.43944954872,-0.062031336,0.9391038529574871,-0.14871366,52213,15.4,66.3834017058081,0.074544206,4.9571223,14.672209,16
2224,0.09020560638999997,97390.3836619854,-0.043804385,0.8917972967028618,-0.14998326,52477,15.33,66.86502701710887,0.040182173,4.999442,36.356667,18
2238,0.08958431096,97897.69491887093,-0.046129823,0.9319695979356766,-0.16060977,52720,15.99,66.65781565016218,0.07640534,5.353659,13.940803,14
2252,0.08986486762999997,98432.46978926659,-0.075598985,0.9514439627528191,-0.15811512,52974,16.45,66.37032574446188,0.049250692,5.270504,11.786643,14
2270,0.09176677148,99013.19604063034,-0.04740431,0.9505365304648876,-0.14548016,53245,15.71,66.7338700191845,0.08339004,4.8493385,17.121822,18
2284,0.0931932692,99545.18155550957,-0.061534554,0.9589625187218189,-0.14664891,53499,16.31,66.17817308897709,0.060018234,4.8882976,9.42863,14
2301,0.09155938123,100090.13836550713,-0.061575703,0.9705996997654438,-0.1427914,53731,15.98,66.87161590021951,0.03120081,4.759713,11.328039,17
2301,0.09155938123,100400.41070604324,-0.09409784,0.16694295406341553,-0.19592004,53731,15.98,66.87161590021951,0.10033839,6.530668,10.865705,0
2314,0.09139776991000001,100868.09396123886,-0.09849942,0.9665277674794197,-0.15599477,54266,19.37,63.61534867597962,0.072122246,5.1998262,6.147109,13
2339,0.09221340154000002,101430.15737581253,-0.044713072,0.8356199562549591,-0.13787004,54515,17.61,64.20252885031469,0.13073587,4.5956683,68.22809,25
2359,0.09222127545000001,101963.4382455349,-0.09019032,0.9614272862672806,-0.14334793,54779,16.91,64.31080127294342,0.06634457,4.7782645,8.479019,20
2379,0.09091896531,102527.0182352066,-0.067357324,0.9513211064040661,-0.14091887,55033,16.15,64.56609804061407,0.055780984,4.697295,14.7286005,20
2396,0.0907327594,103030.96797943115,-0.07004951,0.9675330333411694,-0.14913487,55279,16.11,64.52073109602887,0.048063032,4.971163,9.851793,17
2415,0.09072461171000003,103551.91187524796,-0.06465009,0.9811756480485201,-0.14183153,55545,12.69,67.88158749131722,0.08024817,4.727718,8.256149,19
2436,0.08939964227000001,104095.01136803627,-0.06329983,0.9824620932340622,-0.1422863,55803,13.07,68.24383005957272,0.04967683,4.7428765,8.382308,21
2454,0.09062342290000001,104684.54413461685,-0.07102206,0.9800408910959959,-0.14127083,56048,13.33,68.01831391637367,0.062014315,4.7090282,5.6057553,18
2477,0.09045031986000002,105231.30226039886,-0.052602757,0.9705612678080797,-0.13637722,56314,12.96,68.5239298726716,0.033175547,4.5459075,12.7754,23
2496,0.08883899339000001,105753.74138092995,-0.071075015,0.9851896958425641,-0.13561253,56570,12.91,69.25034995189236,0.051312488,4.520417,6.1041822,19
2520,0.08799841443000002,106330.33302617073,-0.047463838,0.989384395070374,-0.12963331,56832,12.23,69.85300394234493,0.034619834,4.3211107,5.6869245,24
2538,0.08783319092,106861.66948151588,-0.06757013,0.982815695926547,-0.13950028,57077,12.38,69.72238686913337,0.052935977,4.650009,5.871579,18
2560,0.08524247111999998,107399.16818881035,-0.059093356,0.9757505431771278,-0.13038246,57337,12.18,70.2893114243505,0.042041577,4.346082,9.358156,22
2588,0.08343170594999999,107961.29834461212,-0.06114035,0.9929831940680742,-0.122329935,57600,11.34,71.0550901023937,0.0765385,4.0776644,4.290829,28
2612,0.08335437421,108506.906945467,-0.049879167,0.9795178882777691,-0.120488524,57851,10.94,70.76160726232959,0.038226023,4.016284,9.764871,24
2637,0.08312862971,109064.01222062111,-0.053219143,0.9798932578414679,-0.11765039,58108,10.4,71.19827967240009,0.0863166,3.9216793,8.928355,25
2659,0.08299189024999999,109495.30341100693,-0.0459535,0.9459679797291756,-0.124141544,58359,10.36,71.01490238630713,1.3428856,4.1380515,24.02514,22
2690,0.08325194288999999,110078.32526683807,-0.04239414,0.9915642086416483,-0.109075,58618,9.9,71.14281743271611,0.055267267,3.6358337,5.191478,31
2714,0.08412548416999999,110666.74149727821,-0.028462641,0.9392573721706867,-0.122154236,58866,10.0,71.22581262361783,0.04447702,4.071808,27.491686,24
2741,0.08306466347000001,111228.07615375519,-0.05025938,0.989473681896925,-0.11401896,59124,9.69,71.39293940732628,0.033321753,3.800632,4.548189,27
2760,0.0845040427,111726.03354215622,-0.06708904,0.8921039029955864,-0.10868745,59378,10.08,70.55165960010768,0.65702116,3.6229153,14.953777,19
2792,0.08403000268,112332.44307303429,-0.036288094,0.9813777301460505,-0.10804717,59647,10.04,70.4598597025188,0.06759235,3.6015723,6.8061886,32
2793,0.08407615100999999,112342.99768853188,-0.0055246837,0.07592964172363281,-0.0018851903,59652,9.89,70.4496090078409,0.010238127,0.06283967,18.95068,1
2793,0.08407615100999999,112343.8556072712,2.9988587e-07,-0.2288346290588379,-0.00040137666,59652,9.89,70.4496090078409,2.6220445e-05,0.013379223,25.19462,0
2793,0.08407615100999999,112344.79122376442,-5.5879354e-07,-0.12157392501831055,-0.000457354,59652,9.89,70.4496090078409,1.5223619e-05,0.015245134,23.948008,0
2793,0.08407615100999999,112345.74999165535,1.6950071e-07,-0.10925161838531494,-0.00052742625,59652,9.89,70.4496090078409,2.1515081e-05,0.017580876,13.378229,0
2793,0.08407615100999999,112349.15756988525,-0.0018580137,-0.09001076221466064,-0.0009807533,59652,9.89,70.4496090078409,0.001813937,0.03269178,15.28338,0
2793,0.08407615100999999,112352.25394177437,-0.0013413262,0.2541385293006897,-0.0013113201,59652,9.89,70.4496090078409,0.0045067966,0.04371067,18.838675,0
2793,0.08407615100999999,112353.04583859444,8.195639e-08,-0.18753457069396973,-0.0009448339,59652,9.89,70.4496090078409,0.00045510376,0.031494465,2.417945,0
2793,0.08407615100999999,112353.90679883957,0.0021111816,-0.20449447631835938,-0.0029377642,59652,9.89,70.4496090078409,0.006966598,0.09792548,12.441876,0
2793,0.08407615100999999,112354.83285570145,-3.733486e-05,-0.062193989753723145,-0.00313179,59652,9.89,70.4496090078409,7.4796524e-05,0.104393005,1.4242821,0
2793,0.08407615100999999,112355.7704937458,0.00092675444,-0.20858538150787354,-0.0049189036,59652,9.89,70.4496090078409,0.0025744028,0.16396345,14.136783,0
2797,0.08114416644,112455.08322954178,-0.010274224,0.2716023921966553,-0.116368376,62447,37.49,43.912217233131805,0.77178216,3.8789458,338.60345,4
2813,0.08178302699,112896.23702025414,-0.06501761,-0.822226881980896,-0.116131544,62707,38.46,42.80406844504923,0.069707885,3.8710515,262.49796,16
2831,0.08324800312000001,113350.58629918098,-0.040558707,0.35592198371887207,-0.12810719,62960,39.48,41.70684854494624,0.06524201,4.27024,122.88283,18
2833,0.08336276145000002,113641.71137785912,-0.08037699,0.4202256202697754,-0.15174538,63120,40.82,40.47959690247197,0.45596084,5.0581794,32.697887,2
2835,0.08485877921999999,114101.79134464264,-0.11080796,0.5893389880657196,-0.18757536,63433,43.66,37.37995482808387,0.10293089,6.252512,17.33731,2
2836,0.08488340384999998,114431.8583972454,-0.073948264,0.33692467212677,-0.1933606,63705,46.33,34.87344256012671,0.07494608,6.4453535,21.735863,1
2836,0.08488340384999998,114733.89384007454,-0.094766006,0.2075459361076355,-0.19486612,63705,46.33,34.87344256012671,0.1413832,6.4955378,7.5898485,0
2846,0.08717748958999999,115238.64416694641,-0.09526182,0.8075156360864639,-0.16661838,64186,50.21,30.97278597661674,0.06798932,5.5539465,84.49707,10
2846,0.08717748958999999,115501.28649616241,-0.0787628,0.7044428884983063,-0.17094132,64186,50.21,30.97278597661674,0.0957475,5.6980443,4.2815847,0
2846,0.08717748958999999,115952.46313261986,-0.08763476,0.7356310486793518,-0.17657988,64186,50.21,30.97278597661674,0.2019183,5.8859963,6.5273876,0
2848,0.08621650845000003,116202.21194148064,-0.07045897,0.949862789362669,-0.19397815,65007,57.62,24.13732150739288,0.1111353,6.4659386,16.722893,2
2862,0.09166283232,116700.8202188015,-0.07883773,0.6242237687110901,-0.16007623,65248,58.46,22.066136078272038,0.082716405,5.335874,49.782784,14
2862,0.09166283232,116951.48868918419,-0.09306963,0.7190925478935242,-0.19266716,65248,58.46,22.066136078272038,0.10546799,6.4222393,6.02399,0
2877,0.10302365898,117544.26083755493,-0.09201619,0.6380916237831116,-0.17217264,65774,62.59,15.256626186040858,0.08394638,5.7390876,84.997345,15
2890,0.11557594301,118101.20032048225,-0.09146279,0.6590150892734528,-0.16976194,66035,64.16,11.045615277673072,0.077859506,5.658732,33.079483,13
2905,0.12653972269,118681.02321362495,-0.07292202,0.7438840270042419,-0.1670194,66300,37.24,35.011332092446146,0.05570837,5.567313,38.97847,15
2917,0.13244726371,119196.88497018814,-0.08914669,0.6321282684803009,-0.1738832,66560,37.97,33.0422722346962,0.07251966,5.796107,37.756287,12
2933,0.14147469376000002,119733.91735887527,-0.07040675,0.7865548580884933,-0.17491126,66794,36.74,31.94464324385228,0.05618114,5.8303757,28.778246,16
2948,0.14433692153999997,120232.22890758514,-0.06952314,0.8594342321157455,-0.16842079,67061,20.54,46.126523171523125,0.06052782,5.614026,30.274931,15
2965,0.14647922887,120772.3113026619,-0.054931764,0.396827757358551,-0.16511007,67326,17.31,48.65739107807742,0.06926193,5.503669,60.91296,17
2982,0.14028884044,121279.1572766304,-0.057210222,0.7351758480072021,-0.16585363,67579,17.01,50.56226953024142,0.07369966,5.5284543,49.083992,17
3001,0.13620770487999997,121848.95988464355,-0.07346745,0.8565189987421036,-0.16107138,67832,16.05,52.0915070906865,0.04320105,5.369046,31.124062,19
3023,0.13232425085999996,122395.2580165863,-0.07261033,0.8652707189321518,-0.15719555,68082,14.16,53.97033362496236,0.068198845,5.239852,36.386665,22
3029,0.12943458383,122590.2918806076,-0.054629143,0.31330299377441406,-0.16452214,68191,14.44,54.772684551232615,1.2937913,5.484071,46.055836,6
3043,0.12735124349,123105.14263749123,-0.060015216,0.6418347656726837,-0.16346416,68592,16.25,53.866767403095494,0.04413722,5.448805,66.28807,14
3051,0.12638739817,123551.04068398476,-0.087656125,0.8438265919685364,-0.1732066,68745,16.38,53.986342764863174,0.06971303,5.7735534,33.87583,8
3054,0.12495523212,123799.21429729462,-0.068374865,0.8837632089853287,-0.16438451,69101,19.42,51.56842390602796,0.42633298,5.4794836,64.95193,3
3070,0.12317933311000001,124343.061896801,-0.06193652,0.7227232158184052,-0.15704,69371,19.83,52.067513849643035,0.047862493,5.234667,56.01001,16
3084,0.12536749542,124864.5463681221,-0.07505903,0.6548822522163391,-0.14946404,69626,20.34,51.310599151880616,0.10538232,4.982135,58.393436,14
3100,0.11963257827,125384.55611920357,-0.051020835,0.8287487328052521,-0.14983901,69874,20.58,52.75205502635745,0.049175143,4.9946337,35.75535,16
3114,0.11496167494,125880.63209986687,-0.053308338,0.8765089586377144,-0.16104692,70126,21.3,53.81555246690056,0.047605094,5.3682313,23.266869,14
3126,0.113501638,126331.27308249474,-0.039711747,0.6542327702045441,-0.14998089,70378,22.29,53.58884449725523,0.025562938,4.999363,40.103844,12
3138,0.11274018993000003,126801.37849140167,-0.029263474,0.6631132662296295,-0.1429056,70645,21.16,55.184037010876544,0.030642,4.7635202,49.507744,12
3148,0.10824611703999996,127151.32475781441,-0.07245001,0.5794051885604858,-0.13000426,70895,22.04,55.88507563090246,0.08880534,4.333475,52.7919,10
3164,0.11067792980000002,127692.1289665699,-0.061069738,0.7103456258773804,-0.15864515,71160,18.91,58.174821093051975,0.06656907,5.288172,57.076324,16
3177,0.10036490817,128159.96139240265,-0.054630443,0.9019463732838631,-0.15706731,71409,18.76,61.26503804268031,0.035353992,5.2355776,22.882793,13
3187,0.09710941249999999,128603.07548904419,-0.058991138,0.6103760898113251,-0.15452418,71668,19.97,61.679192275710626,0.05918137,5.1508064,31.524693,10
3201,0.09706553752,129117.47720742226,-0.0588556,0.8950837776064873,-0.15987161,71922,20.26,61.900448538199186,0.050688613,5.329054,20.083683,14
3213,0.09869040896999999,129547.62692666054,-0.080890104,0.611382782459259,-0.13756397,72187,20.82,60.97797813671615,0.06665802,4.5854654,38.40237,12
3230,0.09575784610000002,130088.87290883064,-0.05008007,0.8385607898235321,-0.15441005,72446,19.75,62.594569849961914,0.07309225,5.1470013,21.463156,17
3233,0.09472626799,130161.35900259018,-0.03832212,0.3142629861831665,-0.051225487,72645,21.34,61.362628276450394,0.055040874,1.7075162,18.685284,3
3242,0.09305377457000001,130379.33926916122,-0.05149002,0.5789263844490051,-0.12215621,72938,21.92,60.918933683015396,0.33960858,4.0718737,67.738686,9
3260,0.08898435552,130914.42095422745,-0.06290951,0.8537121266126633,-0.15260887,73215,21.21,62.42811716330694,0.05308127,5.0869617,33.255764,18
3270,0.08976432268,131222.3969256878,-0.059389394,-0.00268399715423584,-0.13169625,73431,21.75,61.60237405194332,0.19869356,4.3898754,50.050095,10
3284,0.09276568690999999,131735.811303854,-0.07633583,0.4787214994430542,-0.16006827,73709,20.98,60.85575405167823,0.07593564,5.335609,101.2509,14
3299,0.09328508394999999,132221.0216741562,-0.0637459,0.8378377556800842,-0.16466783,73980,20.88,60.62198473441967,0.10321237,5.4889274,44.77836,15
3311,0.09129372594000001,132676.6480448246,-0.081578314,0.8269196152687073,-0.16423836,74237,20.85,61.34745190907828,0.04217883,5.4746127,38.84178,12
3322,0.09111247591000002,133182.4809679985,-0.05958044,0.8068014234304428,-0.17447561,74495,21.75,60.79301282057092,0.063840725,5.815854,29.372398,11
3334,0.09377256978,133673.83631706238,-0.07218282,0.8710681349039078,-0.1611853,74740,19.64,62.43955920339144,0.088269554,5.372843,22.652235,12
3348,0.09661096004000001,134164.22454833984,-0.062068205,0.8856764584779739,-0.16724887,74985,19.4,62.06226290874928,0.078628615,5.5749626,22.03829,14
3358,0.0993455012,134747.37114501,-0.08870255,0.9170521423220634,-0.17206877,75143,19.4,61.30181354113331,0.07380154,5.7356257,37.801018,10
3358,0.0993455012,134876.6537811756,-0.030034617,0.8506448864936829,-0.07118128,75143,19.4,61.30181354113331,0.054890677,2.3727098,6.7993317,0
3371,0.09902359993000003,135310.83931660652,-0.058074556,0.9431223310530186,-0.14122517,75775,22.83,57.920819092848106,0.03901369,4.707506,41.664352,13
3390,0.10514721798,135823.78001475334,-0.06084656,0.6105384826660156,-0.14913723,76029,21.61,56.24619639221958,0.04155567,4.9712415,59.5555,19
3407,0.11046353299999997,136316.7103536129,-0.05481613,0.7800847440958023,-0.15284291,76273,20.91,54.9961140938892,0.04612185,5.0947638,49.899864,17
3428,0.11212576672,136854.3611946106,-0.059001416,0.8074809461832047,-0.15420981,76538,19.03,55.2607974764416,0.042443812,5.140327,46.48216,21
3446,0.11233222808000001,137379.37923264503,-0.062733375,0.9371837452054024,-0.15129675,76792,18.35,55.61608221689542,0.057149664,5.0432253,20.278408,18
3462,0.11272940569000003,137913.6010761261,-0.058756933,0.8872229009866714,-0.15352842,77053,14.36,59.854750946516305,0.06274031,5.117614,29.009874,16
3482,0.11018043841999998,138427.48844838142,-0.057437364,0.8452274054288864,-0.13964406,77307,14.18,60.70073064157071,0.028387822,4.654802,28.861317,20
3499,0.10244873456,138945.33189201355,-0.055488333,0.9490027986466885,-0.14808185,77565,14.11,63.42581518022059,0.029884614,4.936062,12.090897,17
3514,0.09751053818000001,139482.8245089054,-0.052376643,0.9479657560586929,-0.15378016,77802,14.13,65.15494758394729,0.043055058,5.1260056,14.541965,15
3531,0.09717065068,139973.7888405323,-0.06087523,0.9535946808755398,-0.1466845,78058,14.72,65.07423892394203,0.04172782,4.8894835,15.756411,17
3546,0.09578176385,140470.7359392643,-0.0503507,0.9505800269544125,-0.1522021,78324,15.32,64.88630082743968,0.15739115,5.0734034,14.955503,15
3564,0.09444229534000001,141031.49852848053,-0.033789277,0.9534913748502731,-0.14519319,78572,14.97,65.46935725026991,0.055729195,4.839773,15.927105,18
3585,0.09430531843,141571.35652542114,-0.055179074,0.943556398153305,-0.14064188,78838,14.93,65.40757148142997,0.06373603,4.6880627,21.396904,21
3602,0.09441179632999999,142093.93996429443,-0.06698393,0.9741174951195717,-0.15073341,79093,14.75,65.24455929367059,0.0466801,5.0244474,8.917826,17
3620,0.09588537129,142661.83710432053,-0.04262153,0.9284027889370918,-0.14169176,79358,14.56,64.73207878618953,0.11047248,4.7230587,22.702913,18
3637,0.09875856417000001,143258.94920921326,-0.041844834,0.9125819653272629,-0.1472458,79598,14.32,63.940347226000874,0.08788951,4.9081936,26.357643,17
3657,0.09969036210999999,143742.44129395485,-0.05803919,0.9345868155360222,-0.1322124,79865,14.02,63.75673384436153,0.095859304,4.40708,17.67046,20
3672,0.09874667092999999,144208.15319919586,-0.038294114,0.8791169300675392,-0.12425957,80091,14.27,64.1999342637909,0.027862094,4.1419854,27.880947,15
3682,0.09839610121,144500.85124731064,-0.04666201,0.28207576274871826,-0.06763087,80379,15.98,62.615670595030764,0.021113783,2.2543626,54.044014,10
3688,0.09726494617999998,144616.1029868126,0.02502357,0.20508527755737305,-0.14188606,80467,15.7,62.99296996002164,2.2097857,4.729535,79.708466,6
3706,0.10212939161,145180.35203242302,-0.0744539,0.6390602588653564,-0.1451928,80864,17.03,59.79096841946973,0.063571215,4.83976,63.585556,18
3724,0.10110886655,145681.09276866913,-0.06318602,0.7983953058719635,-0.13925864,81151,17.42,59.67177902142247,0.09178615,4.641955,53.21437,18
3739,0.10233767646,146209.5766377449,-0.056809396,0.8490988314151764,-0.15229754,81389,17.4,59.29485940411983,0.027286813,5.076585,42.73405,15
3761,0.10264194835000001,146694.63279485703,-0.055518694,0.9313045367598534,-0.13827696,81659,17.4,58.90948792230279,0.09830636,4.6092324,25.207558,22
3778,0.10843239066,147210.92920780182,-0.06523042,0.8579103350639343,-0.15338531,81912,15.85,58.50935607688588,0.037325315,5.112844,34.570732,17
3796,0.11071404184999999,147727.42780590057,-0.06136644,0.8734474629163742,-0.14744452,82164,14.58,59.15496085865791,0.0450196,4.9148173,31.009445,18
3818,0.10931478357000002,148278.25673127174,-0.04680799,0.9240675047039986,-0.14340737,82424,13.49,60.296211410040605,0.03457832,4.7802463,22.179478,22
3840,0.11142910340999998,148817.16011571884,-0.05796224,0.9413558095693588,-0.1451187,82677,12.66,60.29117414312404,0.040671825,4.8372903,20.56203,22
3860,0.11275437250999999,149383.27373242378,-0.04787844,0.9178957119584084,-0.15230611,82926,12.73,60.47836865408282,0.021662448,5.076871,23.599113,20
3880,0.10722074637000001,149970.31021165848,-0.056120902,0.955742210149765,-0.1497218,83199,12.62,62.60602352834014,0.021247521,4.990727,17.764389,20
3896,0.10506921859999999,150505.62888145447,-0.061880447,0.9540596716105938,-0.15448718,83454,12.9,63.40290333253557,0.033697728,5.1495724,15.156126,16
3913,0.10494744127999998,151093.12339615822,-0.05024987,0.8959357440471649,-0.14736593,83701,13.2,63.666566814940886,0.0468376,4.912198,30.738667,17
3930,0.09946538523,151593.4939544201,-0.06082433,0.928020216524601,-0.14715452,83966,13.97,64.8778504487952,0.03055518,4.905151,21.265087,17
3951,0.09844062156,152157.19400572777,-0.05454181,0.942744541913271,-0.13831075,84219,14.15,64.98668829246449,0.03059134,4.610358,21.811176,21
3969,0.09941452125000001,152690.91772437096,-0.052333735,0.9408326260745525,-0.14387631,84463,13.89,64.70936717815954,0.033686996,4.7958775,20.077152,18
3987,0.10031460842999998,153160.00526881218,-0.031155156,0.36930733919143677,-0.11610799,84728,14.08,64.28002839420284,0.01852956,3.8702664,52.732376,18
4006,0.09834229479000003,153614.5258705616,-0.02079532,0.6518342196941376,-0.10661912,84987,13.69,64.66847559029276,0.010626411,3.5539703,91.30249,19
4029,0.09800116688999999,154137.9009258747,-0.036775183,0.8408102840185165,-0.1361233,85240,13.07,65.05790462498517,0.04381689,4.537443,19.16248,23
4049,0.0979488907,154682.46787714958,-0.048579056,0.939638689160347,-0.13383313,85500,13.05,65.2483040488743,0.029767437,4.461104,17.646086,20
4067,0.09405520213000002,155188.49222016335,-0.043908045,0.9584268890321255,-0.14067261,85750,13.12,66.48848860751791,0.026761288,4.689087,13.2082,18
4086,0.09052713968000001,155701.59996151924,-0.058101337,0.9821839388459921,-0.13202587,86012,12.93,67.84451280456078,0.036131077,4.4008617,6.961565,19
4106,0.08946251615999998,156243.7002236843,-0.0419653,0.9639074616134167,-0.13435319,86259,12.72,68.452504203248,0.02541143,4.47844,12.705727,20
4126,0.09025202721000002,156779.03327298164,-0.050453365,0.9647827558219433,-0.13088882,86522,13.15,68.09381109323301,0.022943161,4.362961,14.054506,20
4148,0.08781006512000002,157312.69001340866,-0.046573244,0.9870606698095798,-0.13264285,86772,12.78,68.86506012101718,0.035909668,4.421428,5.659713,22
4171,0.08767468544000001,157866.7460987568,-0.03927675,0.9830107036978006,-0.13414982,87031,12.28,68.99229694521554,0.05461783,4.471661,7.878605,23
4193,0.08846259286999998,158436.2249777317,-0.04855168,0.9725550599396229,-0.13531238,87295,11.92,68.99050016146128,0.02228352,4.510412,10.053071,22
4217,0.09106721388,158999.37831950188,-0.040206652,0.9445338808000088,-0.13136715,87549,11.41,68.411491209395,0.01827797,4.378905,22.162685,24
4240,0.09308711179000001,159570.64810943604,-0.041694768,0.9572001174092293,-0.13614339,87803,11.25,67.96526863977292,0.043796092,4.538113,16.028214,23
4260,0.09517621195999998,160081.97144961357,-0.05016111,0.9667661525309086,-0.14123008,88064,11.46,67.3702508965504,0.023838516,4.7076693,11.772349,20
4280,0.0951514945,160649.36308789253,-0.046630852,0.9575599767267704,-0.13582502,88318,11.77,67.23307859708105,0.031388182,4.527501,18.706491,20
4301,0.09336185072000003,161209.83024454117,-0.04367429,0.9748203102499247,-0.14388368,88563,11.94,67.89554502493382,0.031965807,4.796122,12.067219,21
4318,0.093692809,161762.69703745842,-0.048627302,0.9552109055221081,-0.14349987,88819,12.63,67.61529863486892,0.02257302,4.783329,15.159865,17
4336,0.0919674032,162286.19925832748,-0.05158093,0.9813550300896168,-0.14090015,89079,13.13,67.92395744921723,0.032282032,4.696672,7.469319,18
4356,0.09033416965,162847.4756448269,-0.062466808,0.9868305996060371,-0.13506655,89343,13.34,68.33660358746576,0.03188579,4.5022187,5.1483545,20
4379,0.0878549954,163416.37298965454,-0.049902737,0.9849393628537655,-0.1300158,89595,12.9,69.23534900034763,0.04578731,4.33386,7.3844357,23
4396,0.08609830064,163939.6544625759,-0.06101652,0.9833759814500809,-0.14178206,89838,13.3,69.55121777625217,0.030080482,4.726069,6.32769,17
4416,0.08458849410000001,164511.89119577408,-0.047111634,0.9840954206883907,-0.13052414,90103,13.08,70.21376756214359,0.03704123,4.3508043,7.855389,20
4437,0.08195083045999998,165050.1267697811,-0.0544542,0.9876548862084746,-0.13166676,90359,12.67,71.02280041907657,0.039861012,4.388892,5.3125315,21
4458,0.08206559508999998,165639.19870257378,-0.035834357,0.9711138475686312,-0.1394864,90611,12.45,71.2112575191695,0.039905764,4.6495466,11.29604,21
4476,0.08298492428999998,166220.51174092293,-0.034008484,0.9737987425178289,-0.13846499,90870,13.12,70.6547542741055,0.06548369,4.6154995,8.982382,18
4498,0.0827512444,166746.12785720825,-0.047395147,0.9892226029187441,-0.13137473,91135,12.69,70.90320648858946,0.03137827,4.379158,5.627175,22
4516,0.08372876955000001,167289.82078647614,-0.036784794,0.954455304890871,-0.13671839,91391,12.88,70.34667947168883,0.027687423,4.55728,15.499067,18
4533,0.08498648464,167754.73927354813,-0.04503057,0.9358205795288086,-0.14570385,91646,13.39,69.74568070188626,0.52906954,4.8567953,23.070171,17
4555,0.08561054511,168313.00923013687,-0.053902887,0.9860976031050086,-0.1331753,91900,13.31,69.63612124480672,0.03924668,4.439177,7.4286184,22
4580,0.08561085172,168862.8213877678,-0.046689387,0.9790667593479156,-0.13002123,92149,12.23,69.77657287969114,0.030469917,4.3340406,9.313527,25
4605,0.08644498924,169417.4109430313,-0.050615348,0.9841893073171377,-0.12578121,92406,11.62,69.8822994289335,0.019794654,4.192707,8.073739,25
4632,0.08574329806,169988.41386055946,-0.04549748,0.9891386451199651,-0.12356134,92666,10.32,70.54510408316814,0.023398075,4.118711,5.801296,27
