loss_pol_entpen,loss_kl,EpLenMean,loss_pol_surr,ev_tdlam_before,EpThisIter,TimestepsSoFar,loss_vf_loss,TimeElapsed,EpRewMean,EpisodesSoFar,EpExecMean,loss_ent
-0.074124075,0.034053646,6.04,-0.036577504,0.9166539683938026,46,16891,78.33043,4508.569223165512,83.5345892147157,947,0.00738543083,2.4708025
-0.07360484,0.048211783,6.12,-0.057762034,0.9353995397686958,37,17146,43.39834,4657.116607427597,81.01139555644673,984,0.0085865311,2.4534943
-0.066230044,0.028606761,6.33,-0.049609005,0.9801923539489508,42,17406,14.576456,4805.479132890701,82.56452101304471,1026,0.007847710979999999,2.2076678
-0.064711094,0.2680144,6.33,-0.001755774,0.9564151465892792,41,17662,28.944117,4971.348581790924,83.36463338594447,1067,0.008189292199999998,2.1570365
-0.03413762,0.153193,6.97,-0.030770196,0.7769799828529358,2,17739,12.94993,4975.552567720413,82.51222753696601,1069,0.008337055409999999,1.1379209
-0.057631303,0.058890354,9.07,-0.03688259,0.7307949662208557,32,18171,27.395187,5087.311444044113,81.65780056618027,1101,0.00788607345,1.9210435
-0.053511433,0.04667715,8.69,-0.044051707,0.9781090132892132,47,18424,23.676296,5233.8382523059845,83.0708170647987,1148,0.00650676671,1.7837145
-0.060722858,0.06398773,5.37,-0.046784494,0.9779851604253054,51,18688,20.978718,5397.017497301102,84.75020877345781,1199,0.006981479260000002,2.0240953
-0.061764006,0.035893597,5.21,-0.041077994,0.9654842354357243,47,18935,26.07809,5551.839110851288,85.17529965106202,1246,0.006913158379999999,2.0588002
-0.059929498,0.04837406,5.3,-0.03509581,0.985152474604547,47,19197,12.183464,5711.550621032715,86.5206912961254,1293,0.005960331249999998,1.99765
-0.05787897,0.022368304,5.32,-0.04797457,0.9824472460895777,49,19452,18.875465,5886.874953508377,87.45142018911334,1342,0.006075299120000001,1.9292992
-0.054729335,0.4188466,5.42,-0.02463404,0.9679827131330967,45,19706,19.088247,6036.5866804122925,86.52793636184106,1387,0.00725787333,1.8243113
-0.0014740089,0.0041719736,5.4,-0.018749207,0.8753745332360268,3,19721,10.405653,6044.452637195587,85.95588307708121,1390,0.007324981020000001,0.04913363
-0.0007753425,2.7762965e-06,5.4,-0.00010025874,-0.2585179805755615,0,19721,10.835489,6044.71808385849,85.95588307708121,1390,0.007324981020000001,0.02584475
-0.008005344,0.022738509,11.21,-0.01116146,0.3663479685783386,1,20308,76.0655,6047.770625591278,80.19443427188905,1391,0.00732461924,0.26684484
-0.035568394,0.051604375,13.7,-0.020914793,0.6743567585945129,37,20734,108.23575,6177.765256643295,77.2924933684621,1428,0.006930273039999999,1.1856132
-0.034417342,0.031197403,14.22,-0.018254133,0.8919013142585754,37,20990,38.77544,6304.873083353043,78.24888840131086,1465,0.00543330119,1.1472448
-0.04178513,0.055218473,6.66,-0.039288625,0.9590108096599579,32,21244,24.860136,6419.158195018768,85.829120045904,1497,0.00532518268,1.3928376
-0.03888134,0.1435046,8.45,-0.061594926,0.8836327716708183,10,21471,43.42643,6454.13874745369,84.14865130643764,1507,0.005358013669999999,1.2960448
-0.03823509,0.028243072,9.11,-0.039418116,0.9597376398742199,36,21759,37.23169,6572.095614433289,84.13642596208457,1543,0.005739890449999999,1.274503
-0.04761538,0.076694,8.56,-0.034809336,0.9750900994986296,39,22014,21.086693,6703.384034395218,83.62720971256086,1582,0.00577971538,1.5871793
-0.042944007,0.032614842,5.8,-0.025439613,0.9879660783335567,48,22270,13.652046,6868.932363986969,85.53273394075987,1630,0.006043608580000001,1.4314668
-0.05244228,0.056376036,5.5,-0.041896395,0.9684053733944893,44,22526,29.291307,7010.813131093979,85.16363171851694,1674,0.0063603611699999995,1.7480761
-0.05292361,0.045434464,5.75,-0.04500083,0.987320102751255,44,22782,11.104971,7168.931104421616,84.36883522201471,1718,0.005884066719999998,1.7641202
-0.05098736,0.056850478,5.75,-0.031404227,0.9862997690215707,43,23036,11.923611,7333.1832439899445,83.28875766502995,1761,0.005804397419999999,1.6995788
-0.048816204,0.020010073,5.77,-0.034032665,0.9827938191592693,47,23292,16.137056,7510.1857142448425,83.7395007584109,1808,0.006203463500000002,1.6272068
-0.046567418,0.053400118,5.25,-0.031860672,0.9896710366010666,51,23551,10.027444,7691.474420785904,85.38308935289496,1859,0.006165536159999998,1.5522473
-0.049571287,0.03279762,5.29,-0.037120365,0.9918684707954526,46,23804,8.660072,7861.282130241394,86.51449960183241,1905,0.005390635940000002,1.6523762
-0.042913467,0.035743754,5.34,-0.028054126,0.9930560933426023,50,24059,8.531836,8034.069705486298,87.6390004155547,1955,0.0049159296,1.4304488
-0.04039806,0.019680927,5.03,-0.038165487,0.9926814418286085,51,24316,8.3176565,8210.058808803558,88.40018606503219,2006,0.00524381345,1.3466022
-0.039287306,0.04621294,4.68,-0.020488031,0.9678953476250172,57,24575,40.894455,8400.200686693192,87.60436270738487,2063,0.0061542553299999995,1.3095769
-0.05631571,0.1388574,4.93,-0.049868904,0.9762754924595356,42,24804,20.769691,8540.843659162521,86.12474581589186,2105,0.00657555612,1.8771904
-0.044632494,0.01517647,5.51,-0.02831554,0.9919378543272614,49,25086,7.374172,8714.965413093567,84.67156896285985,2154,0.0065603621100000006,1.4877499
-0.047202278,0.033480532,4.97,-0.034762338,0.9900985695421696,55,25344,8.616638,8900.901504993439,84.77539051601656,2209,0.005669269060000001,1.5734093
-0.048232287,0.030146549,4.91,-0.027544364,0.9918542113155127,50,25598,8.114766,9080.50649857521,84.41861565018638,2259,0.0054554122999999986,1.6077429
-0.04121147,0.024570161,5.15,-0.026036408,0.9934046291746199,49,25856,7.108728,9264.457207679749,85.55902621447316,2308,0.0055197341100000005,1.3737156
-0.03720479,0.024154281,5.17,-0.023330145,0.9948961790651083,50,26108,6.2185235,9453.203408956528,88.10762611902011,2358,0.0049577408400000005,1.2401597
-0.044303752,0.027805319,5.08,-0.02262862,0.9943631822243333,51,26368,6.9805927,9641.542806625366,88.39481737990002,2409,0.00446151844,1.4767919
-0.041446105,0.02772814,5.27,-0.027461592,0.9945491510443389,46,26621,5.703701,9826.97964334488,89.58640956014946,2455,0.00469996563,1.381537
-0.038368475,0.010285622,5.29,-0.022505209,0.9941366887651384,50,26877,7.0670223,10009.142582178116,89.49487615531974,2505,0.00477976561,1.2789493
-0.039840005,0.0425426,5.13,-0.01905303,0.99308619229123,50,27134,7.0506477,10191.004479408264,88.09624246022679,2555,0.004711618000000001,1.3280002
-0.047700424,0.041389793,5.54,-0.028369388,0.9909750185906887,41,27389,7.8074007,10379.171433925629,85.1780717125304,2596,0.00479195783,1.5900142
-0.037869588,0.021612395,5.84,-0.025726173,0.9944627215154469,47,27647,6.1456513,10558.707989692688,83.94490711134311,2643,0.00468749275,1.2623196
-0.02366592,0.019298289,6.68,-0.03476117,0.9295888915657997,27,27903,45.11473,10657.57527089119,83.66123209715438,2670,0.004560853049999999,0.788864
-0.029513024,0.015724204,6.36,-0.013667988,0.989903955720365,51,28160,17.477669,10856.770335435867,88.64498119239153,2721,0.004303358690000001,0.98376745
-0.029643554,0.015213069,4.92,-0.02108343,0.9897555578500032,52,28414,8.592439,11049.353913068771,88.77301106222819,2773,0.00435957257,0.9881184
-0.026789388,0.006768476,4.92,-0.0131738335,0.9935411363840103,52,28672,7.496339,11240.126274824142,89.70960499880027,2825,0.00439794618,0.89297956
-0.0293882,0.008651803,4.95,-0.01871861,0.994431849103421,51,28925,5.854758,11435.800003528595,90.39830907577544,2876,0.004394468080000001,0.9796067
-0.03234147,0.011409324,4.98,-0.022818703,0.9947065669111907,51,29180,5.6055803,11628.14398932457,86.65737875805546,2927,0.0044405311799999994,1.078049
-0.03379098,0.023377363,5.22,-0.010959633,0.9603464938700199,47,29436,46.8102,11813.820320367813,86.04529377714134,2974,0.005455625340000001,1.126366
-0.037493106,0.013159893,5.49,-0.019578192,0.9933436578139663,46,29693,6.6529655,12005.099323272705,85.42636592169583,3020,0.0057005482400000005,1.2497702
-0.044861417,0.03709878,5.61,-0.022663776,0.9910794151946902,43,29940,7.5848255,12179.84378528595,85.36336186590765,3063,0.0048463153,1.4953806
-0.040269163,0.015817001,5.93,-0.0140114315,0.9914142247289419,44,30207,7.9529276,12360.16106748581,86.53258263657932,3107,0.0047416093000000005,1.3423054
-0.043823153,0.024543757,6.0,-0.024626808,0.9951034211553633,42,30460,4.743807,12553.844674110413,86.19769980371153,3149,0.00464934057,1.4607718
-0.045217045,0.11826893,6.13,-0.03412501,0.9898835774511099,40,30720,6.6135225,12714.506432771683,89.84049111255115,3189,0.00441798221,1.5072348
-0.040200748,0.02867274,6.05,-0.024221472,0.9864562395960093,44,30965,10.255838,12926.319372653961,90.247974702803,3233,0.004505393450000001,1.340025
-0.03770024,0.0061994065,5.64,-0.016655512,0.9953528195619583,47,31229,4.8349686,13114.176262378693,88.89592013372756,3280,0.0044983646499999995,1.2566748
-0.03639144,0.014133353,5.62,-0.016586889,0.9961940965149552,47,31488,4.3470745,13300.391533851624,89.53939021252322,3327,0.0043159036000000005,1.213048
-0.03863556,0.0076024206,5.39,-0.016208924,0.9957100101746619,48,31742,4.478226,13496.824044942856,87.20925577409979,3375,0.00437569403,1.2878519
-0.031421755,0.013769954,5.97,-0.024692457,0.9587459526956081,37,31999,47.871002,13637.738286495209,86.29887984069526,3412,0.0044338795200000005,1.0473919
-0.03405819,0.009819755,5.84,-0.010589816,0.995832399930805,49,32255,6.1101456,13824.393029212952,88.41318692069692,3461,0.00464194088,1.135273
-0.030006096,0.0059682606,5.06,-0.012654372,0.9947989322245121,52,32510,6.725311,14024.431127786636,90.73218664523131,3513,0.004712391889999999,1.0002033
-0.02846026,0.01071289,4.85,-0.013435694,0.9950156365521252,52,32764,5.71339,14220.729226350784,90.77369424866225,3565,0.00469884614,0.9486754
-0.029313598,0.024879588,5.13,-0.018443163,0.9907788438722491,48,33023,9.721126,14398.723591566086,88.91441963942232,3613,0.004556091199999999,0.97712
-0.032176085,0.015797557,5.13,-0.014597829,0.9933293703943491,52,33277,7.0353928,14588.10866355896,87.6248244731516,3665,0.0044373002900000005,1.0725362
-0.031174857,0.00591035,5.13,-0.010475561,0.9948784518055618,48,33536,5.4730167,14795.058022975922,87.14828151879814,3713,0.00440550719,1.0391619
-0.032484874,0.009247432,5.34,-0.018951224,0.9957732479088008,48,33792,4.7266192,14982.903665542603,87.1188255804707,3761,0.00435992247,1.0828292
-0.029302271,0.0051788604,5.2,-0.008045364,0.9956733863800764,50,34045,4.7421293,15184.248181581497,84.51707157050664,3811,0.00462529205,0.9767424
-0.029843645,0.005380843,5.21,-0.013102379,0.995530566200614,48,34304,4.9056807,15386.789983034134,83.70495104098762,3859,0.004566496870000001,0.99478817
-0.031829443,0.0069187395,5.37,-0.01080925,0.9954782351851463,49,34560,4.659654,15573.762417793274,85.81371461168652,3908,0.0045031746400000005,1.0609815
-0.029960379,0.010159253,5.17,-0.012745619,0.9967940142378211,50,34816,3.8557584,15771.86673116684,85.36019711242801,3958,0.004374647109999999,0.9986793
-0.03104043,0.0069301706,5.29,-0.009585127,0.9958141879178584,45,35067,4.23951,15961.616305112839,85.24226934195867,4003,0.0041862153200000005,1.034681
-0.032511245,0.00543573,5.34,-0.009147055,0.9948670654557645,50,35328,6.0997667,16153.51528763771,84.95819136073804,4053,0.004431029259999999,1.0837083
-0.03475257,0.017691912,5.16,-0.012792718,0.9928196300752461,50,35583,6.379633,16362.274247169495,87.68445999540545,4103,0.00448445922,1.1584191
-0.037134275,0.011564665,5.33,-0.010162681,0.993341650813818,45,35835,4.77633,16552.999607801437,88.77817021789762,4148,0.00413381755,1.2378092
-0.036840446,0.015946193,5.52,-0.019197382,0.9819548148661852,46,36095,18.0913,16730.953936338425,87.0401214702591,4194,0.00457801651,1.2280147
-0.034028657,0.007024909,5.43,-0.013408167,0.9913340136408806,49,36349,6.128943,16918.061170339584,84.56343680862315,4243,0.005093603670000001,1.1342885
-0.03484948,0.011092156,5.1,-0.01142777,0.9939293107017875,51,36605,7.0488057,17116.440716028214,87.45798084112697,4294,0.00469368133,1.1616495
-0.040122833,0.011802847,5.01,-0.015380446,0.9954331587068737,52,36864,5.0017433,17286.31679058075,87.04336142143225,4346,0.0045863877200000005,1.3374279
-0.040288515,0.02043261,5.12,-0.0130933225,0.9963629869744182,48,37117,4.265304,17478.08052754402,87.9903746981995,4394,0.00438226957,1.3429506
-0.041949976,0.024739223,5.57,-0.022672663,0.9959661648608744,42,37374,3.5757256,17665.873379945755,88.38677461829313,4436,0.00419613556,1.3983326
-0.03693078,0.007628412,5.51,-0.009435836,0.9967195994686335,50,37626,4.204378,17863.340680360794,89.30967315235283,4486,0.0044100712700000004,1.2310259
-0.037201278,0.015403754,5.5,-0.016577631,0.9956743498332798,45,37886,4.9902425,18050.521148204803,90.29587996624963,4531,0.00447720484,1.2400427
-0.033769958,0.0252129,5.42,-0.014224373,0.9947946420870721,50,38142,6.2972984,18240.250239610672,90.65637828862793,4581,0.004505155960000001,1.1256653
-0.034491498,0.005473757,5.22,-0.0095379595,0.9953723275102675,47,38394,5.4560523,18441.59327840805,91.01729035855024,4628,0.00448863708,1.1497166
-0.035456903,0.003889821,5.29,-0.010895319,0.9955386631190777,50,38655,5.339447,18632.614235401154,89.0529640787997,4678,0.00453424838,1.1818967
-0.032619912,0.00960665,5.3,-0.011612579,0.9962550066411495,47,38908,4.3390393,18828.227152824402,89.89238154867624,4725,0.00426552848,1.0873303
-0.033960324,0.006934666,5.42,-0.0085775945,0.9930428112857044,47,39165,7.2742214,19023.09568977356,88.12800844870306,4772,0.00437737442,1.1320108
-0.03639718,0.0063351477,5.29,-0.008096414,0.9945655683986843,50,39418,5.791973,19216.433416604996,84.43754603606591,4822,0.004553186509999999,1.2132394
-0.034353536,0.009342782,5.14,-0.009943391,0.9959046863950789,50,39679,4.8032417,19417.96084189415,86.5772056145574,4872,0.00460545639,1.1451179
-0.036542963,0.009485284,5.16,-0.009781391,0.9949285597540438,50,39934,5.8925986,19610.212745428085,87.65231847533836,4922,0.004665929199999999,1.2180988
-0.033221263,0.012572074,5.21,-0.010979328,0.9945401125587523,48,40190,5.810187,19795.72573685646,87.59412603019945,4970,0.004497587999999999,1.1073755
-0.0340971,0.0066115423,5.12,-0.010410458,0.9933450594544411,52,40446,5.728469,19990.061042547226,86.36730052046778,5022,0.00462456505,1.13657
-0.036585465,0.009016404,5.12,-0.011496009,0.9944594805128872,48,40702,6.035262,20187.039208889008,85.86738820712577,5070,0.004748586399999999,1.2195157
-0.03738629,0.008761872,5.46,-0.010726549,0.99353470467031,45,40957,6.2417235,20374.72814154625,86.37049364596156,5115,0.00463077673,1.2462097
-0.03640561,0.008393554,5.44,-0.012866551,0.9962017827201635,48,41216,4.020154,20575.536370754242,84.7704408372269,5163,0.004378532340000001,1.2135205
-0.037825383,0.013994072,5.38,-0.013212178,0.9948521666228771,48,41472,5.40819,20765.99904680252,86.46401135009548,5211,0.0043752539600000005,1.2608461
-0.03754966,0.008395378,5.31,-0.008111901,0.9959173444658518,47,41723,4.729356,20959.972203731537,86.85029103017442,5258,0.0042351006299999995,1.2516553
-0.03756585,0.005242098,5.58,-0.012758458,0.9959081653505564,43,41984,4.030698,21149.575526237488,87.7929920217166,5301,0.004276293699999999,1.252195
-0.033993334,0.007807511,5.65,-0.0094363205,0.993275779299438,45,42225,7.502579,21341.687749147415,88.66961724518823,5346,0.004392986660000001,1.1331111
-0.015018685,0.013250075,7.53,-0.023204548,0.9070781990885735,16,42495,111.888885,21405.083767175674,87.71178237800974,5362,0.00438102775,0.50062287
-0.03317995,0.005634419,7.25,-0.010021416,0.9936299859546125,46,42747,13.76152,21592.037399053574,86.52385590475367,5408,0.00447192128,1.1059984
-0.02965142,0.0041490514,5.3,-0.01413903,0.9916456742212176,50,43004,10.325838,21779.962593078613,89.29197630668445,5458,0.0043615636800000005,0.9883807
-0.028839711,0.016357593,5.78,-0.030474184,0.9677713438868523,39,43260,34.764458,21961.65388059616,89.14552338240604,5497,0.00456700326,0.9613238
-0.028846042,0.01683638,5.61,-0.01970511,0.9945805370807648,52,43516,8.267799,22166.95634818077,87.26129007489959,5549,0.00451376601,0.96153474
-0.027020114,0.0561756,4.83,-0.019326068,0.9950477425009012,54,43772,5.8379884,22367.247794866562,85.62499600145782,5603,0.004594075129999999,0.9006705
-0.024886606,0.09137111,4.9,-0.00017006416,0.9938449542969465,51,44031,7.500984,22552.69551038742,86.75498091955507,5654,0.00470601049,0.8295536
-0.024974436,0.008183455,4.98,-0.0073626265,0.9957950175739825,52,44285,5.191141,22749.27548289299,87.96415183457462,5706,0.00460638397,0.8324812
-0.024190981,0.0030885101,4.78,-0.006157918,0.9963651509024203,54,44542,5.052,22955.801143169403,89.56474270208389,5760,0.00429371852,0.806366
-0.02449063,0.008848794,4.93,-0.008171065,0.9951728698797524,50,44798,5.7987876,23150.069834947586,90.00586368634681,5810,0.00429778329,0.8163544
-0.021559319,0.002412429,5.4,-0.0060502067,0.9796901494264603,44,45053,25.52258,23318.485335350037,89.38933568541502,5854,0.0041554285899999995,0.718644
-0.027304094,0.014336185,5.37,-0.007969793,0.9953614994883537,51,45309,6.2867594,23512.402569293976,89.81694449767511,5905,0.00434910267,0.9101365
