EpThisIter,EpLenMean,loss_ent,loss_pol_entpen,loss_vf_loss,EpRewMean,loss_pol_surr,EpExecMean,TimeElapsed,ev_tdlam_before,EpisodesSoFar,loss_kl,TimestepsSoFar
11,28.25,6.138913,-0.18416739,71.106415,7.190666970051449,-0.102297686,0.25509904161999997,32094.070174217224,0.4467921853065491,182,0.109062046,16896
11,26.14,5.8243585,-0.17473075,88.12784,12.239008428273085,-0.107265204,0.24281946471000002,32642.263777971268,0.3175036311149597,193,0.11487632,17136
12,25.47,5.881468,-0.17644404,88.563965,17.189552973895267,-0.113268316,0.22864255156000005,33186.47230839729,0.44951218366622925,205,0.13023749,17403
12,24.98,5.637355,-0.16912062,67.47049,21.77767140540345,-0.10815939,0.21640615823999998,33716.57434153557,0.5475816130638123,217,0.13799177,17648
15,24.22,5.564564,-0.16693693,114.48498,27.33619181742876,-0.08068858,0.19999032423000002,34232.46252298355,0.46150797605514526,232,0.1009374,17906
16,23.55,5.5582123,-0.16674638,101.47461,31.779102142013958,-0.08825922,0.18673335212,34735.45318055153,0.5127088129520416,248,0.09863008,18162
15,21.14,5.3825626,-0.16147688,73.92067,36.02318204832721,-0.10685451,0.17714413408000002,35235.030386924744,0.5889869928359985,263,0.0762191,18426
11,19.86,5.758157,-0.1727447,64.12242,38.88343863552612,-0.083340585,0.17027648770999998,35704.42598080635,0.633013129234314,274,0.09842917,18682
9,20.04,5.8319645,-0.17495893,32.456062,40.67244934325643,-0.08377297,0.16543643852000003,36159.310921669006,0.7698078006505966,283,0.074800774,18918
15,19.0,5.8169584,-0.17450877,34.6866,42.48641159695541,-0.10736222,0.16133543588,36668.555430173874,0.7429518401622772,298,0.081112914,19182
13,19.01,5.8329124,-0.17498736,68.555855,43.228573629321794,-0.07359239,0.15871362623,37156.342192173004,0.6745776832103729,311,0.09423214,19425
14,18.99,5.8356247,-0.1750687,80.20439,43.530142475347375,-0.089577556,0.15747967950999997,37656.545083999634,0.5505935549736023,325,0.06720698,19692
17,18.69,5.4270635,-0.1628119,91.53415,41.97615796618598,-0.08218411,0.16318581220000003,38202.69570040703,0.4432408809661865,342,0.09283069,19956
16,18.85,5.488019,-0.16464058,73.338486,43.650928684651134,-0.08729858,0.15784035241999997,38707.16041779518,0.6458637118339539,358,0.09470644,20216
13,18.81,5.3234735,-0.15970421,60.931892,44.042165885809126,-0.084034525,0.15661644119,39173.080245018005,0.699277400970459,371,0.12629831,20478
12,18.12,5.315935,-0.15947804,38.95359,44.84331139405853,-0.07760286,0.15442175846,39598.5900657177,0.7571068406105042,383,0.107852265,20730
14,18.29,5.0981035,-0.1529431,69.406654,46.24925872510455,-0.07428793,0.14947624339,40066.65328359604,0.6775380074977875,397,0.10580737,20991
12,18.38,4.9730844,-0.14919254,59.02127,47.2075369783716,-0.041358594,0.14571684497,40499.702243328094,0.6683054566383362,409,0.11073031,21230
16,18.04,4.9840827,-0.14952248,62.760918,49.615860609010305,-0.0552961,0.13867565838,40958.8913090229,0.7645410150289536,425,0.07151614,21496
15,18.12,4.621068,-0.13863204,72.09949,52.86106469537712,-0.058428757,0.12641116791,41433.639087200165,0.7701161950826645,440,0.08815111,21741
13,18.57,5.2551956,-0.15765588,51.933167,53.963877778173845,-0.066419795,0.1210726336,41863.00632953644,0.8072295188903809,453,0.11562328,22008
19,17.47,4.7241874,-0.1417256,90.34515,54.80480346956542,-0.052692357,0.12031692998999999,42352.84843707085,0.7808172106742859,472,0.036474444,22255
18,16.87,4.9370136,-0.14811039,68.99236,55.455131261428726,-0.063546166,0.11975559673000001,42796.635654211044,0.7840678542852402,490,0.051560216,22525
16,15.91,5.620942,-0.16862826,53.410866,56.859564619534055,-0.035919487,0.11777188075,43322.802340984344,0.811882808804512,506,0.12512648,22770
18,15.57,5.7386193,-0.17215857,53.729904,56.9733762606267,-0.07143606,0.11829300005999999,43858.26392507553,0.7677015513181686,524,0.09507233,23031
18,15.13,5.7850723,-0.17355216,66.459206,54.70976657736558,-0.0689792,0.12831941333999997,44411.21185708046,0.6305485963821411,542,0.10986996,23295
16,14.45,5.6883974,-0.17065193,63.271038,52.67482827814272,-0.08413343,0.13665375112,44920.590933561325,0.6540898680686951,558,0.07250881,23540
14,15.46,5.7737083,-0.17321123,41.752537,51.30327771230935,-0.08550275,0.13985721503,45461.16108465195,0.6976869404315948,572,0.107980356,23801
13,15.99,5.8725333,-0.176176,83.187035,50.00111826042988,-0.081602275,0.14337678551,45910.66841483116,0.5034599602222443,585,0.16881412,24041
14,16.49,5.660571,-0.16981715,142.3542,47.90774181095499,-0.077475384,0.14965858712,46445.64554333687,0.30996549129486084,599,0.13897568,24303
11,17.39,5.7219234,-0.17165768,87.198006,46.532417277208495,-0.08902834,0.15293445553999999,46964.6587574482,0.5632467269897461,610,0.11207649,24574
13,18.08,5.562437,-0.16687311,77.800224,46.18641048278236,-0.08025351,0.15328009727,47475.70440578461,0.6678823828697205,623,0.090170816,24832
11,19.05,5.445403,-0.16336209,36.281017,46.9032465035007,-0.075056866,0.14917401368,47951.25230765343,0.7845893502235413,634,0.10404904,25082
10,20.15,5.5106235,-0.16531871,76.7407,48.239417280734926,-0.070761934,0.14270707891,48376.23639726639,0.6578126847743988,644,0.12175348,25338
9,21.21,5.7829447,-0.17348835,41.11712,48.85880661826302,-0.08436839,0.13920494783,48861.58033847809,0.7609104067087173,653,0.07888816,25582
16,21.27,5.510191,-0.16530573,30.729555,50.40440846615923,-0.066872194,0.13414630734999997,49363.64253759384,0.8550703078508377,669,0.10811007,25855
11,21.78,5.714383,-0.17143148,22.48246,49.713642409306885,-0.09001456,0.13592472832,49860.96722459793,0.7631348222494125,680,0.09328929,26108
15,21.18,5.4508314,-0.16352496,39.535564,51.5194409525275,-0.093958646,0.13056200445,50318.681684970856,0.7955500334501266,695,0.107524276,26353
11,21.5,5.53265,-0.16597949,36.24798,53.24485447874732,-0.079516605,0.12351210934,50786.11151719093,0.7975895404815674,706,0.11726276,26623
12,21.4,4.876212,-0.14628635,32.987675,54.875275624255885,-0.06298591,0.11762560938,51210.10779309273,0.6966160535812378,718,0.088990375,26872
17,20.09,4.8956184,-0.14686856,46.787117,56.423560408350816,-0.060496166,0.11464976653,51703.70440745354,0.8426481932401657,735,0.13672718,27122
16,18.37,5.199546,-0.15598637,47.82381,56.73556781143814,-0.041490186,0.11623279462000001,52201.8007941246,0.820445641875267,751,0.0811415,27375
15,18.29,5.501273,-0.16503818,43.70857,57.10745113023642,-0.068204895,0.11482873618999999,52654.17533802986,0.8106809109449387,766,0.064007446,27635
16,17.67,5.41346,-0.16240379,38.71917,58.73827494576159,-0.072182186,0.1102753115,53163.36897587776,0.8150845021009445,782,0.09518246,27894
18,16.8,5.3258386,-0.15977515,53.882603,57.096757293569475,-0.043254215,0.11780809975000002,53668.42805600166,0.7654297202825546,800,0.09254065,28156
22,14.86,5.0489974,-0.15146992,52.521454,57.30324843163138,-0.076820955,0.12047656898000002,54177.65692090988,0.8023788332939148,822,0.07449609,28412
13,15.42,4.949177,-0.14847532,42.900993,57.10671830628209,-0.05148383,0.11979209232999999,54582.22104048729,0.7693317383527756,835,0.054334015,28664
14,15.96,5.192855,-0.15578565,37.55808,56.38803487604647,-0.07151556,0.12163657270000001,55032.46605658531,0.8227072656154633,849,0.07045897,28917
14,15.82,4.9022274,-0.14706682,29.658472,57.81984532393169,-0.059866272,0.11743324140999999,55483.122186899185,0.8806573525071144,863,0.071737245,29157
12,16.25,5.4379983,-0.16313994,34.378174,57.63510020764468,-0.063743755,0.11753028656000002,55980.278010606766,0.7973437160253525,875,0.07373129,29413
14,16.91,5.3396673,-0.16019002,17.975142,59.00489917526328,-0.09093655,0.11268282797000001,56490.82140088081,0.901927649974823,889,0.097531736,29685
12,17.74,5.7431917,-0.17229575,27.510452,60.79118800955384,-0.069401845,0.10633140783999999,56994.66135716438,0.8541466593742371,901,0.09783906,29944
10,18.7,5.535964,-0.16607893,15.036433,59.77478557709138,-0.09338533,0.10787020545,57419.7523150444,0.8287322968244553,911,0.15966436,30174
13,19.91,5.3800373,-0.16140112,20.57579,58.32467918152077,-0.07417527,0.11100150588000002,57944.66153001785,0.8182987868785858,924,0.10220265,30443
13,20.26,5.183002,-0.15549006,27.43388,57.92509283987167,-0.06622836,0.11221099418000001,58392.82733678818,0.8239319622516632,937,0.10015455,30719
13,20.27,5.423729,-0.16271186,26.567177,58.17041670341063,-0.08457275,0.11183921995,58914.79838347435,0.8509581834077835,950,0.08112815,30961
12,20.82,5.5664463,-0.16699338,43.25359,58.0495513572545,-0.077794656,0.11066928625000001,59437.39315843582,0.7946974188089371,962,0.08483758,31212
9,21.07,5.6044154,-0.16813245,25.749826,58.334722095347345,-0.077115476,0.10997780376000003,59870.646276950836,0.8063526004552841,971,0.05046726,31453
11,21.8,5.152866,-0.15458597,24.127676,58.77592891825292,-0.06385876,0.10731538837,60320.97307372093,0.8796104267239571,982,0.06913783,31738
8,22.67,5.6933937,-0.17080179,20.716892,57.57326667925278,-0.07261912,0.10965949303000003,60755.94996333122,0.7273285686969757,990,0.1382637,31967
14,22.35,5.6701803,-0.17010541,29.924706,56.62068943885285,-0.071932435,0.11262296136,61226.1320977211,0.8592669516801834,1004,0.104140475,32256
10,22.64,5.6723948,-0.17017184,26.890728,57.07602489892378,-0.102742694,0.11108094963000001,61704.95520734787,0.847561240196228,1014,0.09545855,32505
12,22.91,5.2498083,-0.15749426,14.098821,58.90849427906782,-0.099311925,0.10442993906000002,62129.47719335556,0.9117821007966995,1026,0.10575954,32768
13,22.48,5.1215863,-0.15364759,17.126144,59.901681562530094,-0.0773627,0.10263688488999997,62672.658274650574,0.9179129898548126,1039,0.08599968,33019
19,21.65,5.042424,-0.15127271,21.855425,60.57354093312217,-0.06971747,0.10191877050999999,63140.65298628807,0.9245293140411377,1058,0.082757965,33271
19,19.05,5.080117,-0.15240353,24.005054,61.59532310470118,-0.056076437,0.10231393462000002,63653.48806977272,0.9325061142444611,1077,0.063228175,33524
16,17.35,5.0952163,-0.15285647,21.295784,62.657588726660876,-0.08317087,0.10065061556999998,64178.02604818344,0.9185166731476784,1093,0.07418881,33785
18,15.99,5.1132193,-0.15339658,16.179718,64.6049024373575,-0.051171735,0.0964436623,64689.46487259865,0.9415417537093163,1111,0.08489626,34045
12,15.69,6.0231514,-0.18069455,20.141783,65.00874317535346,-0.04214075,0.09565486228000002,65106.584396123886,0.8419521898031235,1123,1.0409136,34271
19,14.96,5.9531918,-0.17859575,42.579155,55.62174333455592,-0.09311831,0.12578035033,65691.16554927826,-0.6553115844726562,1142,0.105111495,34559
20,14.97,5.7564797,-0.17269439,66.24006,47.897801133591514,-0.067003876,0.15040539935999997,66282.92537307739,0.29430490732192993,1162,0.18489681,34813
17,14.99,5.5481195,-0.16644359,40.25207,44.38323942241365,-0.07947914,0.16172590178000001,66833.93130469322,0.6514236927032471,1179,0.06477257,35066
16,15.02,5.7643957,-0.17293186,46.33455,41.547514259025355,-0.052393675,0.17169269292999995,67381.92039942741,0.7061755955219269,1195,0.11923817,35313
19,14.66,5.4593763,-0.16378127,43.14954,37.30059084036388,-0.07903472,0.18563507553000005,67918.4292178154,0.7497078776359558,1214,0.1546011,35580
17,14.17,5.071698,-0.15215094,40.562553,38.65943786850805,-0.07094617,0.1827180705,68461.05851221085,0.7563091665506363,1231,0.08991809,35837
15,14.56,5.0735292,-0.15220587,56.661278,44.38581400177654,-0.055981908,0.16389462587,68990.25286269188,0.6963023245334625,1246,0.054967612,36075
10,15.99,4.8166876,-0.14450063,39.986664,46.89270854000546,-0.06589231,0.15313316242,69408.3166410923,0.7365297377109528,1256,0.0771976,36350
21,15.68,5.126526,-0.15379578,41.154877,51.682678753226845,-0.063848056,0.13781276725000002,69906.73554420471,0.8383935242891312,1277,0.079304285,36608
14,15.68,5.5400424,-0.16620128,39.211952,53.46899302966004,-0.06974767,0.13090510811,70486.07194519043,0.8402361273765564,1291,0.092457354,36845
12,16.57,5.2711735,-0.1581352,23.993296,55.452594930746926,-0.05732976,0.12288412166000001,70869.64196419716,0.828416034579277,1303,0.67465556,37091
16,16.97,5.337742,-0.16013224,72.87459,54.82784397607545,-0.06833197,0.1239448746,71398.83667850494,0.6234050393104553,1319,0.0891655,37362
17,17.11,5.4313097,-0.16293928,56.161438,54.334002696839946,-0.019479958,0.12467399172,71902.60104966164,0.7470509111881256,1336,0.078959286,37628
19,15.74,5.370875,-0.16112624,36.078327,54.87079201599434,-0.03810486,0.12541307663,72387.19099926949,0.7989134937524796,1355,0.0666188,37882
20,15.53,5.4694886,-0.16408466,37.26654,53.85294141213015,-0.047212705,0.12962855968,72912.31591129303,0.8452772200107574,1375,0.058606856,38144
17,15.17,5.282464,-0.15847391,37.864487,53.65287546502459,-0.06584856,0.13033670842,73360.15281438828,0.8591763079166412,1392,0.06677784,38394
17,14.41,5.468439,-0.16405316,52.44284,54.111381399690345,-0.055262167,0.13035298002999998,73834.91137123108,0.7812905758619308,1409,0.064125285,38654
22,13.56,5.150971,-0.15452912,26.653347,55.58720335776979,-0.08176389,0.12648470322000002,74356.19687008858,0.863294392824173,1431,0.10280081,38910
20,13.51,5.2892,-0.15867598,30.583828,55.7913455115804,-0.043099333,0.1262746646,74870.19309091568,0.8639263659715652,1451,0.10342712,39164
20,13.18,5.2956944,-0.15887082,33.26474,55.79379917185022,-0.06976368,0.12651831917,75396.08611798286,0.8645032048225403,1471,0.07479419,39421
23,12.54,5.181837,-0.15545511,42.179535,57.305326368987664,-0.07380119,0.12415158663999999,75925.50617456436,0.8567497879266739,1494,0.10868645,39675
13,13.0,5.5331936,-0.16599582,23.190231,58.83794776779584,-0.08322942,0.11926245442000001,76390.11430811882,0.9013927653431892,1507,0.079847604,39916
17,13.69,5.272932,-0.15818796,40.14578,59.669075325256884,-0.05624777,0.11564417794999998,76854.67189908028,0.8120247423648834,1524,0.04407797,40187
16,14.27,5.3002367,-0.15900709,20.336567,60.70166230226897,-0.072546765,0.11188072940000002,77386.02237963676,0.9183250814676285,1540,0.110860005,40428
15,14.68,5.119873,-0.1535962,22.702501,61.1268960080504,-0.08419922,0.110080446,77871.22471499443,0.9129097908735275,1555,0.1057478,40688
13,15.75,4.879034,-0.14637102,21.145668,61.69005449069079,-0.067298,0.10592475619999998,78310.80862045288,0.8756310939788818,1568,0.1917822,40960
23,15.79,4.616753,-0.13850258,20.785007,61.6875949426165,-0.054796405,0.10575976944000001,78861.03432154655,0.9466556683182716,1591,0.062271185,41214
24,14.01,4.4348145,-0.13304444,23.606174,62.94016553837855,-0.04785709,0.10409754203,79357.88732814789,0.937464989721775,1615,0.045812607,41467
23,13.2,4.434088,-0.13302264,30.05988,62.536966151719895,-0.04199136,0.10655755805999999,79884.75398421288,0.8874039575457573,1638,0.07758727,41718
23,11.72,4.811406,-0.14434218,21.259464,64.39339875773965,-0.038142,0.10315038805,80423.47261595726,0.9422237686812878,1661,0.092918046,41980
18,11.6,5.118968,-0.15356904,14.910402,64.609625484149,-0.05649326,0.10269619762,80919.45829248428,0.950666218996048,1679,0.052489545,42240
7,11.9,3.7976203,-0.113928616,57.673805,65.35545604888321,-0.07548188,0.10001462475999999,81103.57757258415,0.33426839113235474,1686,3.979717,42335
18,14.15,4.4200335,-0.13260101,43.77362,60.22300646453998,-0.07572411,0.10925525027,81521.43220281601,0.5861356258392334,1704,0.09331273,42741
24,13.85,4.8085766,-0.1442573,57.83573,59.04561924823747,-0.0687967,0.11330488537000001,82041.85494852066,0.7726718634366989,1728,0.10551217,43004
19,14.31,4.9057937,-0.1471738,25.674063,56.35192567704162,-0.054590985,0.12070847208,82595.49302792549,0.8711019903421402,1747,0.10072737,43261
17,14.94,4.9915686,-0.14974706,25.253181,55.52642924884374,-0.064452626,0.12301289224000002,83122.23207998276,0.906253881752491,1764,0.12756038,43507
17,15.01,5.074527,-0.1522358,18.762405,54.38316293595019,-0.044420008,0.12730345038000002,83639.81655144691,0.8940056711435318,1781,0.10347535,43760
18,13.46,4.986119,-0.14958356,27.572475,58.05946958654918,-0.049859345,0.12031970548000002,84114.53412985802,0.915159098803997,1799,0.07403233,44023
19,13.83,5.1761975,-0.15528592,11.103412,60.81448665833217,-0.05076055,0.11170903085,84636.83187150955,0.9594958089292049,1818,0.051492527,44284
19,14.09,5.0404167,-0.15121251,22.320644,63.16453859628391,-0.07745769,0.10430147927999998,85158.73854160309,0.8367629945278168,1837,0.14881915,44542
20,13.88,4.9747143,-0.14924142,20.691166,63.20104863520035,-0.040239483,0.10335238932999999,85678.85457253456,0.9178429245948792,1857,0.1426597,44794
11,14.95,2.6698427,-0.080095276,58.635223,62.400318160041564,-0.090326555,0.10198140076,85969.01597261429,0.4747025966644287,1868,0.07929881,45049
20,14.62,4.7233725,-0.14170118,36.758682,61.60760914425141,-0.04506462,0.10372500867000004,86389.45388960838,0.7744705229997635,1888,0.16632688,45299
15,14.84,4.6082296,-0.1382469,24.141762,61.53636320202132,-0.077700496,0.10325259803000002,86800.62389039993,0.8740426450967789,1903,0.3020553,45565
