loss_pol_entpen,EpThisIter,EpLenMean,TimeElapsed,ev_tdlam_before,loss_vf_loss,TimestepsSoFar,loss_ent,EpExecMean,loss_kl,EpisodesSoFar,loss_pol_surr,EpRewMean
-0.17947327,5,17.18,84919.19633340836,0.8598558604717255,41.694992,26178,5.982443,0.052385112719999995,0.06717336,960,-0.097328566,72.26003125350833
-0.17358497,7,20.23,85610.00131845474,0.7828850150108337,23.015537,26619,5.786166,0.053671580090000004,0.10965715,967,-0.14454888,68.38796628270937
-0.122793995,23,17.67,86630.42867350578,0.8356604725122452,82.47186,26872,4.0931334,0.05753439950999999,0.07481358,990,-0.09156222,69.75524114447933
-0.12725024,21,17.28,87571.21828556061,0.8554875701665878,55.524773,27116,4.2416744,0.06173788375000001,0.10533562,1011,-0.08501283,68.68893058352802
-0.14148821,15,18.33,88438.06786131859,0.8763420954346657,40.472107,27377,4.7162733,0.06702810187000001,0.07660563,1026,-0.08204243,65.98249907033814
-0.14034992,18,18.45,89409.18935918808,0.9003711193799973,42.010933,27642,4.6783304,0.06902979982,0.07644009,1044,-0.0775976,65.11186238591952
-0.13262555,17,13.55,90386.99045801163,0.9245521724224091,32.14398,27883,4.420851,0.06768047669,0.08699608,1061,-0.06463623,70.40018122621403
-0.12878107,20,13.74,91275.4358959198,0.8681179732084274,80.80379,28154,4.292702,0.06655580988,0.053692102,1081,-0.048286125,70.99410184096826
-0.118695624,11,14.73,92042.20134305954,0.657481461763382,53.710472,28382,3.956521,0.06743012917,0.21309319,1092,-0.104583636,69.90991100989464
-0.123987496,16,15.83,92944.56737971306,0.811385989189148,65.291046,28653,4.1329165,0.06598989924000001,0.059727415,1108,-0.07714443,69.33804678755064
-0.13387263,17,15.49,93940.41603755951,0.9010669812560081,34.428593,28913,4.462421,0.06241883617999999,0.12470594,1125,-0.08325554,71.03568003238045
-0.13366616,16,15.68,94978.52631688118,0.9527008421719074,16.073065,29180,4.4555387,0.05773540195,0.08676336,1141,-0.105391234,72.52799468484834
-0.13276872,11,16.99,95835.85173630714,0.8198111951351166,44.096565,29436,4.425624,0.05859769875,0.068806544,1152,-0.0851947,71.06771167265023
-0.13466209,16,16.97,96782.23373317719,0.919180765748024,34.63955,29693,4.488736,0.05846072954999999,0.04596049,1168,-0.06431307,71.34778478410982
-0.13169369,13,17.61,97601.03124856949,0.8974262475967407,39.149384,29915,4.38979,0.055972566099999996,0.06955485,1181,-0.07564139,71.68654337698325
-0.12959881,17,16.98,98579.10904073715,0.8249184638261795,94.37523,30202,4.3199606,0.0544860775,0.07579313,1198,-0.067585975,72.77971518326405
-0.13603762,16,17.16,99559.92149281502,0.9153662696480751,27.732254,30456,4.5345874,0.05573059749,0.07532184,1214,-0.08291426,72.35519343212457
-0.13519368,18,16.93,100575.19098067284,0.9196916744112968,37.375065,30714,4.506456,0.0551825725,0.058847547,1232,-0.07655622,72.73332478429595
-0.13805073,18,15.61,101572.04078960419,0.9608729183673859,18.164373,30970,4.6016912,0.05836338134,0.060317174,1250,-0.055046286,73.06942707888685
-0.14199805,13,16.07,102461.74793100357,0.8895117044448853,38.080696,31229,4.7332687,0.06140280975999999,0.07221793,1263,-0.07870857,71.69148400300142
-0.13489248,21,14.92,103466.67732429504,0.9443305246531963,28.111284,31488,4.496416,0.06222006943,0.062498875,1284,-0.0870062,72.34399370625623
-0.124327235,18,14.86,104501.68113136292,0.9468532539904118,31.817823,31741,4.1442413,0.06103895551,0.048253033,1302,-0.05399901,72.82790579690382
-0.118161276,15,14.9,105336.79901051521,0.780738577246666,88.550095,31993,3.938709,0.057990143220000005,0.058566656,1317,-0.054626316,73.57243972855179
-0.11856334,20,14.71,106291.25362944603,0.9610775411128998,20.605783,32249,3.9521112,0.059826417199999996,0.070836104,1337,-0.06704131,72.63217576751066
-0.12209107,23,13.51,107405.5170276165,0.9747767653316259,15.176138,32511,4.069702,0.05276630783,0.0627667,1360,-0.067423575,75.90701058618531
-0.1263635,20,13.17,108505.32510995865,0.9464525692164898,30.786074,32755,4.2121162,0.05121825617,0.038517248,1380,-0.04339073,76.96203925747565
-0.14057525,17,13.44,109464.2242732048,0.9385224133729935,26.425526,33014,4.6858416,0.052956123140000005,0.06837773,1397,-0.0543825,75.95448985294209
-0.12489109,20,12.82,110552.49954223633,0.9587698429822922,24.213673,33275,4.1630363,0.05237038246999999,0.06356939,1417,-0.046933837,77.02133969962007
-0.13543984,18,12.99,111579.49388337135,0.9367310255765915,34.648678,33524,4.5146613,0.047572465079999994,0.06423605,1435,-0.03619782,78.93426331104087
-0.14715196,15,13.76,112651.6020591259,0.9147304818034172,36.314983,33783,4.9050655,0.04565479313,0.06185049,1450,-0.07046822,79.09758798365223
-0.15437506,17,14.6,113688.53185081482,0.8534062653779984,26.523354,34048,5.1458354,0.04811991875000001,0.044167656,1467,-0.058610443,77.72631766208737
-0.14897168,14,15.22,114727.57919764519,0.858204111456871,40.969837,34291,4.965723,0.0514329595,0.06593911,1481,-0.080212355,75.88209364464088
-0.14703077,15,15.55,115665.2008137703,0.8878080099821091,45.36161,34556,4.901026,0.04890028825,0.062160052,1496,-0.09163548,76.6079881314087
-0.13342594,14,16.29,116533.72433614731,0.9307350739836693,18.644192,34807,4.447531,0.05234663084999999,0.068786524,1510,-0.10728392,74.76678433600964
-0.12787521,15,16.7,117451.20310997963,0.9247002825140953,36.308674,35054,4.2625074,0.05457214712,0.049795732,1525,-0.05843716,73.5933972100786
-0.14117539,17,16.93,118330.93913054466,0.8437213748693466,62.356674,35328,4.7058463,0.06212299836000001,0.07893133,1542,-0.06041581,70.63269930607123
-0.12631802,18,16.45,119264.85290694237,0.9118906036019325,45.19702,35577,4.2106004,0.0674694799,0.039094485,1560,-0.06764897,69.05486617171097
-0.13399981,19,15.7,120326.4072842598,0.9403615929186344,24.88036,35828,4.4666605,0.06483296793,0.114089265,1579,-0.08529186,70.33803252404051
-0.13507445,16,15.58,121337.66566801071,0.8417823016643524,50.41813,36092,4.502482,0.06894717335999999,0.088237554,1595,-0.10853188,68.61438384686765
-0.11956169,13,15.68,122118.90395212173,0.6751713156700134,110.736755,36336,3.9853897,0.06647098977,0.13029937,1608,-0.09398662,69.1812625857185
-0.122792535,18,15.2,122973.80211544037,0.7646060585975647,123.90062,36594,4.0930843,0.07040307288000001,0.09715667,1626,-0.06736857,68.13316889653385
-0.13444334,17,15.16,123995.48727250099,0.8471836596727371,56.96003,36855,4.4814444,0.06460048026000001,0.08152838,1643,-0.0836328,70.15560864150027
-0.14005664,14,15.69,125065.5411362648,0.8966622725129128,42.64973,37096,4.6685553,0.06181278429999999,0.07331815,1657,-0.09883731,70.65279304865386
-0.14386775,14,16.48,126027.92766261101,0.8268127888441086,65.54513,37372,4.795592,0.06427479361999999,0.05101195,1671,-0.066547066,69.19253565668693
-0.13826694,16,16.78,126997.10641479492,0.9039374142885208,49.807217,37620,4.608898,0.05871185086,0.09253643,1687,-0.09257864,71.40370112259988
-0.14537427,16,16.12,128002.56609225273,0.9239061698317528,33.201965,37883,4.845809,0.05584587257999999,0.05106204,1703,-0.0769811,73.33424780443863
-0.14175235,16,16.15,129009.58329033852,0.9467219151556492,23.334154,38143,4.725078,0.05366705292999999,0.056035373,1719,-0.06711414,74.25245654943042
-0.12910926,18,16.43,129975.34275722504,0.8911586031317711,35.37621,38386,4.3036423,0.05585545554,0.064539045,1737,-0.08252274,73.21578249409518
-0.13119926,19,15.69,131082.59852695465,0.9430399462580681,27.5817,38632,4.3733087,0.05777686189000002,0.039701,1756,-0.059945688,73.34124398318502
-0.13248888,17,15.06,132151.28512001038,0.956566970795393,21.45513,38903,4.416296,0.05443848838000001,0.051976144,1773,-0.06424306,75.14529183386482
-0.0631176,7,14.86,132471.40391421318,0.5938384234905243,36.610226,38983,2.1039202,0.05357726714,0.12302093,1780,-0.10695867,75.62544658108568
-0.119350314,10,17.5,133138.98795318604,0.662268877029419,64.63724,39415,3.9783437,0.05799762887,0.13541456,1790,-0.07374762,71.57296169351713
-0.116964184,24,16.09,134241.5625011921,0.8410549163818359,87.173416,39677,3.8988066,0.06317371723,0.08919976,1814,-0.085734405,70.85051356551249
-0.14117543,16,16.39,135290.48746204376,0.8505250662565231,77.70961,39917,4.705848,0.06390905371,0.09034406,1830,-0.07534637,70.02100037711094
-0.06706448,4,18.72,135532.3862798214,0.16481435298919678,244.51865,40183,2.2354827,0.06574571533000001,0.061292697,1834,-0.031486075,67.21400749572454
-0.1623097,5,19.23,136177.36326503754,0.7840571701526642,64.32556,40343,5.410324,0.0648941266,0.14588961,1839,-0.10397605,67.05616037339257
-0.15631579,10,21.51,136983.28885865211,0.8833994120359421,31.176811,40703,5.2105265,0.06122610429000001,0.08477135,1849,-0.105889454,66.05842310921243
-0.1283659,17,21.58,137890.7688164711,0.8733547031879425,75.52957,40957,4.278864,0.05973712022000001,0.020923845,1866,-0.050995752,66.28240604902456
-0.13702455,18,18.98,138879.8315258026,0.8895535469055176,56.940865,41214,4.5674853,0.05797664217,0.0358069,1884,-0.05847894,69.30463604078919
-0.13139117,16,19.31,139840.0690624714,0.9071272313594818,48.993767,41456,4.3797054,0.051283556409999986,0.027697507,1900,-0.04757153,71.15017262832276
-0.1388992,16,20.08,140714.2438700199,0.8942352533340454,45.785175,41713,4.629974,0.05011911017,0.04375295,1916,-0.049892135,70.89866701643828
-0.12970254,15,20.3,141578.0776450634,0.6296545267105103,67.02934,41971,4.323418,0.05374243895,0.03015903,1931,-0.016972952,69.67142923436647
-0.12936936,17,15.51,142564.94903683662,0.9369202926754951,18.028511,42237,4.312312,0.05151604548999999,0.048115462,1948,-0.057886787,75.125101484231
-0.13515325,19,15.26,143571.923913002,0.8970432057976723,47.730885,42496,4.505109,0.05210761581000001,0.04184783,1967,-0.048210744,75.25281605395153
-0.13650987,16,15.42,144507.37508821487,0.9096827432513237,39.656517,42737,4.550329,0.05587499082,0.034288485,1983,-0.038091414,73.91825947913563
-0.13326973,19,15.13,145476.08497047424,0.9365567564964294,34.553284,43002,4.442324,0.058204616630000004,0.03598276,2002,-0.059207406,73.5510323395692
-0.14422482,15,15.18,146301.96691203117,0.8850992321968079,51.405968,43260,4.807494,0.057924217150000006,0.07636999,2017,-0.050365023,73.57217405652003
-0.13276674,17,14.75,147237.24628281593,0.9380874335765839,29.918875,43497,4.425558,0.05991875015,0.036092646,2034,-0.07600851,73.53386628456894
-0.12626094,16,15.0,148189.08730793,0.9434875249862671,31.642147,43763,4.2086983,0.060057427690000005,0.045804583,2050,-0.05749953,73.38879020561859
-0.105500504,21,14.8,149153.47120976448,0.9425061941146851,42.918476,44025,3.5166836,0.05432732125999999,0.030344497,2071,-0.05509162,75.38131769083736
-0.12257187,20,14.22,150170.17438697815,0.9703368376940489,16.932878,44268,4.085729,0.05066310736,0.046262547,2091,-0.06863958,77.06234253197121
-0.11971828,19,14.29,151170.95686674118,0.9363104924559593,36.265694,44544,3.9906096,0.05396565443,0.030193523,2110,-0.04197148,75.8447067683554
-0.01895991,3,14.28,151338.69834971428,0.5596998035907745,26.930065,44579,0.631997,0.05390500216000001,0.010814084,2113,-0.033728577,75.8344213271155
-0.0124053685,0,14.28,151350.05763483047,-0.25790226459503174,7.428673,44579,0.4135123,0.05390500216000001,0.016721023,2113,0.0023305863,75.8344213271155
-0.013083145,0,14.28,151388.90399456024,-0.2196880578994751,11.557775,44579,0.43610483,0.05390500216000001,0.0009948941,2113,-0.0028033704,75.8344213271155
-0.08819927,29,19.51,152461.5232746601,0.4982001781463623,105.26886,45566,2.939976,0.04794650282000001,0.06837574,2142,-0.03931704,71.97299591225716
-0.10838112,21,18.94,153449.33204460144,0.9168468937277794,33.379883,45817,3.6127043,0.04963272144,0.041969936,2163,-0.039128296,71.77490338305128
-0.10613078,22,18.72,154490.58342957497,0.9704678524285555,14.63692,46075,3.5376925,0.05081313897999999,0.024676628,2185,-0.03994216,71.58121764542277
