#{"t_start": 1534519364.175777, "env_id": "HalideHarris-v4"}
r,l,t,best_exec,best_schedule
92.85333,7,16.393957,0.00759056,"shifted.compute_root(); shifted.gpu_tile(x, y, xi, yi, 16, 64); "
86.299778,15,53.721157,0.004635226,"shifted.bound(x, 0, 3848); shifted.gpu_tile(x, y, xi, yi, 32, 8); "
13.297658,105,139.09604,0.004649264,n/a
96.452625,5,147.098095,0.003623436,"shifted.gpu_tile(x, y, xi, yi, 128, 8); shifted.unroll(xi, 2); "
-41.356345,50,164.432268,0.160699346,n/a
-77.941598,204,427.884099,0.006233055,n/a
-89.0,103,508.039821,0.004751861,n/a
-15.894304,19,520.441151,0.006888446,n/a
58.691248,44,552.271143,0.002043835,"shifted.bound(y, 0, 2568); shifted.gpu_tile(x, y, xi, yi, 128, 8); shifted.unroll(yi, 4); "
91.289734,14,585.714631,0.004701715,n/a
18.946922,85,639.830473,0.006029817,n/a
54.244926,54,683.591486,0.004998331,n/a
40.490396,72,751.983527,0.003373404,n/a
74.113729,29,802.267512,0.005866808,n/a
-56.782542,63,826.690516,0.003230159,n/a
42.401381,63,854.505428,0.003962654,n/a
-1.0,2,858.524761,0.005124744,n/a
-25.517701,29,872.617086,0.003119042,n/a
77.297109,25,888.204625,0.004652896,n/a
72.05894,30,935.032377,0.006229493,n/a
85.425673,16,966.78753,0.010421507,n/a
-194.0,223,1135.654281,0.004756401,n/a
79.290178,24,1151.188609,0.004698781,n/a
76.315224,29,1177.326356,0.004532979,n/a
-35.0,38,1188.315187,0.00631477,n/a
72.058064,30,1197.199276,0.006235291,n/a
80.685097,23,1212.558878,0.002084553,n/a
89.45559,13,1225.868983,0.00360381,n/a
81.27968,27,1275.172577,0.004768274,n/a
81.210003,20,1298.108094,0.005229506,n/a
75.409678,26,1308.819015,0.010274351,n/a
92.70088,9,1331.863996,0.001980071,"shifted.gpu_tile(x, y, xi, yi, 32, 16); shifted.unroll(yi, 4); "
89.058054,12,1343.422617,0.00623536,n/a
93.154539,9,1355.161803,0.005596662,n/a
74.688409,33,1389.625673,0.002062623,n/a
88.45502,15,1413.690998,0.003607582,n/a
-14.967061,17,1421.809824,0.004540591,n/a
49.292309,57,1446.723397,0.004684674,n/a
97.423404,3,1454.801644,0.010436522,n/a
-12.947184,16,1467.7423,0.004880718,n/a
94.291728,8,1478.378876,0.004688515,n/a
83.012549,23,1511.020483,0.006536585,n/a
69.142648,35,1538.69327,0.005675373,n/a
82.209624,22,1555.949141,0.00523202,n/a
-25.0,33,1597.898686,0.661965673,n/a
-2.0,4,1609.219739,0.661965673,n/a
92.481675,9,1620.21315,0.010050789,n/a
77.288363,25,1648.638163,0.004710795,n/a
75.425841,27,1676.076759,0.01042039,n/a
-1.0,3,1683.008518,0.004711144,n/a
-7.432449,128,1785.917544,0.016101978,n/a
80.287793,22,1805.741839,0.004714566,n/a
-1.0,2,1808.694538,0.005593169,n/a
92.210668,10,1816.054062,0.005225106,n/a
90.772808,11,1823.748958,0.008123589,n/a
-6.0,7,1827.561862,0.004697804,n/a
99.055089,2,1829.91181,0.006254985,n/a
96.288479,5,1837.861237,0.004710026,n/a
-9.0,13,1869.713873,0.661965673,n/a
-7.0,8,1873.965949,0.004786014,n/a
95.286442,6,1889.259489,0.004723506,n/a
91.288289,10,1900.602561,0.004711283,n/a
96.152766,5,1908.170834,0.005608395,n/a
94.056651,7,1927.516093,0.006244649,n/a
96.037396,5,1931.286219,0.006372109,n/a
93.047735,9,1951.438367,0.006303665,n/a
0.0,1,1955.221505,0.004696058,n/a
89.153294,12,1965.969984,0.005604903,n/a
48.435288,34,1987.933515,0.169229621,n/a
83.211016,21,2028.066557,0.005222801,n/a
-11.0,13,2037.416557,0.661965673,n/a
94.047398,7,2045.337608,0.0063059,n/a
0.0,1,2047.164412,0.173145551,n/a
99.210288,2,2049.741583,0.00522762,n/a
90.058455,13,2078.910016,0.006232706,n/a
97.290663,4,2081.495489,0.004695569,n/a
95.291148,7,2097.073148,0.004692356,n/a
98.288616,3,2104.505482,0.004709118,n/a
97.281431,4,2116.243937,0.004756681,n/a
-1.0,2,2120.451842,0.004710934,n/a
-2.697346,6,2131.924423,0.003108565,n/a
95.42716,5,2143.746061,0.010411659,n/a
98.288373,3,2155.47173,0.004710725,n/a
95.042523,7,2168.5414,0.006338166,n/a
-2.965975,5,2176.988321,0.005007062,n/a
99.287603,2,2184.649606,0.004715823,n/a
0.0,1,2188.408323,0.006242554,n/a
-1.507931,3,2197.752662,0.001976438,"shifted.gpu_tile(x, y, xi, yi, 32, 16); shifted.unroll(yi, 4); "
99.208358,2,2201.801022,0.005240401,n/a
52.61784,51,2219.404731,0.022388741,n/a
95.057147,6,2235.187697,0.006241366,n/a
46.094066,50,2265.661085,0.072193538,n/a
96.31533,6,2277.498257,0.00453228,n/a
67.211544,41,2313.350643,0.005219309,n/a
89.261554,13,2323.619598,0.004888261,n/a
-7.0,9,2340.497867,0.661965673,n/a
85.365108,13,2363.108192,0.050540366,n/a
83.287,19,2406.493455,0.003010858,n/a
-2.0,3,2410.479489,0.006306878,n/a
90.290093,12,2425.095894,0.004699341,n/a
-4.0,5,2428.942793,0.010417875,n/a
95.041911,6,2440.099977,0.006342217,n/a
95.177128,7,2452.363899,0.005447131,n/a
94.622518,4,2467.087565,0.028977428,n/a
91.056936,11,2482.960636,0.006242763,n/a
0.0,1,2487.119256,0.006251284,n/a
67.071787,7,2492.879642,0.184875185,n/a
87.500746,16,2505.114088,0.00330489,n/a
95.543803,9,2534.821579,0.003019867,n/a
-2.0,3,2539.131643,0.008142586,n/a
95.288711,6,2550.8808,0.00470849,n/a
95.687671,7,2567.403126,0.002067512,n/a
98.155478,4,2575.446399,0.005590446,n/a
86.288342,17,2591.233143,0.004710934,n/a
95.288268,6,2595.097733,0.004711423,n/a
95.099286,6,2606.118146,0.00596242,n/a
90.056746,11,2613.780477,0.00624402,n/a
90.290494,11,2629.601764,0.004696687,n/a
90.425546,10,2641.742113,0.010422345,n/a
94.10263,8,2653.665352,0.00594028,n/a
56.068472,56,2714.436013,0.012786053,n/a
91.288194,10,2733.575001,0.004711912,n/a
96.210753,6,2746.116239,0.005224547,n/a
90.426306,12,2764.881438,0.010417317,n/a
-3.0,4,2768.690837,0.006233963,n/a
94.250349,8,2777.284574,0.004962433,n/a
92.28889,10,2785.020459,0.004707302,n/a
-1244.312456,1370,3920.814041,0.002068349,n/a
-1.0,2,3923.661106,0.00469955,n/a
-4.0,5,3928.011728,0.010471234,n/a
72.105719,4,3937.322889,0.171411253,n/a
-3.0,5,3943.157623,0.661965673,n/a
