EpisodesSoFar,EpRewMean,EpLenMean,EpThisIter,loss_ent,TimeElapsed,loss_pol_entpen,loss_kl,loss_pol_surr,EpExecMean,ev_tdlam_before,TimestepsSoFar,loss_vf_loss
8004,78.08017337315918,3.43,17,1.1238511,69387.22857832909,-0.03371553,0.0020399084,-0.00926283,0.020478744570000002,0.8523941487073898,42817,165.40167
8065,73.44996303373271,5.78,61,1.9530438,69847.58463454247,-0.058591314,0.0007677663,-0.003962718,0.01732766992,0.9570727199316025,43261,70.161026
8105,76.58900132897071,4.53,40,1.5232418,70141.52345848083,-0.045697253,0.0025352382,-0.011492401,0.012810839970000001,0.8931175619363785,43515,117.084854
8146,71.76721506690573,5.69,41,1.7615504,70483.7503194809,-0.05284651,0.0006008377,-0.0014408538,0.014754260290000003,0.7932590991258621,43775,267.989
8222,73.02490275859063,4.48,76,2.0920455,71084.55880832672,-0.06276137,0.0011437132,-0.0018313266,0.01909777772,0.8833949044346809,44029,228.2818
8303,78.62530719793078,3.32,81,2.2140474,71703.17423987389,-0.06642143,0.0012453839,-0.0047309734,0.010618086260000003,0.8942075595259666,44288,217.95534
8365,73.70985650248362,3.68,62,2.2179575,72242.80752539635,-0.06653872,0.00087596435,-0.0035725879,0.01703049946,0.8131702840328217,44544,305.69653
8434,72.0693746909139,3.91,69,2.395505,72810.41441512108,-0.07186515,0.0017664211,-0.005674945,0.01948082791,0.8051278442144394,44798,343.6253
8496,82.08382549751941,3.78,62,2.2132099,73294.00721406937,-0.066396296,0.00060118537,-0.002286302,0.018711345219999998,0.9418748691678047,45056,98.20613
8543,78.85107733412636,4.79,47,1.7845557,73666.22038912773,-0.053536672,0.00058277335,-0.0031386893,0.01599021216,0.8386715948581696,45309,244.32608
8597,78.62550850475898,4.7,54,2.1878052,74146.56586408615,-0.065634154,0.00035471696,-0.0022975113,0.017401594890000004,0.9439164251089096,45528,85.32463
8620,73.45291722345851,6.85,23,1.3642769,74364.8853418827,-0.040928304,0.00034959012,-0.003956467,0.01926335607,0.7331675291061401,45823,297.99176
8693,65.43072726981117,5.79,73,1.9965203,74898.9319896698,-0.0598956,0.00039115787,-0.0035411678,0.013620697150000001,0.9645772986114025,46079,57.84536
8757,77.53646854040119,3.85,64,1.851113,75386.29967665672,-0.05553339,0.0003484774,-0.0024873689,0.0121815686,0.9276078119874,46330,129.53558
8832,83.19734196560069,3.94,75,2.2585325,76000.38009762764,-0.06775597,0.00037902797,-0.0037245397,0.011817935809999998,0.8554922193288803,46587,281.19586
8905,81.59686885014655,3.44,73,2.1943512,76592.72507405281,-0.065830536,0.0005378774,-0.0033595078,0.01620283347,0.8758187890052795,46847,251.99557
8948,81.22095876050057,4.2,43,1.6773856,76939.55886125565,-0.050321568,0.00017203134,-0.002014082,0.015538714029999998,0.8565431088209152,47074,201.16122
8975,74.3838062234082,6.23,27,1.4912124,77189.25438284874,-0.04473637,0.0008701272,-0.007938364,0.019167463220000003,0.9008113294839859,47358,129.93121
9038,74.04103027579498,5.81,63,2.1723192,77742.1139948368,-0.06516958,0.0002465215,-0.0017425278,0.011578947979999999,0.9467672407627106,47615,87.6232
9109,79.32447785676946,3.86,71,2.2240713,78359.61197042465,-0.06672214,0.0004120976,-0.00396733,0.01816498802,0.8247806876897812,47872,332.42377
9180,82.42738840470057,3.46,71,2.2076697,78958.94395899773,-0.06623008,0.000294031,-0.0023714378,0.01842026842,0.8579710870981216,48118,273.49026
9207,84.18170062044894,5.16,27,1.453424,79196.98770213127,-0.043602716,0.00031415437,-0.0048364718,0.01742493583,0.8618456274271011,48384,204.17317
9280,77.09788228813491,5.2,73,2.2416532,79791.90918374062,-0.067249596,0.00011856646,-0.0017533507,0.02108487961,0.9026961177587509,48638,179.05727
9349,73.15372807461272,3.75,69,2.2038324,80343.813341856,-0.06611497,0.00034466357,-0.0005578082,0.015163723680000003,0.9543569721281528,48895,78.52187
9425,77.75260634304824,3.36,76,2.204657,80930.67527365685,-0.06613971,0.00020443047,-0.0027204081,0.023007403410000005,0.759947344660759,49152,483.1852
9486,79.00149914031871,3.69,61,2.4576852,81518.91176056862,-0.07373056,0.00011558718,-0.0014586058,0.020055547609999995,0.9462047144770622,49407,86.26059
9564,77.33907005318386,3.2,78,2.1432772,82114.04712605476,-0.06429831,5.728558e-05,-0.0007796511,0.00997633565,0.9726767092943192,49659,51.109314
9640,78.65288167075393,3.32,76,2.339252,82701.38381433487,-0.070177555,2.6313533e-05,-0.00066510215,0.012206721959999998,0.913219153881073,49918,159.25706
9725,82.831221488565,3.05,85,2.2080646,83359.6201183796,-0.066241935,6.921056e-05,-0.0008622017,0.01025303848,0.8926460072398186,50176,227.54611
9797,81.82405441997898,3.15,72,2.1872158,83950.31771087646,-0.06561647,2.3503148e-05,-0.0005012248,0.010086205089999998,0.9274084195494652,50415,137.65802
9871,80.85256651746352,3.68,74,2.3604472,84560.52980136871,-0.07081341,8.890012e-06,-0.00019762944,0.015373975969999999,0.968611091375351,50686,58.79326
9938,81.41305223153165,3.75,67,2.3567438,85146.58397269249,-0.070702314,2.8094566e-06,-0.0002628807,0.01730004493,0.9512877240777016,50942,84.28043
10005,77.74269453210755,3.8,67,2.4076285,85710.49781703949,-0.07222885,8.51041e-07,-0.00011056475,0.027654736660000005,0.9049195200204849,51200,155.28812
