loss_kl,ev_tdlam_before,TimestepsSoFar,loss_pol_surr,loss_vf_loss,EpLenMean,EpThisIter,EpExecMean,loss_ent,EpisodesSoFar,EpRewMean,loss_pol_entpen,TimeElapsed
3.5785217e-06,-0.3297605514526367,8483,-5.4393895e-06,2.1982152,6.87,0,0.0015162464300000004,0.030951176,852,73.28152362701054,-0.00092853524,9046.75978255272
7.1385407e-06,-0.2758035659790039,8483,8.288771e-08,14.809807,6.87,0,0.0015162464300000004,0.032948527,852,73.28152362701054,-0.0009884558,9052.915996313095
1.0730348e-05,-0.021387815475463867,8483,-0.0005277693,14.292956,6.87,0,0.0015162464300000004,0.031471472,852,73.28152362701054,-0.00094414415,9058.978402614594
5.514661e-06,-0.018462657928466797,8483,3.7252903e-09,12.247841,6.87,0,0.0015162464300000004,0.033189353,852,73.28152362701054,-0.0009956806,9064.513995885849
2.6877984e-05,-0.020860910415649414,8483,-4.2561442e-07,10.900652,6.87,0,0.0015162464300000004,0.037143677,852,73.28152362701054,-0.0011143103,9071.322920799255
5.936983e-06,-0.02139890193939209,8483,-3.0876603e-05,9.725092,6.87,0,0.0015162464300000004,0.038665418,852,73.28152362701054,-0.0011599625,9078.128072500229
1.0497784e-05,-0.021773219108581543,8483,-0.00010609999,8.676713,6.87,0,0.0015162464300000004,0.03876466,852,73.28152362701054,-0.0011629397,9085.240437746048
1.813306e-05,-0.022102713584899902,8483,-0.00021408871,7.7277136,6.87,0,0.0015162464300000004,0.038111124,852,73.28152362701054,-0.0011433337,9091.241778850555
1.8184235e-05,-0.022469639778137207,8483,1.9744039e-07,6.8631735,6.87,0,0.0015162464300000004,0.041511234,852,73.28152362701054,-0.001245337,9097.092926740646
1.216073e-05,-0.022919297218322754,8483,-0.00010578148,6.1066914,6.87,0,0.0015162464300000004,0.04341268,852,73.28152362701054,-0.0013023805,9102.100605726242
0.0019403592,-0.02323472499847412,8483,-0.0015152628,5.410981,6.87,0,0.0015162464300000004,0.08003893,852,73.28152362701054,-0.0024011678,9107.861108779907
0.00010183499,-0.023699402809143066,8483,-0.0007604398,4.797724,6.87,0,0.0015162464300000004,0.072359435,852,73.28152362701054,-0.002170783,9114.33891415596
0.00014986937,-0.024082660675048828,8483,-0.00052179676,4.243668,6.87,0,0.0015162464300000004,0.06437028,852,73.28152362701054,-0.0019311084,9119.299165010452
0.13423541,0.8287374377250671,8483,-0.007810563,56.988747,6.87,0,0.0015162464300000004,0.727067,852,73.28152362701054,-0.02181201,9129.330437660217
0.03726729,0.6287875771522522,13704,-0.044385105,198.95184,57.58,36,0.0014877122200000002,1.2018899,888,25.29672486739445,-0.036056697,9382.034900426865
0.05662918,0.8569044768810272,14050,-0.055685252,203.11586,57.29,28,0.00163108038,1.8025112,916,22.4977331184063,-0.054075338,9583.945024251938
0.043848947,0.8702328354120255,14336,-0.042889293,153.15453,3.87,78,0.00195689138,1.57563,994,72.11593838672032,-0.047268897,10084.249326467514
0.072715245,0.8927700817584991,14590,-0.058484577,109.43494,3.53,65,0.00194852992,2.4997916,1059,70.90194462767016,-0.07499376,10542.918895483017
0.06039939,0.9046234637498856,14846,-0.06778547,42.156925,4.26,55,0.0019216451899999997,2.0878162,1114,64.9703730128683,-0.06263448,10922.459994316101
0.06419192,0.9239120930433273,15098,-0.06555794,53.55178,4.83,50,0.0014746854899999997,2.125163,1164,69.91498241683612,-0.063754894,11325.013043403625
0.09630594,0.9264515936374664,15360,-0.051018845,40.944485,5.01,53,0.00201056923,2.3017435,1217,68.71714011108031,-0.069052294,11695.886909723282
0.08426252,0.9517607726156712,15613,-0.090470515,44.246616,3.7,68,0.0033161200500000003,2.1665103,1285,71.37401395724618,-0.06499531,12228.29405117035
0.08718336,0.9188356474041939,15695,-0.079266965,29.296581,3.8,21,0.00332369922,2.9845548,1306,78.16875867936974,-0.089536645,12389.627640724182
0.05934717,0.9788181353360415,16127,-0.036612056,47.38216,5.1,80,0.0014086219,2.0386033,1386,78.87064507378683,-0.061158095,12941.344950914383
0.05664615,0.8895553648471832,16375,-0.04575797,47.31534,3.54,66,0.0018708189,2.3392577,1452,74.25225290873539,-0.070177734,13389.390018701553
0.053909034,0.9802116174250841,16633,-0.06157091,36.414116,3.93,65,0.0020513908099999995,2.3867168,1517,74.003721151707,-0.07160151,13849.082735300064
0.07480333,0.9698168318718672,16894,-0.05033636,25.494637,4.36,55,0.00170175695,2.1564085,1572,63.88340422542358,-0.06469226,14224.328176021576
0.10652651,0.974176712334156,17150,-0.04396054,32.401814,4.36,66,0.00171201307,1.881916,1638,61.81394557610719,-0.056457482,14680.221276283264
0.05447708,0.9795763567090034,17406,-0.055274468,27.10763,3.1,80,0.00138338619,1.9292872,1718,71.0176764853968,-0.057878617,15213.701881408691
0.08085618,0.9771563690155745,17663,-0.055195525,40.445656,3.29,77,0.0013782150500000001,2.0078588,1795,77.72596836201413,-0.06023576,15788.495515823364
0.03462262,0.990074772387743,17919,-0.036949165,10.266862,3.6,69,0.0014004531999999997,2.1087072,1864,69.44489762344318,-0.06326121,16297.863918066025
0.041609455,0.993529156781733,18174,-0.040523194,10.973609,3.23,84,0.0013595996000000002,2.0400107,1948,72.51941778456039,-0.061200313,16880.65993618965
0.033320367,0.9739676322788,18432,-0.044517376,34.667114,3.55,66,0.0014532504899999999,2.2414088,2014,71.53246105748778,-0.06724227,17421.05823659897
0.032085933,0.995067635551095,18687,-0.032526895,6.675599,4.07,60,0.0015711571600000001,2.092818,2074,75.48412433502074,-0.06278454,17972.020672559738
0.03991662,0.9812523946166039,18944,-0.04354082,14.086205,4.11,65,0.0011760643200000003,2.279326,2139,80.5726411824629,-0.068379775,18557.907938480377
0.029960427,0.9891799250617623,19196,-0.029834725,7.3459272,4.23,56,0.0009940328,1.9518003,2195,77.54225720207174,-0.058554012,19099.15483236313
0.03795161,0.994035392999649,19453,-0.028777832,9.238358,3.7,76,0.0013444181500000003,2.180502,2271,69.26673320037001,-0.065415055,19736.91773700714
0.029436352,0.9962612169329077,19712,-0.034279726,5.30058,3.8,66,0.0007388418400000001,2.3155453,2337,68.86720294991237,-0.06946636,20362.027149438858
0.07367888,0.9911717213690281,19968,-0.053311996,7.842331,4.74,45,0.0008915624,2.1748319,2382,68.6770778772184,-0.06524495,20845.694858312607
0.02354715,0.9839314669370651,20221,-0.027145525,23.62031,4.47,63,0.0016640935199999998,1.8296105,2445,71.01255515961454,-0.05488831,21438.186471939087
0.032606386,0.9980629024794325,20477,-0.030716315,3.7475624,3.65,70,0.0007494654,1.8365601,2515,73.37356709899264,-0.0550968,22127.521758794785
0.021713188,0.9962919512763619,20736,-0.02481912,6.030752,3.6,70,0.00090749174,1.8321161,2585,74.16016416156995,-0.05496348,22805.445809841156
0.053539783,0.9840144868940115,20985,-0.04348255,18.097517,4.23,53,0.0014872170199999998,1.7343965,2638,73.21076565799284,-0.052031893,23389.3716943264
0.08431092,0.9721899051219225,21248,-0.0067560356,24.556957,4.32,65,0.0023288010099999997,1.7215761,2703,67.51857873003111,-0.051647283,24008.886330127716
0.02204308,0.9986606827005744,21503,-0.03237924,3.0340478,3.66,70,0.0020250487300000003,1.7380123,2773,72.77893603319139,-0.05214037,24719.709679365158
0.010433151,0.9517053589224815,21624,-0.02065562,17.092245,3.6,34,0.0013735748,0.81837666,2807,78.34192409771634,-0.0245513,25060.843003988266
0.011476144,-0.2823244333267212,21624,0.0015112385,5.325642,3.6,0,0.0013735748,0.255116,2807,78.34192409771634,-0.0076534795,25066.00105524063
0.038191013,0.9710977897047997,22271,-0.020253995,14.592531,7.43,72,0.00118259939,1.5784167,2879,80.19157713759363,-0.0473525,25731.17290019989
0.028869748,0.9676142558455467,22528,-0.016894173,34.493866,3.64,67,0.0012605219899999999,1.7150955,2946,85.88390242807687,-0.051452864,26364.31891798973
0.0146912355,0.9713826589286327,22783,-0.007110145,3.2810676,3.71,66,0.0010633936100000003,2.0011451,3012,79.57485502183745,-0.060034353,27064.688294649124
0.09566199,0.9884407874196768,23037,-0.04268254,10.866096,4.5,50,0.0015136533800000002,2.0946655,3062,70.2738746775119,-0.06283997,27609.595542430878
0.013652961,0.9889157814905047,23293,-0.02319996,14.25107,4.72,59,0.00237388775,1.9763324,3121,68.76562770528977,-0.059289973,28296.578717947006
0.03756962,0.9993674604338594,23550,-0.038824014,1.170897,4.13,64,0.0012868941499999996,1.7338324,3185,79.23983144751786,-0.052014973,29004.7790453434
0.02877282,0.9624299518764019,23807,-0.03186108,44.476833,4.29,57,0.00110386392,1.8232572,3242,74.85957205194156,-0.054697715,29666.37257695198
0.031985797,0.9901970308274031,24062,-0.019154582,8.219137,4.19,61,0.00098259711,1.764533,3303,78.17419763398136,-0.052935988,30390.250679016113
0.017653638,0.9993159894365817,24316,-0.035036333,0.92936057,4.11,61,0.0006312045399999999,1.7442315,3364,83.09590080051208,-0.05232694,31108.396034240723
0.021261118,0.9879691395908594,24573,-0.012352735,13.9744005,4.33,59,0.0009027914400000001,1.6691561,3423,81.45452839651695,-0.05007468,31796.03487920761
0.03200637,0.9803988300263882,24831,-0.025171977,21.850006,4.38,59,0.0016796241999999996,1.8143449,3482,73.70386960356893,-0.054430343,32475.046879529953
0.016580736,0.99589040922001,25088,-0.0155035,2.2922063,4.38,60,0.0015930021499999997,1.8067815,3542,73.5572677207458,-0.054203443,33137.28584432602
0.0059526917,0.9931817082688212,25342,-0.009723011,7.714349,4.07,63,0.00100895095,1.7452278,3605,67.65363216255352,-0.05235683,33859.050927877426
0.02829176,0.995196748059243,25595,-0.014670681,6.4940777,4.22,59,0.00123180677,1.7263882,3664,75.11636693974889,-0.051791646,34569.16147637367
0.12472453,0.9204244241118431,25856,-0.07140529,21.408524,5.4,34,0.0013106526899999999,1.3291782,3698,76.39266489338864,-0.039875347,34909.299855709076
0.01845696,0.9810889475047588,26111,-0.008098353,26.480305,5.1,67,0.00120775271,1.6675732,3765,75.3469732369024,-0.050027195,35644.91210412979
0.03908112,0.9695957750082016,26366,-0.028196413,37.024734,4.28,56,0.0009568932999999999,1.8005254,3821,78.4479672028133,-0.054015763,36289.888166189194
0.016811615,0.9969780948013067,26621,-0.012682499,3.7662945,4.17,62,0.0007484827099999998,1.738286,3883,69.52530098239343,-0.052148577,37019.807533979416
0.0140776,0.9931253660470247,26878,-0.011303484,9.650587,4.22,60,0.0008905692200000001,1.733486,3943,75.67527071437216,-0.05200458,37734.64956116676
0.013229015,0.9857908021658659,27135,-0.016730731,18.34323,4.41,57,0.00096141905,1.7440088,4000,72.16067420992853,-0.052320264,38402.8316526413
0.016364068,0.9810187723487616,27389,-0.011944516,25.389359,4.31,58,0.00072224759,1.8552413,4058,71.34021318366501,-0.055657238,39160.38134908676
0.017823488,0.999650518031558,27648,-0.039576888,0.48881835,4.49,57,0.00070866482,1.7529832,4115,77.22816803337874,-0.052589495,39881.788043022156
0.0155190425,0.9933789288625121,27901,-0.03447122,8.194296,5.0,46,0.00079042872,1.6253417,4161,79.18837134237016,-0.04876025,40485.14600396156
0.007095174,0.9830162171274424,28158,-0.012797482,19.84633,5.1,54,0.00115937927,1.7929776,4215,72.544611433545,-0.053789325,41181.518362760544
0.012326546,0.9939972599968314,28414,-0.015811956,6.140033,4.51,57,0.0008751797,1.6945338,4272,74.52747791859053,-0.050836015,41917.982224941254
0.006358538,0.981945101171732,28671,-0.011470458,23.945509,4.38,60,0.0008148501400000001,1.7039423,4332,73.96837245473458,-0.051118266,42627.48268151283
0.015697751,0.9992026913678274,28925,-0.033596944,1.0115836,4.18,63,0.00082238951,1.646891,4395,70.4595955482005,-0.049406726,43357.46385359764
0.007695368,0.9909340403974056,29181,-0.008519206,12.853212,3.89,65,0.00069855881,1.5634205,4460,77.53842737040955,-0.04690261,44059.87939977646
0.0070812986,0.9872149527072906,29437,-0.014802193,17.282797,4.25,55,0.0009092217499999999,1.5059539,4515,83.75383404693787,-0.045178615,44712.19801950455
0.009760942,0.9898497685790062,29696,-0.017219912,15.374788,4.12,66,0.00125977954,1.6678293,4581,73.63879946606508,-0.050034873,45396.37674021721
0.02412432,0.973968980833888,29950,-0.016141914,37.807594,3.84,64,0.00107467369,1.7527478,4645,74.97453957870661,-0.052582428,46102.89158797264
0.017413761,0.9960504034534097,30205,-0.020547021,5.3599453,4.28,55,0.0008192914,1.8377502,4700,79.49938166198953,-0.055132505,46768.56974005699
0.01119904,0.9814284946769476,30461,-0.0132679865,27.337551,4.39,62,0.0007459307300000001,1.7971253,4762,78.59955341495875,-0.053913757,47462.186347961426
0.01742968,0.9777119439095259,30720,-0.0062547955,28.018694,4.32,58,0.0009344623399999999,1.8923554,4820,70.14860273368436,-0.05677066,48174.46186232567
0.024781527,0.9861747324466705,30975,-0.020635013,12.790606,5.09,43,0.0009098942799999999,1.7446578,4863,69.8286836435594,-0.052339733,48764.830484867096
0.0077928845,0.9777036290615797,31232,-0.009833453,28.919224,5.12,57,0.00098923199,1.85147,4920,72.83361264738829,-0.055544097,49425.09988117218
0.0070231464,0.9971145568415523,31485,-0.009904786,4.0623612,4.42,60,0.0008801231099999998,1.824686,4980,70.13560493109195,-0.054740578,50175.47806477547
0.008081243,0.9908358631655574,31740,-0.013415204,9.05432,4.61,51,0.0007010018300000001,1.7593019,5031,68.00320021388622,-0.052779056,50822.73982214928
0.01802224,0.9964418630115688,31997,-0.019596808,5.0777464,4.73,56,0.0009130805399999998,1.6747867,5087,73.74294122812837,-0.0502436,51503.07283973694
0.045989603,0.9857870312407613,32254,-0.02930756,17.734995,4.79,53,0.00088795584,1.7209071,5140,82.01933513783563,-0.05162721,52176.89733147621
0.009037535,0.9935593260452151,32509,-0.010614542,9.498911,4.45,62,0.00094315418,1.6429594,5202,79.0399901838719,-0.049288783,52868.38581800461
0.005625194,0.9629256278276443,32767,-0.0072511453,48.92599,4.01,65,0.0013341682800000001,1.6767428,5267,73.73513721112677,-0.050302282,53580.56477355957
0.008586449,0.9967634142376482,33024,-0.018279858,2.5816264,3.98,64,0.0008126516000000002,1.6971973,5331,67.91537781359895,-0.05091592,54332.78150486946
0.004090701,0.985334106720984,33280,-0.011133289,20.111822,4.21,58,0.0008729853700000001,1.6331947,5389,69.43571860692944,-0.048995838,55072.8784763813
0.008919809,0.9745675213634968,33535,-0.008022092,39.401627,3.95,67,0.00160724136,1.6800282,5456,73.13301712260598,-0.050400846,55811.812905073166
0.0049651917,0.9980002387892455,33790,-0.011277125,2.992445,3.67,68,0.00095114603,1.63648,5524,80.9170368368259,-0.0490944,56560.999272823334
0.009234035,0.9942509960383177,34046,-0.012547616,7.307147,3.72,69,0.00083060559,1.7979866,5593,70.35648012770724,-0.0539396,57304.56543445587
0.0073352414,0.9937017974443734,34304,-0.0067417305,7.49531,4.05,60,0.0008178141300000001,1.7352653,5653,70.02583817634684,-0.05205796,58041.85496687889
0.0055715255,0.9587082080543041,34560,-0.009436266,51.26195,4.25,59,0.00106278177,1.7691596,5712,72.14743715141036,-0.053074792,58752.17963171005
0.0070433044,0.995499262586236,34816,-0.007648347,6.93149,4.45,56,0.0008267042300000001,1.6472135,5768,83.42219412905769,-0.0494164,59487.93965673447
0.0066221952,0.9959189905785024,35070,-0.016178194,5.1983423,4.5,57,0.00069820043,1.6761028,5825,81.95221317585896,-0.05028308,60184.25729012489
0.01824544,0.9997263402037788,35327,-0.023873538,0.4032028,4.21,64,0.00070946103,1.5572553,5889,75.91489327156133,-0.04671765,60949.442153692245
0.008940965,0.9892833419144154,35582,-0.011945899,15.050507,3.89,66,0.0007368116699999999,1.6432706,5955,71.52393499888764,-0.049298115,61707.51977086067
0.005294322,0.9975877234246582,35837,-0.017976604,3.351179,4.22,57,0.0009963543700000001,1.5334055,6012,76.4392662688175,-0.046002164,62418.62782764435
0.0041866945,0.9860371006652713,36094,-0.009920806,20.102365,4.35,60,0.0007505130100000001,1.590765,6072,82.44718778662899,-0.04772295,63145.82991409302
0.004219666,0.9957522712647915,36352,-0.011017971,4.9409337,4.29,61,0.0009332067200000001,1.5783274,6133,76.90555520645093,-0.047349818,63857.09637093544
0.005062649,0.9895719327032566,36608,-0.0049246363,14.624055,4.27,59,0.0011744964800000002,1.5757436,6192,76.53080222941247,-0.047272306,64621.632185697556
0.004966057,0.988742426969111,36864,-0.0073259585,15.002484,4.23,62,0.00072891184,1.6279012,6254,76.94454223276908,-0.048837036,65386.70059585571
0.0065213237,0.9859019769355655,37120,-0.010170344,15.106455,4.62,51,0.00102663201,1.6014946,6305,72.47142597312371,-0.04804483,66023.53915190697
0.007117135,0.9452243819832802,37375,-0.0083585,59.96273,4.76,56,0.0014786880100000005,1.5632942,6361,68.22878393199355,-0.046898827,66725.93777394295
0.008328121,0.9977902586106211,37632,-0.0063389447,2.6159458,4.34,62,0.00106513543,1.6179116,6423,68.88410265367217,-0.048537344,67515.67246842384
0.0023736889,0.990757904946804,37886,-0.0036875922,13.159193,4.13,61,0.00075306862,1.6137159,6484,74.60008801339522,-0.048411474,68263.02179813385
0.0019614873,0.9804790504276752,38143,-0.0057510994,20.178946,4.3,57,0.0010734954699999997,1.6050127,6541,73.90833547349645,-0.04815038,68980.09038090706
0.008082328,0.998964530066587,38400,-0.019221257,1.4247925,4.47,58,0.0007432034200000001,1.5906177,6599,75.73271563281827,-0.04771853,69706.24817276001
0.009425076,0.9977490943856537,38654,-0.010190459,2.8182948,4.22,61,0.00057149443,1.6545146,6660,73.97744310353576,-0.049635436,70466.06074976921
0.0041140877,0.9967240863479674,38911,-0.006992409,4.437954,4.46,56,0.0006639168099999998,1.5424435,6716,72.6492817638587,-0.046273306,71189.8350019455
0.0013222378,0.9967116606421769,39167,-0.0029274449,4.5334144,4.28,64,0.0007622826599999999,1.5647382,6780,77.00923032188315,-0.04694214,71925.18345117569
0.0022841445,0.9984100720612332,39422,-0.0075336136,1.9278455,4.22,60,0.00069133023,1.5630631,6840,73.32172635054701,-0.046891894,72678.46966290474
0.008171945,0.9395396709442139,39679,-0.02209319,29.765095,5.06,41,0.0006718745699999999,1.2660832,6881,68.3443724118012,-0.037982497,73191.90787911415
0.008893168,0.9570305123925209,39936,-0.011415094,50.588913,5.45,51,0.0008960329700000003,1.403498,6932,71.76191453528537,-0.04210494,73776.99781394005
0.001668006,0.9974805896636099,40191,-0.0035957475,3.7646904,4.36,68,0.00107442018,1.4811435,7000,73.01886849120451,-0.0444343,74577.22512674332
0.003966144,0.9989167777821422,40448,-0.010631415,1.0195193,3.78,68,0.00059509029,1.5444403,7068,68.85715064926956,-0.046333205,75351.01343488693
0.0043815123,0.993715288117528,40704,-0.0040933257,9.270144,3.86,67,0.0006693008700000002,1.4761307,7135,75.8852754565573,-0.044283923,76093.07143545151
0.0014713032,0.9857337269932032,40960,-0.004036499,21.956875,4.03,61,0.00081595017,1.4451774,7196,83.11344401684549,-0.043355323,76856.66971564293
0.0016066926,0.9872533921152353,41214,-0.005949069,17.459867,4.16,61,0.00093479207,1.5241982,7257,81.87966675903846,-0.04572594,77580.90793418884
0.0012459297,0.9797277394682169,41469,-0.005275622,25.92252,4.25,60,0.0009030414999999999,1.4618355,7317,75.73310808279115,-0.043855064,78295.10272359848
0.0011068158,0.9967709970660508,41727,-0.0029642545,5.0987515,4.03,67,0.00089104972,1.5047475,7384,75.37374790699852,-0.045142427,79051.29337406158
0.0014871347,0.9953651623800397,41984,-0.003967572,6.2846956,3.83,66,0.00077939726,1.4952915,7450,74.43698998091416,-0.044858743,79802.48398137093
0.00240971,0.9484990239143372,42240,-0.008810356,56.43733,3.92,63,0.00128819453,1.4975038,7513,71.78495804239473,-0.04492511,80512.63218021393
0.0010822661,0.9967192504554987,42494,-0.0034211315,4.6767063,3.98,64,0.0012647809900000005,1.5240139,7577,70.2955845182291,-0.045720413,81252.61762833595
0.0013848481,0.9811374377459288,42746,-0.0057027377,26.800419,4.0,62,0.00104000232,1.5110264,7639,72.73692286826093,-0.045330793,82008.55607652664
0.0018218516,0.9947340041399002,43008,-0.0033774646,7.1569076,3.99,66,0.0008592552399999999,1.5053723,7705,70.79722863186981,-0.04516117,82787.91618037224
0.0015545654,0.980019323527813,43262,-0.0036170501,28.2681,3.95,64,0.00106058258,1.4998078,7769,72.09771692081917,-0.04499423,83538.48670125008
0.0007589321,0.9828388169407845,43519,-0.0050049964,14.298045,3.86,66,0.00106570605,1.5175745,7835,70.22607819336406,-0.045527235,84293.50083565712
0.0018795619,0.9971841364167631,43772,-0.0052320114,4.4632106,4.01,62,0.0009560880600000001,1.5493717,7897,73.5281688335005,-0.04648115,85031.55761647224
0.0013218815,0.9766879193484783,44031,-0.0014379434,31.275723,4.22,59,0.0010660272799999997,1.4435875,7956,75.587692097529,-0.043307625,85678.12451767921
0.00095756433,0.9955819067545235,44284,-0.0027526189,5.481891,4.2,65,0.00087490102,1.6300159,8021,68.99218066359369,-0.04890047,86460.20533251762
0.0020714942,0.9770479761064053,44543,-0.0055187345,32.13777,4.2,59,0.0010463795800000001,1.5325536,8080,73.4111668117294,-0.045976605,87182.26277041435
0.002267219,0.9904646398499608,44798,-0.0027481131,14.331706,3.9,68,0.0013510677900000002,1.6346081,8148,75.96860999332581,-0.049038246,87959.85844421387
0.00072753127,0.9834667518734932,45055,-0.002779616,20.922379,4.25,55,0.00129798485,1.5986642,8203,72.01635848968233,-0.047959924,88680.04877972603
