#{"t_start": 1534407413.7346349, "env_id": "HalideBlur-v4"}
r,l,t,best_exec,best_schedule
96.577741,2,11.839764,0.001241219,"blur_y.gpu_tile(x, y, xi, yi, 16, 64); "
93.171856,6,28.752122,0.000936781,"blur_y.gpu_tile(x, y, xi, yi, 8, 32); "
98.306927,2,36.632004,0.000867568,"blur_y.bound(y, 0, 2568); blur_y.gpu_tile(x, y, xi, yi, 8, 16); "
91.182215,9,46.773759,0.000931473,n/a
92.746482,8,68.017467,0.00064233,"blur_y.gpu_tile(x, y, xi, yi, 8, 64); blur_y.unroll(xi, 2); "
-148.6887,164,187.725844,0.000852553,n/a
80.692373,22,200.936861,0.000670057,n/a
95.804271,6,211.142874,0.000612718,"blur_y.gpu_tile(x, y, xi, yi, 64, 16); blur_y.compute_root(); blur_y.unroll(yi, 3); "
48.939606,62,260.600623,0.001055791,n/a
54.810951,7,271.027492,0.000538895,"blur_y.bound(x, 0, 3848); blur_y.compute_root(); blur_y.gpu_tile(x, y, xi, yi, 32, 16); blur_y.unroll(yi, 3); "
91.789826,11,281.463639,0.00062012,n/a
36.119245,73,337.161357,0.00096374,n/a
93.638802,6,343.96762,0.00120993,n/a
6.432965,58,393.432816,0.009532847,n/a
96.941925,3,396.793738,0.001054603,n/a
-2.0,3,400.311521,0.001208394,n/a
74.717586,29,437.989302,0.000657137,n/a
88.608278,14,452.326118,0.000713149,n/a
80.318511,21,466.670181,0.000861632,n/a
22.813404,90,525.762896,0.000608038,n/a
-10.0,13,536.31174,0.001189886,n/a
-18.287987,26,560.829418,0.000568369,n/a
-2.569025,6,571.344834,0.000460743,"blur_y.gpu_tile(x, y, xi, yi, 128, 8); blur_y.unroll(xi, 2); blur_y.unroll(yi, 2); "
31.409012,79,633.232968,0.000815257,n/a
91.145687,9,643.531945,0.000950191,n/a
76.052876,30,672.72374,0.000485327,n/a
91.148965,10,680.01172,0.000436089,"blur_y.gpu_tile(x, y, xi, yi, 32, 16); blur_y.unroll(yi, 4); "
-59.0,72,726.285461,0.000959201,n/a
-43.097853,53,760.890789,0.000462698,n/a
-3.22653,116,833.328949,0.000628501,n/a
20.712272,88,873.203918,0.00065986,n/a
81.805906,23,908.841493,0.00061188,n/a
-20.458351,26,922.884231,0.000473105,n/a
90.441043,12,944.648017,0.000798844,n/a
70.910712,33,974.342725,0.001070597,n/a
92.779194,11,984.710655,0.000625568,n/a
90.878545,11,1002.430629,0.00108708,n/a
85.132202,19,1019.583468,0.000444679,n/a
