EpRewMean,EpLenMean,loss_vf_loss,ev_tdlam_before,TimestepsSoFar,EpThisIter,loss_pol_surr,loss_kl,loss_pol_entpen,EpExecMean,EpisodesSoFar,loss_ent,TimeElapsed
57.18502296379936,21.9,44.974957,0.6959175765514374,26607,10,-0.106356576,0.099423885,-0.16017343,0.10973728434,882,5.339114,46570.313697099686
56.72642460141701,22.54,44.723473,0.7767627090215683,26877,11,-0.092178665,0.103767045,-0.15873037,0.11049806335999998,893,5.2910123,47087.20074033737
56.89955653825405,22.84,40.946465,0.7988385260105133,27119,10,-0.07609847,0.08059773,-0.12674679,0.10898929397,903,4.224893,47484.13567614555
56.98723146456528,22.97,19.63056,0.8858270272612572,27368,11,-0.08460622,0.07096972,-0.16769476,0.10856175567,914,5.5898256,47967.475105285645
57.131079543026544,23.4,29.211483,0.6950153410434723,27636,9,-0.08275094,0.10510899,-0.13895144,0.10656049836,923,4.6317143,48333.42712569237
57.26247959702057,23.66,26.33849,0.8544304966926575,27897,13,-0.07132531,0.0942186,-0.16101485,0.10637481764000001,936,5.3671618,48832.46024799347
58.526304051839276,22.6,30.393997,0.8955151736736298,28158,15,-0.07046894,0.09101465,-0.15484351,0.10532371962,951,5.1614504,49387.569177389145
60.517468264056916,22.54,37.39002,0.7424137890338898,28390,13,-0.09107992,0.2960257,-0.12591997,0.09783774605000001,964,4.1973324,49726.82509446144
61.48494048717289,21.09,46.267616,0.8035493195056915,28659,15,-0.060311597,0.064565144,-0.1560197,0.09737189422,979,5.2006574,50207.33341264725
61.11221690088375,19.78,42.733498,0.8445311933755875,28927,18,-0.038945988,0.17731759,-0.14846146,0.10034280761,997,4.948715,50704.52014517784
60.766417913120904,18.92,27.382025,0.8531011492013931,29179,14,-0.07363996,0.19389006,-0.120144665,0.10255363487999998,1011,4.0048223,51090.192814826965
61.078717646946444,17.26,27.8514,0.8580724000930786,29435,16,-0.05434875,0.03198141,-0.1480319,0.10475326865000001,1027,4.934397,51621.213903188705
60.717975089600415,16.31,23.05045,0.9190185964107513,29678,19,-0.039455593,0.09428829,-0.13604778,0.10672194705,1046,4.5349264,52107.40753388405
60.83344373661775,15.07,22.122894,0.8813973441720009,29950,19,-0.05904588,0.061276086,-0.12284246,0.10828297231,1065,4.0947485,52517.43359518051
61.12637745970683,14.16,31.90362,0.8863820731639862,30206,21,-0.041576155,0.03529512,-0.13154393,0.10675829173999998,1086,4.384798,52961.849571466446
61.836607476010606,12.84,26.10656,0.925143763422966,30463,25,-0.05987692,0.12286579,-0.13962553,0.10663352022,1111,4.6541843,53476.54697084427
63.21633176085372,11.81,30.764835,0.9094240292906761,30720,23,-0.04475676,0.04747212,-0.12642393,0.10339419000000002,1134,4.2141304,53912.625410079956
63.79765581096863,11.8,15.121351,0.9345031604170799,30965,18,-0.059178952,0.05365147,-0.14885855,0.10218044280000001,1152,4.9619513,54429.254633426666
64.24513029326195,12.02,30.572544,0.8966522589325905,31229,19,-0.07398628,0.08262994,-0.14444444,0.10258270207000003,1171,4.8148146,54958.52165722847
63.48581984320617,13.22,40.23816,0.4060966372489929,31483,10,-0.06625997,0.04925871,-0.06746463,0.10152423508,1181,2.248821,55218.717760801315
62.73193307531161,14.36,83.13071,0.1823309063911438,31682,9,-0.07710574,0.49612686,-0.042907957,0.10007208114000003,1190,1.4302653,55358.42645072937
61.71814965833948,15.92,72.563416,0.4594297409057617,31981,14,-0.025956769,0.17696819,-0.10226388,0.09873726477,1204,3.408796,55677.652879953384
61.36684543117044,16.11,61.80889,0.8228111118078232,32248,23,-0.04325553,0.2896361,-0.13169837,0.10022249901000001,1227,4.389946,56195.2940018177
60.44064479435265,17.54,54.026215,0.5651745200157166,32493,8,-0.081356436,0.09517857,-0.07640658,0.09872987904000001,1235,2.546886,56400.751700639725
60.17314456120805,16.97,40.071922,0.8320999890565872,32753,22,-0.06376448,0.08100758,-0.13994424,0.09962920077999998,1257,4.6648083,56885.185821056366
60.752482139616276,17.6,21.167648,0.8739959597587585,32989,14,-0.058254264,0.058120772,-0.1331023,0.09713399594,1271,4.4367433,57321.55264735222
60.682833844827,17.58,87.185394,0.7149909436702728,33278,15,-0.058734834,0.15696931,-0.091481835,0.09740678482,1286,3.0493946,57644.90365076065
62.59911173734067,15.28,33.574745,0.8863288536667824,33534,19,-0.02565387,0.1248761,-0.12720247,0.09894068657,1305,4.2400823,58087.307804346085
61.08233204226113,16.27,71.69673,0.10195881128311157,33734,8,-0.078100234,0.5217776,-0.07804528,0.10053428936,1313,2.601509,58262.94652342796
59.030678715319276,15.08,64.65127,0.5348984897136688,34040,24,-0.083338946,0.19747543,-0.13861749,0.11056491824,1337,4.6205835,58817.55181503296
58.50067847274835,15.24,48.96755,0.826914057135582,34271,19,-0.050295185,0.09313267,-0.12710667,0.11215733023,1356,4.236889,59281.05675768852
58.02001924039859,15.94,30.029003,0.880171425640583,34549,12,-0.06735733,0.06162934,-0.15685965,0.11234079212999998,1368,5.228655,59840.18987941742
58.75359869356077,15.83,14.031528,0.9165133088827133,34810,13,-0.056424297,0.049763188,-0.14702643,0.11261977731,1381,4.900881,60361.88780736923
58.49993511102207,16.95,15.981176,0.9189115911722183,35068,11,-0.060190946,0.08681286,-0.13215865,0.11132827509,1392,4.4052887,60741.2012796402
59.331321936731456,17.79,23.163538,0.8970346599817276,35313,13,-0.068655536,0.0967391,-0.14136152,0.10737759603000001,1405,4.7120504,61138.6482591629
62.33982862615874,16.91,24.823414,0.9132407829165459,35561,16,-0.06622122,0.06458886,-0.14833379,0.10225549005,1421,4.9444594,61653.42364311218
64.31143862214186,17.94,12.906303,0.9533841721713543,35834,16,-0.051372766,0.03720808,-0.13856238,0.09437371822,1437,4.6187463,62152.77525281906
65.12613249575564,18.4,22.028164,0.91777453571558,36082,17,-0.043832,0.25206044,-0.12917435,0.09127855925999999,1454,4.305812,62644.23260307312
64.29430298125945,18.5,29.11171,0.8068539500236511,36352,12,-0.048579223,0.056937255,-0.09955433,0.0925383521,1466,3.3184776,63014.63731598854
64.28773588576593,18.37,33.10289,0.7699353247880936,36549,10,-0.044676706,0.043110266,-0.095301084,0.09186134351,1476,3.1767027,63301.29458737373
62.88016889157406,19.48,49.325714,0.6893058121204376,36860,9,-0.07224524,0.4140743,-0.07436126,0.09149148993999999,1485,2.4787087,63504.733313798904
61.646991455093705,18.16,53.692215,0.75643090903759,37113,19,-0.034357235,0.031546112,-0.10709205,0.09703089549999999,1504,3.569735,63925.81413936615
62.46196959731719,17.63,29.56602,0.8518352210521698,37366,19,-0.058721088,0.079383805,-0.12840392,0.09469122646,1523,4.280131,64373.334208488464
61.94396017701897,17.79,30.052876,0.9089778587222099,37629,15,-0.04675807,0.03780326,-0.13819113,0.09587070326,1538,4.6063714,64861.09300208092
62.297284271500445,18.04,12.739311,0.9558293111622334,37874,15,-0.0643205,0.10812983,-0.13394436,0.09432623384,1553,4.464812,65312.70983362198
64.79871925382169,16.3,17.104435,0.9619551002979279,38128,21,-0.05559056,0.06219434,-0.13038768,0.09055174966000001,1574,4.3462563,65776.86039805412
66.70372244055001,14.41,19.171503,0.9465987533330917,38395,18,-0.04966104,0.057268567,-0.13960795,0.09038074811999999,1592,4.6535983,66283.15080237389
67.49165595940191,15.14,21.193184,0.9155155569314957,38637,13,-0.05502297,0.0445956,-0.13214195,0.0868211523,1605,4.4047318,66684.33395981789
67.14490761629955,15.55,23.119009,0.9261463433504105,38902,17,-0.061466612,0.04335151,-0.123021856,0.08694374469000002,1622,4.1007285,67101.3550066948
67.40273477974308,14.95,18.57552,0.9445366226136684,39165,19,-0.05715943,0.05095789,-0.1350348,0.08710198897,1641,4.50116,67570.51398539543
67.61100632871299,14.84,10.632361,0.9682448729872704,39410,16,-0.059796806,0.05653925,-0.1448828,0.08725505870000001,1657,4.829427,68073.66298913956
65.81395946250308,15.38,59.86576,0.8211256563663483,39666,17,-0.055450723,0.07824679,-0.14728136,0.09093336166999999,1674,4.909379,68647.89493107796
64.94118532971297,15.5,17.58978,0.934929832816124,39931,17,-0.047476,0.03806173,-0.12797482,0.09423735514,1691,4.2658277,69120.67733550072
66.20826176632352,15.01,19.303911,0.9186982661485672,40187,17,-0.03808994,0.039484378,-0.10766073,0.09098477880000001,1708,3.5886908,69551.23500919342
66.8212925385185,14.95,18.601818,0.9342449381947517,40416,15,-0.042972196,0.08874577,-0.12314707,0.08946954074,1723,4.1049023,69939.54768586159
66.3530675883021,15.38,18.985077,0.9313379973173141,40703,18,-0.04419676,0.039329886,-0.13487776,0.08948665885000001,1741,4.495925,70386.6368048191
66.0195800280427,15.51,11.53885,0.9349960461258888,40945,15,-0.039930835,0.045763146,-0.13034116,0.08980777653000001,1756,4.3447056,70806.97911334038
67.28153576236896,15.44,21.409023,0.9251120314002037,41210,18,-0.024898443,0.09268808,-0.13238713,0.08699779277000001,1774,4.4129047,71269.75629520416
68.09337371531676,14.99,42.139317,0.8534770160913467,41463,19,-0.0298586,0.035114944,-0.11951455,0.08462828546999997,1793,3.9838183,71679.26087212563
67.50550451986291,15.32,51.804802,0.8259244710206985,41714,14,-0.062297918,0.05060772,-0.12979993,0.08604963104999998,1807,4.326665,72107.26093196869
67.08716028822451,15.56,24.986828,0.9318602532148361,41972,16,-0.035047457,0.026172033,-0.14052959,0.08728521416,1823,4.6843195,72592.77236676216
68.02646475193163,15.24,32.210045,0.902255117893219,42227,18,-0.051278953,0.106485225,-0.15500969,0.08604269652000002,1841,5.1669903,73137.71565556526
67.37869860198711,15.27,15.616912,0.9246830716729164,42491,16,-0.068323,0.05258877,-0.15898588,0.08909168269000001,1857,5.2995296,73700.4459965229
67.11610186080804,15.82,5.1316843,0.9763368181884289,42738,13,-0.08972295,0.07385089,-0.15751553,0.08880924804000001,1870,5.250518,74194.0270190239
66.33889338392216,16.36,22.919083,0.911633126437664,42996,15,-0.0428227,0.037837546,-0.15305379,0.09114582519999999,1885,5.101793,74736.78586220741
66.10533705857749,17.0,33.979034,0.8272713869810104,43246,11,-0.05957174,0.12013463,-0.14807133,0.09088194387000001,1896,4.935711,75126.51507496834
66.49529394253909,17.53,13.981881,0.9326247051358223,43516,14,-0.04602531,0.029452413,-0.1480266,0.0892636396,1910,4.9342203,75624.44358038902
66.6290522307978,17.67,38.390736,0.8664234429597855,43769,16,-0.04984521,0.04235652,-0.14269787,0.08887566495000002,1926,4.7565956,76126.59282827377
65.83896327451133,18.55,40.192387,0.7964782863855362,44025,10,-0.05412409,0.06707627,-0.14049171,0.08923478606000002,1936,4.683057,76550.99419808388
64.9720603320381,19.17,24.74909,0.8811459988355637,44273,13,-0.044887513,0.084676236,-0.15868756,0.08929530071999998,1949,5.289586,77048.24197602272
64.60812300004676,19.23,19.196507,0.9181272387504578,44520,13,-0.051289912,0.07874356,-0.13913743,0.08924984033,1962,4.6379147,77483.23097372055
64.56051737486482,19.79,13.778276,0.9087048918008804,44787,12,-0.052164413,0.054003604,-0.16204636,0.08879985367,1974,5.4015455,77991.93360471725
65.44036239592702,20.01,28.07471,0.8982239216566086,45047,14,-0.0656897,0.12323381,-0.14965214,0.08599003121999999,1988,4.9884048,78553.39373874664
63.60937000561557,21.37,51.84679,0.34625035524368286,45285,5,-0.0024835076,3.0105522,-0.17205487,0.08747970949000003,1993,5.7351627,78762.73068094254
62.90289944832083,21.32,22.772488,0.8130618035793304,45565,13,-0.055784587,0.100710884,-0.16026005,0.09008950997000001,2006,5.342002,79261.1660284996
62.297491532641,21.43,28.552542,0.7923203259706497,45818,15,-0.066277,0.05250411,-0.15581912,0.09162579261,2021,5.1939707,79764.27390146255
62.22323016234906,20.96,5.679614,0.9659441560506821,46080,14,-0.09258665,0.11021936,-0.15415306,0.09334654217,2035,5.1384354,80261.32267570496
