EpRewMean,EpLenMean,loss_vf_loss,ev_tdlam_before,TimestepsSoFar,EpThisIter,loss_pol_surr,loss_kl,loss_pol_entpen,EpExecMean,EpisodesSoFar,loss_ent,TimeElapsed
62.454526815775296,20.73,14.284677,0.9269333481788635,46327,13,-0.07916075,0.078707054,-0.16470455,0.09468039056000001,2048,5.490152,80764.01209664345
61.91667694618545,20.59,13.282597,0.9279720708727837,46579,14,-0.05045404,0.06251216,-0.16154285,0.09773526858999998,2062,5.3847613,81286.37372899055
61.07919688224727,20.3,16.1552,0.7659584730863571,46834,13,-0.0867859,0.6693759,-0.17534211,0.10059531451999999,2075,5.844737,81728.77381300926
58.699620100004566,19.51,27.295452,0.8525153696537018,47094,17,-0.043493632,0.064384356,-0.16191253,0.10835280873,2092,5.3970838,82338.15868806839
59.84708786760806,17.22,16.609615,0.9092142879962921,47359,19,-0.06378505,0.08273712,-0.16136657,0.11047267185000001,2111,5.3788853,82885.04508090019
60.192301299224916,17.11,14.591623,0.9462308771908283,47614,15,-0.06623639,0.07636542,-0.1597566,0.10972242211,2126,5.32522,83423.53799557686
60.59962987950887,16.49,17.704765,0.9209254831075668,47867,16,-0.07506804,0.08323061,-0.1589643,0.10959286863999998,2142,5.2988105,84011.44136881828
61.6003888933437,16.21,14.604893,0.9347934350371361,48117,15,-0.054070912,0.086159304,-0.16443996,0.10698420589999999,2157,5.4813323,84596.91499638557
61.64908794402419,16.92,21.599503,0.8344882428646088,48371,12,-0.095816165,1.1793835,-0.169278,0.10482401639000001,2169,5.6426,84974.31271910667
63.08840002043627,16.57,44.380985,0.8000417947769165,48629,15,-0.05990799,0.06146296,-0.1675849,0.10274073195,2184,5.5861635,85492.93882751465
63.023157523041704,16.91,29.241764,0.8005465120077133,48867,14,-0.066496536,0.07339047,-0.14412817,0.10223654142000001,2198,4.804272,85973.17791247368
62.98413232947515,17.16,10.3247795,0.9209967702627182,49148,16,-0.059170082,0.0625725,-0.16249368,0.10262530035,2214,5.416456,86540.00760960579
63.05548997126351,17.33,6.3046865,0.9683645218610764,49407,16,-0.05893086,0.057126693,-0.16110024,0.10234659382,2230,5.370008,87113.52280426025
63.17490248774702,17.31,14.850943,0.9351884946227074,49638,14,-0.048194703,0.042446993,-0.15457338,0.10253201475000001,2244,5.1524463,87622.9689669609
62.690587561440815,17.53,20.442575,0.8958477154374123,49919,16,-0.04793229,0.04770882,-0.1594472,0.10313636255999999,2260,5.3149066,88145.78254079819
64.04432942714551,16.89,17.522322,0.8792084008455276,50164,15,-0.04709777,0.045219764,-0.15052608,0.10108093915,2275,5.0175357,88702.39755797386
63.138835362340615,18.02,104.71945,0.6745947599411011,50431,9,-0.09006048,1.2695078,-0.15972166,0.10028357797,2284,5.3240557,89011.54779982567
64.32101602463716,17.63,25.08817,0.8931619077920914,50684,16,-0.057182096,0.053929336,-0.15801606,0.09693976381999998,2300,5.2672024,89582.8627216816
64.14342560161359,16.73,24.231998,0.9250394105911255,50938,21,-0.07150944,0.0862596,-0.14963154,0.09747461537999999,2321,4.9877186,90149.77083587646
64.34480118045315,16.48,14.14609,0.9547531679272652,51193,18,-0.077999584,0.118295506,-0.1468014,0.09678770257,2339,4.89338,90710.61760425568
64.1163991760884,15.39,41.341927,0.794227808713913,51415,18,-0.0717634,0.19488522,-0.14346454,0.09906163770000001,2357,4.782151,91208.1516737938
61.868074683815706,15.03,26.516346,0.9072961509227753,51699,20,-0.07946857,0.07862892,-0.1522198,0.10522508556,2377,5.0739937,91749.09760951996
62.53788308295322,13.54,19.945658,0.9318505302071571,51959,18,-0.071689785,0.084540166,-0.15459491,0.10777956821,2395,5.153164,92324.22993922234
63.69872802847908,13.82,9.278069,0.9564694426953793,52216,19,-0.08058119,0.091629684,-0.15170062,0.10466997583,2414,5.056687,92872.88261723518
64.49847223304504,13.97,7.455092,0.9719064626842737,52473,16,-0.06638503,0.060429975,-0.15216447,0.10223031573999998,2430,5.0721493,93429.83829188347
64.07187992462956,14.51,7.7925878,0.9576382078230381,52732,16,-0.07034771,0.054656677,-0.14236923,0.10169541248999998,2446,4.7456408,93934.81564211845
67.00674959052017,14.45,8.290233,0.9662874639034271,52985,17,-0.07835553,0.12173813,-0.14685886,0.09333296640000002,2463,4.895295,94438.00702476501
68.41738346289719,14.82,6.447344,0.9857060117647052,53241,19,-0.06522374,0.06593094,-0.14153242,0.08889725428000002,2482,4.717747,95034.35907006264
70.39025350106505,14.67,5.052868,0.9869471117854118,53488,19,-0.06113919,0.06448932,-0.13914198,0.08333263325,2501,4.6380663,95598.53210926056
70.64340787696904,14.22,9.2883415,0.974525336176157,53756,21,-0.04086669,0.12140082,-0.13910455,0.08284597288,2522,4.636818,96168.57134485245
71.6489926865496,12.93,8.549898,0.97591432929039,54006,22,-0.045069754,0.04518475,-0.122825965,0.08121401603,2544,4.094199,96712.09313106537
71.6489926865496,12.93,16.178009,-0.02021479606628418,54006,0,4.2282045e-07,2.5835205e-05,-0.00061243906,0.08121401603,2544,0.020414636,96712.82999777794
71.6489926865496,12.93,19.621494,-0.38323140144348145,54006,0,-0.0046443623,0.0026768895,-0.0017319323,0.08121401603,2544,0.057731077,96715.88692855835
65.27041493829648,19.24,39.654564,-0.05712997913360596,54649,1,-0.015543798,0.0066965893,-0.0072500966,0.08130496684,2545,0.24166986,96730.80889582634
65.27041493829648,19.24,4.788676,-0.2264312505722046,54649,0,-2.0302832e-07,0.00049665204,-0.0025616996,0.08130496684,2545,0.08538999,96731.6205906868
60.82238596087493,23.62,322.346,0.06693768501281738,55245,12,-0.02186081,0.07438244,-0.08332402,0.08141185264,2557,2.7774677,97054.66076874733
59.591384971235854,24.92,121.0708,0.35689568519592285,55551,11,-0.040274743,0.117303014,-0.11256499,0.08108900573,2568,3.752166,97381.8287346363
59.099910351820846,25.52,22.011656,0.9060381054878235,55805,15,-0.047059108,0.053336143,-0.1306709,0.08150556918000001,2583,4.355697,97899.12774586678
58.5790505849604,25.59,16.640919,0.9497723877429962,56047,18,-0.062567666,0.06797199,-0.13875824,0.08256887057999998,2601,4.625275,98469.40871977806
58.06055739089712,26.1,30.179287,0.7400650382041931,56289,15,-0.106703125,0.22045895,-0.094676465,0.08285753159999999,2616,3.1558824,98866.25490283966
55.385164207315945,27.61,63.667164,0.5717839598655701,56570,12,-0.060864367,1.2589663,-0.113887675,0.08563047849,2628,3.7962556,99137.59958267212
65.50881069865953,16.29,34.34063,0.9189338088035583,56830,25,-0.048709743,0.05935686,-0.12607095,0.08914640466,2653,4.202365,99699.93248438835
66.22471288589513,13.15,29.334667,0.922096960246563,57079,27,-0.05246327,0.07555543,-0.13168898,0.09349076578999999,2680,4.3896327,100282.42865395546
65.53025535113963,13.06,29.639828,0.8942816257476807,57332,19,-0.064862,0.034373052,-0.13513333,0.09582268382,2699,4.5044446,100840.9987142086
65.90131885620646,12.02,33.439243,0.9217590391635895,57598,23,-0.048864078,0.05861757,-0.14521281,0.09788456751999998,2722,4.8404274,101407.17881703377
67.90938014771942,11.84,13.520256,0.9586709067225456,57846,15,-0.059145298,0.052363046,-0.15181617,0.09480538475999997,2737,5.0605392,101947.94561195374
66.20810903022408,13.59,40.583805,0.4869985580444336,58104,7,-0.0875437,1.4826505,-0.0871077,0.09487342483,2744,2.9035902,102144.07191991806
63.982734360585575,14.95,170.79953,0.27880918979644775,58358,13,-0.032029226,0.049231634,-0.08966567,0.09840676104,2757,2.9888558,102489.2826435566
62.3539795217356,15.72,88.217995,0.7415644526481628,58615,19,-0.04597785,0.062412933,-0.1311715,0.1022402597,2776,4.372383,103004.74387955666
62.60378533931524,16.21,31.333841,0.8886927515268326,58874,17,-0.052479938,0.054499455,-0.1459755,0.10063427058,2793,4.8658504,103508.92910528183
62.408162508314014,17.29,11.942005,0.9477977938950062,59133,13,-0.061364375,0.05914358,-0.15042652,0.09963185682000003,2806,5.014218,104025.91072058678
62.896350015258086,17.86,8.040054,0.9712696261703968,59377,15,-0.06395678,0.09930588,-0.14083932,0.09701758026999999,2821,4.694644,104488.21487188339
63.34320147111092,17.83,14.32385,0.9633047208189964,59645,17,-0.051441625,0.044504415,-0.1432478,0.09550573368,2838,4.774927,105034.48230814934
68.6474966549093,14.84,5.8754253,0.9848842043429613,59892,20,-0.06310099,0.059794694,-0.13911459,0.08813528732000002,2858,4.637153,105586.32868146896
69.68570775847377,15.53,13.120742,0.9593334905803204,60155,16,-0.039269067,0.040328786,-0.1370951,0.08392750014,2874,4.5698366,106112.7099249363
70.11498852689822,15.42,22.881824,0.9114959836006165,60357,15,-0.06358538,0.5842648,-0.14959773,0.08292744769999999,2889,4.986591,106551.69175696373
69.84498318216849,14.1,21.770199,0.9363322854042053,60663,25,-0.036835905,0.04991832,-0.1370253,0.08501219389999999,2914,4.56751,107113.00741434097
69.79650096978094,14.05,16.983921,0.10544359683990479,60676,1,0.022058288,0.38356167,-0.065598205,0.08526196937999998,2915,2.1866071,107121.980230093
66.39610478108538,16.01,33.218098,0.6982884109020233,61182,18,-0.035133313,0.15774617,-0.15911838,0.08857547942999998,2933,5.3039465,107619.22303366661
66.02780070184689,16.29,11.592139,0.945476483553648,61434,16,-0.053737044,0.09165028,-0.15471476,0.08972940133000001,2949,5.157159,108204.42410850525
65.55353457377147,17.06,7.0350466,0.975480081513524,61695,15,-0.062360205,0.06754101,-0.14879932,0.08963371457,2964,4.959977,108746.04681992531
64.96711456046401,17.59,13.813402,0.9299459382891655,61946,14,-0.0539089,0.0478694,-0.15481573,0.09139772381,2978,5.1605244,109306.21561169624
65.57688025078062,17.48,8.080386,0.961808867752552,62207,17,-0.054186907,0.051403333,-0.15021877,0.09067059364,2995,5.0072923,109855.75543856621
64.90983439130282,18.6,31.225437,0.5947816073894501,62448,12,-0.046157382,0.04240895,-0.09853725,0.09014349726000001,3007,3.2845752,110249.42975831032
66.91459942114786,17.05,37.108578,0.6486597955226898,62701,11,-0.07129904,0.12845421,-0.11294656,0.08960611398,3018,3.7648854,110618.90617060661
68.03075152053003,17.19,21.70341,0.9213384538888931,62969,19,-0.042884994,0.04600598,-0.14440581,0.08628056401,3037,4.8135276,111205.80940842628
68.69094992154778,16.74,14.405907,0.9435823857784271,63230,19,-0.042599,0.03271242,-0.143687,0.08408506766999999,3056,4.7895665,111765.23103427887
69.88339389269265,16.98,6.08131,0.97490543872118,63479,13,-0.059865315,0.05989334,-0.15407264,0.08084378958999999,3069,5.1357546,112269.55496883392
69.17661405056232,16.92,13.267599,0.8646561205387115,63741,15,-0.04046733,0.0776688,-0.15224792,0.08253513598,3084,5.074931,112828.8255739212
68.57892796221824,16.94,27.791107,0.8575202375650406,63879,10,-0.09364443,0.37690717,-0.16044135,0.08395967187999999,3094,5.348045,113210.48911428452
68.57892796221824,16.94,7.6933436,0.4838756322860718,63879,0,-0.080496155,0.13054623,-0.19816081,0.08395967187999999,3094,6.6053605,113442.18039679527
62.8614430675996,23.05,18.422228,-0.33765876293182373,64512,1,-0.072814584,0.14344442,-0.19544655,0.08396268482999998,3095,6.514885,113870.92575764656
63.66035934556628,22.12,27.175728,0.9127722457051277,64763,18,-0.06435251,0.09588243,-0.14132139,0.08397057552,3113,4.7107134,114435.90106010437
63.840078349150296,21.87,15.500481,0.917966440320015,65006,14,-0.063115105,0.10592766,-0.1575385,0.08536690670999998,3127,5.2512836,114992.14903473854
63.7919146034732,22.57,10.770914,0.9515442214906216,65262,13,-0.071121156,0.07460198,-0.15584223,0.08466316988000003,3140,5.1947412,115549.77766513824
63.25351208254549,23.49,9.411228,0.9518308416008949,65532,13,-0.061370544,0.07622431,-0.14953655,0.08548838374,3153,4.984552,116130.05872941017
63.39111921845409,23.53,8.860897,0.8700923770666122,65743,11,-0.07712146,0.6775519,-0.15325592,0.08509670048999998,3164,5.108531,116563.71682620049
63.70672432606759,24.05,6.6457806,0.9789293128997087,66044,14,-0.07058154,0.10097474,-0.14505894,0.08345501757000001,3178,4.8352985,117129.97497987747
63.976731346798985,24.21,9.050413,0.9698847196996212,66293,15,-0.04783287,0.059625827,-0.14456609,0.08293647882999998,3193,4.8188696,117726.08940267563
69.81165937738957,18.29,4.1984177,0.9884077785536647,66555,18,-0.063980594,0.05619552,-0.134743,0.08277996308,3211,4.4914336,118343.59567141533
70.23830340242792,17.27,8.84231,0.9795851446688175,66797,20,-0.035114646,0.052539892,-0.13271785,0.0815203532,3231,4.4239283,118915.79225850105
70.87243876026903,15.77,4.9023623,0.9881217740476131,67065,20,-0.057767943,0.047499627,-0.13244435,0.08097374736000001,3251,4.414812,119456.08677244186
71.51503049355264,13.6,23.331692,0.9381927885115147,67327,23,-0.030630723,0.028633457,-0.13090986,0.08259482990999999,3274,4.363662,120040.85179948807
71.59773542324727,12.45,10.493654,0.9770886618643999,67576,22,-0.03245478,0.06171841,-0.1301253,0.08309975935000001,3296,4.33751,120600.85070085526
71.5262908782274,11.98,7.7266903,0.9790708925575018,67831,20,-0.04910011,0.040840603,-0.13340947,0.08260958666999998,3316,4.4469824,121188.11490130424
71.55116269206464,12.23,14.860822,0.9536585509777069,68090,19,-0.043509502,0.034432814,-0.1234854,0.08276296444999998,3335,4.1161804,121762.46387171745
71.25945152892577,12.07,6.3770843,0.9849002473056316,68350,23,-0.051383935,0.04879512,-0.12317606,0.08352587499999999,3358,4.105869,122321.08689832687
72.00414152831745,11.92,15.76916,0.8710245490074158,68556,20,-0.07019672,0.49321127,-0.11350387,0.08122700518,3378,3.7834625,122791.54898047447
71.2634421555078,12.04,38.557545,0.8229146599769592,68789,19,-0.0328523,0.027313134,-0.07834834,0.08101266300000001,3397,2.6116114,123190.81667733192
71.2634421555078,12.04,11.86524,-0.07316112518310547,68789,0,-2.719462e-07,0.0024891875,-0.0037051619,0.08101266300000001,3397,0.1235054,123191.55636835098
67.54368039282916,15.07,190.40979,0.6323585510253906,69366,21,-0.0262807,0.0922838,-0.08415628,0.08182752292999998,3418,2.8052096,123584.98002958298
67.40653646117431,14.45,53.43756,0.8518566340208054,69612,21,-0.05104737,0.110465586,-0.12565337,0.08318668462000002,3439,4.1884456,124120.56940770149
66.65585326206356,15.31,27.56261,0.9207066148519516,69881,19,-0.029696766,0.06029834,-0.14308897,0.08451886314000003,3458,4.7696323,124685.062779665
66.24849501460201,16.22,9.219769,0.9704350084066391,70140,16,-0.04415398,0.03892649,-0.1475479,0.08515429866,3474,4.9182634,125253.0382180214
67.38776454683982,16.64,5.1544757,0.9853736246004701,70386,15,-0.042362712,0.04781378,-0.14008321,0.08366425163,3489,4.6694403,125819.02958273888
71.57683866243629,13.48,4.998464,0.989494732581079,70650,22,-0.036269918,0.055176254,-0.12948957,0.08242711388,3511,4.3163195,126366.86952352524
70.78183780086962,14.53,35.610207,0.5783053934574127,70906,15,-0.05717343,0.04437426,-0.09272586,0.08254643558,3526,3.090862,126761.96344661713
71.78099727000884,14.29,23.23749,0.9076078459620476,71164,21,-0.04294993,0.04988614,-0.13624191,0.08005982882,3547,4.541397,127344.11283636093
72.32404887565237,14.34,13.708716,0.9366375282406807,71422,17,-0.029577699,0.040558204,-0.14821218,0.07817624643,3564,4.940406,127894.73087978363
72.4069343987685,14.23,22.32994,0.8032224327325821,71472,4,-0.0857417,0.11519806,-0.18179809,0.07785268993000001,3568,6.0599365,128239.99957251549
72.4069343987685,14.23,6.7544446,0.3170599937438965,71472,0,-0.06525643,0.12737681,-0.19484761,0.07785268993000001,3568,6.4949207,128481.97415709496
67.68396122459855,18.68,32.760075,0.9354892820119858,72177,15,-0.07858766,0.059893776,-0.15144175,0.07763896234,3583,5.0480585,128998.19750475883
67.5183789745811,18.75,9.464268,0.9544452764093876,72436,20,-0.071538426,0.055874594,-0.13110247,0.07792892376,3603,4.3700824,129520.44695687294
68.30701489712229,17.65,5.8235765,0.9846543585881591,72695,24,-0.05049952,0.04768327,-0.12572674,0.07777664459,3627,4.1908917,130064.47442054749
67.98198974955622,17.42,5.2478323,0.9847712786868215,72952,24,-0.038526915,0.032285646,-0.12811093,0.07897299997,3651,4.2703643,130619.60971021652
72.94638505167389,11.38,6.2632446,0.9854156700894237,73210,22,-0.03929221,0.028862242,-0.12940252,0.07937856476999999,3673,4.3134174,131166.56839942932
73.03110190542597,10.95,8.823348,0.983443221077323,73465,24,-0.0325896,0.052553695,-0.12897275,0.07958700327,3697,4.299092,131711.753636837
73.08528728315038,11.54,5.5222197,0.9854103727266192,73728,17,-0.054413266,0.043362323,-0.14215192,0.07851287158999999,3714,4.7383976,132245.97328186035
73.21361198091708,12.54,4.771948,0.9887839984148741,73976,16,-0.053652264,0.053341463,-0.13950221,0.07760601884,3730,4.650074,132810.77746796608
73.39569043601934,12.8,5.2432737,0.9878443730995059,74232,21,-0.046522655,0.02907189,-0.1287279,0.07667349035,3751,4.29093,133353.4225153923
73.63943260965084,13.09,3.31532,0.9923650999553502,74489,19,-0.05759907,0.06677318,-0.13041314,0.07589493884,3770,4.347105,133927.42543506622
72.38949810379923,14.08,76.73321,0.7627818435430527,74741,14,-0.03985585,0.28588772,-0.09698795,0.07706104103,3784,3.2329316,134296.9489402771
72.6341528072368,14.3,5.039802,0.9901682129129767,75007,20,-0.060732372,0.07674724,-0.120649286,0.07656272347,3804,4.0216427,134865.133259058
72.88435440440921,13.97,4.47042,0.990480549633503,75258,19,-0.042398594,0.040167004,-0.12181339,0.07632451439999999,3823,4.0604467,135409.3488779068
72.70901770340387,13.77,9.41998,0.9773933384567499,75520,21,-0.036317494,0.06416719,-0.12895203,0.07617948271,3844,4.2984004,135949.21504831314
72.70901770340387,13.77,40.81987,0.6501461863517761,75520,0,-0.004073888,0.011818439,-0.007281442,0.07617948271,3844,0.24271476,135954.74734139442
72.70901770340387,13.77,12.931429,-0.217423677444458,75520,0,-0.0008120788,0.0016332741,-0.00960937,0.07617948271,3844,0.32031232,135958.00465273857
67.14916231903328,19.45,56.957645,-0.18240487575531006,76114,3,-0.023584941,0.014071938,-0.019592779,0.07618386455000001,3847,0.6530926,136040.9535946846
67.14916231903328,19.45,64.84268,-0.24156570434570312,76114,0,2.1792948e-07,0.01277502,-0.0033875257,0.07618386455000001,3847,0.11291753,136041.70967292786
62.084925773926905,24.12,151.11227,0.6191988587379456,76798,16,-0.030463653,0.35304245,-0.12242956,0.07652903351,3863,4.080985,136417.3400065899
62.084925773926905,24.12,68.56856,-0.10899806022644043,76798,0,0.0002717767,0.02115157,-0.019618502,0.07652903351,3863,0.65395015,136420.5261130333
58.432827142077166,27.16,97.030556,0.6479329168796539,77205,7,-0.057214856,0.08079803,-0.07552179,0.0781908929,3870,2.517393,136625.17072296143
57.5126394707379,27.95,69.64845,0.7759128212928772,77559,16,-0.057829916,0.05458328,-0.14368787,0.07950133189,3886,4.7895956,137149.0197608471
56.6591815770277,28.43,23.622719,0.888671413064003,77821,16,-0.036142148,0.08837327,-0.14639488,0.08108016603,3902,4.8798294,137640.4146885872
55.34700433711777,29.02,16.574833,0.931533545255661,78079,15,-0.054526113,0.042792417,-0.14679517,0.08419075505000001,3917,4.8931727,138158.78064727783
54.5967591173988,29.14,20.345238,0.9462107867002487,78320,18,-0.043337464,0.039373174,-0.1410839,0.08716760914000002,3935,4.7027965,138699.91975283623
64.17237874156216,19.16,18.593668,0.9318138733506203,78582,18,-0.043071926,0.03011315,-0.14821532,0.08892283095,3953,4.9405107,139257.25156140327
68.59116023179222,14.99,22.123924,0.9303187429904938,78844,19,-0.040984977,0.024331387,-0.14246319,0.08922069908000002,3972,4.748773,139841.82968997955
68.92529069862435,14.4,46.231956,0.5118283629417419,78937,9,-0.047127873,0.018723194,-0.047672115,0.08913304827000001,3981,1.5890703,140040.37581014633
66.6085599167768,16.36,41.413734,0.5977731645107269,79342,14,-0.059065253,0.20355052,-0.09845324,0.08928083309,3995,3.2817748,140407.06888890266
66.29988908853159,16.88,64.85228,0.540337324142456,79613,13,-0.055351492,0.13010788,-0.09377178,0.08774033693000001,4008,3.1257262,140726.30673146248
65.77071295552429,16.59,57.99282,0.7294487655162811,79869,19,-0.04280674,0.09120915,-0.1364068,0.08838018152000002,4027,4.546893,141247.99777078629
66.34802627017928,16.52,9.557959,0.9580946527421474,80127,17,-0.052203342,0.033186324,-0.14560196,0.08689840443999998,4044,4.853399,141788.9835908413
66.15985222780651,16.79,21.527718,0.859897255897522,80261,9,-0.07110251,0.061857965,-0.16235736,0.08705896816000001,4053,5.4119115,142194.36437678337
66.15985222780651,16.79,19.065987,0.693326324224472,80261,0,-0.06992118,0.17039613,-0.19851291,0.08705896816000001,4053,6.6170974,142351.01152181625
66.15985222780651,16.79,19.430908,0.727588564157486,80261,0,-0.07074717,0.11310483,-0.19699891,0.08705896816000001,4053,6.566631,142625.28576350212
60.74140377739481,22.82,22.482853,0.9025688469409943,81151,22,-0.08306362,0.0798461,-0.1433243,0.08597745355000003,4075,4.777477,143199.91303753853
62.7619756766723,20.88,10.706783,0.9540447033941746,81401,18,-0.069756106,0.068195686,-0.13885479,0.08670576829000001,4093,4.628493,143779.37799072266
63.98005550537954,19.54,11.479568,0.9758668132126331,81661,22,-0.051695738,0.047954485,-0.13302027,0.08610008021000003,4115,4.434009,144349.42127847672
63.83320381763893,19.47,17.103142,0.9466528929769993,81917,19,-0.040504716,0.015805911,-0.11781453,0.08683489290999999,4134,3.9271512,144892.8579802513
69.61068106938835,12.27,20.636343,0.9521398693323135,82171,23,-0.043540932,0.033750713,-0.1268526,0.08793989092,4157,4.2284203,145463.57759833336
69.59819251798166,12.32,13.825155,-0.14604079723358154,82183,1,-0.013617158,0.0018329349,-0.0058725514,0.08794781092,4158,0.1957517,145481.7778236866
69.59819251798166,12.32,106.009544,-0.2409888505935669,82183,0,-7.636845e-08,6.6418994e-05,-0.0008112999,0.08794781092,4158,0.02704333,145482.68600821495
69.59819251798166,12.32,81.385864,-0.031072616577148438,82183,0,-5.2154064e-08,0.00020475779,-0.0010971861,0.08794781092,4158,0.03657287,145483.66096377373
60.30021999862752,21.59,197.6483,0.3579710125923157,83190,7,-0.059896722,0.18179274,-0.050179522,0.08782681091999998,4165,1.6726508,145655.22095918655
61.52304804814617,20.74,108.33477,0.6999518275260925,83452,25,-0.030640382,0.04119292,-0.1356766,0.08477224434999998,4190,4.5225534,146223.31965470314
61.89061811217987,21.22,27.212765,0.8956975415349007,83707,18,-0.041799434,0.024591101,-0.1397831,0.08400484026,4208,4.659437,146812.0107240677
62.87275753930528,21.09,9.150469,0.9721765667200089,83961,21,-0.05030547,0.032042746,-0.13474563,0.08237820811,4229,4.491521,147403.65079832077
63.29977664245647,20.98,36.571045,0.7259632647037506,84125,14,-0.03328974,0.014858492,-0.0846153,0.08104094381000002,4243,2.82051,147736.21602654457
63.29977664245647,20.98,114.06961,-0.09694504737854004,84125,0,0.00075237826,0.004365673,-0.0058108945,0.08104094381000002,4243,0.19369648,147737.03019618988
59.33541470578033,25.52,74.06943,0.776352122426033,84735,15,-0.03626911,0.02866954,-0.10677734,0.07989521849999999,4258,3.5592446,148137.6256299019
68.91769850345052,16.12,14.72835,0.9748579543083906,84984,23,-0.038104497,0.021452557,-0.12888476,0.07914023561999999,4281,4.296159,148678.71401500702
68.48003126022758,16.49,27.019611,0.7937069833278656,85186,15,-0.05207791,0.08851462,-0.10155877,0.07979264888,4296,3.3852923,149042.7406320572
66.75651449468079,17.19,49.585873,0.8275025337934494,85501,18,-0.03806069,0.04979977,-0.112598315,0.08059770517,4314,3.7532768,149490.49354624748
66.20747679802865,17.38,32.479477,0.9208448529243469,85744,19,-0.030794533,0.022174466,-0.12894008,0.08188519922999998,4333,4.2980022,150018.91568279266
70.56775862710388,13.04,21.602581,0.9521749913692474,86016,23,-0.0394757,0.03238551,-0.13428786,0.08181551931,4356,4.476262,150584.71390509605
70.08234170362208,13.49,11.246227,0.9783206675201654,86268,20,-0.042466477,0.03322275,-0.1307479,0.08307183407000002,4376,4.358263,151147.3192088604
71.5314467570656,12.67,11.224955,0.9766296725720167,86526,21,-0.042896707,0.028274553,-0.13133532,0.08285056989,4397,4.377844,151718.68095469475
72.14881006332483,12.3,31.219456,0.567146509885788,86577,4,-0.020433778,0.035639636,-0.027082372,0.08223911643,4401,0.9027457,151822.4143359661
70.665530784135,14.39,35.938072,0.869160383939743,87040,20,-0.014325922,0.016311929,-0.10690226,0.07980678477,4421,3.5634086,152274.07977461815
70.87307367645512,13.83,15.777553,0.9370491355657578,87293,24,-0.024899345,0.04432483,-0.13372779,0.07946846453000002,4445,4.457593,152820.21207427979
71.02343904858908,14.27,27.417088,0.8586369454860687,87460,12,-0.07563788,0.12448317,-0.103637084,0.07864239717,4457,3.4545696,153183.51288366318
69.83304250232139,15.79,12.852264,0.9704793766140938,87801,15,-0.03396467,0.031830836,-0.12602079,0.07814501269,4472,4.200693,153665.43550491333
69.324932922228,16.16,21.530394,0.9448649026453495,88062,18,-0.02976149,0.17966795,-0.14093864,0.07873154610000001,4490,4.6979547,154190.02618980408
71.58877045451003,14.2,5.0598817,0.9900021199136972,88311,18,-0.046115614,0.0325109,-0.13925669,0.07922419464000001,4508,4.6418896,154786.54886555672
71.30867369824881,14.51,4.92811,0.9904541689902544,88576,21,-0.04265776,0.033882916,-0.13461803,0.07998293843999998,4529,4.487268,155348.17486548424
71.21492229561073,14.68,11.974775,0.9718667101114988,88824,20,-0.025610702,0.019790484,-0.13740778,0.08027899144999999,4549,4.5802593,155919.95083141327
72.07357716319217,13.31,7.0976596,0.9832179006189108,89082,20,-0.035030693,0.09010277,-0.14007536,0.08155013008,4569,4.6691785,156501.50796699524
69.77321090875361,13.06,55.847176,0.7090226709842682,89309,16,-0.056282997,0.18624227,-0.115283825,0.08884927476,4585,3.8427944,156943.6317231655
68.9504326365473,13.04,11.6630125,0.9731233101338148,89598,21,-0.04594411,0.033445172,-0.13790868,0.09034198765,4606,4.5969563,157480.3085553646
68.79185891333758,13.19,13.554921,0.9624550752341747,89849,19,-0.035859395,0.06916036,-0.1413035,0.09064852384000002,4625,4.7101164,158061.78430366516
68.44979325856451,13.77,15.477377,0.9516813233494759,90100,15,-0.037413605,0.033947557,-0.13314052,0.09058978170999998,4640,4.438018,158602.2039232254
68.41238024537618,14.63,7.079243,0.9713965710252523,90356,14,-0.041040674,0.028612107,-0.14907184,0.0892924722,4654,4.9690614,159127.68675732613
68.94344775160636,15.13,10.373873,0.9723941702395678,90610,16,-0.04596661,0.04381883,-0.14746927,0.08724171283,4670,4.9156423,159687.5988483429
71.96281973046725,15.17,5.740568,0.9833333566784859,90869,16,-0.047236025,0.04081863,-0.14781581,0.07942094946,4686,4.927194,160279.16789722443
72.66928721477807,15.45,4.893773,0.9908379474654794,91134,19,-0.042343907,0.028173197,-0.14229438,0.07735758579,4705,4.743146,160864.74408698082
72.4394654007146,16.12,6.940752,0.9808731693774462,91387,15,-0.046854317,0.0366209,-0.14494327,0.07740142517,4720,4.831442,161406.02963256836
73.09655035495791,15.7,8.530033,0.9369493648409843,91618,16,-0.02137729,0.014616609,-0.1262499,0.07635643963,4736,4.20833,161901.22962379456
73.09655035495791,15.7,18.99791,-0.09138262271881104,91618,0,-1.09896064e-07,2.5918036e-06,-0.00029313346,0.07635643963,4736,0.009771115,161902.11643886566
73.09655035495791,15.7,24.789005,-0.26453447341918945,91618,0,-1.6763806e-07,6.0221973e-06,-0.00032446202,0.07635643963,4736,0.010815401,161903.00605106354
73.09655035495791,15.7,25.091496,-0.1154564619064331,91618,0,1.4342368e-07,1.0498617e-05,-0.0003695372,0.07635643963,4736,0.012317907,161903.88704824448
73.09655035495791,15.7,93.264946,-0.05069625377655029,91618,0,-0.0013574604,0.00035747106,-0.0012272433,0.07635643963,4736,0.040908113,161910.07174658775
